Depth,A,B,C,D,E,FCA,FCB,FCC,FCD,FCE,CLA,CLB,CLC,CLD,CLE,ELA,ELB,ELC,ELD,ELE
50,11.970001,12.53,17.13,12.04,55.470005,12.90973052,12.83861845,17.00836618,12.06768243,48.22867323,13.98733477,12.89644522,16.03420923,11.62436238,32.05618333,11.19226896,12.01308006,16.87233359,11.66491697,48.96137109
50.05,11.7,12.41,17.02,11.98,52.81,12.70457396,12.75144292,16.92314679,12.01811314,46.1240836,12.83551302,12.32021889,15.92140583,11.20050295,39.43366037,10.92223966,11.8912388,16.84149816,11.60447899,48.68316208
50.1,11.54,12.37,16.99,12.07,50.26,12.57891125,12.72841493,16.90399176,12.08947642,44.08726547,12.90786468,12.40752189,16.09353886,11.30243868,41.50710377,10.76387573,11.85117618,16.78010615,11.69489454,47.50036978
50.15,11.47,12.45,16.95,12.29,48.11,12.5261047,12.79301698,16.88518092,12.26752016,42.36949576,12.93260105,12.56196632,16.23426312,11.56755442,41.88597397,10.69647985,11.93462495,16.74288479,11.91670819,45.96307853
50.2,11.48,12.630001,16.9,12.58,46.49,12.53974194,12.9361336,16.85969977,12.495169,41.06470731,12.88605469,12.72409765,16.29509834,11.88653021,41.60340163,10.70725722,12.11735563,16.43504219,12.20945137,44.67153547
50.25,11.53,12.9,16.88,12.82,45.4,12.57784831,13.13798639,16.86412271,12.68842129,40.17824862,12.85347511,12.90087585,16.33289581,12.20953743,41.09295709,10.75578146,12.39075409,16.41999628,12.45152037,43.75096883
50.3,11.59,13.179999,16.97,12.96,44.5,12.62161749,13.34247555,16.96776641,12.8058971,39.44369852,12.84818739,13.08330551,16.45694247,12.43755186,40.4985122,10.81461692,12.67297814,16.51785592,12.59103853,42.95090659
50.35,11.649999,13.49,17.03,12.97,43.57,12.66641366,13.56907105,17.03306323,12.82128296,38.68226607,12.86178927,13.29385901,16.54301957,12.52008763,39.83351435,10.87380529,12.98232932,16.58390187,12.59915799,42.12956224
50.4,11.69,13.809999,16.81,12.9,42.15,12.68195029,13.80197914,16.88755528,12.76805304,37.54227419,12.88061118,13.50588568,16.46360633,12.47520012,38.86600771,10.90820516,13.30213978,16.36870912,12.52706236,42.00239474
50.45,11.73,14.209999,16.23,12.800001,40.22,12.68932974,14.09556928,16.42440449,12.7011486,35.99969971,12.89017941,13.72751093,16.09630987,12.43191826,37.45088353,10.94275603,13.7036698,15.78299887,12.67193053,40.04929104
50.5,11.77,14.650001,15.5,12.699999,37.84,12.69941506,14.4344461,15.83401086,12.62840031,34.10367982,12.8939662,14.02289086,15.60126808,12.38106388,35.51514303,10.97279331,14.14862834,15.04383023,12.60411931,37.64156174
50.55,11.85,15.140001,14.99,12.67,35.49,12.74191279,14.81607879,15.42227056,12.61021728,32.23546841,12.89872845,14.39743126,15.20116859,12.36772723,33.48832575,11.04391845,14.64575774,14.52813333,12.55115103,35.26444414
50.6,11.970001,15.459999,14.95,12.699999,33.62,12.82910304,15.06416148,15.39262783,12.63513477,30.74199539,12.91167244,14.71768397,15.06003756,12.38350295,31.94594395,11.15724175,14.96978701,14.49019505,12.57536157,33.37497547
50.65,12.14,15.499999,15.27,12.800001,32.48,12.96375339,15.08375333,15.62452119,12.72329664,29.8306915,12.94497103,14.77109981,15.18644478,12.4741888,31.09032382,11.32017738,15.301246,14.80766763,12.663751,32.2229751
50.7,12.36,15.169999,15.71,12.9800005,32.24,13.13399358,14.82141844,15.91549569,12.87507081,29.6366227,12.99651152,14.53463368,15.47278559,12.64261082,30.95343672,11.53508312,14.67873663,15.2349416,12.82974492,31.9804528
50.75,12.57,14.66,15.82,13.220001,32.86,13.29801972,14.41579969,15.94856927,13.0636598,30.11428009,13.06193552,14.1404821,15.5989204,12.82076661,31.43719004,11.74163276,14.16525678,15.33306998,13.06875801,32.60680844
50.8,12.699999,14.220001,15.579999,13.47,34.07,13.41884649,14.06777544,15.7288137,13.26259884,31.06351606,13.15561903,13.76894525,15.47867732,13.0051561,32.30377754,11.86922122,13.72309293,15.08337718,13.31852889,33.82663312
50.85,12.699999,13.990001,15.04,13.67,35.61,13.42795515,13.89049293,15.28190613,13.42438228,32.25850953,13.25019172,13.52729705,15.11316071,13.15730974,33.39054237,11.86714748,13.49258412,14.53704915,13.52074794,35.3784657
50.9,12.63,14.06,14.65,13.8,37.17,13.37977664,13.95290753,14.95187705,13.53132843,33.47263454,13.31745218,13.48382022,14.75220417,13.24818965,34.48016324,11.79348961,13.5648307,14.14043299,13.65492358,36.94900715
50.95,12.57,14.35,14.5,13.9,38.8,13.34072836,14.18056368,14.82214388,13.61008747,34.74488446,13.35746094,13.62337138,14.5257424,13.30318981,35.59581494,11.73049947,13.8577281,13.98807619,13.55736813,38.58960743
51,12.57,14.810001,14.65,14.03,40.34,13.35095509,14.55476812,14.94573591,13.71263139,35.95379149,13.39813298,14.00529989,14.50124597,13.37486555,36.65366492,12.81071913,14.32091608,14.54290775,13.69029044,40.14075008
51.05,12.62,15.23,14.88,14.21,41.53,13.38246574,14.89581084,15.14845773,13.85808291,36.89945661,13.43939761,14.48377618,14.65173456,13.51750605,37.5212003,12.90373996,14.74303691,14.37969883,13.87289121,41.33845665
51.1,12.73,15.470001,15.07,14.49,41.99,13.44059776,15.09222214,15.30803793,14.07714619,37.27338233,13.48103613,14.79125803,14.81854736,13.72708275,38.01274328,12.95127196,15.31061046,14.57563899,14.15438507,41.80263869
51.15,12.88,15.45,15.2,14.79,41.52,13.51789262,15.07843969,15.43341902,14.31020107,36.90483619,13.51825512,14.82000177,14.96951267,13.96252126,37.96234121,13.06266291,15.27605064,14.71251089,14.45513162,41.33035776
51.2,13.07,15.22,15.32,15.08,40.36,13.65616259,14.89750772,15.56798374,14.53234278,36.00046733,13.56939177,14.63870931,15.10757912,14.18512907,37.34067833,13.22150319,15.05354312,14.84478315,14.74443711,40.15969203
51.25,13.39,14.89,15.630001,15.36,38.76,13.9262584,14.63862458,15.8267755,14.74321497,34.74449599,13.66461516,14.3649682,15.28849085,14.39168624,36.22759366,13.50468859,14.74090893,15.16312357,15.02318001,38.54416849
51.3,13.88,14.5,16.2,15.58,37.13,14.30913165,14.33219148,16.29549683,14.90403676,33.45679726,13.80516919,14.05748264,15.68302071,14.54393921,34.92284251,13.95943596,14.37415725,15.74259053,15.24130935,36.89532637
51.35,14.57,14.15,16.94,15.67,35.71,14.84981999,14.06830985,16.89288839,14.96224301,32.33994285,14.04914334,13.78423432,16.25488234,14.58302447,33.73171823,14.60026392,14.04935349,16.84071315,15.32867765,35.45724187
51.4,15.51,13.8,17.42,15.57,34.75,15.59504533,13.81286359,17.26949273,14.87409038,31.58051492,14.49136075,13.5455421,16.70618616,14.4842642,32.94077113,15.48717214,13.7266138,17.2995956,15.2257687,34.48321509
51.45,16.539999,13.47,17.46,15.3,34.35,16.4071872,13.56961884,17.27854107,14.64925315,31.27290315,15.16220442,13.35258328,16.79219976,14.25041516,32.61599506,15.73103184,12.97395192,17.3070141,14.95184561,34.07649913
51.5,17.42,13.15,17.06,14.91,34.49,17.1296888,13.33435533,16.92445638,14.32715156,31.38347196,15.9699112,13.188473,16.47543857,13.92160511,32.72599514,16.63046642,12.6533495,16.89857674,14.55680976,34.21905327
51.55,17.86,12.87,16.48,14.48,35.19,17.49278087,13.11550842,16.43363874,13.97359441,31.93625698,16.48066771,13.02501679,15.9997644,13.55694477,33.23360538,17.08974176,12.37065459,16.32720562,14.11978175,34.9275881
51.6,17.809998,12.64,15.850001,14.1,36.07,17.43856146,12.92438548,15.92299518,13.65511649,32.62325174,16.45769292,12.87261227,15.52754779,13.20127776,33.87286766,17.04563284,12.13458128,15.35716516,13.73378312,35.81817082
51.65,17.3,12.46,15.23,13.83,36.84,17.02471203,12.76918775,15.41619937,13.42536472,33.21332397,16.04512212,12.74462267,15.09019197,12.91903421,34.44307803,16.5361334,11.94850775,14.72449038,13.45894286,36.59875966
51.7,16.499998,12.34,14.72,13.68,37.19,16.38876015,12.66729733,15.01148552,13.28706755,33.47128576,15.46548917,12.66664548,14.74161064,12.70959843,34.73315568,15.73357234,11.82266546,14.20670716,13.30614697,36.95472859
51.75,15.549998,12.3,14.36,13.61,37.11,15.64087867,12.63905159,14.72187766,13.22521568,33.38991149,14.87804955,12.64563324,14.47414418,12.62180447,34.70467903,14.77825804,11.78162767,13.84125129,13.23388961,36.87516927
51.8,14.64,12.3,14.1,13.58,36.68,14.91982947,12.63473839,14.53580123,13.19579374,33.0243395,14.36045644,12.64637949,14.34162251,12.60119392,34.39016487,13.85995602,11.78173358,13.57830532,13.20292556,36.4420309
51.85,13.83,12.36,13.78,13.56,35.79,14.28356423,12.68752319,14.28400648,13.17516066,32.30294466,13.95624595,12.68847681,14.21614571,12.59914413,33.68390183,13.04107821,11.8436606,13.25233243,13.18246864,35.5439522
51.9,13.28,12.44,13.38,13.52,34.45,13.8542285,12.75110324,13.97936375,13.13827075,31.22160292,13.65715303,12.76116155,14.0573266,12.58002428,32.57221878,12.48761965,11.92467517,12.84919367,13.1425153,34.19268992
51.95,12.959999,12.58,12.97,13.47,32.71,13.61790163,12.85634358,13.67481489,13.09544978,29.82530882,13.45460529,12.84243031,13.88333917,12.54193361,31.05821107,12.17111588,12.06543005,12.4396248,13.09182091,32.43762678
52,12.86,12.76,12.73,13.399999,30.9,13.56482605,13.00154879,13.5125962,13.03311507,28.37566335,13.33720041,12.96240522,13.73968561,12.4607944,29.45065588,12.07816696,12.24675038,12.20673155,13.02164397,30.61252036
52.05,12.88,13.05,12.71,13.3,29.320002,13.5921179,13.23176327,13.51768176,12.95746276,27.1027639,13.27435408,13.14864339,13.6942092,12.37527837,28.03018631,12.10477875,12.53801705,12.19120248,12.91974231,29.02234702
52.1,12.97,13.39,12.99,13.19,28.07,13.69320004,13.50026804,13.73910859,12.86983052,26.1029829,13.27417432,13.40331071,13.74543102,12.2657089,26.84228015,12.20007105,12.88124907,12.47648633,12.8092984,27.7646291
52.15,13.09,13.809999,13.38,13.069999,27.09,13.8304586,13.84498994,14.0433832,12.78126782,25.32046567,13.34552416,13.7875545,13.91410466,12.1691024,25.84043247,12.32653666,13.30488914,12.86831788,12.68837046,26.78004207
52.2,13.2,14.23,13.72,12.96,26.23,13.94138339,14.18471335,14.29040898,12.69388567,24.63440791,13.45376644,14.21435273,14.10662224,12.06384852,24.91116248,12.44050946,13.72954154,13.20659051,12.5783632,25.91480024
52.25,13.260001,14.690001,13.81,12.85,25.42,13.98557799,14.56185074,14.33648082,12.61145617,23.99574699,13.54403466,14.65689564,14.22294486,11.9775239,24.06019005,12.49931495,14.19487311,13.28915945,12.46732093,25.09874845
52.3,13.2300005,15.16,13.72,12.750001,24.78,13.93205183,14.94536241,14.25354837,12.53416992,23.49786879,13.57048706,15.07476942,14.22336451,11.90576037,23.44055189,12.46307561,14.67176253,13.19487607,12.36704339,24.45404444
52.35,13.15,15.71,13.58,12.66,24.709997,13.86069181,15.40471512,14.13740337,12.46375964,23.45194192,13.5710443,15.5382666,14.12855105,11.84319694,23.40806931,12.3779717,15.23290679,13.05485768,12.27749882,24.3863351
52.4,13.05,16.31,13.45,12.58,25.449999,13.76264989,15.90498409,14.03580272,12.40145149,24.04831053,13.54645772,16.07001454,14.0069036,11.7881523,24.08873972,12.27325616,15.84177419,12.92669131,12.19865429,25.1378848
52.45,12.990001,16.99,13.29,12.56,27.190002,13.70454004,16.43934982,13.90478574,12.38984928,25.44523862,13.52090288,16.64982008,13.87411229,11.76276294,25.61528891,12.20835285,16.52204381,12.7662672,12.18017093,26.89844872
52.5,12.939999,17.66,13.09,12.55,29.149998,13.6566641,16.95456001,13.74761212,12.38805073,27.01471721,13.50601696,17.20089824,13.73278155,11.76054912,27.3298778,12.15268764,17.18723917,12.56716629,12.17157035,28.88014095
52.55,12.93,18.34,12.95,12.56,30.869999,13.64607068,17.46793729,13.63465134,12.403905,28.38674106,13.49478781,17.68128103,13.62173315,11.77503859,28.9124122,12.142682,17.86811381,12.42463687,12.18337239,30.61935749
52.6,12.93,19.12,12.96,12.56,31.909998,13.65585522,18.09806741,13.65266889,12.41116504,29.21110462,13.5019875,18.25285262,13.58211994,11.78982956,29.95974854,12.14257715,18.65940343,12.43732683,12.18475683,30.80154834
52.65,12.92,20.31,13.17,12.55,32.55,13.65561375,19.06853488,13.83056942,12.41279494,29.72016931,13.51415976,19.15437289,13.66463642,11.81710237,30.62307595,12.13531094,19.87216055,12.64946741,12.17667086,32.31589791
52.7,12.949999,22.11,13.49,12.520001,32.96,13.6864677,20.51987717,14.09743493,12.39578438,30.03361906,13.52775385,20.57830265,13.84642519,11.83858736,31.05138948,12.16706605,21.69318672,12.9768212,12.14797261,32.73781716
52.75,13.020001,24.849998,13.86,12.48,33.43,13.74398916,22.70310473,14.4026961,12.37042217,30.39713524,13.54839665,22.73453167,14.11765843,11.84645731,31.48717256,12.23829666,24.4622299,13.35168526,12.10816366,33.19076145
52.8,13.17,27.79,14.22,12.419999,33.99,13.87383652,25.05257055,14.67926429,12.33056702,30.81795434,13.60414156,25.11496658,14.39209613,11.83855848,31.99624657,12.38990308,27.43341574,13.71338356,12.04700488,33.74613214
52.85,13.36,30.39,14.61,12.35,34.6,14.02184729,27.13476097,14.98002337,12.27742316,31.27897887,13.68296732,27.37113864,14.66656697,11.79702029,32.53620576,12.58070698,30.06689838,14.10510099,11.97559251,34.35252025
52.9,13.62,32.24,14.99,12.280001,34.94,14.23130593,28.62188651,15.26883978,12.22971711,31.54303502,13.80174311,29.10016882,14.94124671,11.76452915,32.87410601,12.84003021,31.94103863,14.48532301,11.90463989,34.68863043
52.95,13.97,34.09,15.26,12.24,34.84,14.50948521,30.091679,15.46432807,12.20537258,31.47777151,13.96011782,30.69282382,15.1323093,11.75643971,32.85465127,13.19237486,33.81119792,14.75502671,11.86378901,34.58361523
53,14.27,36.58,15.43,12.24,34.28,14.75090987,32.07443179,15.58136944,12.2127233,31.05539231,14.14134269,32.49593125,15.25869812,11.77955172,32.43205763,13.49555895,36.32469301,14.92177417,11.86348116,34.01864769
53.05,14.299999,38.93,15.579999,12.3,33.45,14.7795936,33.94654143,15.70091954,12.25946654,30.41853235,14.27243334,34.13900077,15.39367421,11.82010226,31.74014946,13.52805224,37.4230973,15.07148512,11.92338951,33.18119257
53.1,13.97,39.95,15.850001,12.4,32.53,14.5324648,34.76032091,15.91493062,12.33607645,29.69101517,14.28406095,35.11226219,15.57541513,11.88552928,30.95173832,13.1975769,38.00368327,15.34457183,12.02256158,32.25280053
53.15,13.41,38.7,16.47,12.54,31.68,14.09282145,33.77650505,16.40833245,12.44580302,29.0231364,14.13940196,34.79563217,15.99780878,12.00555679,30.19464123,12.63513729,38.47002569,15.97087172,12.16049084,31.39068202
53.2,12.82,35.7,17.39,12.71,30.930002,13.61686446,31.39748533,17.14732899,12.5709345,28.42221488,13.89292506,32.7438415,16.74862744,12.14302977,29.51462655,12.03903899,35.4444206,16.90194686,12.3296019,30.62872746
53.25,12.26,31.550001,18.43,12.9,30.379997,13.14259295,28.09888017,17.957111,12.71789925,27.98588482,13.6339871,28.84801003,17.63694932,12.31863848,28.99095838,11.46221557,31.25603215,17.94925351,12.5182371,30.06785288
53.3,11.81,27.36,19.06,13.119999,29.94,12.75686642,24.76974148,18.44564262,12.88550979,27.62673974,13.41151797,24.8425641,18.15755509,12.50327229,28.55818985,12.26622064,27.02588976,18.58417749,12.73846591,29.62003023
53.35,11.49,23.71,19.1,13.270001,29.510002,12.51795112,21.86332864,18.45668341,12.99446126,27.28543957,13.24080863,21.70509688,18.09390744,12.61602416,28.11745916,10.67990545,23.34050775,18.62394255,12.88839821,29.18265595
53.4,11.32,21.41,18.55,13.33,28.959997,12.44667677,20.03302051,18.0138279,13.03772407,26.85020966,13.13501218,19.74306051,17.64313555,12.665296,27.57280722,10.52598981,21.01575714,18.06488775,12.94849716,28.62604214
53.45,11.26,20.2,17.63,13.25,28.37,12.40959619,19.07075205,17.28693049,12.96956341,26.37781996,13.06269407,18.63059726,16.92088195,12.60844126,26.99212205,10.46955045,19.79212821,17.13816008,12.86728171,28.02950571
53.5,11.180001,19.769999,16.66,13.069999,27.87,12.33737515,18.72942466,16.52741687,12.82269107,25.97704919,13.00388858,18.27756263,16.20199111,12.4604802,26.4959003,10.38673659,19.35738518,16.16044344,12.68495876,27.52397147
53.55,10.98,19.609999,15.82,12.78,27.64,12.17528075,18.60502952,15.86384501,12.59443059,25.79045461,12.95360875,18.18377386,15.56262302,12.26019139,26.26094701,10.181749,19.1940531,15.31390022,12.39132439,27.29078496
53.6,10.68,19.43,15.25,12.469999,27.61,11.93549964,18.45851913,15.41959158,12.34096037,25.76195932,13.77822546,18.55115063,14.73342185,11.81291904,26.25363594,9.876667328,19.01117674,14.74137136,12.07877291,27.26127653
53.65,10.370001,19.22,14.91,12.18,27.720001,11.67769532,18.28304722,15.1496716,12.11193923,25.84701632,12.63594498,18.04528186,14.17557172,11.32797879,26.6308932,9.561914357,18.79648396,14.40100367,11.78688742,27.37397107
53.7,10.16,18.91,14.79,11.97,27.83,11.51425158,18.02376122,15.05627079,11.94889149,25.93427829,12.74741742,17.70702864,14.23936662,11.28497473,26.39627089,9.347872631,18.47723615,14.27996454,11.57648595,27.48770982
53.75,10.06,18.46,14.84,11.84,27.87,11.42574375,17.65597194,15.09327496,11.8484892,25.95826573,12.76877144,17.32050152,14.43456318,11.31367154,26.38066514,9.240737025,18.01887943,14.32877703,11.44786421,27.53050093
53.8,10.06,17.85,14.95,11.76,27.770002,11.42270593,17.1559542,15.18720034,11.78117238,25.8832935,12.70589335,16.84055504,14.65414114,11.31205463,26.27769331,9.234600268,17.39835607,14.43797103,11.36998192,27.43124446
53.85,10.11,17.02,15.11,11.62,27.48,11.45370967,16.49436295,15.31677522,11.67050553,25.64881726,12.65466742,16.2271968,14.87854236,11.28337024,26.00865538,9.281959712,16.55955069,14.59628951,11.23022667,27.13873031
53.9,10.21,16.07,15.23,11.44,27.009998,11.56081472,15.73711212,15.40473708,11.52732501,25.27126787,12.63744112,15.54654143,15.05896542,11.22109299,25.55789276,9.391330243,15.60014531,14.71056907,11.04973952,26.66457849
53.95,10.370001,15.05,15.29,11.23,26.350002,11.72492774,14.92236936,15.45860843,11.35842823,24.73661989,12.65524503,14.83837465,15.20959574,11.12920725,24.92036152,9.560017966,14.57015307,14.76570951,10.83815924,25.99923568
54,10.630001,14.180001,15.21,11.08,25.63,11.9531885,14.21922561,15.38813771,11.23598937,24.16366534,12.70388012,14.21181966,15.20707597,11.0373576,24.25016746,9.825743388,13.69177302,14.68110672,10.6874348,25.27514017
54.05,10.92,13.509999,14.95,11.03,24.99,12.19715126,13.66420291,15.19554006,11.19446013,23.65676678,12.78054465,13.69773108,15.09328232,10.97519558,23.68788815,10.11911238,13.01440439,14.41872489,10.63628442,24.63245001
54.1,11.160001,13.12,14.53,11.08,24.6,12.39883919,13.33918138,14.85937904,11.23197411,23.3502101,12.88005934,13.36411883,14.84467916,10.95826847,23.37300727,10.36136989,12.61993357,13.99225985,10.68585717,24.24269634
54.15,11.23,12.91,14.05,11.23,24.48,12.46479045,13.17543084,14.49619722,11.34806722,23.25957463,12.9769053,13.18322477,14.57373122,10.99601347,23.29305325,10.43344533,12.41081829,13.50891686,11.23181181,24.12466884
54.2,11.160001,12.75,13.64,11.49,24.539999,12.42944568,13.05668232,14.20604823,11.54574715,23.31484505,13.05369026,13.08465083,14.35081903,11.08685353,23.35614753,11.64446324,12.2535093,13.10194645,11.51341021,24.1890373
54.25,11,12.549999,13.39,11.83,24.7,12.32039211,12.9004061,14.05458044,11.80904297,23.45261321,13.09990887,12.99457692,14.24364507,11.24669172,23.49402756,11.53312561,12.05358642,12.85756422,11.82192045,24.480731
54.3,10.869999,12.31,13.32,12.229999,24.899998,12.22346107,12.70694855,14.03138899,12.12622829,23.62116554,13.11691468,12.88145123,14.24905641,11.51280434,23.65818082,11.37186108,11.8120943,13.25538459,11.84093575,24.62128684
54.35,10.77,12.1,13.49,12.69,25.06,12.14444897,12.54522863,14.1714083,12.48416169,23.75729123,13.10965986,12.76669259,14.35293663,11.86578913,23.77522316,11.26900059,11.60242678,13.46169787,12.30461164,24.8041987
54.4,10.65,11.97,13.82,13.13,25.09,12.04699125,12.44227794,14.43011355,12.82924706,23.78733886,13.07887901,12.67304132,14.56767659,12.2765441,23.7737252,11.16807484,11.47090256,13.72762974,12.74682564,24.83951558
54.45,10.51,11.91,14.31,13.48,24.889997,11.93978914,12.38818684,14.80842227,13.10346817,23.62613955,13.0399254,12.59632137,14.90710926,12.63661161,23.55764394,11.04445951,11.41029373,14.16538588,13.0990053,24.54390918
54.5,10.34,11.9,14.8,13.69,24.629997,11.81176028,12.369491,15.17234401,13.26370142,23.42458098,13.00021982,12.55381414,15.2733253,12.81956238,23.31738877,10.89548766,11.39696913,14.62092858,13.31082239,24.27814375
54.55,10.2,11.96,15.23,13.77,24.41,11.71070331,12.41237136,15.51712176,13.33714625,23.25732148,12.96270004,12.57009807,15.62030531,12.90833532,23.12658625,10.77140557,11.45412733,15.02875487,13.39257497,24.05206474
54.6,10.099999,12.11,15.5,13.77,24.309998,11.62315775,12.52094525,15.75312975,13.34400431,23.18659604,12.92041142,12.62970645,15.86307656,12.90490167,23.04489653,10.68973074,11.60200051,15.28902186,13.39472469,23.94718318
54.65,10.069999,12.45,15.630001,13.7,24.179998,11.56924752,12.7977687,15.88340221,13.30301654,23.1006036,12.87278295,12.79348635,15.95328579,12.86716735,22.93149653,10.66859721,11.9441009,15.42982987,13.32673268,23.811404
54.7,10.069999,12.98,15.630001,13.61,23.979998,11.54695339,13.22761136,15.89667012,13.24100007,22.94636418,12.82819469,13.09672153,15.95279067,12.79092477,22.7641438,9.247287813,12.48064627,15.43048972,13.2394054,23.60835369
54.75,10.11,13.71,15.579999,13.52,23.71,11.57473836,13.82563148,15.8646834,13.18710594,22.74293161,12.79811248,13.62567254,15.88469247,12.73644962,22.54310096,9.286432558,13.22166223,15.39739496,13.15199726,23.43093951
54.8,10.45,14.53,15.549999,13.44,23.57,11.83627375,14.48335549,15.84453444,13.13681874,22.62784407,12.78742438,14.33359775,15.81828485,12.67696405,22.45495327,9.630312657,14.05232286,15.05674842,13.074052,23.34137156
54.85,10.879999,15.33,15.590001,13.309999,23.62,12.17281275,15.11121789,15.8862993,13.04531737,22.66604809,12.8049299,15.07368722,15.8035638,12.58723697,22.50126239,10.06619258,14.85880491,15.10233711,12.94610487,23.39622243
54.9,11.07,16.04,15.71,13.1,23.97,12.32392365,15.66451992,15.98528447,12.88767567,22.94653821,12.84957508,15.70387383,15.85034243,12.4412408,22.80914454,10.25889347,15.57146996,15.22651077,12.73643113,23.73283917
54.95,10.95,16.66,15.89,12.82,24.52,12.23057987,16.15604729,16.12516574,12.6763859,23.37365058,12.89311418,16.23217597,15.94756615,12.26630957,23.25807823,10.13963055,16.19594751,15.40898885,12.45688541,24.27494583
55,10.69,17.26,16.12,12.5,25.149998,12.01275016,16.63109711,16.29913844,12.4323497,23.85700299,12.89792556,16.69232026,16.11311815,12.07029304,23.77127627,9.876184392,16.80232123,15.63746791,12.13568541,24.88556054
55.05,10.630001,17.95,16.39,12.22,25.67,11.96732246,17.18581952,16.50273178,12.21234614,24.24641325,12.88552382,17.2448359,16.31865607,11.87034846,24.18836291,9.812991132,17.49958423,15.90558502,11.85486094,25.31382278
55.1,10.55,18.65,16.64,12.01,26.029999,11.9039081,17.74373577,16.68038015,12.04606979,24.52166054,12.86993447,17.78193613,16.48177941,11.70514581,24.48751374,9.731360637,18.20559701,16.15377497,11.64326795,25.68087718
55.15,10.5,19.3,16.88,11.91,26.34,11.87496133,18.26139057,16.86025194,11.9655971,24.75573899,12.86110621,18.26528976,16.65293141,11.60279942,24.76985144,9.681704553,18.96797937,16.39266257,11.54220145,25.99853643
55.2,10.45,19.719997,17.07,11.899999,26.84,11.83962134,18.60045247,16.98493913,11.95796279,25.14433967,12.85485621,18.56460679,16.75830711,11.56801648,25.23474516,9.631697951,19.3214124,16.58007896,11.53079389,26.50851169
55.25,10.41,19.939999,17.24,11.949999,27.48,11.81030488,18.77766585,17.08962277,12.00193543,25.65005105,12.84775897,18.69458909,16.86468501,11.59099044,25.81836874,9.592452544,19.5288293,16.74361643,11.57950722,27.15778725
55.3,10.4,19.96,17.35,12.06,28.01,11.80168574,18.79716926,17.15468768,12.0967896,26.0697327,12.84090141,18.66809152,16.93941302,11.66480608,26.30543341,9.583804042,19.54279386,16.84916606,11.68914772,27.69459514
55.35,10.41,19.829998,17.36,12.19,28.14,11.8054929,18.69851876,17.14082802,12.20713763,26.17824726,12.83594742,18.54768773,16.91375058,11.77072993,26.43406468,9.595051768,19.3970966,16.85639038,11.8198747,27.82611043
55.4,10.44,19.59,17.32,12.330001,27.910002,11.82323089,18.50788117,17.09555776,12.32818455,25.9998448,12.83381256,18.35259722,16.86800544,11.9131573,26.2361764,9.626368283,19.153588,16.81278401,11.96091995,27.5927561
55.45,10.5,19.29,17.37,12.43,27.49,11.86944292,18.26516935,17.11252525,12.41350362,25.66896814,12.83648848,18.10478954,16.85246532,12.04793534,25.85699231,9.687810752,18.85172304,16.86000162,12.06161102,27.1670267
55.5,10.59,19,17.78,12.48,27.05,11.92608239,18.03300156,17.42453955,12.45282914,25.32325491,12.83684499,17.87588693,17.12882368,12.11446552,25.45906206,9.778243737,18.56085253,17.27057131,12.11111042,26.72112155
55.55,10.74,18.71,18.54,12.46,26.66,12.03626121,17.80888858,18.00293436,12.4345254,25.01863283,12.84277623,17.65232918,17.70276151,12.10967921,25.10699029,9.927451061,18.27096314,18.03360782,12.08938054,26.3257863
55.6,10.9,18.43,19.52,12.4,26.23,12.14678096,17.59366957,18.75271769,12.38332968,24.69666774,12.85273213,17.44741486,18.48771762,12.05938103,24.71348397,10.08773954,17.99093099,19.01781439,12.02605934,25.88778736
55.65,11.03,18.16,20.2,12.34,25.71,12.22170608,17.38917,19.25675629,12.32839709,24.29789839,12.85432774,17.25366149,18.99454288,11.99701917,24.24599215,10.21762165,17.72134104,19.69745002,11.96345894,25.35928969
55.7,11.08,17.97,20.32,12.32,25.139997,12.24345436,17.24826312,19.30569762,12.29857836,23.86547326,12.84902503,17.1272335,18.99273726,11.93229678,23.75080217,10.2673742,17.53363863,19.80844873,11.94148244,24.78165792
55.75,11.04,17.87,19.69,12.35,24.689999,12.19871451,17.18031487,18.77414494,12.31667591,23.52193237,12.84117763,17.06931271,18.39551319,11.91879957,23.3966513,10.22625757,17.4337937,19.16709096,11.9693848,24.32822883
55.8,10.94,17.84,18.47,12.41,24.46,12.11202997,17.163928,17.79274066,12.36058559,23.34055266,12.82888494,17.06674991,17.39921945,11.95176663,23.22213824,10.12462659,17.40214972,17.9349015,12.027963,24.09757516
55.85,10.82,17.93,16.96,12.53,24.55,12.01621579,17.24403243,16.60281394,12.4495318,23.40915393,12.81089948,17.1556279,16.27993463,12.00968641,23.31589548,10.00326835,17.49040485,16.41295878,12.14806156,24.19006909
55.9,10.7,18.14,15.45,12.69,24.85,11.92293672,17.40794128,15.43228246,12.57663049,23.64515299,12.78836209,17.31987272,15.23101286,12.12489584,23.56964311,9.879779446,17.70007163,14.8960289,12.30968154,24.49301297
55.95,10.57,18.53,14.13,12.91,25.189999,11.8270782,17.72419371,14.42483933,12.75359706,23.91443799,12.76415479,17.64131317,14.37947428,12.30466536,23.85161098,9.749115411,18.09294553,13.57385569,12.53275834,24.83651035
56,10.41,18.97,13.07,13.23,25.46,11.70947979,18.07904415,13.6261653,13.00659656,24.12336357,12.73904933,17.99373461,13.75224029,12.54731424,24.06775284,9.58850098,18.53585339,12.51462614,12.858051,25.10915953
