Depth,A,B,C,D,E,FCA,FCB,FCC,FCD,FCE,CLA,CLB,CLC,CLD,CLE,ELA,ELB,ELC,ELD,ELE
260.5,12.33,16.84,16.11,11.5,15.97,15.31897634,17.76080199,17.67630669,12.69500615,17.34567137,16.31119087,17.53199155,18.05896565,12.83753402,17.42939202,11.93693167,16.74805435,15.90667557,11.31584984,15.78399566
260.55,12.33,16.89,15.799999,11.56,15.91,15.33741177,17.78206917,17.43398454,12.74736221,17.31638049,16.34025688,17.54087659,17.84350509,12.88068824,17.43802701,11.94042486,16.79790472,15.5971157,11.38209729,15.7232431
260.6,12.33,17,15.48,11.669999,15.78,15.35809052,17.85766567,17.17812485,12.83871746,17.22025511,16.36897657,17.60637205,17.59304845,12.9461915,17.36354736,11.94438062,16.90689931,15.27949404,11.49924707,15.59220097
260.65,12.32,17.11,15.18,11.81,15.569999,15.37364992,17.93338703,16.93478393,12.96180493,17.06524884,16.42386705,17.67080092,17.37081636,13.06140844,17.25431722,11.93652123,17.01591917,14.97919234,11.6476026,15.37904958
260.7,12.29,17.16,14.95,11.93,15.32,15.35795631,17.95477165,16.75409307,13.06796096,16.87539264,16.44223419,17.67388475,17.190316,13.15233456,17.11765078,11.90879917,17.06345574,14.75205416,11.77548101,15.12592973
260.75,12.27,17.11,14.79,12.01,15.11,15.34258865,17.90719569,16.62639192,13.14948541,16.70869876,16.43495061,17.61702311,17.0532987,13.23076381,16.97139526,11.88887778,17.01138522,15.09014688,11.8622469,14.91267111
260.8,12.28,16.94,14.69,12.06,14.97,15.33782281,17.76350452,16.55048685,13.21212912,16.60411166,16.42000237,17.46389315,16.93168622,13.3063572,16.89633678,11.89525061,16.83895106,15.15722355,11.91699871,14.77027857
260.85,12.34,16.7,14.65,12.12,14.899999,15.38131218,17.5792754,16.52626098,13.27209061,16.55650659,16.45528303,17.28541323,16.89912708,13.36037954,16.87758673,11.95156713,16.59697285,15.09274763,11.98166161,14.69779645
260.9,12.450001,16.47,14.63,12.16,14.88,15.45513901,17.40794277,16.52001218,13.31343415,16.54891116,16.49737512,17.13190272,16.91768116,13.39701648,16.89725824,12.0601084,16.36709358,15.0607922,12.02460617,14.67474756
260.95,12.52,16.31,14.61,12.17,14.91,15.48808288,17.29035375,16.49289198,13.32354681,16.57184119,16.51669375,17.04130407,16.90690542,13.38790417,16.91873227,12.1245863,16.20750461,15.0431667,12.03590169,14.70289555
261,12.48,16.23,14.58,12.12,14.950001,15.43887378,17.23708954,16.45521231,13.29063635,16.60208383,16.48812625,17.01317279,16.87802378,13.3539125,16.94459371,12.08052172,16.1297727,15.01446176,11.98448592,14.74085794
261.05,12.32,16.17,14.57,12.01,15.049999,15.30386752,17.19636652,16.42473396,13.20600227,16.67498783,16.42641355,16.97733157,16.8278244,13.27768379,17.00331688,11.91369084,16.48407089,15.01240029,11.87302087,14.84128294
261.1,12.12,16.13,14.57,11.87,15.22,15.12890942,17.17180443,16.41780229,13.09490513,16.8025337,16.30388812,16.96800279,16.81275364,13.17675071,17.10740907,11.70804896,16.44863327,15.0095621,11.73192999,15.01061998
261.15,11.929999,16.07,14.56,11.76,15.53,14.95204535,17.13710413,16.40754928,13.0083749,17.02599984,16.12795576,16.95525274,16.80413599,13.09209699,17.26806996,11.51170808,16.38869226,14.99928792,11.62180086,15.32255158
261.2,11.82,16.02,14.56,11.669999,16.02,14.83832181,17.10393794,16.41213143,12.9404574,17.38919126,15.96323758,16.92705753,16.80856354,13.02788691,17.54973948,11.39592937,16.34193018,14.99969101,11.5321454,15.81378534
261.25,11.76,15.96,14.55,11.64,16.86,14.76407256,17.05955134,16.40298553,12.9217973,18.01712565,15.83232488,16.8836357,16.83760439,13.00337026,18.06190962,11.3320165,16.28348018,14.34954994,11.50352281,16.65766503
261.3,11.78,15.89,14.54,11.630001,18.05,14.76453272,17.00275883,16.40785113,12.91153101,18.92296449,15.75336671,16.82506009,16.87591078,12.97460443,18.88410939,11.35176592,16.21391606,14.33818153,11.49506778,17.85342146
261.35,11.84,15.85,14.52,11.64,19.4,14.8040915,16.96968406,16.40415799,12.91103545,19.96528253,15.72179495,16.80088969,16.90828586,12.94855318,19.88074376,11.4164032,15.74375621,14.31755494,11.50673987,19.53647876
261.4,11.960001,15.88,14.5,11.66,20.47,14.91149733,16.98151097,16.39755211,12.92062599,20.79590829,15.7708962,16.80767724,16.91063169,12.94850871,20.63598628,11.54378255,15.76915374,14.29912142,11.52756354,20.72368412
261.45,12.149999,16,14.48,11.73,20.8,15.07682009,17.07853594,16.38971947,12.97101773,21.04489556,15.86047056,16.89706213,16.90655938,12.98439596,20.78404432,11.74484673,15.88604929,14.28028112,11.59917979,20.99369634
261.5,12.37,16.14,14.48,11.82,20.36,15.24848691,17.19008961,16.40367391,13.0440161,20.68592063,15.96177798,17.00561745,16.94024313,13.04959484,20.35212654,11.969105,16.02283474,14.28089404,11.6924699,20.54976464
261.55,12.61,16.26,14.52,11.97,19.43,15.4285404,17.28604427,16.44061274,13.17150869,19.95617206,16.06959605,17.07905475,16.97521529,13.16500064,19.6301047,13.48064367,16.13994212,14.32218219,11.84843549,19.63052036
261.6,12.84,16.36,14.59,12.13,18.45,15.6096029,17.36472905,16.50045957,13.31784967,19.1872444,16.21071271,17.13755752,17.0507099,13.32695216,18.91437224,12.44220093,16.23608334,14.39059513,12.01565616,18.6903467
261.65,13.07,16.49,14.67,12.32,17.63,15.78752692,17.46574092,16.56451123,13.47746723,18.54595119,16.36250068,17.20228741,17.10656909,13.46413982,18.3243575,12.67519159,16.36370576,14.47012893,12.21373635,17.91331705
261.7,13.2699995,16.64,14.75,12.48,17.02,15.95751545,17.57611651,16.62656217,13.62239836,18.07907004,16.57122113,17.28886424,17.1539634,13.61557207,17.90763524,12.87542591,16.51202378,14.54842308,12.3797372,17.3348151
261.75,13.45,16.78,14.79,12.6,16.6,16.11777337,17.68201612,16.65416092,13.71924918,17.76221338,16.79850883,17.37166897,17.17219538,13.69100432,17.63171822,13.05719963,16.65291283,14.5860687,12.50519964,16.40022458
261.8,13.6,16.9,14.79,12.649999,16.28,16.26752055,17.7744514,16.6480566,13.76856029,17.5298683,17.04759455,17.44555669,17.15888606,13.74962873,17.46312704,13.20601809,16.77493025,14.58265901,12.5584336,16.0793915
261.85,13.72,16.99,14.76,12.649999,16.06,16.39545175,17.85244345,16.59629273,13.7648032,17.37416744,17.2861132,17.51930541,17.06673041,13.7306966,17.36755718,13.32551529,16.86750006,14.54695705,12.56143407,15.86000745
261.9,13.810001,17.1,14.7,12.59,15.9,16.49961604,17.9562411,16.5227795,13.72391709,17.26154205,17.46408275,17.61462161,16.97108592,13.70609331,17.31112755,13.41576313,16.98032843,14.47742043,12.50230775,15.70161835
261.95,13.86,17.23,14.65,12.48,15.829999,16.57301027,18.07608222,16.45853182,13.63702183,17.20269612,17.59851261,17.73240759,16.88447781,13.6303717,17.24179052,13.4668812,17.11330388,14.41778159,12.39286073,15.63214379
262,13.91,17.34,14.63,12.34,15.84,16.65251728,18.18090484,16.42042882,13.52783356,17.20742617,17.75646969,17.83467038,16.82289714,13.53185055,17.23732618,13.51687402,17.22652693,14.38971533,12.25200781,15.64103439
262.05,13.94,17.38,14.65,12.2,15.89,16.71762731,18.21830246,16.43509097,13.41896815,17.23499379,17.91698646,17.86518236,16.82467975,13.43374872,17.25821517,13.54769802,17.27093062,14.40611224,12.11089383,15.68878552
262.1,13.98,17.27,14.7,12.08,15.950001,16.77420387,18.13775951,16.48198372,13.32619497,17.25529307,18.0089036,17.79883437,16.8854929,13.35037951,17.24745834,13.58929698,17.16194941,14.45339335,11.98966498,15.74667892
262.15,14.02,17.02,14.83,12.01,15.989999,16.82384438,17.93589929,16.58150449,13.26640733,17.26934726,18.08100481,17.60190946,16.97461893,13.27720152,17.24733481,13.62808582,16.9098159,14.58014292,11.91886888,15.78361573
262.2,14.060001,16.66,15.14,11.949999,15.98,16.87583365,17.64505777,16.81308771,13.21780374,17.24452381,18.15509168,17.33234999,17.18202138,13.23014408,17.19334635,13.66890287,16.54402824,14.88626088,11.85660347,16.33606122
262.25,14.050001,16.26,15.690001,11.949999,15.919999,16.8765239,17.31862848,17.23743883,13.21296082,17.1987469,18.168814,17.03845957,17.57558584,13.2163783,17.14305693,13.66121544,16.13439063,15.43559828,11.85328418,16.27580902
262.3,13.97,15.910001,16.4,11.97,15.84,16.82939754,17.02906092,17.78343095,13.21976343,17.14716853,18.10387414,16.79057236,18.0875077,13.2152041,17.09724894,13.58821667,15.77492746,16.1481262,11.86967674,15.62834297
262.35,13.810001,15.63,17.03,12.03,15.81,16.72843164,16.7908667,18.2810735,13.25660656,17.14410037,17.98831353,16.58460038,18.5719486,13.23645575,17.09370296,13.43767738,15.48457799,16.78208019,11.92661235,15.59971638
262.4,13.64,15.48,17.45,12.09,15.859999,16.60296066,16.66587471,18.60640632,13.3028785,17.21408227,17.14928185,16.2870828,18.7534843,12.94773592,16.7458368,13.27313655,15.32755255,17.20318726,11.98350694,15.65239257
262.45,13.46,15.44,17.61,12.16,15.97,16.46428385,16.62381307,18.75922786,13.35712667,17.32424552,16.8366164,16.33339967,18.94106357,13.02426844,16.89519312,13.09369183,15.2840839,17.37302231,12.0525917,15.76516325
262.5,13.250001,15.569999,17.65,12.21,16.01,16.28678045,16.72694995,18.85973888,13.40190098,17.36462343,16.95780807,16.50594161,18.94812868,13.20573948,17.10790709,12.88235777,15.41330435,17.4361454,12.10405426,15.80933499
262.55,12.9800005,15.910001,17.62,12.280001,15.84,16.05839147,17.00924758,18.89424905,13.46660546,17.24649027,16.98829053,16.82325246,18.91891574,13.36422789,17.14216189,13.68499253,15.75417314,17.42560709,12.17870564,15.63970271
262.6,12.67,16.46,17.6,12.36,15.469999,15.80663822,17.44951014,18.87675975,13.54294392,16.95534665,16.89733447,17.25478754,18.88648451,13.48917455,16.94125906,13.5408021,16.30641451,17.41010471,12.26420491,15.27056609
262.65,12.42,17.09,17.58,12.419999,15.06,15.59998972,17.94665143,18.85000031,13.6042546,16.64868819,16.75897282,17.72590249,18.86270131,13.58016651,16.72471784,13.29896582,16.94015172,17.38934284,12.32951527,14.85857777
262.7,12.29,17.55,17.55,12.49,14.78,15.47499928,18.29621945,18.81152183,13.67886959,16.42908814,16.6310596,18.02550791,18.82518546,13.68211553,16.54314389,13.18031465,17.40363775,17.35757699,12.40335054,14.58178979
262.75,12.29,17.79,17.53,12.57,14.65,15.43583476,18.47257436,18.77865899,13.75095599,16.32559109,16.5428909,18.16389734,18.7899547,13.76019593,16.44808914,11.90640067,17.64601956,17.71209147,12.48767331,14.45649046
262.8,12.38,17.89,17.52,12.649999,14.609999,15.44730538,18.53118863,18.76740285,13.82521923,16.2795205,16.46333236,18.19414694,18.80206947,13.84506855,16.38814073,11.98599577,17.74887622,17.3214563,12.56975742,14.423478
262.85,12.49,18.05,17.51,12.72,14.609999,15.49609985,18.64850784,18.77104354,13.88017204,16.27222264,16.43543953,18.30409142,18.83830519,13.8930784,16.38416043,12.08996653,17.91242459,17.3100069,12.64088735,14.42774383
262.9,12.56,18.27,17.48,12.76,14.65,15.53137213,18.8109911,18.75119644,13.91247894,16.28812052,16.45451489,18.45774167,18.84993037,13.92803288,16.37719899,12.15696935,18.13840987,17.27856776,12.67894222,14.47078667
262.95,12.54,18.46,17.44,12.79,14.71,15.50239599,18.95871823,18.73200828,13.92441441,16.32922254,16.45680134,18.59863517,18.86276573,13.92903438,16.40697158,12.13631696,18.33381107,17.23835728,12.70670597,14.53092505
263,12.48,18.47,17.39,12.83,14.759999,15.45928291,18.96173145,18.70365581,13.93566256,16.35636905,16.46615807,18.59517822,18.83555903,13.90917409,16.40704228,12.07650485,18.34852856,17.19154184,12.74289933,14.57990492
263.05,12.450001,18.25,17.33,12.85,14.77,15.44946721,18.77294758,18.67077088,13.93468994,16.36051173,16.49655665,18.40198453,18.82355653,13.89301313,16.40641684,12.04864198,18.13010457,17.13209442,12.75874032,14.58721288
263.1,12.51,17.87,17.22,12.87,14.699999,15.51775646,18.4663859,18.59195123,13.93597445,16.29830007,16.57524639,18.10513293,18.7491405,13.87925602,16.36108279,12.11181667,17.75039249,17.02342222,12.77431273,14.51465229
263.15,12.66,17.46,17.04,12.85,14.58,15.64762898,18.14598676,18.44283572,13.90793983,16.19458393,16.67835014,17.79890795,18.59703126,13.8446192,16.27187301,12.26743457,17.34256921,16.84332955,12.75133935,14.39133029
263.2,12.79,17.13,16.82,12.82,14.42,15.76614353,17.90034348,18.25166177,13.87100198,16.06563333,16.81609584,17.5612355,18.43409567,13.78665726,16.18243326,12.40098304,17.01717158,16.61837246,12.7190567,14.22616894
263.25,12.84,16.87,16.56,12.78,14.270001,15.82172906,17.7067514,18.02873853,13.83913576,15.93024341,16.95921853,17.39985376,18.24717348,13.76347826,16.03676122,12.45224431,16.75776666,16.35368253,12.94572714,14.07123415
263.3,12.760001,16.66,16.29,12.77,14.13,15.76928202,17.54313242,17.79491072,13.81779978,15.82079573,17.03252648,17.26011679,18.04116253,13.722699,15.94749395,12.37228432,16.54815711,16.08086546,13.05572863,13.92641365
263.35,12.61,16.55,16.01,12.800001,13.990001,15.64621373,17.46729733,17.56125868,13.82733545,15.7091524,17.00021293,17.20473872,17.8369305,13.72129088,15.85674505,12.22139391,16.43845344,15.79929731,13.05890468,13.78227569
263.4,12.450001,16.55,15.76,12.86,13.82,15.52763087,17.47095125,17.35944887,13.85633981,15.58275796,16.96644579,17.21233717,17.66214794,13.74022533,15.78381929,12.05983937,16.44009161,15.54909283,13.11183541,13.60848558
263.45,12.33,16.64,15.53,12.94,13.62,15.43156863,17.55351367,17.18449053,13.90357341,15.43188971,16.89656033,17.29830451,17.50867298,13.77481998,15.70451558,11.93989819,16.53093331,15.32177703,13.1869113,13.40425975
263.5,12.25,16.8,15.35,13.01,13.45,15.37506277,17.68466959,17.05725873,13.95138226,15.29880499,16.83962307,17.42279627,17.41416229,13.81313649,15.62899794,11.86090706,16.9684153,15.14446549,13.25332019,13.23126134
263.55,12.17,16.96,15.21,13.06,13.379999,15.32275354,17.82101428,16.94922337,13.99507767,15.24217569,16.79932131,17.54455875,17.31804109,13.85325732,15.5933594,11.78175476,17.27218898,15.00722823,13.30211958,13.15913545
263.6,12.06,17.08,15.1,13.08,13.469999,15.2493701,17.92921432,16.86501171,14.02006966,15.32351111,16.75596976,17.6377819,17.25327251,13.86885631,15.67248596,11.67229495,16.97551204,14.89797717,13.32932192,13.24757721
263.65,11.960001,17.12,14.99,13.11,13.78,15.1875873,17.9722712,16.78786609,14.06400014,15.57865413,16.74173814,17.67287316,17.20909556,13.92002892,15.86750964,11.57006,17.01594444,14.78869849,13.36234212,13.55819849
263.7,11.89,17.14,14.87,13.119999,14.249999,15.13844471,17.99546568,16.70081347,14.09310673,15.9519443,16.71571713,17.69885564,17.15656784,13.96331946,16.15337157,11.49938783,17.03632119,14.66861739,13.37658036,14.02819597
263.75,11.85,17.18,14.75,13.13,14.81,15.10768423,18.03942192,16.61371853,14.11629786,16.39389557,16.66298249,17.75458082,17.07821754,14.00010367,16.52464168,11.45975595,17.07658635,14.55102476,13.02926383,14.58466799
263.8,11.78,17.24,14.65,13.119999,15.42,15.05558111,18.09287269,16.54542614,14.11293698,16.87267255,16.59485501,17.80872878,17.03561705,13.9918866,16.95619041,11.39102811,17.13640025,14.45133097,13.02246816,15.18827502
263.85,11.669999,17.32,14.61,13.119999,16.06,14.9741789,18.16068715,16.51018894,14.11562961,17.37963637,16.50976368,17.87438924,16.98151931,13.99845818,17.42242359,11.2809152,17.21596209,14.41298224,13.02467274,15.82236283
263.9,11.53,17.4,14.66,13.119999,16.8,14.86615651,18.22702176,16.55810322,14.11041936,17.9712524,16.40540525,17.93612004,17.0051884,13.98251265,17.95928353,11.1411401,17.29500439,14.46650388,13.02613745,16.55932768
263.95,11.420001,17.48,14.76,13.13,17.65,14.77971823,18.2870973,16.6394684,14.1104956,18.64561556,16.32710378,17.9998651,17.0684348,13.97090178,18.55583317,11.02842197,17.37431501,14.56829503,13.03772869,17.4096063
264,11.35,17.56,14.88,13.16,18.63,14.70878302,18.35172388,16.73945669,14.13322756,19.4282369,16.23860314,18.07203512,17.15140498,13.99374984,19.26187322,10.95660238,17.45484682,14.69116463,13.06885504,18.39234343
264.05,11.3,17.63,15,13.2,19.63,14.65550672,18.40417866,16.8388385,14.16404896,20.22753151,16.17689403,18.11671679,17.21614778,14.02676599,19.99187664,10.90286831,17.52734016,14.81544781,13.10940616,19.39730743
264.1,11.28,17.68,15.12,13.25,20.49,14.62968225,18.43473895,16.94968812,14.20449034,20.9165137,16.14230362,18.14132349,17.2866406,14.06647098,20.61164299,10.88041959,17.57793232,14.94312319,13.15964254,20.26130149
264.15,11.25,17.74,15.26,13.32,21.03,14.59978818,18.47305154,17.06735161,14.26056998,21.35043833,16.09292915,18.17145416,17.37236982,14.12091032,20.9831625,10.85142908,17.63740729,15.08742004,13.23028847,20.80151085
264.2,11.21,17.78,15.38,13.35,21.219997,14.57689367,18.49761141,17.16431305,14.28618055,21.51193909,16.06759121,18.18389576,17.4192414,14.14792034,21.10637068,10.81330293,17.67783077,15.8061121,13.26079105,20.98863531
264.25,11.19,17.81,15.46,13.37,21.09,14.5665507,18.51153508,17.21934949,14.3100174,21.41492334,16.03551853,18.19418113,17.45365218,14.18488707,20.98768744,10.7979874,17.70777414,15.84969638,13.28106719,20.85453201
264.3,11.19,17.81,15.49,13.36,20.73,14.56895699,18.49975574,17.23466782,14.30421168,21.13580996,16.00143982,18.18339554,17.44808163,14.18062807,20.71263516,10.80197791,17.70690823,15.89545257,13.27138713,20.49155736
264.35,11.22,17.75,15.48,13.37,20.16,14.59232484,18.43769419,17.21511061,14.3129451,20.68687861,16.0010875,18.11630874,17.40888164,14.18749422,20.27890632,10.83306015,17.64604706,15.89757293,13.28229336,19.91795173
264.4,11.26,17.64,15.47,13.38,19.47,14.61828952,18.34961596,17.19571262,14.33296133,20.13212403,16.01707111,18.02993036,17.39094415,14.23268322,19.75514958,10.87290713,17.53554215,15.88828622,13.29196765,19.22695725
264.45,11.27,17.49,15.49,13.399999,18.83,14.60875184,18.23030999,17.20053773,14.3556621,19.63121961,16.01772901,17.9083039,17.39618524,14.26942816,19.30501473,10.88076112,17.3842503,15.90716149,13.31219411,18.58541153
264.5,11.23,17.36,15.520001,13.41,18.45,14.55794534,18.13186166,17.20731571,14.36341424,19.33472672,15.98934486,17.82188317,17.41070566,14.27933289,19.04711899,10.83822444,17.25164648,15.93657414,13.32354104,18.20816359
264.55,11.170001,17.28,15.560001,13.42,18.5,14.48933913,18.06516582,17.23735416,14.369224,19.38476674,15.93778579,17.75806304,17.48623065,14.28605695,19.11743265,10.77586823,17.16958874,15.9580612,13.335335,18.26609039
264.6,11.119999,17.26,15.569999,13.44,18.78,14.42935445,18.05058584,17.23981595,14.38084527,19.62092896,15.88098154,17.74788842,17.5248343,14.29600384,19.37147862,10.72354521,17.14885225,15.39232966,13.35660224,18.55659225
264.65,11.109999,17.28,15.539999,13.47,18.94,14.41989407,18.06284384,17.21593244,14.39324452,19.75283816,15.87498499,17.76675112,17.53764665,14.28888877,19.50610248,10.71169052,17.16743028,15.35974659,13.38633261,18.72706597
264.7,11.150001,17.31,15.49,13.53,18.69,14.4577404,18.08491301,17.18608725,14.42688156,19.56619618,15.8934432,17.78979918,17.51737898,14.2987138,19.33008058,10.75318943,17.19548129,15.31192894,13.4460417,18.48133954
264.75,11.24,17.33,15.44,13.6,18.59,14.5470727,18.09675033,17.16113895,14.47432771,19.4874713,15.94450135,17.79045326,17.52543433,14.33564183,19.25847874,10.84613236,17.21537937,15.26236734,13.51521829,18.38674708
264.8,11.37,17.34,15.4,13.62,18.5,14.68051212,18.10714422,17.13799075,14.48730626,19.41552217,16.03762524,17.80099505,17.51984445,14.34409455,19.17798087,10.98337894,17.22605942,15.22352902,13.53510746,18.68042276
264.85,11.49,17.38,15.37,13.6,18.19,14.80796697,18.14110199,17.13406569,14.47649186,19.15971175,16.15121217,17.84096142,17.54280491,14.33177905,18.90531071,11.11059532,17.26856851,15.1955465,13.51487695,18.5377816
264.9,11.64,17.42,15.35,13.52,17.54,14.96952091,18.18448963,17.12859085,14.42516849,18.63593869,16.31434134,17.89407103,17.5697254,14.28523796,18.40906953,11.26731571,17.31228913,15.17520981,13.4353688,17.87961699
264.95,11.8,17.45,15.36,13.46,16.87,15.13365789,18.22138926,17.14915946,14.39129003,18.09846651,16.49737033,17.93939414,17.61130804,14.25782249,17.93030265,12.72816591,17.34758851,15.18643098,13.37657689,17.23376155
265,11.99,17.45,15.39,13.42,16.57,15.30266198,18.22559617,17.17578822,14.36599886,17.85090338,16.64607495,17.94262216,17.63778311,14.22339013,17.69490728,12.88026186,17.35270518,15.21782042,13.33740789,16.94985752
265.05,12.13,17.48,15.46,13.44,16.34,15.4288328,18.24921432,17.22557898,14.38635066,17.65731006,16.78106084,17.98213662,17.66122396,14.24042553,17.52983567,12.99633776,17.38590184,15.28941667,13.35745416,16.73520818
265.1,12.190001,17.52,15.569999,13.51,16.25,15.464449,18.27320707,17.29716602,14.44052432,17.57751377,16.82800865,18.00575997,17.68293282,14.28374956,17.46109688,13.04992863,17.42760003,15.40140745,13.42555012,16.65178587
265.15,12.14,17.62,15.7,13.589999,16.28,15.40139415,18.33623413,17.38137124,14.49729878,17.59206209,16.78558821,18.05678619,17.73782662,14.32869021,17.48287314,13.00028034,17.52891812,15.530709,13.50374142,16.68255296
265.2,12.08,17.7,15.859999,13.67,16.42,15.32478834,18.38768699,17.49014559,14.55013595,17.69649691,16.70565578,18.09191833,17.83304869,14.3541766,17.59141645,12.93806493,17.60975839,15.68879556,13.58199567,16.81970888
265.25,12.07,17.77,15.9800005,13.72,16.57,15.30561711,18.42800269,17.56660468,14.58778364,17.80797553,16.6798325,18.11234859,17.89270502,14.38090534,17.72008346,11.67397923,17.67788577,15.80660262,13.63093079,16.96741108
265.3,12.13,17.79,16.04,13.77,16.66,15.34554378,18.43318923,17.59135051,14.6280529,17.86949959,16.68595009,18.09867614,17.89832251,14.41438528,17.80248019,11.73763266,17.69261961,15.86184705,13.68026153,16.48548047
265.35,12.16,17.79,16.01,13.83,16.63,15.38040143,18.41364867,17.54301106,14.67528881,17.84142696,16.73694113,18.04753397,17.83642894,14.45850347,17.81333258,11.77402958,17.68642966,15.82580367,13.74077229,16.45538623
265.4,12.13,17.79,15.92,13.89,16.47,15.37584889,18.3922856,17.44303013,14.7200995,17.70593137,16.75916935,18.00745165,17.71087944,14.50088086,17.71416312,11.75446051,17.68024714,15.72986652,13.8010035,16.29251415
265.45,12.12,17.79,15.810001,13.95,16.27,15.38316243,18.37989975,17.3402966,14.76214537,17.5297098,16.76827203,17.97562483,17.60438926,14.53959243,17.5384893,11.75498239,18.04842366,15.61515902,13.86095516,16.08625583
265.5,12.32,17.71,15.7,14.009999,16.09,15.56374559,18.31322621,17.24640895,14.80722522,17.36798916,16.88978486,17.90266472,17.51498529,14.59430323,17.36778716,11.96648661,17.95719025,16.07614711,13.91995731,15.90021287
265.55,12.73,17.56,15.64,14.059999,15.96,15.89873871,18.1931346,17.20827373,14.84474757,17.2418853,17.1203141,17.76961494,17.50044462,14.64480934,17.20680539,12.39041957,17.80832815,15.44105747,13.96960687,15.76527902
265.6,13.19,17.4,15.6,14.11,15.850001,16.28666421,18.07814777,17.19359042,14.88349552,17.1434252,17.45949307,17.66840982,17.51735781,14.68343658,17.10216235,12.86407513,17.64312155,15.4017857,14.01934077,15.65272899
265.65,13.5199995,17.3,15.579999,14.14,15.77,16.57950533,18.0097268,17.1928413,14.91965711,17.08281094,17.77254078,17.60887836,17.55359906,14.73078915,17.06859904,13.20834169,17.54675883,15.38167263,14.05011653,15.57142154
265.7,13.69,17.3,15.539999,14.17,15.71,16.76645173,18.02173656,17.17464705,14.95668853,17.03550655,17.98294252,17.63049116,17.55057313,14.77046757,17.03248734,13.39694362,17.5508104,15.34388805,14.0823264,15.51034888
265.75,13.7699995,17.39,15.48,14.18,15.65,16.84851843,18.1014032,17.13653392,14.98495476,16.99895666,18.05758303,17.70811381,17.52368485,14.81536605,17.025846,13.48644489,17.64940367,15.2851649,14.09617304,15.44819238
265.8,13.790001,17.54,15.39,14.18,15.590001,16.87880556,18.23546531,17.06878819,15.00187464,16.95550437,18.07175713,17.8457176,17.46811463,14.8355105,16.99053456,13.51159409,17.80038334,15.19544343,14.09922087,15.38622468
265.85,13.790001,17.76,15.32,14.17,15.51,16.90701355,18.42566734,17.01892289,15.0099404,16.89338439,18.13811464,18.05380717,17.41783795,14.8418886,16.93630369,13.51347011,17.64178738,15.12650592,14.09087962,15.30610673
265.9,13.7699995,18,15.28,14.17,15.430001,16.904074,18.62724586,16.99228585,15.02275088,16.83317958,18.1456247,18.25165968,17.41141521,14.84936927,16.88146603,13.49655538,17.886923,15.08510274,14.09150513,15.22681856
265.95,13.69,18.21,15.24,14.18,15.339999,16.84960893,18.81034595,16.96067001,15.0379808,16.7663715,18.10597725,18.42840332,17.38640157,14.85874668,16.82632846,13.41860981,18.10192423,15.04412289,14.10125565,15.13922095
266,13.57,18.39,15.19,14.18,15.26,16.76550384,18.96101048,16.92420974,15.03409895,16.71809593,17.34805478,19.01006629,16.89418601,14.84646295,16.36146116,13.29998621,18.28640085,14.996539,14.10126662,15.57748483
266.05,13.44,18.5,15.15,14.19,15.189999,16.6724962,19.05266755,16.90382887,15.0361447,16.68032157,17.16426124,18.82707844,16.99337916,14.82824411,16.34198,13.17060022,18.39930281,14.95787645,14.10992785,15.63744179
266.1,13.36,18.56,15.1,14.18,15.1,16.62192937,19.10564411,16.87236396,15.02283,16.61861958,17.43363264,18.784359,17.10146605,14.80364544,16.50039396,13.09112855,18.4619627,14.91043337,14.09893324,15.53157195
266.15,13.39,18.5,15.07,14.18,14.989999,16.66174099,19.06432722,16.86422026,15.01235637,16.54118987,17.69783316,18.69047435,17.19387295,14.7880118,16.58858438,13.12223416,18.40377581,14.88250424,14.09706308,14.80024307
266.2,13.47,18.33,15.04,14.22,14.87,16.72673478,18.93422005,16.85740455,15.03053478,16.45308025,17.81168493,18.54403233,17.26025112,14.81318111,16.59085617,13.20418701,18.2349086,14.8530695,14.13500878,14.68227151
266.25,13.57,18.08,15.01,14.33,14.78,16.81158284,18.73603976,16.83527604,15.09994009,16.37896965,17.89269947,18.35136488,17.29082518,14.88265284,16.53382364,13.30456451,17.98358228,14.82007505,14.24177069,14.59457328
266.3,13.64,17.82,15.01,14.49,14.74,16.85807648,18.5276462,16.81869507,15.20165289,16.35036481,17.90213289,18.15803888,17.28761243,14.96980397,16.5140892,13.37541823,17.72110691,14.81639479,14.39985942,14.55758402
266.35,13.7,17.63,15.01,14.63,14.74,16.89972758,18.3725607,16.80772699,15.29354759,16.34800134,17.90821812,18.00385869,17.29306978,15.04427226,16.491738,13.43576481,17.53016013,15.27557358,14.53842459,14.55912743
266.4,13.729999,17.58,15.03,14.73,14.759999,16.91945843,18.33560086,16.79499378,15.37005354,16.3695787,17.92698071,17.96831998,17.25409066,15.11640832,16.50903516,13.46356357,17.48032983,14.82991854,14.63785829,14.58015665
266.45,13.739999,17.61,15.03,14.73,14.78,16.90534065,18.36279339,16.77345425,15.37907863,16.38903732,17.89475584,17.98778324,17.2226552,15.12961039,16.53297521,13.4703708,17.50987481,14.82642325,14.63861433,14.60005852
266.5,13.749999,17.63,15.06,14.65,14.829999,16.90559111,18.37812259,16.78490457,15.33147366,16.42514824,17.8803205,17.9955571,17.24001013,15.0970072,16.56465754,13.47970835,17.52845953,14.85299219,14.56051602,14.65058763
