Depth,RES,DEN,NG,CAL,FCRES,FCDEN,FCNG,FCCAL,CLRES,CLDEN,CLNG,CLCAL,ELRES,ELDEN,ELCG,ELCAL
80.45,28.440002,2.49,5.71,125.369995,26.27168783,2.47017589,7.561969381,123.0125155,26.19627863,2.453860799,6.419700413,125.5731944,28.27485973,2.496086126,5.900397256,126.0090917
80.5,27.2,2.49,5.38,126.04,25.29734123,2.469507483,7.26192501,123.7074977,25.25092254,2.454862724,6.080779681,126.0417969,27.02566976,2.495993834,6.134982907,125.4081433
80.55,26.68,2.49,5.02,126.48,24.88355989,2.468758267,6.922557615,124.1912639,24.89980183,2.454909154,5.790748412,126.4446066,26.50090038,2.494970213,5.709547771,125.8744964
80.6,26.850002,2.49,5.08,126.04,25.02139187,2.468385429,6.923441911,123.9370121,25.06395002,2.454408308,5.696402816,126.1479588,26.67350549,2.491085611,5.758542475,125.4124713
80.65,27.619999,2.49,5.02,124.48999,25.64684756,2.468528155,6.920648703,122.7377371,25.68277425,2.453978959,5.671389683,125.1597502,27.45370107,2.491704784,5.721433316,123.9051898
80.7,29.15,2.48,5.42,124.71,26.88569568,2.462969885,7.322189101,122.9026835,26.88599745,2.45324483,5.837766476,125.0592064,29.0047062,2.485678679,6.116889231,124.1578333
80.75,31.34,2.4700003,5.89,126.26,28.61698093,2.456965776,7.69700404,124.041443,28.58059341,2.451644927,6.168624349,126.2901023,31.21282438,2.47547097,6.677887659,126.8812328
80.8,35,2.4700003,6.46,126.26,31.49574264,2.457175761,8.100071984,123.8716208,31.07844712,2.450116321,6.657701682,126.5483965,34.89801612,2.475667036,6.719867738,126.869378
80.85,39.65,2.4700003,7.07,126.04,35.18609268,2.458544183,8.700817869,123.4575266,33.82451434,2.449592177,7.312208299,126.4429139,39.58758851,2.475878523,7.446506624,126.6552726
80.9,45.03,2.4700003,7.7100005,125.59999,39.46180048,2.460354738,9.385969882,122.8349821,36.46467452,2.450034544,8.130395754,126.1827864,45.01505252,2.476149357,8.231386071,126.2225763
80.95,49.55,2.4700003,8.16,125.15,43.06068074,2.462491236,9.991253253,122.1968813,38.533605,2.451171385,8.980405348,125.9781737,44.37456196,2.476465452,8.844544745,125.7790824
81,53.2,2.4700003,8.37,124.71,45.97113548,2.464306631,10.39052352,121.6366688,40.03566729,2.452582866,9.640233022,125.8043711,48.97990403,2.476737354,9.188951861,125.3439522
81.05,55.58,2.4700003,8.51,124.259995,47.87316322,2.465819148,10.69868702,121.1277286,41.04359482,2.453996683,10.11442807,125.6231159,51.29997055,2.476964195,9.436192041,124.8980289
81.1,56.500004,2.46,8.78,123.6,48.61491092,2.46041235,11.03379409,120.5134341,41.65887664,2.454441052,10.52610695,125.2879312,52.18657859,2.466804017,9.776234641,124.2425982
81.15,55.48,2.46,9.06,123.380005,47.81076719,2.460923343,11.29749412,120.2990351,41.92731898,2.454843865,10.82864305,125.121256,51.54260061,2.466828851,10.11808612,124.0082272
81.2,53.1,2.45,9.57,123.15001,45.92444624,2.454076491,11.61290565,120.1695944,41.88158409,2.454147521,11.10664394,124.9616397,49.7912099,2.456436759,10.59995433,123.7777523
81.25,50.09,2.45,10.13,123.6,43.53168792,2.453079539,11.8794482,120.6294813,41.51273194,2.453252641,11.31175261,125.1626532,47.46125789,2.456243029,11.12774061,124.2063703
81.3,47.11,2.46,10.34,123.82,41.16104337,2.457990599,11.8508173,120.9520746,40.77278592,2.452891885,11.22981667,125.3293261,45.01751423,2.466342892,11.25075843,124.4204892
81.35,43.97,2.46,10.29,124.04,38.67306325,2.456635428,11.67240839,121.3075441,39.45665408,2.45219544,10.90983154,125.4591964,43.95067809,2.466149296,11.07485097,124.649475
81.4,40.94,2.46,10.13,124.04,36.2683026,2.455259963,11.39730839,121.5042329,37.49732618,2.451146618,10.48050425,125.3970984,40.89354349,2.465960807,10.81859001,124.6446791
81.45,38.2,2.46,10.08,124.04,34.09778794,2.454027959,11.21698709,121.7070955,35.12471642,2.449874326,10.13127623,125.2993405,38.13048215,2.465775957,10.6750493,124.6397415
81.5,36.1,2.45,10.64,123.380005,32.43476013,2.446459395,11.47303966,121.3527732,33.02383722,2.44726382,10.20872747,124.82338,36.01267721,2.455300451,11.15532952,123.9799107
81.55,34.81,2.45,11.55,122.93,31.41513651,2.445719959,12.01967193,121.0783368,31.73599424,2.445022213,10.67848854,124.396566,34.71280217,2.45510285,12.0420947,123.5146982
81.6,34.16,2.45,12.64,122.49,30.90297299,2.445183999,12.73037821,120.739455,31.15146596,2.443376381,11.42986756,124.0325666,34.05553453,2.454945203,13.10110372,123.0761577
81.65,33.88,2.46,13.44,122.71,30.68134179,2.451326896,13.26788272,120.8683805,30.91239765,2.443654291,12.08053759,124.0651851,33.77035375,2.465119099,13.88836861,123.2946407
81.7,33.71,2.46,14.219999,123.15001,30.54460093,2.450994612,13.79090436,121.1805745,30.77306724,2.444071324,12.68782782,124.4356552,33.59405012,2.465062689,14.63317203,123.7470874
81.75,33.69,2.4700003,15.13,123.15001,30.52194309,2.45702796,14.38655843,121.147948,30.75059076,2.445386774,13.39797352,124.5954717,33.56940329,2.475336254,15.5482687,123.7465363
81.8,33.72,2.4700003,15.87,123.6,30.55582431,2.456768175,14.91427941,121.5151249,30.75297517,2.446337997,14.03684693,124.9388547,33.59725213,2.475298937,16.25702648,124.2057607
81.85,33.6,2.46,16,124.48999,30.46002276,2.449945756,14.98435064,122.2363147,30.66787374,2.445515015,14.19359163,125.6062718,33.47308146,2.464995465,16.39024045,125.0869132
81.9,33.24,2.4700003,15.570001,125.82,30.15926007,2.455939651,14.61991523,123.3111923,30.41129696,2.445428297,13.82540509,126.6415924,33.10672669,2.475334318,15.99290896,126.3917438
81.95,32.87,2.48,14.920001,125.82,29.85195958,2.461849532,14.09451579,123.3424713,30.13613843,2.446062657,13.2233734,126.554262,32.72853906,2.485696036,15.29733018,126.4075689
82,32.82,2.49,14.699999,125.59999,29.81229276,2.468350648,13.93494522,123.180628,30.08147242,2.447764265,12.90172804,126.2225605,32.67857051,2.4959932,15.02947403,126.206443
82.05,33.03,2.5,14.52,126.04,29.98167208,2.474966419,13.82905759,123.513245,30.21749676,2.450254075,12.72348029,126.3712522,32.89042027,2.506279482,14.81112038,126.6607253
82.1,33.28,2.49,14.64,126.71,30.17493415,2.46854361,13.90972508,124.0200325,30.40314478,2.45114762,12.81226969,126.8571858,31.75113911,2.496010323,14.90576572,127.3434018
82.15,33.44,2.5,14.63,127.15,30.28479539,2.474824494,13.86206898,124.3233072,30.53901452,2.45234995,12.87612862,127.1829599,33.29816031,2.506352648,14.94333544,127.7666728
82.2,33.72,2.49,14.859999,127.37,30.50743446,2.468287162,14.02096434,124.503738,30.74419567,2.452075444,13.0837304,127.33464,33.21588331,2.496082922,15.14586068,128.000216
82.25,34.16,2.49,14.699999,127.58999,30.85179439,2.468226413,13.89989016,124.6691973,31.07739465,2.451541787,13.04677407,127.4508279,34.02202792,2.49610889,15.02939206,128.2026151
82.3,34.53,2.49,14.51,127.58999,31.14696769,2.468314332,13.78269632,124.682918,31.36799238,2.451002823,12.94096493,127.4451075,34.39582134,2.496165634,14.85078796,128.2017265
82.35,34.57,2.51,14.24,127.58999,31.18402713,2.481326845,13.61949132,124.7111602,31.43704513,2.452502557,12.76823968,127.4513858,34.43785176,2.516816371,14.58802224,128.2003094
82.4,34.3,2.52,14.35,128.26,30.9869833,2.487786337,13.73351475,125.3252095,27.06297596,2.408350517,13.26661219,126.7968672,34.16662365,2.517309106,14.62584759,127.6647736
82.45,33.99,2.52,14.52,128.7,30.74533733,2.487325246,13.82338226,125.752452,30.89022145,2.432605375,13.42937817,127.5842513,33.8518637,2.51768585,15.50168515,127.9079716
82.5,33.94,2.52,14.770001,128.93,30.7059797,2.486935684,13.96270502,125.9878859,30.95955367,2.442706072,13.36822006,128.3064623,33.8003105,2.51849241,14.9969878,128.1927826
82.55,34.21,2.52,14.46,129.15,30.92156663,2.48673104,13.73558205,126.184794,31.10251718,2.448374459,13.02450412,128.6990324,34.07185673,2.518420413,15.6109488,129.784937
82.6,34.68,2.53,13.85,128.7,31.29002039,2.493286229,13.31329578,125.8065396,31.45705396,2.452877031,12.50344835,128.3325563,34.5457805,2.528593808,15.06075018,129.3394321
82.65,35.02,2.54,13.060001,126.71,31.56464376,2.500295634,12.82306532,124.1710512,31.72781232,2.456888705,11.87837079,126.8765685,34.89077072,2.537677126,14.35016407,125.962487
82.7,35.01,2.55,12.58,124.93,31.57630121,2.507927116,12.61968982,122.6867661,31.72807693,2.461038799,11.42888948,125.6503729,34.88842199,2.54720775,13.90884148,124.2870344
82.75,34.55,2.5600002,11.93,123.380005,31.22775816,2.51526707,12.26861332,121.3920154,31.37975686,2.465174808,10.90500508,124.5859148,33.27060878,2.55653106,13.26526317,122.7989859
82.8,33.89,2.5600002,11.7,122.270004,30.7181723,2.515934875,12.175408,120.485184,30.84613662,2.468614205,10.59274103,123.762151,32.83399717,2.555960119,13.00922172,121.7296836
82.85,33.37,2.55,11.33,122.270004,30.31425267,2.509761137,11.9407772,120.4921023,30.41721636,2.47076579,10.25791598,123.4881364,32.56771328,2.557800181,12.59841601,121.7270843
82.9,33.29,2.54,11.41,122.270004,30.24390365,2.503212223,11.95581509,120.5133081,30.3566904,2.471588439,10.20696444,123.5183469,32.60036959,2.547478083,12.65317496,121.7255457
82.95,33.69,2.51,11.15,121.38,30.56024825,2.483805773,11.76028224,119.817299,30.65019283,2.469884962,10.07863806,123.2062654,33.03430544,2.516569102,12.38837044,120.8843743
83,34.53,2.48,11.11,120.049995,31.22494563,2.465015192,11.75968553,118.7278413,31.24523987,2.465850658,10.0615426,122.5479845,33.90096114,2.485662925,11.30996526,120.7514425
83.05,35.58,2.46,11.05,119.6,32.06212324,2.452952968,11.78993567,118.3152824,31.96723146,2.460591993,10.0979064,122.1311965,34.93747483,2.465056414,11.37579353,120.2595016
83.1,36.61,2.44,11.43,119.6,32.87642301,2.440659864,12.10267416,118.2553596,32.68982956,2.454003993,10.43274186,122.0629383,35.90623204,2.444506447,11.85968805,120.2301122
83.15,37.42,2.42,11.7,120.93,33.51072362,2.428079104,12.31320808,119.2509116,33.2871956,2.445990927,10.79899101,122.9432495,36.65564435,2.423957682,12.23453286,121.5208667
83.2,37.83,2.41,12.03,122.49,33.80865891,2.421381922,12.48274764,120.4350476,33.66039142,2.438059004,11.18832077,124.6395323,37.01174794,2.413766228,12.6696619,123.0405282
83.25,37.96,2.4,11.54,124.259995,33.88674982,2.414428359,12.06528992,121.8149152,33.83359116,2.430543412,11.01635687,126.3973316,37.88831589,2.403555481,12.2316681,124.7832942
83.3,37.89,2.39,11.51,124.71,33.80060484,2.407500331,11.94223736,122.1626442,33.86314654,2.423703971,10.94830222,126.4544492,37.8120891,2.393370637,12.24957908,125.2167756
83.35,37.49,2.39,11.01,125.369995,33.47220143,2.407295754,11.55434068,122.6931558,33.64271349,2.419795337,10.63346795,126.5251245,37.4073489,2.393392466,11.7814442,125.8569459
83.4,36.4,2.4,10.91,127.58999,32.59852628,2.413428537,11.432526,124.524062,32.92630832,2.419525671,10.46972043,127.9305451,36.30653641,2.403727715,11.67081277,128.061467
83.45,34.68,2.4,10.58,129.15,31.21211976,2.412144061,11.04872362,125.8671777,31.66021044,2.419030233,10.20077923,129.0175384,34.56245353,2.403776147,11.27868217,129.6237033
83.5,32.66,2.4,10.7,129.15,29.58754874,2.410937792,10.96439737,125.9679667,30.03243444,2.417859245,10.10899101,128.6547087,32.51894586,2.384264488,11.35456905,129.6223851
83.55,30.88,2.41,10.86,128.04,28.17302581,2.416547466,10.97333619,125.1688876,28.55971942,2.418111654,10.06408921,127.6512925,30.72234948,2.413914362,11.45531832,128.5181788
83.6,29.409998,2.42,10.91,126.93,27.02372833,2.422678914,10.99045318,124.3609242,27.34977409,2.420044775,9.95239148,126.7658941,29.24228797,2.424029546,11.41166204,127.4293881
83.65,28.29,2.42,11.15,126.48,26.15238706,2.422523036,11.15520171,124.0713633,26.43101368,2.421762338,9.939545921,126.3372457,28.11572564,2.42386806,11.56867975,126.9964961
83.7,27.370003,2.42,11.41,125.59999,25.4277851,2.422187982,11.30294577,123.4141622,25.63950108,2.422758021,10.00918091,125.7464178,27.18854695,2.423758879,11.79504624,126.1210573
83.75,26.75,2.42,12.31,124.93,24.94859898,2.422076397,11.92891527,122.9262974,25.05746424,2.423318815,10.5010834,125.2777343,26.56607326,2.423643722,12.66988419,125.4537673
83.8,26.65,2.43,13.35,125.369995,24.8834707,2.428257946,12.65686983,123.3141335,24.9154759,2.424985909,11.26137623,125.5159991,26.46618075,2.43383838,13.69545878,125.8871272
83.85,27.09,2.43,14.529999,125.59999,25.24027297,2.42774208,13.46443879,123.5218943,25.24188735,2.425787596,12.24057288,125.8496509,26.90613411,2.433816851,14.84654778,126.1267035
83.9,27.840002,2.44,15.78,125.369995,25.84096737,2.43391672,14.34437065,123.3214927,25.82345147,2.427371878,13.36931761,125.8027031,27.65985739,2.444119255,16.11941812,125.8946382
83.95,28.65,2.44,17.26,125.369995,26.50166892,2.433930505,15.43893002,123.304968,26.46055866,2.428496737,14.73372749,125.8327202,28.47547126,2.444114449,17.59504711,125.9057866
84,29.45,2.44,19.01,125.369995,27.14649869,2.433817252,16.69690557,123.2700246,27.12161401,2.42899775,16.38803005,125.8624954,29.27992419,2.444116118,19.3816717,125.9015711
84.05,30.46,2.45,20.25,125.59999,27.95940557,2.440063255,17.60064881,123.4175972,27.94815098,2.430381927,17.67374317,126.0691055,30.29566794,2.454409209,20.65407107,126.1250366
84.1,31.61,2.45,21.05,126.04,28.88466216,2.440004742,18.212323,123.7437537,28.8782968,2.431261219,18.4982374,126.4718804,31.45261812,2.454446226,21.45435379,126.5733241
84.15,32.66,2.46,21.86,127.15,29.72017485,2.446477186,18.81212138,124.5950376,29.74096263,2.432946871,19.30119177,127.4139027,32.50924173,2.464824333,22.30596179,127.6733554
84.2,33.11,2.46,22.58,128.04,30.07602871,2.446216466,19.32349019,125.2852835,30.17486577,2.43375697,20.09726905,128.1645022,32.95724916,2.464925737,23.03091475,128.5696986
84.25,32.85,2.46,23.09,128.7,29.86328999,2.445834848,19.65507259,125.8020609,30.05492282,2.433718685,20.63966948,128.5910687,32.69008822,2.46497714,23.5616158,129.2228281
84.3,32.14,2.45,23.13,129.15,29.29392739,2.438890765,19.63597375,126.1789431,29.52666899,2.431694473,20.63257567,128.8327055,31.97002021,2.454671899,23.596732,129.6677481
84.35,31.42,2.43,22.65,129.37,28.71044564,2.425549574,19.22875871,126.3781221,28.96814921,2.42645854,20.03297735,128.8845245,31.2419784,2.43403952,23.12987112,129.8706332
84.4,30.93,2.41,22.16,129.81,28.30423079,2.412438027,18.81103772,126.7450234,28.59385632,2.418634697,19.40741561,129.1579554,30.7484769,2.413414952,22.68784415,130.2786482
84.45,30.71,2.39,20.56,130.04,28.11059708,2.399327782,17.62387251,126.9382942,28.43692974,2.409057476,17.92251298,129.2618026,30.52674462,2.392819289,21.13501399,130.4780263
84.5,30.529999,2.3700001,18.94,130.26,27.94913804,2.386684503,16.44940281,127.1401321,28.3067579,2.399279717,16.40782077,129.3855442,30.34926662,2.37228037,19.56856027,130.6697336
84.55,30.209997,2.36,17.1,130.48,27.67926565,2.38047565,15.12739953,127.36059,28.05550888,2.392227353,14.84192972,129.5214173,30.03116494,2.362052968,17.78074226,130.8604895
84.6,29.72,2.34,16.01,130.7,27.28200274,2.367807471,14.3358778,127.6224744,27.65688282,2.384923649,13.86703159,129.6867045,29.54218847,2.341527701,16.70756158,131.0655385
84.65,29.079998,2.33,15.02,131.15,26.76408037,2.361290567,13.59183781,128.0658558,27.12186078,2.379108129,13.08719534,130.0350431,28.90075841,2.331266353,15.76565678,131.4815887
84.7,28.38,2.31,14.01,131.37,26.20120503,2.34816884,12.82834053,128.3381867,26.52056135,2.371972419,12.31022315,130.171636,28.19710478,2.310698094,14.76425757,131.6839293
84.75,27.539999,2.3,13.210001,131.59,25.52050059,2.341588617,12.2017778,128.5759477,25.75974283,2.366538985,11.65157083,130.2850615,27.35282447,2.300410844,14.00874675,131.8727034
84.8,26.470001,2.29,12.839999,131.81,24.65787936,2.334955088,11.87594645,128.7881208,24.73216324,2.362298534,11.27765894,130.4051701,26.27438144,2.29009362,13.64796245,132.0777996
84.85,25.150002,2.2800002,12.21,132.26,23.59121269,2.328184407,11.35175848,129.1397616,23.42241906,2.358462866,10.78363775,130.6977014,24.94121385,2.279729098,13.02040705,132.512606
84.9,23.51,2.2800002,11.61,132.7,22.26021546,2.327795713,10.81806624,129.4550756,21.78369767,2.356720403,10.23451862,130.9147784,23.28359111,2.279660338,12.41844691,132.9401465
84.95,21.78,2.2800002,11.16,133.14,20.86076157,2.327307651,10.38479192,129.7755544,20.16708113,2.35571988,9.737443027,131.1448956,21.53411209,2.279561638,11.92283009,133.3832984
85,20.049997,2.2800002,11.56,133.37,19.46269761,2.326735342,10.53745206,129.9354024,18.69945676,2.354746293,9.72614516,131.1763186,19.78443686,2.279452373,12.28074408,133.6171587
85.05,18.59,2.2800002,11.74,133.59,18.28912345,2.325973909,10.55218638,130.1041066,17.59434446,2.353422998,9.755491551,131.2634364,18.30684821,2.279305757,12.41484373,133.8375447
85.1,17.42,2.2800002,11.660001,132.92,17.35020036,2.325333674,10.40511613,129.583035,16.75609951,2.352002272,9.633851922,130.56563,17.12345398,2.279195842,12.29355352,133.1730441
85.15,16.56,2.2800002,11.08,132.26,16.67184317,2.325179498,9.976475165,129.0876727,16.15356997,2.350848073,9.195106504,130.0388605,16.25785966,2.279079167,11.67191588,132.5179372
85.2,15.97,2.2800002,10.95,131.81,16.20797138,2.325259807,9.876916531,128.7670522,15.74280185,2.350096888,8.921486805,129.6794522,15.66627626,2.279008387,11.51246619,132.0721827
85.25,15.580001,2.2800002,10.81,131.81,15.90375992,2.325228431,9.774386164,128.8008078,15.47398119,2.349506321,8.746171192,129.7232135,15.27493573,2.27895171,11.35149729,132.071825
85.3,15.37,2.27,10.75,131.59,15.73917915,2.318645938,9.71569894,128.6651238,15.33290855,2.346697478,8.659067721,129.5427378,15.06393032,2.268633418,11.27849809,131.8523298
85.35,15.3,2.26,10.11,131.15,15.687455,2.3121527,9.264580329,128.3621054,15.27699533,2.342770253,8.328450894,129.1934522,14.99616789,2.258322236,10.66024273,131.3978518
85.4,15.36,2.25,9.37,130.7,15.74386027,2.305913205,8.766671848,128.0828618,15.3196947,2.338536077,7.875515065,128.8742128,15.06270987,2.248041694,9.943149791,130.9334626
85.45,15.52,2.24,8.9,130.48,15.88261464,2.299724647,8.466019654,128.0061006,15.44818675,2.334125363,7.533134951,128.7651289,15.23107909,2.237779845,9.501025571,130.6967004
85.5,15.759999,2.24,8.65,130.04,16.08288946,2.299854022,8.310687873,127.7428463,15.64248865,2.332116005,7.350167021,128.4704021,15.47857534,2.237827927,9.284678084,130.2409199
85.55,16.07,2.24,8.51,129.37,16.34521692,2.300071383,8.25927577,127.2780218,15.91352872,2.331513087,7.27100276,128.0216445,15.79604971,2.237855014,9.145410198,129.5722352
85.6,16.47,2.25,8.23,128.7,16.67729951,2.306863294,8.121790369,126.7714818,16.24704211,2.33421672,7.159514124,127.56608,16.20397259,2.248163276,8.867654524,128.9051882
85.65,16.92,2.24,8.35,128.26,17.04904299,2.300908519,8.276168388,126.4206778,16.62867331,2.33347922,7.187641048,127.2869387,16.66119954,2.237866713,8.961185637,128.4838067
85.7,17.43,2.24,8.72,127.37,17.45137352,2.301253019,8.56125545,125.6472686,16.99805691,2.33332905,7.397780057,126.6770239,17.17708239,2.237864043,9.382514668,127.5863365
85.75,17.91,2.24,9.21,126.93,17.84124386,2.301737977,8.970143906,125.2331024,17.34954182,2.33389445,7.732038612,126.3759716,17.66326862,2.237830097,9.888771512,127.1504549
85.8,18.3,2.23,9.59,126.93,18.15539284,2.29555853,9.27831435,125.1798954,17.6258093,2.332054822,8.056904739,126.4037246,18.05676092,2.227511254,10.28503045,127.1508284
85.85,18.57,2.23,9.56,126.71,18.36338058,2.295630895,9.260438796,124.9513078,17.79263029,2.331387717,8.165119468,126.3144371,18.32826999,2.227518213,10.30322763,126.9176653
85.9,18.71,2.23,9.43,126.26,18.4746466,2.295856535,9.193082279,124.5580291,17.8736207,2.331618063,8.120467051,126.0451868,18.46995879,2.227521367,10.18012367,126.4720435
85.95,18.76,2.24,8.8,126.04,18.51497568,2.302602683,8.782693368,124.3430914,17.88817615,2.334785925,7.788688066,125.8757527,18.52159524,2.237806982,9.548849087,126.2556841
86,18.74,2.25,8.25,126.04,18.49914849,2.309376969,8.424402879,124.3171392,18.14572364,2.351734442,7.713855673,124.5281403,18.50215279,2.248115161,8.435242969,125.7034032
86.05,18.67,2.26,7.41,125.82,18.44228463,2.316006059,7.850795076,124.1252204,17.90065789,2.352523212,6.414162624,124.5578649,18.65773851,2.25842883,7.41647843,126.0739194
86.1,18.61,2.27,6.9300003,125.59999,18.39754126,2.322752941,7.53837126,123.9575802,17.81799066,2.352917546,6.050196804,125.042531,18.37286396,2.268744769,6.928180846,125.8732142
86.15,18.6,2.2800002,6.27,125.59999,18.39674002,2.329378426,7.104125469,123.9816215,17.80971435,2.354823464,5.815755641,125.3735373,18.36446947,2.279052647,6.853235225,125.889082
86.2,18.66,2.29,5.64,125.369995,18.44777739,2.335991227,6.681269933,123.8186894,17.87028342,2.357772864,5.580349602,125.4196055,18.42620101,2.289381521,6.182047165,125.6771473
86.25,18.75,2.3,4.98,125.369995,18.52344673,2.342733903,6.251275777,123.8206173,17.94973823,2.361438301,5.315678448,125.4716056,18.5186021,2.29969781,5.482358805,125.6944233
86.3,18.82,2.3,4.52,125.369995,18.57649613,2.343008008,5.946010727,123.7949743,18.0078218,2.363385442,5.092258679,125.4853162,18.58922389,2.299718772,4.987241447,125.7131412
86.35,18.85,2.3,4.3,125.15,18.59037967,2.343241992,5.789458091,123.5621532,18.01476617,2.364344108,4.956578686,125.3269124,18.61893833,2.299725848,4.770111084,125.4988423
86.4,18.85,2.3,4.17,125.15,18.58326286,2.343488026,5.70419615,123.498439,17.99499965,2.364969423,4.878812071,125.2708767,18.86930435,2.29970749,4.64172844,125.5027204
86.45,18.83,2.3,4.09,124.93,18.55930356,2.34359881,5.641812667,123.2689808,17.9660924,2.365434453,4.833312175,125.1202134,18.7990148,2.29969761,4.563382483,125.2873193
86.5,18.79,2.31,4.45,124.93,18.52524544,2.35018167,5.897914559,123.2368032,17.92542067,2.368039286,4.919716824,125.0892707,18.75668632,2.309981622,4.925940237,125.2892359
86.55,18.75,2.31,4.71,124.93,18.50011326,2.350075359,6.090462823,123.2418094,17.90891413,2.369463016,5.04533752,125.1143231,18.71182477,2.30996283,5.15082156,125.3033716
86.6,18.66,2.32,5.43,125.15,18.43258049,2.356396764,6.590714027,123.4385522,17.84541955,2.372015244,5.32846635,125.2817743,18.62454407,2.320258325,5.874208766,125.5200819
86.65,18.5,2.32,5.8300004,125.369995,18.31641484,2.356031736,6.871441088,123.6592306,17.74580652,2.372937094,5.595680636,125.4931331,18.46192256,2.320244172,6.237939793,125.7496728
86.7,18.29,2.31,6.65,125.369995,18.15393975,2.349281883,7.425801046,123.7023689,17.6000825,2.370343878,5.992029877,125.5245809,18.25755604,2.309936728,7.058693302,125.7464717
86.75,18.07,2.3,7.3000007,125.15,17.98203108,2.342482062,7.856608643,123.5529832,17.42975625,2.365729454,6.40800555,125.3674188,17.82584777,2.299597708,7.741735647,125.508866
86.8,17.85,2.29,7.99,125.369995,17.8130115,2.335800868,8.327006011,123.7652733,17.2600157,2.360747998,6.841738339,125.4620903,17.6048595,2.289255316,8.463554323,125.7083678
86.85,17.65,2.29,8.26,125.59999,17.65570585,2.335365778,8.483821574,123.9940566,17.10977855,2.358197773,7.108975896,125.6484844,17.40244926,2.289238894,8.763807786,125.917241
86.9,17.48,2.29,8.05,125.59999,17.52726806,2.335040304,8.323629294,124.0615488,17.00086349,2.356985863,7.085509759,125.7009963,17.23106014,2.289243066,8.544707381,125.9132864
86.95,17.34,2.29,7.86,125.59999,17.42330467,2.33494878,8.190620943,124.1309475,16.91566544,2.356377338,6.961133885,125.7022042,17.09192149,2.289256284,8.345735297,125.9107085
87,17.23,2.29,7.78,125.15,17.3407638,2.334888698,8.1331709,123.8191112,16.84842032,2.35598327,6.867106094,125.4102365,16.98250547,2.28926573,8.259249373,125.4621263
87.05,17.17,2.29,8.13,124.93,17.30066513,2.335016972,8.396295753,123.664401,16.81107769,2.355806664,6.972916621,125.2101408,16.92439142,2.289243133,8.605912034,125.2429551
87.1,17.18,2.2800002,8.98,124.71,17.31163208,2.328556344,8.993641303,123.477665,16.82060939,2.353350133,7.396266404,125.0506516,16.93430442,2.278908569,9.459913116,125.0239638
87.15,17.25,2.27,10.02,124.259995,17.36482419,2.32200229,9.710232006,123.0728004,16.85263986,2.349666504,8.070377571,124.7804037,17.00365968,2.268555296,10.54400057,124.5610704
87.2,17.39,2.27,10.8,124.259995,17.47780717,2.32194104,10.26210614,123.0276747,16.93604218,2.348043003,8.713685657,124.7458787,17.14422391,2.268490825,11.36670189,124.5444738
87.25,17.57,2.26,11.17,124.04,17.62401282,2.315346464,10.52598886,122.8346615,17.0739745,2.345075045,9.099012114,124.6743835,17.32404023,2.25816609,11.74367582,124.3241193
87.3,17.86,2.26,11.39,124.04,17.85596358,2.315369596,10.68746556,122.8311737,17.28451536,2.343766437,9.301097642,124.6998633,17.61771064,2.258158614,12.00489245,124.3073629
87.35,18.17,2.26,11.51,124.259995,18.10902172,2.315366391,10.79063779,123.033078,17.52929571,2.343374939,9.411742967,124.89784,17.93119439,2.258181161,12.13275411,124.5234119
87.4,18.39,2.27,11.38,124.259995,18.2890521,2.32173476,10.71124151,123.0707815,17.70159236,2.345668683,9.376981047,124.9896435,18.15355325,2.268526507,12.00981895,124.5206293
87.45,18.39,2.27,11.38,124.259995,18.30163269,2.321785529,10.74362285,123.1263436,17.71067512,2.346774015,9.363288705,125.0273211,18.15492681,2.26856117,11.97817116,124.5333456
87.5,18.22,2.27,11.55,124.259995,18.17194695,2.321731156,10.86651494,123.1655003,17.57854997,2.346930561,9.453142315,125.0219145,17.98446975,2.268572118,12.14783854,124.5313638
87.55,18.02,2.27,11.990001,124.259995,18.01595094,2.321594904,11.16531727,123.1879119,17.42689243,2.346650681,9.723229694,125.0062154,17.78270615,2.268558216,12.58540652,124.5299601
87.6,17.88,2.27,11.91,124.259995,17.90580875,2.321402543,11.09921113,123.1873979,17.32083599,2.346260452,9.749451527,124.9904859,17.64026516,2.268525472,12.49897061,124.5289074
87.65,17.81,2.26,11.78,124.259995,17.84736246,2.314956402,10.99968029,123.1771076,17.26857,2.343661928,9.646137589,124.9737903,17.56930964,2.258211335,12.36453127,124.5299062
87.7,17.8,2.26,10.94,124.259995,17.83076747,2.314985808,10.39656146,123.1535038,17.24568397,2.342495146,9.141211009,124.9546438,17.55946057,2.241633171,10.73293211,124.5161573
87.75,17.8,2.27,10.34,124.259995,17.82714923,2.321650446,9.979433005,123.1626142,17.24915207,2.344805379,8.660732809,124.9490662,17.56138415,2.268542996,10.36945116,124.5183753
87.8,17.72,2.27,9.66,124.48999,17.76957926,2.321789067,9.52460841,123.3855207,17.2108759,2.346124635,8.189515747,125.1013481,17.48218651,2.268572185,10.22604938,124.7622301
87.85,17.51,2.27,9,124.48999,17.60037089,2.321821111,9.053426081,123.4218914,17.05987095,2.346532021,7.747429386,125.1342186,17.27162037,2.268612573,9.558709019,124.7626733
87.9,17.17,2.2800002,8.53,124.48999,17.32976712,2.328332641,8.718733019,123.4564986,16.80890883,2.348905339,7.401789605,125.1218184,16.93052563,2.278932534,9.078181498,124.7633504
