Depth,RES,DEN,NG,CAL,FCRES,FCDEN,FCNG,FCCAL,CLRES,CLDEN,CLNG,CLCAL,ELRES,ELDEN,ELCG,ELCAL
234.55,15.68,2.27,14.190001,122.93,16.68518561,2.315625743,13.09285956,125.8515134,16.54771338,2.317978533,12.05858441,125.3676302,15.52526755,2.26599504,14.56213245,123.0193134
234.6,15.829999,2.27,15.28,122.93,16.79248108,2.315483984,13.83621392,125.7344539,16.62619673,2.318297566,13.09574098,125.3803308,15.67075224,2.268222027,15.67161718,123.0217338
234.65,15.910001,2.26,15.89,122.93,16.85084115,2.308905063,14.25841822,125.6446761,16.66074689,2.315864834,13.76689431,125.3635643,15.74698497,2.256907484,16.29357922,123.0225819
234.7,15.93,2.26,15.83,122.93,16.86151005,2.308787837,14.20454495,125.6080298,16.64654449,2.314389199,13.77498148,125.3431964,15.76576294,2.257878667,16.27211021,123.006903
234.75,15.93,2.25,15.95,123.15001,16.86877625,2.302299438,14.29563227,125.8386622,16.65289425,2.310858078,13.78855782,125.5167088,15.76741969,2.24638665,16.39138246,123.2228283
234.8,15.92,2.25,16.16,123.15001,16.8672243,2.302036048,14.42822522,125.9298898,16.6471287,2.308568706,13.94953992,125.5808988,15.75950535,2.247130792,16.63569536,123.202358
234.85,15.910001,2.25,17.02,123.380005,16.87839491,2.30179215,15.04104976,126.2441859,16.66634595,2.307326822,14.68751766,125.8060267,15.75261227,2.247200253,17.49646586,123.4235583
234.9,15.92,2.25,18.24,123.15001,16.90430233,2.301292005,15.89076969,126.1747411,16.70107821,2.30632186,15.8892609,125.7115058,15.76328339,2.247277391,18.72125218,123.1865937
234.95,15.92,2.25,19.45,123.15001,16.92561633,2.30091683,16.75541913,126.2563679,16.72146907,2.305240827,17.15472899,125.714564,16.24350489,2.247335136,19.9356173,123.1785765
235,15.92,2.26,20.34,123.380005,16.93897289,2.306940098,17.38080582,126.487385,16.73420352,2.307339606,18.08527062,125.9043537,16.25742856,2.258844711,20.82979653,123.4008071
235.05,15.89,2.26,20.56,124.04,16.92616487,2.30656579,17.54020411,127.0514104,16.73765452,2.308451548,18.30819094,126.4877876,15.73017518,2.258829273,21.01504987,124.0671928
235.1,15.88,2.27,20.18,124.259995,16.91318737,2.312654781,17.2423347,127.2446193,16.73589371,2.311453418,17.87576271,126.6965573,15.7174229,2.269159465,20.63352596,124.2841888
235.15,15.95,2.27,19.75,124.259995,16.97264822,2.312648339,16.94856793,127.2784447,16.81049794,2.312904519,17.36167363,126.6525496,15.78813983,2.269189672,20.16421433,124.2991681
235.2,16.09,2.27,18.99,124.48999,17.08488793,2.312766065,16.4271947,127.4846196,16.92127787,2.313188338,16.62801526,126.755317,15.93097252,2.269217227,19.39974107,124.5277512
235.25,16.31,2.27,18.75,124.48999,17.25670964,2.312910995,16.25811014,127.5084978,17.09312708,2.313316044,16.34628546,126.7250559,16.15443885,2.269275055,19.16231636,124.5287274
235.3,16.53,2.2800002,18.15,124.259995,17.4324573,2.319482339,15.854574,127.3295821,17.25876478,2.316387042,15.88680737,126.5280398,16.37738787,2.279606599,18.56379893,124.30043
235.35,16.71,2.2800002,17.38,124.48999,17.58015098,2.319838756,15.35667316,127.5110105,17.40192228,2.318412055,15.22118906,126.6851997,16.56061357,2.279630531,17.75794924,124.5460349
235.4,16.78,2.29,16.31,124.48999,17.62221188,2.326544683,14.60419936,127.4575156,17.43492793,2.322218283,14.28643504,126.6717928,16.63061324,2.28997319,16.68854332,124.5509005
235.45,16.75,2.3,15.94,124.48999,17.58588382,2.333442504,14.35280654,127.3784936,17.39767598,2.327104309,13.83819786,126.6265647,16.5996174,2.300295588,16.28600609,124.573654
235.5,16.59,2.32,16.05,124.04,17.445246,2.34658586,14.42604261,126.9066688,17.2595296,2.334356543,13.86777487,126.2202728,16.43502399,2.320878032,16.36522453,124.1490378
235.55,16.37,2.33,16.6,123.6,17.27106738,2.353276166,14.83721857,126.4599796,17.10075823,2.339692813,14.30693431,125.8170368,16.21029485,2.331107737,16.84554922,123.2923799
235.6,16.1,2.33,16.93,124.04,17.05825731,2.353327369,15.08240118,126.7438908,16.90504188,2.34147563,14.62580591,126.0646977,15.93550647,2.331024224,17.13690693,123.643013
235.65,15.85,2.33,17.71,124.259995,16.85161415,2.352999624,15.58332655,126.9028773,16.72569085,2.341605774,15.25895744,126.3175335,15.67994202,2.331007268,17.91784629,124.4209684
235.7,15.64,2.34,18.53,124.04,16.68966753,2.358995889,16.13229563,126.7616482,16.58482261,2.343352476,16.03023416,126.2125222,15.46624375,2.341281868,18.73618588,123.6918289
235.75,15.49,2.34,19.05,123.380005,16.59310636,2.358667677,16.51872104,126.3206041,16.51629015,2.343521037,16.56106025,125.7502374,15.31559705,2.341244584,19.2135291,123.0145063
235.8,15.37,2.34,18.72,122.71,16.52048443,2.358596214,16.32843978,125.8715068,16.45653571,2.343000265,16.28523086,125.2407337,15.19840569,2.34120463,18.86980552,122.3769352
235.85,15.31,2.34,18.35,122.04001,16.489774,2.358796619,16.1100639,125.4135646,16.4345929,2.342591978,15.84337199,124.7462251,15.14329519,2.341195551,18.48741607,121.7300413
235.9,15.3,2.34,18.01,121.6,16.49333872,2.359084676,15.91069378,125.0998432,16.43886521,2.342503558,15.46316792,124.4070419,15.13766344,2.341181532,17.51542021,121.3077544
235.95,15.36,2.33,17.87,121.6,16.54455151,2.352910804,15.83569884,125.0995035,16.48364946,2.340269528,15.28854419,124.3932942,15.20063178,2.330868146,17.43965003,121.3067005
236,15.44,2.32,17.18,121.82,16.5980766,2.346570473,15.3419562,125.2367285,16.51875855,2.337031738,14.73242849,124.638556,15.28135089,2.320567978,16.69923406,121.5314381
236.05,15.52,2.31,16.41,122.270004,16.64693768,2.34030027,14.78228526,125.5670218,16.55275944,2.333567206,14.04832818,125.1065669,15.3625509,2.310303192,15.87642089,121.9723675
236.1,15.529999,2.3,15.920001,122.71,16.63930356,2.333940112,14.40684791,125.907458,16.53950916,2.329940922,13.59328824,125.551425,15.37285708,2.300058099,16.15094851,122.8406328
236.15,15.510001,2.3,15.87,123.15001,16.61184717,2.333889777,14.3362418,126.2676929,16.50637568,2.328605311,13.53685101,125.9038296,15.35283488,2.300104762,16.1384211,123.2633346
236.2,15.48,2.29,15.359999,123.380005,16.58553467,2.327256615,13.96108092,126.4779551,16.4871235,2.325564788,13.22334631,126.0375847,15.32158558,2.289831564,15.62495721,123.4906445
236.25,15.49,2.29,15.039999,123.380005,16.58557257,2.327265527,13.71322805,126.4944911,16.47944775,2.324190023,12.94662011,125.9365246,15.33293829,2.28986778,15.33789525,123.4760049
236.3,15.56,2.29,14.68,123.380005,16.64103835,2.327345436,13.46492991,126.505987,16.53180666,2.323955472,12.66292444,125.8479188,15.40455457,2.289883635,14.97513952,123.4764211
236.35,15.71,2.2800002,14.549999,123.380005,16.75781051,2.321043556,13.37729989,126.4998786,16.64280361,2.321482185,12.53759828,125.7909282,15.55656665,2.27959812,14.84656584,123.4777595
236.4,15.95,2.2800002,14.049999,123.380005,16.93942257,2.321164821,13.02071756,126.4622526,16.79922105,2.320482362,12.19782868,125.7576595,15.79890238,2.279608267,14.38416048,123.4643684
236.45,16.73,2.27,13.720001,123.380005,17.55383551,2.314993385,12.8005724,126.4315259,17.3908431,2.318016318,11.91666712,125.7546756,16.58648903,2.269334669,14.05992475,123.4671307
236.5,17.66,2.27,13.550001,122.93,18.28154656,2.315433015,12.70330473,125.9939561,18.088173,2.317831334,11.81895487,125.4422983,17.5252932,2.269392948,13.94938015,123.0084102
236.55,18.22,2.27,13.45,122.71,18.72683214,2.316066774,12.70025728,125.7403329,18.46446975,2.319285906,11.82789161,125.2547918,18.09163217,2.26943095,13.87588566,122.7928763
236.6,18.19,2.27,13.200001,122.49,18.6996463,2.316456403,12.56148746,125.496991,18.36910153,2.320861076,11.71533181,125.0943522,18.06131642,2.269450643,13.64147576,122.5771906
236.65,17.87,2.27,12.93,122.270004,18.44050524,2.316662515,12.37828266,125.2773249,18.09059754,2.321711662,11.48972666,124.9353444,17.73852991,2.269434321,13.36949892,122.3617231
236.7,17.76,2.27,12.43,122.04001,18.3478886,2.316762718,12.02058957,125.061385,18.00775565,2.321916106,11.06399421,124.7624528,17.62764667,2.269398322,12.85717565,122.1362545
236.75,17.63,2.2800002,11.47,121.6,18.23917571,2.323443912,11.3553811,124.6739201,17.89498971,2.324867142,10.32903128,124.4619944,17.49727935,2.279689811,11.88742631,121.7027618
236.8,17.52,2.2800002,10.58,120.71,18.1560209,2.323856104,10.76622275,123.9652509,17.82673969,2.326557467,9.584391105,123.8923588,17.38922649,2.279690596,10.94970612,120.8372927
236.85,17.38,2.29,9.81,120.27,18.05316796,2.330825488,10.2741334,123.6330163,17.72365707,2.329807608,8.948951375,123.4827758,17.64582854,2.289978196,10.16631462,120.4022491
236.9,17.19,2.3,9.68,120.049995,17.91547051,2.337536722,10.21932235,123.5204141,17.60755162,2.33372018,8.710447175,123.2956777,17.44533445,2.30029008,9.991597802,120.1986543
236.95,16.97,2.31,9.7,119.6,17.75504239,2.343956628,10.2557049,123.2271034,17.47371175,2.337415892,8.691961714,123.0979901,17.21611892,2.310586476,9.967090377,119.7644801
237,16.72,2.32,10.08,119.6,17.57208204,2.350433878,10.550547,123.2789809,17.31531498,2.340933796,8.918023255,123.1249591,16.96401514,2.320858706,10.3040369,119.7776114
237.05,16.46,2.32,10.35,119.38,17.3724769,2.350236144,10.73972445,123.1191633,17.14810155,2.341916962,9.151647504,123.0985648,16.70450691,2.320825394,9.680561212,119.5729347
237.1,16.23,2.32,10.49,119.38,17.1890639,2.350188879,10.8313661,123.0958812,16.9815132,2.341949373,9.277282788,123.1299945,16.48117808,2.320776528,9.720321868,119.5736714
237.15,16.08,2.32,9.97,119.38,17.06519425,2.350112109,10.45426783,123.067531,16.87233949,2.341844764,8.982049597,123.1653338,15.94689485,2.320744685,9.197503063,119.5750301
237.2,16.06,2.31,9.69,119.38,17.04472831,2.343781691,10.25010459,123.063203,16.7675362,2.346314726,8.78100883,122.7155257,15.92743158,2.308295469,9.851051056,119.5771378
237.25,16.13,2.3,9.73,119.38,17.09507593,2.337394529,10.26363716,123.0676097,16.85175388,2.338612381,8.162062986,121.8410767,15.99946633,2.299251906,9.926334975,119.5623633
237.3,16.26,2.29,10.29,119.38,17.19785009,2.330921285,10.64567234,123.0886401,16.96550094,2.331605179,8.537510062,122.0057836,16.13199731,2.28964401,10.52723368,119.5455911
237.35,16.38,2.2800002,11,119.38,17.29599294,2.324317897,11.13599797,123.1092588,17.05812427,2.326104653,9.250241957,122.1529546,16.25346099,2.279249147,11.28067444,119.5270926
237.4,16.48,2.27,11.660001,119.38,17.37857023,2.317672318,11.59090176,123.1265303,17.12798198,2.320971592,9.981753847,122.52881,16.3543361,2.269254661,11.98351237,119.5083038
237.45,16.51,2.26,12.329999,119.38,17.40456684,2.311040058,12.05105158,123.1400204,17.14040722,2.315813531,10.66877657,122.9969603,16.38453887,2.258943011,12.69604906,119.4898963
237.5,16.42,2.25,12.6,119.38,17.3352205,2.304377423,12.23015028,123.1566936,17.0612787,2.310408969,11.03628374,123.3459456,16.29362061,2.248626154,13.00344914,119.4714089
237.55,16.24,2.24,12.39,119.6,17.19335925,2.297770063,12.07067975,123.3652518,16.91820073,2.304681602,10.95159141,123.6404351,16.11294507,2.238318509,12.82342654,119.6720974
237.6,16.01,2.24,12.4,119.82,17.00717237,2.297609912,12.04770056,123.5850113,16.7408543,2.302094861,10.88840074,123.8302147,15.88208617,2.238338286,12.86336642,119.8738948
237.65,15.79,2.24,12.36,119.82,16.8350541,2.297377364,12.00168662,123.6353805,16.58842747,2.301515742,10.83413291,123.8246866,15.66028254,2.238344344,12.8155297,119.8716779
237.7,15.580001,2.23,12.75,119.82,16.67229731,2.290820706,12.26509489,123.6773963,16.44482252,2.298154217,11.06565027,123.7522545,15.44932915,2.228036766,13.2006172,119.870029
237.75,15.41,2.23,12.819999,119.82,16.5365346,2.290594165,12.29173283,123.6966158,16.30967003,2.295715877,11.1843008,123.6759971,15.63608761,2.228014186,13.29982503,119.8526822
237.8,15.29,2.23,12.71,119.82,16.44567431,2.290465624,12.21070481,123.7343295,16.23033489,2.294679839,11.1257664,123.6373263,15.67107779,2.228008261,13.18262286,119.8508219
237.85,15.22,2.23,11.91,119.82,16.39454849,2.290398667,11.65409799,123.777055,16.19138903,2.294434106,10.57589495,123.626431,15.56975598,2.228014436,12.37146045,119.8491966
237.9,15.22,2.23,10.72,119.82,16.39677086,2.290534384,10.82977187,123.8294251,16.20485039,2.294607975,9.687641829,123.6289785,15.56888635,2.228052888,11.16870997,119.8491955
237.95,15.250001,2.23,9.33,119.82,16.42108248,2.290805752,9.869987349,123.8819414,16.24145272,2.295056116,8.676079819,123.6342479,15.60150847,2.228111501,9.766617144,119.8503123
238,15.320001,2.24,8.41,119.82,16.47547795,2.297590019,9.236952514,123.9289837,16.30424193,2.299128572,7.930350427,123.6359879,15.67235101,2.238481246,8.839275093,119.8522941
238.05,15.41,2.24,8.15,119.82,16.55148101,2.297845966,9.076772043,123.9658571,16.39788726,2.301916652,7.610911292,123.6432301,15.75661626,2.238527626,8.542671347,119.8687018
238.1,15.49,2.25,7.91,119.82,16.61368824,2.304393111,8.914458286,123.9624019,16.45844071,2.306074157,7.45559271,123.639767,15.83483056,2.248846419,8.303651714,119.8695589
238.15,15.569999,2.25,8.41,119.82,16.67743256,2.304538374,9.275764272,123.9396653,16.52842478,2.308215628,7.678283091,123.6340938,15.90595554,2.248851876,8.775208462,119.8868158
238.2,15.63,2.25,8.67,119.82,16.7156188,2.304549022,9.449786437,123.8467652,16.55251044,2.308847151,7.930489358,123.6060743,15.96130091,2.248814025,9.043007647,119.8898053
238.25,15.69,2.26,9.42,119.82,16.74400427,2.311142997,9.954692177,123.694138,16.56151293,2.312414288,8.402465678,123.5543745,15.56723703,2.259069532,9.806591754,119.8966134
238.3,15.75,2.26,10.02,119.82,16.77436685,2.311225609,10.36498453,123.5055136,16.58051091,2.314935974,8.875555529,123.4969611,15.62033549,2.258990475,10.38468494,119.9191599
238.35,15.82,2.26,11.09,119.82,16.80582724,2.311351914,11.08627874,123.3037398,16.58915588,2.316305565,9.603717793,123.4289593,15.68419502,2.256841861,11.47255896,119.9273795
238.4,15.89,2.27,12.22,119.82,16.8465391,2.31771818,11.8564718,123.1487102,16.60759715,2.319824737,10.49865211,123.3875486,15.74843955,2.269959183,12.61896182,119.6362407
238.45,15.96,2.26,12.86,120.049995,16.90468808,2.311080646,12.31173402,123.2715902,16.66384261,2.318571471,11.12634366,123.5279679,15.81443672,2.257574321,13.23216287,119.8006022
238.5,16.03,2.26,13.220001,120.49,16.95704402,2.310815954,12.540884,123.6227272,16.70187722,2.317035521,11.46457807,123.8762041,15.88364109,2.258779572,13.63322256,120.2786919
238.55,16.1,2.26,13.220001,120.71,17.01773423,2.310485572,12.52950555,123.857917,16.76691408,2.316061601,11.50173516,124.1589131,15.95352928,2.258810548,13.63456186,120.8087862
238.6,16.16,2.27,13.09,120.71,17.0720026,2.316772932,12.43970682,123.9221126,16.82597877,2.31849223,11.38847029,124.2116971,16.01508838,2.269148116,13.5038674,120.8054232
238.65,16.21,2.26,12.659999,120.93,17.12144938,2.310351758,12.16306468,124.1413109,16.88728219,2.317030715,11.05542565,124.3085507,16.06633833,2.258863252,13.03501703,121.0375537
238.7,16.29,2.25,12.150001,120.71,17.17312745,2.303981219,11.78391857,123.9442632,16.92647407,2.313058528,10.63041078,124.1162798,16.14728711,2.248589504,12.56018707,120.8059035
238.75,16.38,2.25,11.76,120.71,17.23465162,2.304283629,11.50979594,123.8993265,16.96398541,2.311368303,10.28041447,123.9931028,16.2395938,2.248594794,12.20617704,120.7942006
238.8,16.5,2.25,10.98,120.71,17.3252146,2.304457798,10.97015467,123.8764729,17.04631073,2.311512098,9.74313503,123.93684,16.36094897,2.248610182,11.42392478,120.4816984
238.85,16.59,2.25,10.55,120.71,17.39498757,2.304703732,10.67900953,123.8903174,17.11494353,2.312270159,9.361247114,123.9316932,16.45388075,2.248652623,10.99387228,120.4818997
238.9,16.67,2.26,10.11,120.71,17.46416148,2.311220636,10.38486972,123.9440653,17.18421406,2.315708388,9.048180742,123.9646199,16.53709948,2.258993679,10.55105201,120.7965333
238.95,16.76,2.27,10.13,120.49,17.55095459,2.317698787,10.42758891,123.8615949,17.28445888,2.320192402,9.006029083,123.8851582,16.63081616,2.269341979,10.53420385,120.5900131
239,16.85,2.27,9.85,120.27,17.64275214,2.317698621,10.2747308,123.7755917,17.38327215,2.321632355,8.88938055,123.7589871,16.72440648,2.269359169,10.21423747,120.3821983
239.05,16.9,2.26,9.6,120.27,17.69207776,2.311377649,10.12464505,123.8318174,17.42897656,2.318788899,8.736084109,123.7330743,16.7780007,2.259078611,9.96166929,120.3800951
239.1,16.85,2.26,9.29,120.49,17.64766218,2.311442537,9.899330961,124.0128566,17.37194844,2.317041296,8.537988679,123.8795097,16.72896867,2.259096719,9.686237237,120.5836043
239.15,16.74,2.26,9.38,121.38,17.55330407,2.311452016,9.944917688,124.7133084,17.2807678,2.316709045,8.527286131,124.5625933,16.61722547,2.259111172,9.77731205,121.469276
239.2,16.59,2.26,9.33,122.270004,17.4181932,2.311093564,9.853010678,125.3968037,17.16154879,2.316848501,8.518326472,125.4048028,16.46108006,2.259135054,9.729175245,122.3546305
239.25,16.43,2.27,9.14,122.49,17.27615581,2.317179116,9.663374755,125.557033,17.03940947,2.319792193,8.419079739,125.5902004,16.29549142,2.269467883,9.538309088,122.5743484
239.3,16.29,2.27,9.1,122.93,17.16837498,2.317072705,9.631658202,125.9412553,16.95702915,2.32109062,8.354640772,125.7634463,16.15362349,2.26947793,9.457793029,123.0260888
239.35,16.22,2.27,9.25,123.15001,17.11280589,2.316802038,9.710629349,126.1670456,16.9206342,2.320959509,8.419227005,125.788762,16.0824881,2.269503932,9.60501124,123.242446
239.4,16.22,2.26,9.07,123.380005,17.11946485,2.310123481,9.578623385,126.4170336,16.9391208,2.317488536,8.365237038,125.8681629,16.08304183,2.259219185,9.419891269,123.4671892
239.45,16.28,2.26,8.46,123.380005,17.1668929,2.309991169,9.136879141,126.4736035,16.98588363,2.315328473,8.04333674,125.821024,16.1453561,2.25925687,8.839615474,123.4494273
239.5,16.38,2.25,7.51,123.380005,17.25164425,2.303666125,8.487726924,126.5339019,17.07618572,2.311795983,7.476897081,125.7913803,16.24926077,2.248998308,7.881903111,123.4482148
239.55,16.49,2.25,7.1899996,123.380005,17.33525989,2.303904548,8.261237476,126.5709216,17.15297294,2.310334468,7.143510664,125.762551,16.36407591,2.249055519,7.596827858,123.4337237
239.6,16.58,2.25,6.9400005,123.15001,17.41012129,2.303988929,8.097485783,126.4180999,17.22514891,2.310307297,6.953727475,125.6074955,16.45658179,2.249085226,7.346856296,123.2045333
239.65,16.64,2.25,7.4299994,123.15001,17.46332678,2.30414434,8.457421215,126.4428644,17.27199052,2.310671925,7.136436299,125.5902364,16.5193658,2.249097092,7.841167159,123.2039304
239.7,16.65,2.24,7.67,123.15001,17.4742915,2.297586647,8.627985388,126.4415102,17.2757039,2.307802401,7.36508543,125.6129674,16.52851843,2.238780686,8.084453363,123.2023468
239.75,16.63,2.24,7.82,123.15001,17.45048828,2.297554404,8.715143042,126.4041733,17.23504258,2.306014643,7.530583484,125.6177003,16.50755822,2.238765832,8.272864609,123.1879928
239.8,16.59,2.23,7.3000007,123.380005,17.41190217,2.291142141,8.346648073,126.5347725,17.18951655,2.30260809,7.329014085,125.7806953,16.46534643,2.228440731,6.592681984,123.4186994
239.85,16.6,2.23,6.82,123.380005,17.39853,2.291283533,7.975116072,126.4556009,17.16579806,2.30129067,7.007762595,125.7619054,16.47402188,2.228449843,5.987870631,123.4089547
239.9,16.61,2.23,6.4199996,123.380005,17.39368982,2.29152673,7.688149969,126.3828427,17.15547999,2.301816016,6.705571393,125.7163377,16.48304666,2.228448091,5.576053509,123.4141465
239.95,16.65,2.23,6.45,123.15001,17.41469092,2.291731407,7.701055268,126.1363717,17.17344408,2.30293223,6.606298262,125.5080022,16.52249571,2.228446455,5.599525898,123.1901119
240,16.71,2.23,6.7800007,122.93,17.45866722,2.291894462,7.938081242,125.9087019,17.20848182,2.303778177,6.727339446,125.3009286,16.58252963,2.22842279,5.927494006,122.9740381
240.05,16.8,2.23,7.25,122.93,17.52914482,2.291964156,8.274196263,125.8644997,17.26894386,2.304196544,7.003196628,125.2640754,16.67241177,2.228392031,6.406300173,122.9751336
240.1,16.91,2.24,7.2,122.93,17.61314324,2.298362533,8.239271099,125.8160864,17.34426981,2.307563076,7.098671386,125.2862508,16.78123987,2.238671321,6.398327966,122.9759502
240.15,16.98,2.24,6.29,123.15001,17.66792224,2.298485733,7.622234166,125.9535228,17.40217053,2.309787926,6.714475479,125.4732084,16.85028593,2.238667549,5.557851814,122.8597398
240.2,16.94,2.25,5.5,123.380005,17.62207512,2.305190559,7.05894824,126.0914642,17.35783374,2.313901905,6.221775173,125.6563036,16.80964021,2.249007754,4.788085279,123.0897378
240.25,16.81,2.26,4.96,123.15001,17.5126747,2.31179882,6.679372831,125.8884994,17.26329055,2.318944543,5.822488931,125.4986061,16.6778094,2.259339432,4.265503351,122.8704789
240.3,16.62,2.26,5.89,123.15001,17.36813918,2.311984639,7.344762606,125.9126172,17.13496946,2.320825861,6.00855537,125.4334871,16.4878415,2.258272234,6.283448024,122.8660361
240.35,16.45,2.27,7.57,123.15001,17.24448136,2.318016785,8.50793374,125.9657757,17.02034088,2.323071907,6.853853468,125.4287531,16.31566525,2.269940591,7.968193142,122.8735764
240.4,16.31,2.2800002,9.89,123.380005,17.16027036,2.323786576,10.1370891,126.2541792,16.95683516,2.325586584,8.454285543,125.6646762,16.1729656,2.280959934,10.26028337,123.4804026
240.45,16.22,2.29,11.69,123.6,17.11760147,2.329284465,11.39683533,126.5406987,16.93804306,2.32789418,10.19062407,125.9540514,16.07873384,2.290104801,12.02968469,123.7016569
240.5,16.16,2.29,12.720001,123.82,17.09496072,2.328528473,12.12364232,126.8179122,16.94001867,2.32763603,11.35209399,126.2114065,16.01566367,2.290066516,13.02526408,123.9249582
240.55,16.14,2.29,13.68,124.04,17.09174608,2.328027027,12.78546574,127.0664234,16.94820877,2.326522887,12.18747346,126.4000602,15.99447007,2.2900547,13.98834195,124.1366342
240.6,16.12,2.2800002,15.080001,124.04,17.08626149,2.321142791,13.75276364,127.1228257,16.94951246,2.322790125,13.30755932,126.3944376,15.97304383,2.279741682,15.39656024,124.1307653
240.65,16.13,2.2800002,16.95,124.259995,17.10296574,2.32066294,15.0428378,127.3357715,16.95222465,2.320326384,14.96856252,126.5400408,15.98205746,2.279702011,17.31352015,124.327534
240.7,16.16,2.2800002,18.61,124.259995,17.13992335,2.319989961,16.19129684,127.3726225,16.98577809,2.318844842,16.641461,126.5719699,16.00875721,2.279655164,18.9848626,124.3197193
240.75,16.22,2.27,19.51,124.259995,17.19914561,2.313063669,16.82189622,127.3857055,17.03765461,2.315047459,17.57149831,126.5819542,16.06639036,2.269296868,19.89108436,124.3137425
240.8,16.25,2.27,19.22,124.259995,17.21875827,2.312861327,16.60732427,127.3451924,16.9543623,2.297311508,17.09381332,125.3573332,16.09454542,2.269260802,18.49534625,124.297373
240.85,16.29,2.26,17.55,124.259995,17.24037256,2.306604743,15.44194066,127.2824251,17.02185567,2.290060575,16.5672135,125.2600511,16.13377223,2.258953658,16.93010678,124.3014243
240.9,16.37,2.25,15.750001,124.259995,17.27855583,2.300764857,14.16848403,127.1965288,17.05632481,2.291725199,14.26229023,125.8293021,16.21622614,2.248695431,16.18568681,124.2955374
240.95,16.53,2.24,14.26,124.259995,17.38188521,2.294955312,13.11400068,127.1253474,17.15405068,2.292722818,12.55122047,126.1470523,16.38013797,2.23844942,14.72611546,124.2892569
241,16.75,2.25,14.199999,124.04,17.54091227,2.30190043,13.06188837,126.9184976,17.30348287,2.30006127,12.20498849,126.1419718,16.60523578,2.248815527,14.70778769,124.0612992
241.05,16.96,2.26,14.09,124.04,17.7198441,2.308490066,13.02631578,126.9470109,17.48435389,2.308649483,12.20862501,126.2361294,16.81850965,2.259131733,14.56538899,124.0751649
241.1,17.1,2.2800002,13.860001,123.82,17.84527907,2.321391729,12.89998168,126.8368236,17.6178303,2.3185436,12.15412169,126.1430099,16.96142113,2.279773792,14.30123952,123.8687955
241.15,17.13,2.2800002,13.190001,123.6,17.89269152,2.321495803,12.49232971,126.7525963,17.67839937,2.3219357,11.72276115,126.0194393,16.99433981,2.279801179,13.55420627,123.6770746
241.2,17.07,2.29,12.61,123.6,17.85439379,2.328118651,12.1114539,126.8263792,17.64196279,2.324856594,11.23653954,126.0143622,16.93812259,2.29014065,12.96693391,123.6754167
241.25,16.96,2.29,12.36,124.04,17.7785535,2.328173158,11.95694182,127.2601868,17.58288026,2.325730012,10.97640518,126.4055579,16.82971073,2.290175998,12.67477317,124.125722
241.3,16.84,2.3,11.990001,124.48999,17.6833109,2.334399935,11.67744464,127.6784684,17.50494916,2.328158839,10.71517465,126.8452107,16.70880004,2.300517155,12.29866895,124.5707095
241.35,16.76,2.3,11.670001,124.71,17.62241628,2.334242021,11.44384749,127.9067321,17.47042278,2.329044907,10.46880209,127.0455561,16.62755469,2.300554539,11.93742757,124.8034293
241.4,16.74,2.31,11.33,124.93,17.60136613,2.34066176,11.19123207,128.0834939,17.45849107,2.331716363,10.20707419,127.151727,16.60702409,2.310873766,11.59378319,125.023055
241.45,16.79,2.32,11,124.93,17.6346505,2.347182469,10.95684786,128.04209,17.50351093,2.335542218,9.940785186,127.0679395,16.65535521,2.32118348,11.22805433,125.0417324
241.5,16.9,2.33,10.67,124.93,17.71095756,2.353887161,10.73083425,127.9432276,17.58045126,2.339861174,9.666370107,126.9663632,16.76357606,2.331471364,10.86566816,125.0631722
241.55,17.08,2.33,10.33,124.93,17.83809017,2.354226088,10.49653272,127.8068665,17.70140357,2.342112594,9.382903675,126.8737982,16.94146508,2.331450869,10.49643824,125.0864228
241.6,17.3,2.32,10.4,124.93,17.99052071,2.348162832,10.5349638,127.6507998,17.83318905,2.341211339,9.339337699,126.7878344,17.1600184,2.321131776,10.57868399,125.095117
241.65,17.58,2.33,10.35,124.71,18.19038896,2.354838251,10.48110791,127.3273382,18.00020551,2.343632655,9.3229105,126.552738,17.4393541,2.331412651,10.57608598,124.8680209
241.7,17.85,2.33,10.35,124.48999,18.40417866,2.355140094,10.5131697,127.0833968,18.19374334,2.345300217,9.332728752,126.3712185,17.71055174,2.331403872,10.55017258,124.6681119
241.75,18.08,2.34,10.14,124.48999,18.58971965,2.361768883,10.3926964,127.0701564,18.35907258,2.348403959,9.233483408,126.3767657,17.94352226,2.34171392,10.34567451,124.6683526
241.8,18.19,2.35,10.1,124.48999,18.69142201,2.368262789,10.3996485,127.1407271,18.45622986,2.351880874,9.197612124,126.4597096,18.30206007,2.352059283,10.27342624,124.6805493
241.85,18.16,2.36,10.05,124.71,18.6883144,2.37460519,10.39889619,127.4333045,18.45718421,2.355159553,9.185917609,126.7320608,18.38309656,2.362401274,10.18576496,124.908597
241.9,18.04,2.36,10.03,124.93,18.61177916,2.374364096,10.40108575,127.7393956,18.39977925,2.355899624,9.190902452,127.0043288,18.22330913,2.362444299,10.12486873,124.5806589
241.95,17.88,2.36,9.82,124.93,18.49266941,2.37412871,10.24761981,127.8241132,18.29642831,2.355489367,9.082148672,127.0211324,17.74984322,2.36247,9.907405629,125.1321727
242,17.76,2.35,9.57,124.93,18.39904267,2.367659204,10.06842802,127.8529808,18.21391792,2.352790274,8.897128731,126.9809376,17.62976499,2.352169933,9.649944297,125.1316306
