52.9,34.6,34.6,34.6,34.6,34.6
52.95,34.94,34.94,34.94,34.94,34.94
53,34.84,34.84,34.84,34.84,34.84
53.05,34.28,34.28,34.28,34.28,34.28
53.1,33.45,33.45,33.45,33.45,33.45
53.15,32.53,32.53,32.53,32.53,32.53
53.2,31.68,31.68,31.68,31.68,31.68
53.25,30.93,30.93,30.93,30.93,30.93
53.3,30.38,30.38,30.38,30.38,30.38
53.35,29.94,29.94,29.94,29.94,29.94
53.4,29.51,29.51,29.51,29.51,29.51
53.45,28.96,28.96,28.96,28.96,28.96
53.5,28.37,28.37,28.37,28.37,28.37
53.55,27.87,27.87,27.87,27.87,27.87
53.6,27.64,27.64,27.64,27.64,27.64
53.65,27.61,27.61,27.61,27.61,27.61
53.7,27.72,27.72,27.72,27.72,27.72
53.75,27.83,27.83,27.83,27.83,27.83
53.8,27.87,27.87,27.87,27.87,27.87
53.85,27.77,27.77,27.77,27.77,27.77
53.9,27.48,27.48,27.48,27.48,27.48
53.95,27.01,27.01,27.01,27.01,27.01
54,26.35,26.35,26.35,26.35,26.35
54.05,25.63,25.63,25.63,25.63,25.63
54.1,24.99,24.99,24.99,24.99,24.99
54.15,24.6,24.6,24.6,24.6,24.6
54.2,24.48,24.48,24.48,24.48,24.48
54.25,24.54,24.54,24.54,24.54,24.54
54.3,24.7,24.7,24.7,24.7,24.7
54.35,24.9,24.9,24.9,24.9,24.9
54.4,25.06,25.06,25.06,25.06,25.06
54.45,25.09,25.09,25.09,25.09,25.09
54.5,24.89,24.89,24.89,24.89,24.89
54.55,24.63,24.63,24.63,24.63,24.63
54.6,24.41,24.41,24.41,24.41,24.41
54.65,24.31,24.31,24.31,24.31,24.31
54.7,24.18,24.18,24.18,24.18,24.18
54.75,23.98,23.98,23.98,23.98,23.98
54.8,23.71,23.71,23.71,23.71,23.71
54.85,23.57,23.57,23.57,23.57,23.57
54.9,23.62,23.62,23.62,23.62,23.62
54.95,23.97,23.97,23.97,23.97,23.97
55,24.52,24.52,24.52,24.52,24.52
55.05,25.15,25.15,25.15,25.15,25.15
55.1,25.67,25.67,25.67,25.67,25.67
55.15,26.03,26.03,26.03,26.03,26.03
55.2,26.34,26.34,26.34,26.34,26.34
55.25,26.84,26.84,26.84,26.84,26.84
55.3,27.48,27.48,27.48,27.48,27.48
55.35,28.01,28.01,28.01,28.01,28.01
55.4,28.14,28.14,28.14,28.14,28.14
55.45,27.91,27.91,27.91,27.91,27.91
55.5,27.49,27.49,27.49,27.49,27.49
55.55,27.05,27.05,27.05,27.05,27.05
55.6,26.66,26.66,26.66,26.66,26.66
55.65,26.23,26.23,26.23,26.23,26.23
55.7,25.71,25.71,25.71,25.71,25.71
55.75,25.14,25.14,25.14,25.14,25.14
55.8,24.69,24.69,24.69,24.69,24.69
55.85,24.46,24.46,24.46,24.46,24.46
55.9,24.55,24.55,24.55,24.55,24.55
55.95,24.85,24.85,24.85,24.85,24.85
56,25.19,25.19,25.19,25.19,25.19
56.05,25.46,25.46,25.46,25.46,25.46
56.1,25.54,25.54,25.54,25.54,25.54
56.15,25.45,25.45,25.45,25.45,25.45
56.2,25.19,25.19,25.19,25.19,25.19
56.25,24.75,24.75,24.75,24.75,24.75
56.3,24.1,24.1,24.1,24.1,24.1
56.35,23.21,23.21,23.21,23.21,23.21
56.4,22.17,22.17,22.17,22.17,22.17
56.45,21.07,21.07,21.07,21.07,21.07
56.5,20.06,20.06,20.06,20.06,20.06
56.55,19.29,19.29,19.29,19.29,19.29
56.6,18.8,18.8,18.8,18.8,18.8
56.65,18.65,18.65,18.65,18.65,18.65
56.7,18.79,18.79,18.79,18.79,18.79
56.75,19.16,19.16,19.16,19.16,19.16
56.8,19.57,19.57,19.57,19.57,19.57
56.85,19.72,19.72,19.72,19.72,19.72
56.9,19.5,19.5,19.5,19.5,19.5
56.95,18.93,18.93,18.93,18.93,18.93
57,18.3,18.3,18.3,18.3,18.3
57.05,17.78,17.78,17.78,17.78,17.78
57.1,17.43,17.43,17.43,17.43,17.43
57.15,17.19,17.19,17.19,17.19,17.19
57.2,17.02,17.02,17.02,17.02,17.02
57.25,16.91,16.91,16.91,16.91,16.91
57.3,16.85,16.85,16.85,16.85,16.85
57.35,16.81,16.81,16.81,16.81,16.81
57.4,16.75,16.75,16.75,16.75,16.75
57.45,16.66,16.66,16.66,16.66,16.66
57.5,16.56,16.56,16.56,16.56,16.56
57.55,16.51,16.51,16.51,16.51,16.51
57.6,16.55,16.55,16.55,16.55,16.55
57.65,16.72,16.72,16.72,16.72,16.72
57.7,17,17,17,17,17
57.75,17.35,17.35,17.35,17.35,17.35
57.8,17.67,17.67,17.67,17.67,17.67
57.85,17.87,17.87,17.87,17.87,17.87
57.9,17.85,17.85,17.85,17.85,17.85
57.95,17.71,17.71,17.71,17.71,17.71
58,17.5,17.5,17.5,17.5,17.5
58.05,17.36,17.36,17.36,17.36,17.36
58.1,17.31,17.31,17.31,17.31,17.31
58.15,17.39,17.39,17.39,17.39,17.39
58.2,17.56,17.56,17.56,17.56,17.56
58.25,17.74,17.74,17.74,17.74,17.74
58.3,17.92,17.92,17.92,17.92,17.92
58.35,18.1,18.1,18.1,18.1,18.1
58.4,18.35,18.35,18.35,18.35,18.35
58.45,18.7,18.7,18.7,18.7,18.7
58.5,19.13,19.13,19.13,19.13,19.13
58.55,19.63,19.63,19.63,19.63,19.63
58.6,20.15,20.15,20.15,20.15,20.15
58.65,20.6,20.6,20.6,20.6,20.6
58.7,20.86,20.86,20.86,20.86,20.86
58.75,20.91,20.91,20.91,20.91,20.91
58.8,20.74,20.74,20.74,20.74,20.74
58.85,20.44,20.44,20.44,20.44,20.44
58.9,20.07,20.07,20.07,20.07,20.07
58.95,19.71,19.71,19.71,19.71,19.71
59,19.34,19.34,19.34,19.34,19.34
59.05,18.98,18.98,18.98,18.98,18.98
59.1,18.76,18.76,18.76,18.76,18.76
59.15,18.8,18.8,18.8,18.8,18.8
59.2,19.26,19.26,19.26,19.26,19.26
59.25,19.94,19.94,19.94,19.94,19.94
59.3,20.68,20.68,20.68,20.68,20.68
59.35,21.1,21.1,21.1,21.1,21.1
59.4,21.17,21.17,21.17,21.17,21.17
59.45,20.94,20.94,20.94,20.94,20.94
59.5,20.61,20.61,20.61,20.61,20.61
59.55,20.37,20.37,20.37,20.37,20.37
59.6,20.32,20.32,20.32,20.32,20.32
59.65,20.54,20.54,20.54,20.54,20.54
59.7,20.99,20.99,20.99,20.99,20.99
59.75,21.57,21.57,21.57,21.57,21.57
59.8,22.21,22.21,22.21,22.21,22.21
59.85,22.82,22.82,22.82,22.82,22.82
59.9,23.37,23.37,23.37,23.37,23.37
59.95,23.74,23.74,23.74,23.74,23.74
60,23.9,23.9,23.9,23.9,23.9
60.05,23.81,23.81,23.81,23.81,23.81
60.1,23.59,23.59,23.59,23.59,23.59
60.15,23.37,23.37,23.37,23.37,23.37
60.2,23.26,23.26,23.26,23.26,23.26
60.25,23.24,23.24,23.24,23.24,23.24
60.3,23.3,23.3,23.3,23.3,23.3
60.35,23.43,23.43,23.43,23.43,23.43
60.4,23.68,23.68,23.68,23.68,23.68
60.45,24.03,24.03,24.03,24.03,24.03
60.5,24.44,24.44,24.44,24.44,24.44
60.55,24.71,24.71,24.71,24.71,24.71
60.6,24.76,24.76,24.76,24.76,24.76
60.65,24.42,24.42,24.42,24.42,24.42
60.7,23.79,23.79,23.79,23.79,23.79
60.75,22.94,22.94,22.94,22.94,22.94
60.8,22.13,22.13,22.13,22.13,22.13
60.85,21.48,21.48,21.48,21.48,21.48
60.9,21.08,21.08,21.08,21.08,21.08
60.95,20.85,20.85,20.85,20.85,20.85
61,20.63,20.63,20.63,20.63,20.63
61.05,20.33,20.33,20.33,20.33,20.33
61.1,19.96,19.96,19.96,19.96,19.96
61.15,19.49,19.49,19.49,19.49,19.49
61.2,18.98,18.98,18.98,18.98,18.98
61.25,18.44,18.44,18.44,18.44,18.44
61.3,17.99,17.99,17.99,17.99,17.99
61.35,17.68,17.68,17.68,17.68,17.68
61.4,17.51,17.51,17.51,17.51,17.51
61.45,17.48,17.48,17.48,17.48,17.48
61.5,17.47,17.47,17.47,17.47,17.47
61.55,17.47,17.47,17.47,17.47,17.47
61.6,17.39,17.39,17.39,17.39,17.39
61.65,17.34,17.34,17.34,17.34,17.34
61.7,17.38,17.38,17.38,17.38,17.38
61.75,17.69,17.69,17.69,17.69,17.69
61.8,18.29,18.29,18.29,18.29,18.29
61.85,19.2,19.2,19.2,19.2,19.2
61.9,20.33,20.33,20.33,20.33,20.33
61.95,21.47,21.47,21.47,21.47,21.47
62,22.49,22.49,22.49,22.49,22.49
62.05,23.25,23.25,23.25,23.25,23.25
62.1,23.76,23.76,23.76,23.76,23.76
62.15,24.07,24.07,24.07,24.07,24.07
62.2,24.34,24.34,24.34,24.34,24.34
62.25,24.74,24.74,24.74,24.74,24.74
62.3,25.28,25.28,25.28,25.28,25.28
62.35,25.89,25.89,25.89,25.89,25.89
62.4,26.38,26.38,26.38,26.38,26.38
62.45,26.68,26.68,26.68,26.68,26.68
62.5,26.66,26.66,26.66,26.66,26.66
62.55,26.41,26.41,26.41,26.41,26.41
62.6,25.97,25.97,25.97,25.97,25.97
62.65,25.47,25.47,25.47,25.47,25.47
62.7,25.09,25.09,25.09,25.09,25.09
62.75,24.98,24.98,24.98,24.98,24.98
62.8,25.17,25.17,25.17,25.17,25.17
62.85,25.46,25.46,25.46,25.46,25.46
62.9,25.71,25.71,25.71,25.71,25.71
62.95,25.93,25.93,25.93,25.93,25.93
63,26.24,26.24,26.24,26.24,26.24
63.05,26.67,26.67,26.67,26.67,26.67
63.1,27.04,27.04,27.04,27.04,27.04
63.15,27.26,27.26,27.26,27.26,27.26
63.2,27.26,27.26,27.26,27.26,27.26
63.25,26.99,26.99,26.99,26.99,26.99
63.3,26.49,26.49,26.49,26.49,26.49
63.35,25.85,25.85,25.85,25.85,25.85
63.4,25.2,25.2,25.2,25.2,25.2
63.45,24.56,24.56,24.56,24.56,24.56
63.5,23.96,23.96,23.96,23.96,23.96
63.55,23.6,23.6,23.6,23.6,23.6
63.6,23.5,23.5,23.5,23.5,23.5
63.65,23.66,23.66,23.66,23.66,23.66
63.7,23.87,23.87,23.87,23.87,23.87
63.75,24.08,24.08,24.08,24.08,24.08
63.8,24.31,24.31,24.31,24.31,24.31
63.85,24.56,24.56,24.56,24.56,24.56
63.9,24.79,24.79,24.79,24.79,24.79
63.95,24.95,24.95,24.95,24.95,24.95
64,25.05,25.05,25.05,25.05,25.05
64.05,25.07,25.07,25.07,25.07,25.07
64.1,25.03,25.03,25.03,25.03,25.03
64.15,24.91,24.91,24.91,24.91,24.91
64.2,24.81,24.81,24.81,24.81,24.81
64.25,24.7,24.7,24.7,24.7,24.7
64.3,24.62,24.62,24.62,24.62,24.62
64.35,24.54,24.54,24.54,24.54,24.54
64.4,24.55,24.55,24.55,24.55,24.55
64.45,24.66,24.66,24.66,24.66,24.66
64.5,24.76,24.76,24.76,24.76,24.76
64.55,24.72,24.72,24.72,24.72,24.72
64.6,24.37,24.37,24.37,24.37,24.37
64.65,23.69,23.69,23.69,23.69,23.69
64.7,22.72,22.72,22.72,22.72,22.72
64.75,21.51,21.51,21.51,21.51,21.51
64.8,20.35,20.35,20.35,20.35,20.35
64.85,19.43,19.43,19.43,19.43,19.43
64.9,19.01,19.01,19.01,19.01,19.01
64.95,19.04,19.04,19.04,19.04,19.04
65,19.34,19.34,19.34,19.34,19.34
65.05,19.75,19.75,19.75,19.75,19.75
65.1,20.11,20.11,20.11,20.11,20.11
65.15,20.41,20.41,20.41,20.41,20.41
65.2,20.68,20.68,20.68,20.68,20.68
65.25,20.98,20.98,20.98,20.98,20.98
65.3,21.41,21.41,21.41,21.41,21.41
65.35,21.91,21.91,21.91,21.91,21.91
65.4,22.39,22.39,22.39,22.39,22.39
65.45,22.69,22.69,22.69,22.69,22.69
65.5,22.82,22.82,22.82,22.82,22.82
65.55,22.9,22.9,22.9,22.9,22.9
65.6,23.08,23.08,23.08,23.08,23.08
65.65,23.26,23.26,23.26,23.26,23.26
65.7,23.28,23.28,23.28,23.28,23.28
65.75,23.07,23.07,23.07,23.07,23.07
65.8,22.82,22.82,22.82,22.82,22.82
65.85,22.71,22.71,22.71,22.71,22.71
65.9,22.66,22.66,22.66,22.66,22.66
65.95,22.49,22.49,22.49,22.49,22.49
66,22.01,22.01,22.01,22.01,22.01
66.05,21.36,21.36,21.36,21.36,21.36
66.1,20.74,20.74,20.74,20.74,20.74
66.15,20.39,20.39,20.39,20.39,20.39
66.2,20.38,20.38,20.38,20.38,20.38
66.25,20.63,20.63,20.63,20.63,20.63
66.3,21.11,21.11,21.11,21.11,21.11
66.35,21.65,21.65,21.65,21.65,21.65
66.4,22.18,22.18,22.18,22.18,22.18
66.45,22.56,22.56,22.56,22.56,22.56
66.5,22.81,22.81,22.81,22.81,22.81
66.55,22.88,22.88,22.88,22.88,22.88
66.6,22.69,22.69,22.69,22.69,22.69
66.65,22.33,22.33,22.33,22.33,22.33
66.7,21.97,21.97,21.97,21.97,21.97
66.75,21.94,21.94,21.94,21.94,21.94
66.8,22.3,22.3,22.3,22.3,22.3
66.85,22.94,22.94,22.94,22.94,22.94
66.9,23.57,23.57,23.57,23.57,23.57
66.95,24.04,24.04,24.04,24.04,24.04
67,24.35,24.35,24.35,24.35,24.35
67.05,24.54,24.54,24.54,24.54,24.54
67.1,24.62,24.62,24.62,24.62,24.62
67.15,24.55,24.55,24.55,24.55,24.55
67.2,24.38,24.38,24.38,24.38,24.38
67.25,24.18,24.18,24.18,24.18,24.18
67.3,23.97,23.97,23.97,23.97,23.97
67.35,23.71,23.71,23.71,23.71,23.71
67.4,23.44,23.44,23.44,23.44,23.44
67.45,23.24,23.24,23.24,23.24,23.24
67.5,23.22,23.22,23.22,23.22,23.22
67.55,23.34,23.34,23.34,23.34,23.34
67.6,23.58,23.58,23.58,23.58,23.58
67.65,23.88,23.88,23.88,23.88,23.88
67.7,24.19,24.19,24.19,24.19,24.19
67.75,24.42,24.42,24.42,24.42,24.42
67.8,24.54,24.54,24.54,24.54,24.54
67.85,24.64,24.64,24.64,24.64,24.64
67.9,24.88,24.88,24.88,24.88,24.88
67.95,25.26,25.26,25.26,25.26,25.26
68,25.7,25.7,25.7,25.7,25.7
68.05,26.02,26.02,26.02,26.02,26.02
68.1,26.22,26.22,26.22,26.22,26.22
68.15,26.3,26.3,26.3,26.3,26.3
68.2,26.38,26.38,26.38,26.38,26.38
68.25,26.52,26.52,26.52,26.52,26.52
68.3,26.65,26.65,26.65,26.65,26.65
68.35,26.7,26.7,26.7,26.7,26.7
68.4,26.55,26.55,26.55,26.55,26.55
68.45,26.28,26.28,26.28,26.28,26.28
68.5,25.99,25.99,25.99,25.99,25.99
68.55,25.72,25.72,25.72,25.72,25.72
68.6,25.49,25.49,25.49,25.49,25.49
68.65,25.29,25.29,25.29,25.29,25.29
68.7,25.24,25.24,25.24,25.24,25.24
68.75,25.35,25.35,25.35,25.35,25.35
68.8,25.68,25.68,25.68,25.68,25.68
68.85,26.09,26.09,26.09,26.09,26.09
68.9,26.45,26.45,26.45,26.45,26.45
68.95,26.56,26.56,26.56,26.56,26.56
69,26.19,26.19,26.19,26.19,26.19
69.05,25.38,25.38,25.38,25.38,25.38
69.1,24.34,24.34,24.34,24.34,24.34
69.15,23.58,23.58,23.58,23.58,23.58
69.2,23.22,23.22,23.22,23.22,23.22
69.25,23.09,23.09,23.09,23.09,23.09
69.3,22.84,22.84,22.84,22.84,22.84
69.35,22.43,22.43,22.43,22.43,22.43
69.4,22.28,22.28,22.28,22.28,22.28
69.45,22.7,22.7,22.7,22.7,22.7
69.5,23.77,23.77,23.77,23.77,23.77
69.55,25.15,25.15,25.15,25.15,25.15
69.6,26.57,26.57,26.57,26.57,26.57
69.65,27.96,27.96,27.96,27.96,27.96
69.7,29.34,29.34,29.34,29.34,29.34
69.75,30.74,30.74,30.74,30.74,30.74
69.8,32.11,32.11,32.11,32.11,32.11
69.85,33.36,33.36,33.36,33.36,33.36
69.9,34.5,34.5,34.5,34.5,34.5
69.95,35.61,35.61,35.61,35.61,35.61
70,36.77,36.77,36.77,36.77,36.77
70.05,37.94,37.94,37.94,37.94,37.94
70.1,38.76,38.76,38.76,38.76,38.76
70.15,39.05,39.05,39.05,39.05,39.05
70.2,38.76,38.76,38.76,38.76,38.76
70.25,37.95,37.95,37.95,37.95,37.95
70.3,36.64,36.64,36.64,36.64,36.64
70.35,34.73,34.73,34.73,34.73,34.73
70.4,32.22,32.22,32.22,32.22,32.22
70.45,29.67,29.67,29.67,29.67,29.67
70.5,27.32,27.32,27.32,27.32,27.32
70.55,25.63,25.63,25.63,25.63,25.63
70.6,24.45,24.45,24.45,24.45,24.45
70.65,23.85,23.85,23.85,23.85,23.85
70.7,23.52,23.52,23.52,23.52,23.52
70.75,23.33,23.33,23.33,23.33,23.33
70.8,23.1,23.1,23.1,23.1,23.1
70.85,22.84,22.84,22.84,22.84,22.84
70.9,22.58,22.58,22.58,22.58,22.58
70.95,22.46,22.46,22.46,22.46,22.46
71,22.52,22.52,22.52,22.52,22.52
71.05,22.73,22.73,22.73,22.73,22.73
71.1,22.96,22.96,22.96,22.96,22.96
71.15,23.07,23.07,23.07,23.07,23.07
71.2,23.05,23.05,23.05,23.05,23.05
71.25,22.99,22.99,22.99,22.99,22.99
71.3,22.95,22.95,22.95,22.95,22.95
71.35,22.95,22.95,22.95,22.95,22.95
71.4,22.96,22.96,22.96,22.96,22.96
71.45,22.99,22.99,22.99,22.99,22.99
71.5,23.06,23.06,23.06,23.06,23.06
71.55,23.25,23.25,23.25,23.25,23.25
71.6,23.49,23.49,23.49,23.49,23.49
71.65,23.7,23.7,23.7,23.7,23.7
71.7,23.83,23.83,23.83,23.83,23.83
71.75,23.86,23.86,23.86,23.86,23.86
71.8,23.79,23.79,23.79,23.79,23.79
71.85,23.55,23.55,23.55,23.55,23.55
71.9,23.16,23.16,23.16,23.16,23.16
71.95,22.62,22.62,22.62,22.62,22.62
72,21.95,21.95,21.95,21.95,21.95
72.05,21.25,21.25,21.25,21.25,21.25
72.1,20.6,20.6,20.6,20.6,20.6
72.15,20.1,20.1,20.1,20.1,20.1
72.2,19.84,19.84,19.84,19.84,19.84
72.25,19.85,19.85,19.85,19.85,19.85
72.3,20.22,20.22,20.22,20.22,20.22
72.35,20.8,20.8,20.8,20.8,20.8
72.4,21.53,21.53,21.53,21.53,21.53
72.45,22.35,22.35,22.35,22.35,22.35
72.5,23.19,23.19,23.19,23.19,23.19
72.55,24,24,24,24,24
72.6,24.61,24.61,24.61,24.61,24.61
72.65,25.02,25.02,25.02,25.02,25.02
72.7,25.34,25.34,25.34,25.34,25.34
72.75,25.73,25.73,25.73,25.73,25.73
72.8,26.21,26.21,26.21,26.21,26.21
72.85,26.71,26.71,26.71,26.71,26.71
72.9,27.02,27.02,27.02,27.02,27.02
72.95,27.11,27.11,27.11,27.11,27.11
73,26.96,26.96,26.96,26.96,26.96
73.05,26.79,26.79,26.79,26.79,26.79
73.1,26.67,26.67,26.67,26.67,26.67
73.15,26.57,26.57,26.57,26.57,26.57
73.2,26.46,26.46,26.46,26.46,26.46
73.25,26.29,26.29,26.29,26.29,26.29
73.3,26.11,26.11,26.11,26.11,26.11
73.35,25.92,25.92,25.92,25.92,25.92
73.4,25.7,25.7,25.7,25.7,25.7
73.45,25.47,25.47,25.47,25.47,25.47
73.5,25.22,25.22,25.22,25.22,25.22
73.55,24.95,24.95,24.95,24.95,24.95
73.6,24.72,24.72,24.72,24.72,24.72
73.65,24.57,24.57,24.57,24.57,24.57
73.7,24.57,24.57,24.57,24.57,24.57
73.75,24.66,24.66,24.66,24.66,24.66
73.8,24.72,24.72,24.72,24.72,24.72
73.85,24.68,24.68,24.68,24.68,24.68
73.9,24.51,24.51,24.51,24.51,24.51
73.95,24.36,24.36,24.36,24.36,24.36
74,24.31,24.31,24.31,24.31,24.31
74.05,24.36,24.36,24.36,24.36,24.36
74.1,24.37,24.37,24.37,24.37,24.37
74.15,24.28,24.28,24.28,24.28,24.28
74.2,24.14,24.14,24.14,24.14,24.14
74.25,24.01,24.01,24.01,24.01,24.01
74.3,23.93,23.93,23.93,23.93,23.93
74.35,23.84,23.84,23.84,23.84,23.84
74.4,23.75,23.75,23.75,23.75,23.75
74.45,23.68,23.68,23.68,23.68,23.68
74.5,23.65,23.65,23.65,23.65,23.65
74.55,23.69,23.69,23.69,23.69,23.69
74.6,23.74,23.74,23.74,23.74,23.74
74.65,23.77,23.77,23.77,23.77,23.77
74.7,23.79,23.79,23.79,23.79,23.79
74.75,23.76,23.76,23.76,23.76,23.76
74.8,23.65,23.65,23.65,23.65,23.65
74.85,23.38,23.38,23.38,23.38,23.38
74.9,23.03,23.03,23.03,23.03,23.03
74.95,22.72,22.72,22.72,22.72,22.72
75,22.58,22.58,22.58,22.58,22.58
75.05,22.56,22.56,22.56,22.56,22.56
75.1,22.56,22.56,22.56,22.56,22.56
75.15,22.52,22.52,22.52,22.52,22.52
75.2,22.55,22.55,22.55,22.55,22.55
75.25,22.84,22.84,22.84,22.84,22.84
75.3,23.41,23.41,23.41,23.41,23.41
75.35,24.08,24.08,24.08,24.08,24.08
75.4,24.7,24.7,24.7,24.7,24.7
75.45,25.16,25.16,25.16,25.16,25.16
75.5,25.54,25.54,25.54,25.54,25.54
75.55,25.81,25.81,25.81,25.81,25.81
75.6,25.99,25.99,25.99,25.99,25.99
75.65,26.06,26.06,26.06,26.06,26.06
75.7,26.01,26.01,26.01,26.01,26.01
75.75,25.87,25.87,25.87,25.87,25.87
75.8,25.7,25.7,25.7,25.7,25.7
75.85,25.56,25.56,25.56,25.56,25.56
75.9,25.48,25.48,25.48,25.48,25.48
75.95,25.5,25.5,25.5,25.5,25.5
76,25.7,25.7,25.7,25.7,25.7
76.05,25.91,25.91,25.91,25.91,25.91
76.1,25.98,25.98,25.98,25.98,25.98
76.15,25.69,25.69,25.69,25.69,25.69
76.2,25.29,25.29,25.29,25.29,25.29
76.25,24.96,24.96,24.96,24.96,24.96
76.3,24.79,24.79,24.79,24.79,24.79
76.35,24.57,24.57,24.57,24.57,24.57
76.4,24.2,24.2,24.2,24.2,24.2
76.45,23.59,23.59,23.59,23.59,23.59
76.5,22.76,22.76,22.76,22.76,22.76
76.55,21.72,21.72,21.72,21.72,21.72
76.6,20.49,20.49,20.49,20.49,20.49
76.65,19.26,19.26,19.26,19.26,19.26
76.7,18.26,18.26,18.26,18.26,18.26
76.75,18.05,18.05,18.05,18.05,18.05
76.8,18.8,18.8,18.8,18.8,18.8
76.85,20.56,20.56,20.56,20.56,20.56
76.9,23.04,23.04,23.04,23.04,23.04
76.95,25.63,25.63,25.63,25.63,25.63
77,28,28,28,28,28
77.05,29.68,29.68,29.68,29.68,29.68
77.1,30.93,30.93,30.93,30.93,30.93
77.15,31.61,31.61,31.61,31.61,31.61
77.2,31.84,31.84,31.84,31.84,31.84
77.25,31.5,31.5,31.5,31.5,31.5
77.3,30.74,30.74,30.74,30.74,30.74
77.35,29.66,29.66,29.66,29.66,29.66
77.4,28.37,28.37,28.37,28.37,28.37
77.45,26.92,26.92,26.92,26.92,26.92
77.5,25.38,25.38,25.38,25.38,25.38
77.55,23.87,23.87,23.87,23.87,23.87
77.6,22.7,22.7,22.7,22.7,22.7
77.65,22.07,22.07,22.07,22.07,22.07
77.7,22.05,22.05,22.05,22.05,22.05
77.75,22.34,22.34,22.34,22.34,22.34
77.8,22.83,22.83,22.83,22.83,22.83
77.85,23.46,23.46,23.46,23.46,23.46
77.9,24.2,24.2,24.2,24.2,24.2
77.95,24.77,24.77,24.77,24.77,24.77
78,25.03,25.03,25.03,25.03,25.03
78.05,25.21,25.21,25.21,25.21,25.21
78.1,25.73,25.73,25.73,25.73,25.73
78.15,26.51,26.51,26.51,26.51,26.51
78.2,27.28,27.28,27.28,27.28,27.28
78.25,27.35,27.35,27.35,27.35,27.35
78.3,26.67,26.67,26.67,26.67,26.67
78.35,25.27,25.27,25.27,25.27,25.27
78.4,23.52,23.52,23.52,23.52,23.52
78.45,21.99,21.99,21.99,21.99,21.99
78.5,21.03,21.03,21.03,21.03,21.03
78.55,20.88,20.88,20.88,20.88,20.88
78.6,21.18,21.18,21.18,21.18,21.18
78.65,21.62,21.62,21.62,21.62,21.62
78.7,22.02,22.02,22.02,22.02,22.02
78.75,22.4,22.4,22.4,22.4,22.4
78.8,22.8,22.8,22.8,22.8,22.8
78.85,23.23,23.23,23.23,23.23,23.23
78.9,23.63,23.63,23.63,23.63,23.63
78.95,24.05,24.05,24.05,24.05,24.05
79,24.45,24.45,24.45,24.45,24.45
79.05,24.86,24.86,24.86,24.86,24.86
79.1,25.27,25.27,25.27,25.27,25.27
79.15,25.74,25.74,25.74,25.74,25.74
79.2,26.23,26.23,26.23,26.23,26.23
79.25,26.72,26.72,26.72,26.72,26.72
79.3,27.1,27.1,27.1,27.1,27.1
