Depth,Dense,Res,Ng,Cal,SP
77.8,2.29,15.75,12.16,149.82,-237.16
77.85,2.29,15.35,11.82,149.73,-237.22
77.9,2.29,14.83,11.8,149.65,-236.6
77.95,2.29,14.33,11.72,149.62,-235.24
78,2.3,13.91,11.5,149.6,-233.46
78.05,2.31,13.65,11.05,149.59,-231.66
78.1,2.31,13.45,10.51,149.67,-230.41
78.15,2.32,13.24,9.91,149.82,-230.13
78.2,2.33,13.03,9.48,150.04,-230.96
78.25,2.34,12.84,9.08,150.2,-232.71
78.3,2.34,12.7,8.71,150.41,-234.92
78.35,2.33,12.58,8.16,150.71,-237.15
78.4,2.33,12.51,7.57,151.12,-239.11
78.45,2.32,12.46,7.55,151.53,-240.74
78.5,2.31,12.42,7.42,151.87,-241.99
78.55,2.29,12.36,7.39,152.16,-242.88
78.6,2.28,12.29,7.16,152.37,-243.33
78.65,2.27,12.21,7.11,152.56,-243.27
78.7,2.26,12.15,7.06,152.73,-242.68
78.75,2.25,12.1,7.03,152.93,-241.77
78.8,2.24,12.04,6.82,153.1,-241
78.85,2.23,11.94,6.57,153.22,-240.83
78.9,2.23,11.84,6.28,153.27,-241.28
78.95,2.24,11.75,6.17,153.31,-241.78
79,2.24,11.75,6.29,153.28,-241.55
79.05,2.24,11.86,6.49,153.15,-240.21
79.1,2.24,12.11,6.76,152.89,-238.13
79.15,2.24,12.42,7.25,152.55,-236.14
79.2,2.24,12.71,7.8,152.17,-235.1
79.25,2.24,12.9,8.41,151.75,-235.42
79.3,2.25,12.99,9.24,151.28,-236.9
79.35,2.26,13.03,10.13,150.75,-238.72
79.4,2.27,13.11,11.08,150.15,-240.13
79.45,2.28,13.29,11.44,149.52,-240.63
79.5,2.28,13.6,11.7,148.97,-240.33
79.55,2.28,14.05,11.83,148.6,-239.52
79.6,2.29,14.55,12.51,148.5,-238.65
79.65,2.3,15.02,13.47,148.54,-237.99
79.7,2.31,15.43,14.6,148.62,-237.5
79.75,2.33,15.74,15.01,148.55,-236.95
79.8,2.34,15.94,15.52,148.38,-236.09
79.85,2.35,15.92,15.91,148.06,-234.93
79.9,2.36,15.71,15.69,147.66,-233.7
79.95,2.36,15.37,14.92,147.16,-232.72
80,2.36,15.01,14.32,146.53,-232.21
80.05,2.36,14.86,14.45,145.86,-232.26
80.1,2.36,14.99,14.75,145.2,-232.82
80.15,2.36,15.46,14.64,144.63,-233.8
80.2,2.36,16.09,14.08,144.16,-234.92
80.25,2.36,16.76,13.34,143.77,-235.97
80.3,2.36,17.33,12.49,143.47,-236.63
80.35,2.36,17.68,12.17,143.24,-236.82
80.4,2.37,17.84,11.93,143.13,-236.51
80.45,2.37,17.83,11.62,143.15,-235.87
80.5,2.37,17.77,11.31,143.23,-235.12
80.55,2.38,17.69,10.99,143.29,-234.45
80.6,2.38,17.58,10.46,143.45,-233.92
80.65,2.38,17.45,9.89,143.81,-233.38
80.7,2.38,17.36,9.27,144.49,-232.71
80.75,2.38,17.37,9.63,145.23,-231.86
80.8,2.38,17.53,9.98,145.95,-231.08
80.85,2.39,17.72,10.52,146.51,-230.76
80.9,2.39,17.82,10.7,147.08,-231.27
80.95,2.39,17.77,10.65,147.62,-232.67
81,2.38,17.62,10.47,148.19,-234.71
81.05,2.38,17.44,10.22,148.73,-236.93
81.1,2.38,17.26,10.34,149.26,-239.02
81.15,2.38,17.09,10.51,149.74,-240.82
81.2,2.36,16.97,10.97,150.21,-242.41
81.25,2.34,16.88,11.3,150.67,-243.67
81.3,2.31,16.86,11.65,151.16,-244.48
81.35,2.3,16.86,11.39,151.71,-244.44
81.4,2.28,16.84,11.01,152.36,-243.5
81.45,2.26,16.78,10.08,153.04,-241.97
81.5,2.24,16.68,9.62,153.76,-240.56
81.55,2.23,16.47,9.14,154.48,-239.97
81.6,2.22,16.16,9.15,155.25,-240.39
81.65,2.21,15.59,9.06,156.04,-241.62
81.7,2.21,14.83,9.04,156.84,-243.04
81.75,2.21,13.83,8.82,157.6,-244.27
81.8,2.21,12.86,8.57,158.41,-244.99
81.85,2.22,12,8.28,159.21,-245.13
81.9,2.24,11.44,7.77,159.93,-244.65
81.95,2.25,11.14,7.21,160.45,-243.62
82,2.26,11.07,6.8,160.79,-242.26
82.05,2.26,11.15,7.2,161.05,-240.92
82.1,2.26,11.3,7.4,161.31,-240.05
82.15,2.26,11.49,7.52,161.54,-239.95
82.2,2.26,11.68,7.38,161.73,-240.65
82.25,2.25,11.88,7.58,161.9,-241.72
82.3,2.24,12.05,7.79,161.93,-242.47
82.35,2.23,12.19,7.68,161.84,-242.3
82.4,2.23,12.32,7.69,161.55,-241.01
82.45,2.22,12.43,7.67,161.26,-239.12
82.5,2.22,12.57,8.27,161.01,-237.3
82.55,2.22,12.73,9.19,160.86,-236.16
82.6,2.21,12.94,10.29,160.82,-235.81
82.65,2.21,13.13,10.7,160.92,-236.2
82.7,2.21,13.19,10.8,161.11,-237.01
82.75,2.21,13,10.7,161.3,-237.86
82.8,2.21,12.62,10.5,161.33,-238.2
82.85,2.21,12.15,10.24,161.29,-237.73
82.9,2.21,11.78,9.95,161.15,-236.58
82.95,2.21,11.53,10.04,161.07,-235.27
83,2.22,11.46,9.6,160.98,-234.55
83.05,2.22,11.51,9.13,160.94,-234.99
83.1,2.21,11.68,8.15,161.01,-236.83
83.15,2.2,11.88,7.45,161.1,-239.71
83.2,2.2,12.01,6.32,161.23,-242.97
83.25,2.2,11.99,5.76,161.05,-245.88
83.3,2.19,11.79,5.22,160.68,-247.96
83.35,2.19,11.51,5.19,160.13,-249.07
83.4,2.19,11.23,5.08,159.72,-249.33
83.45,2.19,11.06,4.66,159.49,-249.01
83.5,2.18,10.97,4.15,159.58,-248.31
83.55,2.17,10.99,3.76,159.91,-247.46
83.6,2.16,11.06,3.78,160.39,-246.63
83.65,2.16,11.14,3.91,160.95,-246.11
83.7,2.16,11.2,4.54,161.52,-245.9
83.75,2.16,11.22,5.09,162.05,-245.97
83.8,2.16,11.19,5.73,162.49,-246.13
83.85,2.17,11.1,5.76,162.91,-246.39
83.9,2.17,10.99,5.7,163.31,-246.62
83.95,2.18,10.89,5.49,163.64,-246.78
84,2.19,10.82,5.24,163.88,-246.68
84.05,2.2,10.78,5.35,164.04,-246.28
84.1,2.22,10.76,5.52,164.16,-245.6
84.15,2.24,10.73,5.97,164.35,-244.65
84.2,2.26,10.71,6.5,164.68,-243.37
84.25,2.28,10.73,7.09,165.1,-241.67
84.3,2.29,10.8,7.12,165.56,-239.55
84.35,2.29,10.95,7.24,166,-237.11
84.4,2.29,11.14,7.27,166.4,-234.68
84.45,2.29,11.34,7.5,166.66,-232.66
84.5,2.29,11.52,7.36,166.7,-231.61
84.55,2.29,11.68,7.17,166.63,-231.91
84.6,2.29,11.82,7.51,166.66,-233.6
84.65,2.28,11.93,7.74,166.92,-236.29
84.7,2.28,12,8.05,167.34,-239.13
84.75,2.27,12.07,7.56,167.34,-241.5
84.8,2.27,12.13,7.12,166.71,-243.05
84.85,2.26,12.2,6.34,165.48,-243.88
84.9,2.25,12.17,5.89,164.22,-244.08
84.95,2.25,12.04,5.25,163.23,-243.62
85,2.24,11.77,5.23,162.6,-242.44
85.05,2.24,11.52,5.3,162.23,-240.73
85.1,2.23,11.34,5.7,162.04,-239.06
85.15,2.23,11.33,5.4,161.92,-237.98
85.2,2.23,11.47,5.02,161.86,-237.92
85.25,2.23,11.72,4.68,161.82,-238.58
85.3,2.24,12,4.94,161.81,-239.26
85.35,2.25,12.29,5.33,161.66,-239.06
85.4,2.25,12.57,5.85,161.32,-237.58
85.45,2.26,12.88,6.44,160.78,-235.21
85.5,2.26,13.23,7.06,160.33,-232.85
85.55,2.27,13.56,7.5,160.18,-231.49
85.6,2.28,13.81,7.91,160.42,-231.62
85.65,2.29,13.95,8.28,160.83,-233.3
85.7,2.3,14,9.44,161.23,-236
85.75,2.31,13.98,10.74,161.39,-238.99
85.8,2.31,13.99,12.24,161.28,-241.41
85.85,2.31,14.1,13.2,161.03,-242.81
85.9,2.31,14.37,13.89,160.78,-243.18
85.95,2.3,14.71,14.22,160.63,-242.82
86,2.3,15.07,14.22,160.51,-242.15
86.05,2.3,15.38,14.09,160.32,-241.58
86.1,2.31,15.64,13.86,160.04,-241.45
86.15,2.31,15.86,13.59,159.76,-241.89
86.2,2.31,16.07,13.29,159.65,-242.62
86.25,2.29,16.24,12.58,159.71,-243.17
86.3,2.28,16.38,11.17,159.88,-243.08
86.35,2.27,16.5,9.55,160.01,-242.18
86.4,2.26,16.59,8.75,160.12,-240.63
86.45,2.26,16.63,8.46,160.16,-238.76
86.5,2.27,16.59,8.44,160.19,-236.89
86.55,2.27,16.37,8.58,160.25,-235.17
86.6,2.27,15.98,8.8,160.32,-233.64
86.65,2.27,15.43,9.08,160.38,-232.34
86.7,2.27,14.85,8.98,160.37,-231.55
86.75,2.28,14.31,9.21,160.29,-231.57
86.8,2.29,13.93,9.44,160.18,-232.57
86.85,2.3,13.7,9.93,160.14,-234.34
86.9,2.31,13.59,10.27,160.16,-236.47
86.95,2.32,13.5,10.84,160.16,-238.48
87,2.32,13.4,11.02,160.07,-240.02
87.05,2.31,13.34,11.17,159.91,-240.98
87.1,2.3,13.36,10.84,159.82,-241.49
87.15,2.29,13.51,10.4,159.77,-241.9
87.2,2.29,13.81,9.85,159.83,-242.57
87.25,2.28,14.16,9.65,159.88,-243.7
87.3,2.27,14.5,9.9,159.9,-245.11
87.35,2.26,14.66,10.31,159.74,-246.47
87.4,2.26,14.59,10.24,159.44,-247.49
87.45,2.25,14.27,9.71,159,-248.15
87.5,2.23,13.8,8.99,158.45,-248.52
87.55,2.23,13.25,8.34,157.81,-248.6
87.6,2.22,12.68,7.67,157.21,-248.24
87.65,2.22,12.19,7,156.74,-247.26
87.7,2.21,11.78,6.93,156.44,-245.65
87.75,2.21,11.45,7.19,156.29,-243.61
87.8,2.21,11.19,7.62,156.28,-241.59
87.85,2.21,10.97,7.56,156.52,-240.13
87.9,2.2,10.83,7.44,156.92,-239.55
87.95,2.19,10.76,7.2,157.45,-239.86
88,2.18,10.76,7.33,157.9,-240.94
88.05,2.17,10.79,7.51,158.27,-242.53
88.1,2.16,10.81,7.77,158.57,-244.35
88.15,2.15,10.77,8.05,158.8,-245.92
88.2,2.15,10.71,8.36,158.9,-247.02
88.25,2.15,10.66,8.68,158.83,-247.58
88.3,2.15,10.65,8.41,158.58,-247.78
88.35,2.15,10.66,8.02,158.11,-247.55
88.4,2.15,10.7,7.49,157.52,-246.77
88.45,2.15,10.74,7.3,156.95,-245.33
88.5,2.15,10.8,7.16,156.55,-243.55
88.55,2.16,10.89,6.89,156.31,-241.88
88.6,2.17,10.99,6.41,156.18,-240.79
88.65,2.18,11.1,5.86,156.06,-240.36
88.7,2.18,11.19,5.45,155.97,-240.23
88.75,2.18,11.27,5.26,155.84,-239.78
88.8,2.18,11.34,5.14,155.61,-238.39
88.85,2.17,11.4,5.08,155.28,-236.04
88.9,2.17,11.47,5.05,154.9,-233.34
88.95,2.16,11.49,5.03,154.49,-231.37
89,2.15,11.46,5.01,153.97,-230.98
89.05,2.15,11.37,5.41,153.34,-232.44
89.1,2.14,11.29,5.88,152.72,-235.09
89.15,2.13,11.23,6.66,152.24,-237.99
89.2,2.12,11.22,7.31,151.93,-240.43
89.25,2.11,11.23,7.99,151.82,-242.38
89.3,2.1,11.3,8.66,151.78,-244.07
89.35,2.1,11.37,9.13,151.79,-245.74
89.4,2.1,11.4,9.56,151.75,-247.48
89.45,2.11,11.35,9.54,151.65,-249.21
89.5,2.12,11.23,10.22,151.58,-250.84
89.55,2.14,11.09,10.95,151.59,-252.15
89.6,2.16,10.97,12.23,151.75,-253.2
89.65,2.18,10.89,12.24,151.97,-254.12
89.7,2.2,10.86,12.09,152.13,-255.11
89.75,2.22,10.83,11.87,152.25,-256.07
89.8,2.24,10.84,12.59,152.44,-256.78
89.85,2.25,10.91,13.49,152.9,-257.02
89.9,2.26,11.09,14.22,153.47,-256.86
89.95,2.27,11.42,14.54,154.04,-256.44
90,2.26,11.93,14.75,154.58,-256.65
90.05,2.25,12.56,15.06,155.33,-257.84
90.1,2.24,13.17,14.96,156.34,-259.7
90.15,2.22,13.65,14.8,157.58,-260.71
90.2,2.21,13.95,13.95,158.74,-260.25
90.25,2.2,14.11,13.55,159.71,-259.02
90.3,2.19,14.15,13.1,160.27,-257.84
90.35,2.19,14.13,12.73,160.45,-257.18
90.4,2.18,14.04,11.77,160.01,-256.57
90.45,2.18,13.91,10.7,159.03,-255.72
90.5,2.18,13.77,9.89,157.68,-254.17
90.55,2.19,13.66,9.52,156.55,-251.6
90.6,2.2,13.6,9.28,155.92,-248.13
90.65,2.2,13.52,9.16,155.75,-244.2
90.7,2.21,13.34,9.09,155.59,-240.63
90.75,2.21,13.04,9.05,154.98,-238.07
90.8,2.22,12.68,9.23,154.03,-237.12
90.85,2.22,12.3,9.26,153.01,-237.83
90.9,2.22,11.96,9.3,152.26,-240.01
90.95,2.22,11.69,8.91,151.78,-242.99
91,2.22,11.47,8.44,151.53,-246.23
91.05,2.22,11.36,7.87,151.61,-249.15
91.1,2.22,11.32,7.46,151.97,-251.51
91.15,2.22,11.38,6.87,152.72,-253.17
91.2,2.21,11.53,6.27,153.7,-254.08
91.25,2.21,11.81,5.63,154.89,-254.28
91.3,2.22,12.21,4.98,156.17,-253.81
91.35,2.22,12.71,4.32,157.42,-252.82
91.4,2.23,13.26,3.46,158.5,-251.32
91.45,2.24,13.64,3.16,159.23,-249.48
91.5,2.25,13.77,2.92,159.59,-247.36
91.55,2.26,13.54,3.02,159.5,-245.22
91.6,2.28,13.18,2.99,159.11,-243.06
91.65,2.29,12.85,3,158.66,-241.04
91.7,2.31,12.71,3.2,158.49,-239.33
91.75,2.32,12.73,3.44,158.59,-238.35
91.8,2.33,12.86,4.13,158.84,-238.42
91.85,2.34,13.04,5.11,159.05,-239.49
91.9,2.35,13.27,6.25,159.14,-241.12
91.95,2.36,13.66,7.07,159.2,-242.54
92,2.36,14.33,7.86,159.32,-243.13
92.05,2.36,15.26,8.59,159.62,-242.48
92.1,2.36,16.34,9.49,160.06,-240.49
92.15,2.36,17.2,10.02,160.52,-237.31
92.2,2.36,17.72,10.5,160.74,-233.52
92.25,2.35,17.8,10.9,160.57,-230.04
92.3,2.35,17.7,11.08,160.13,-227.93
92.35,2.35,17.57,11.2,159.7,-227.86
92.4,2.34,17.51,11.06,159.39,-229.98
92.45,2.34,17.47,10.65,159.2,-233.79
92.5,2.33,17.4,10.54,159.06,-238.45
92.55,2.33,17.3,10.44,158.99,-243.14
92.6,2.33,17.17,10.6,158.95,-247.19
92.65,2.34,17.04,10.21,158.93,-250.23
92.7,2.34,16.91,9.76,158.96,-252.12
92.75,2.34,16.74,10.19,159.05,-252.99
92.8,2.34,16.56,11.19,159.21,-253.23
92.85,2.34,16.38,12.48,159.39,-253.14
92.9,2.34,16.3,13.13,159.54,-252.7
92.95,2.33,16.31,13.32,159.7,-251.71
93,2.34,16.49,13.29,159.85,-249.89
93.05,2.34,16.72,13.52,160.05,-247.61
93.1,2.34,16.92,13.56,160.25,-245.33
93.15,2.34,16.94,13.62,160.46,-243.77
93.2,2.34,16.82,13.44,160.68,-243
93.25,2.34,16.57,13.61,160.9,-242.93
93.3,2.34,16.3,14.01,161.12,-243.22
93.35,2.33,16.06,13.52,161.25,-243.73
93.4,2.32,15.91,12.91,161.32,-244.29
93.45,2.31,15.73,12.09,161.32,-244.84
93.5,2.31,15.41,12.4,161.33,-245.3
93.55,2.3,14.85,12.9,161.33,-245.59
93.6,2.29,14.24,13.46,161.34,-245.68
93.65,2.29,13.71,13.07,161.34,-245.68
93.7,2.28,13.46,13.11,161.3,-245.86
93.75,2.27,13.45,13.04,161.15,-246.48
93.8,2.26,13.73,13.43,160.89,-247.64
93.85,2.24,14.15,12.89,160.59,-249.14
93.9,2.24,14.59,12.26,160.35,-250.7
93.95,2.23,14.81,12.03,160.19,-252.05
94,2.24,14.73,11.86,160.07,-253
94.05,2.24,14.31,11.78,159.92,-253.43
94.1,2.24,13.73,10.93,159.78,-253.25
94.15,2.23,13.07,10.34,159.68,-252.47
94.2,2.22,12.48,9.65,159.63,-251.03
94.25,2.21,12.01,9.6,159.64,-248.92
94.3,2.2,11.62,9.05,159.72,-246.25
94.35,2.2,11.34,8.53,159.92,-243.45
94.4,2.19,11.11,7.92,160.25,-241.08
94.45,2.2,10.96,8.09,160.75,-239.62
94.5,2.2,10.83,8.4,161.27,-239.34
94.55,2.21,10.74,8.7,161.61,-240.26
94.6,2.21,10.66,8.62,161.51,-242.18
94.65,2.22,10.61,8.46,161.07,-244.72
94.7,2.22,10.57,8.42,160.47,-247.32
94.75,2.22,10.57,8.78,160,-249.6
94.8,2.23,10.59,9.64,159.66,-251.37
94.85,2.23,10.66,10.48,159.4,-252.69
94.9,2.24,10.76,11.42,159.2,-253.64
94.95,2.24,10.91,12.18,159.01,-254.18
95,2.24,11.09,12.92,158.89,-254.03
95.05,2.23,11.33,13.42,158.92,-252.88
95.1,2.22,11.52,13.47,159.34,-250.61
95.15,2.21,11.63,13.38,160.45,-247.59
95.2,2.2,11.61,13.37,161.83,-244.55
95.25,2.2,11.5,13.55,163.08,-242.16
95.3,2.19,11.38,13.78,163.65,-240.95
95.35,2.19,11.3,13.67,163.88,-241.08
95.4,2.19,11.22,13.29,164,-242.47
95.45,2.2,11.11,12.79,164.07,-244.53
95.5,2.21,10.95,12.62,163.88,-246.55
95.55,2.21,10.76,12.48,163.01,-247.76
95.6,2.22,10.59,12.42,161.74,-247.95
95.65,2.23,10.48,11.98,160.29,-247.25
95.7,2.24,10.43,11.68,159.17,-246.09
95.75,2.25,10.47,11.33,158.39,-244.79
95.8,2.27,10.57,11.2,157.96,-243.64
95.85,2.28,10.74,11.11,157.85,-242.78
95.9,2.29,10.93,11.06,157.97,-242.33
95.95,2.31,11.11,11.03,158.32,-242.39
96,2.32,11.28,10.82,158.99,-243.15
96.05,2.33,11.48,10.37,160.22,-244.64
96.1,2.33,11.79,9.84,161.71,-246.59
96.15,2.34,12.2,9.64,163.23,-248.56
96.2,2.36,12.69,9.9,164.24,-250.18
96.25,2.38,13.09,10.31,164.7,-251.32
96.3,2.39,13.33,10.84,164.45,-252.03
96.35,2.4,13.54,11.43,163.92,-252.4
96.4,2.41,13.88,12.05,163.59,-252.7
96.45,2.41,14.43,12.3,163.73,-253.29
96.5,2.41,14.99,12.67,164.17,-254.48
96.55,2.4,15.53,12.99,164.51,-256.16
96.6,2.4,15.97,13.53,164.67,-257.85
96.65,2.4,16.38,13.71,164.64,-259.08
96.7,2.4,16.76,13.85,164.49,-259.54
96.75,2.39,17.12,13.31,164.18,-259.44
96.8,2.39,17.47,12.63,163.69,-259.1
96.85,2.38,17.72,11.79,163.13,-258.96
96.9,2.38,17.81,11.48,162.66,-259.24
96.95,2.38,17.64,10.85,162.36,-259.84
97,2.38,17.27,10.27,162.16,-260.39
97.05,2.38,16.79,9.82,161.84,-260.52
97.1,2.38,16.36,9.82,161.42,-259.98
97.15,2.39,16.04,9.53,160.97,-258.81
97.2,2.39,15.83,9.27,160.66,-257.08
97.25,2.39,15.84,8.96,160.42,-254.98
97.3,2.4,16.09,8.85,160.22,-252.63
97.35,2.41,16.67,8.76,160,-250.24
97.4,2.42,17.39,8.72,159.78,-247.9
97.45,2.42,18.13,9.3,159.65,-245.75
97.5,2.42,18.69,9.4,159.62,-243.91
97.55,2.43,19.02,9.94,159.72,-242.51
97.6,2.43,19.18,10.07,159.83,-241.61
97.65,2.43,19.24,10.6,159.92,-241.12
97.7,2.43,19.29,10.73,160,-241.17
97.75,2.42,19.3,10.87,160.21,-241.89
97.8,2.42,19.25,10.92,160.8,-243.49
97.85,2.42,19.04,11.16,161.71,-245.7
97.9,2.42,18.71,11.42,162.82,-248.15
97.95,2.41,18.26,11.92,163.75,-250.32
98,2.4,17.8,12.07,164.51,-251.93
98.05,2.39,17.39,12.2,165.25,-252.76
98.1,2.39,17.27,12.05,165.91,-252.63
98.15,2.39,17.49,11.85,166.5,-251.51
98.2,2.39,18.07,11.58,166.84,-249.57
98.25,2.4,18.76,11.09,167.11,-247.28
98.3,2.41,19.4,10.93,167.32,-245.24
98.35,2.41,19.89,10.8,167.55,-243.95
98.4,2.42,20.24,10.55,167.82,-243.74
98.45,2.42,20.51,10.27,168.14,-244.65
98.5,2.43,20.71,9.96,168.52,-246.52
98.55,2.43,20.85,9.85,168.89,-248.79
98.6,2.44,20.91,9.36,169.12,-250.73
98.65,2.45,20.88,8.84,169.16,-251.66
98.7,2.46,20.81,8.44,169.08,-251.43
98.75,2.46,20.73,8.26,168.98,-250.52
98.8,2.46,20.66,8.14,169.03,-249.84
98.85,2.46,20.62,8.28,169.16,-250.16
98.9,2.45,20.63,8.48,169.46,-251.72
98.95,2.45,20.85,8.75,169.99,-254.16
99,2.45,21.33,9.05,170.78,-256.86
99.05,2.44,22.02,9.36,171.66,-259.14
99.1,2.44,22.76,9.68,172.26,-260.32
99.15,2.44,23.35,9.61,172.51,-260.02
99.2,2.44,23.72,9.46,172.55,-258.24
99.25,2.43,23.89,9.21,172.43,-255.5
99.3,2.41,23.94,9.33,172.01,-252.39
99.35,2.41,23.98,9.51,171.33,-249.44
99.4,2.41,24.03,10.17,170.49,-246.91
99.45,2.41,24.16,10.94,169.83,-245.16
99.5,2.41,24.33,11.82,169.26,-244.53
99.55,2.42,24.54,12.35,168.88,-245.27
99.6,2.42,24.74,12.43,168.56,-247.11
99.65,2.42,24.93,12.36,168.29,-249.43
99.7,2.42,25.1,11.76,168.08,-251.43
99.75,2.43,25.23,11.82,167.94,-252.73
99.8,2.43,25.33,11.92,167.92,-253.27
99.85,2.43,25.35,12.75,167.93,-253.44
99.9,2.44,25.28,12.93,167.84,-253.69
99.95,2.45,25.14,13.14,167.55,-254.44
100,2.45,25.03,12.81,167.12,-255.84
100.05,2.46,25.04,11.99,166.71,-257.68
100.1,2.46,25.2,10.96,166.41,-259.57
100.15,2.46,25.52,9.99,166.23,-261.08
100.2,2.46,25.76,9.99,166.08,-262
100.25,2.45,25.78,10.6,165.88,-262.34
100.3,2.45,25.32,11.52,165.46,-262.23
100.35,2.45,24.6,11.82,164.85,-261.81
100.4,2.46,23.71,11.47,164.06,-261.13
100.45,2.46,22.9,10.86,163.39,-260.06
100.5,2.46,22.21,10.87,162.92,-258.57
100.55,2.46,21.72,10.95,162.77,-256.79
100.6,2.46,21.36,11.16,162.92,-255.26
100.65,2.47,21.05,11.62,163.41,-254.42
100.7,2.47,20.7,11.96,164.07,-254.41
100.75,2.47,20.31,12.32,164.74,-254.92
100.8,2.46,19.91,12.05,165.23,-255.58
100.85,2.46,19.63,11.87,165.55,-256.25
100.9,2.46,19.52,11.59,165.8,-256.9
100.95,2.46,19.55,11.49,166,-257.33
101,2.45,19.75,12.02,166.23,-256.99
101.05,2.45,20,12.7,166.4,-255.44
101.1,2.44,20.22,13.54,166.48,-252.75
101.15,2.42,20.16,14.45,166.4,-249.59
101.2,2.41,19.76,15,166.22,-246.77
101.25,2.4,19.08,15.29,166.12,-244.83
101.3,2.39,18.4,15.26,166.16,-244.01
101.35,2.39,17.95,15.51,166.28,-244.2
101.4,2.39,17.9,15.75,166.35,-245.27
101.45,2.38,18.16,15.85,166.39,-246.87
101.5,2.38,18.52,15.92,166.46,-248.76
101.55,2.38,18.75,15.96,166.53,-250.5
101.6,2.38,18.79,15.38,166.6,-251.79
101.65,2.38,18.71,14.27,166.72,-252.36
101.7,2.38,18.55,12.93,166.98,-252.35
101.75,2.38,18.38,11.64,167.54,-252.04
101.8,2.36,18.2,10.71,168.33,-251.86
101.85,2.35,18.06,9.87,169.22,-252.03
101.9,2.32,18.04,9.52,169.86,-252.67
101.95,2.31,18.16,9.08,170.03,-253.8
102,2.3,18.42,8.72,169.49,-255.42
102.05,2.31,18.67,8.56,168.61,-257.47
102.1,2.31,18.81,9.06,167.75,-259.61
102.15,2.31,18.74,9.72,167.36,-261.45
102.2,2.31,18.52,10.56,167.47,-262.44
102.25,2.31,18.22,11.46,168.25,-262.45
102.3,2.32,17.97,12.4,169.36,-261.58
102.35,2.33,17.78,13.37,170.36,-260.39
102.4,2.35,17.68,13.76,170.74,-259.37
102.45,2.38,17.62,14.03,170.53,-258.72
102.5,2.4,17.61,14.16,169.76,-258.37
102.55,2.41,17.68,14.44,168.81,-257.96
102.6,2.42,17.87,14.72,167.94,-257.4
102.65,2.42,18.17,14.83,167.4,-256.67
102.7,2.42,18.5,14.51,167.07,-256.07
102.75,2.42,18.74,14.47,166.9,-255.78
102.8,2.43,18.87,14.4,166.75,-256.07
102.85,2.44,18.89,14.57,166.6,-257.05
102.9,2.45,18.83,14.99,166.4,-258.66
102.95,2.45,18.72,15.51,166.2,-260.39
103,2.46,18.59,16.9,165.99,-261.64
103.05,2.47,18.47,17.88,165.73,-261.79
103.1,2.47,18.38,18.96,165.37,-260.68
103.15,2.48,18.32,19.37,164.93,-258.34
103.2,2.47,18.3,19.67,164.51,-255.17
103.25,2.47,18.38,19.81,164.2,-251.9
103.3,2.45,18.53,19.89,164.05,-249.42
103.35,2.43,18.71,19.74,164.01,-248.37
103.4,2.42,18.85,19.53,164.06,-248.88
103.45,2.4,18.96,19.45,164.1,-250.42
103.5,2.39,19.12,19.2,164.16,-252.29
103.55,2.38,19.38,18.93,164.23,-253.86
103.6,2.37,19.77,18.03,164.39,-255.05
103.65,2.37,20.13,16.99,164.66,-256.13
103.7,2.38,20.37,15.8,164.97,-257.44
103.75,2.38,20.38,15.16,165.22,-259.06
103.8,2.37,20.31,15.19,165.37,-260.68
103.85,2.37,20.2,15.47,165.45,-261.83
103.9,2.37,20.15,15.93,165.59,-262.16
103.95,2.37,20.13,16.08,165.86,-261.87
104,2.36,20.07,16.2,166.33,-261.49
104.05,2.36,19.88,16.06,166.97,-261.47
104.1,2.35,19.45,15.85,167.86,-261.87
104.15,2.35,18.88,15.58,168.92,-262.16
104.2,2.35,18.25,15.29,170.29,-261.72
104.25,2.35,17.72,15.57,171.84,-260.2
104.3,2.35,17.35,15.97,173.27,-258.08
104.35,2.34,17.16,16.11,174.17,-256.23
104.4,2.34,17.09,15.82,174.55,-255.39
104.45,2.34,17.03,15.39,174.76,-255.55
104.5,2.35,16.96,14.84,175.01,-256.2
104.55,2.36,16.87,14.25,175.28,-256.71
104.6,2.37,16.8,13.62,175.52,-256.77
104.65,2.38,16.78,13.17,175.71,-256.38
104.7,2.38,16.79,12.76,175.8,-255.93
104.75,2.38,16.83,12.39,175.85,-255.91
104.8,2.37,16.87,12.43,175.88,-256.71
104.85,2.37,16.98,12.36,175.85,-258.32
104.9,2.37,17.2,12.36,175.67,-260.34
104.95,2.38,17.51,12.74,175.32,-262.36
105,2.38,17.78,13.02,174.91,-264.05
105.05,2.39,17.9,13.35,174.57,-265.38
105.1,2.39,17.86,12.88,174.82,-266.44
105.15,2.4,17.88,12.85,176.01,-267.32
105.2,2.4,18.18,12.74,177.71,-267.96
105.25,2.4,18.81,13.12,178.65,-268.15
105.3,2.4,19.54,13.37,178.24,-267.68
105.35,2.4,20.04,13.7,177.28,-266.63
105.4,2.4,20.32,13.61,176.65,-265.24
105.45,2.4,20.46,13.46,176.51,-263.87
105.5,2.4,20.5,13.22,176.4,-262.62
105.55,2.4,20.26,12.74,176.49,-261.45
105.6,2.41,19.67,12.19,176.79,-260.32
105.65,2.42,18.88,11.59,176.78,-259.33
105.7,2.43,18.01,11.56,176,-258.71
105.75,2.44,17.22,12.03,174.64,-258.55
105.8,2.44,16.54,12.72,173.41,-258.73
105.85,2.44,16.09,12.95,172.99,-258.93
105.9,2.43,15.84,12.93,173.19,-258.9
