Depth,Dense,Res,Ng,Cal,sTime,Temp,SP,FD3019g,Gamma
4.45,0,61021.16,43.62,233.49,2048,21.49,0,10.78,1.47
4.5,0,62170.14,42.93,233.71,2048,21.49,0,12.61,1.72
4.55,0,63959.26,42.51,233.93,2048,21.49,0,13.88,1.89
4.6,0,55997.95,41.89,234.82,2048,21.49,0,13.9,1.9
4.65,0,54763.5,40.88,235.26,2048,21.49,0,12.16,1.66
4.7,0,52924.35,39.95,235.71,2048,21.49,0,9.61,1.31
4.75,0,60858.57,39.57,235.26,2048,21.49,0,7.35,1
4.8,0,62077.59,39.3,235.04,2048,21.49,0,6.59,0.9
4.85,0,63908.23,39.97,235.71,2048,21.49,0,7.19,0.98
4.9,0,64518.16,40.46,236.37,2048,21.49,0,8.76,1.2
4.95,0,65006.28,41.69,236.15,2048,21.49,0,10.79,1.47
5,0,65225.89,42.03,236.82,2048,21.49,0,12.71,1.73
5.05,0,65367.35,41.94,236.37,2048,21.49,0,14.1,1.92
5.1,0,56890.63,41.79,235.71,2048,21.49,0,14.96,2.04
5.15,0,55223.57,40.75,235.93,2048,21.49,0,15.41,2.1
5.2,0,53194.9,40.31,236.37,2048,21.49,0,15.68,2.14
5.25,0,61004.7,39.61,236.15,2048,21.49,0,15.82,2.16
5.3,0,62160.92,39.38,235.04,2048,21.49,0,15.9,2.17
5.35,0,63954.13,39.4,231.93,2048,21.49,0,15.94,2.18
5.4,0,64544.01,39.16,229.27,2048,21.49,0,15.97,2.18
5.45,0,65020.63,39.31,227.94,2048,21.49,0,16.18,2.21
5.5,0,65233.93,39.29,227.27,2048,21.49,0,16.83,2.3
5.55,0,65371.91,39.52,227.27,2048,21.49,0,18.2,2.48
5.6,0,65442.17,39.56,227.94,2048,21.49,0,20.01,2.73
5.65,0,65483.81,38.82,227.94,2048,21.49,0,21.64,2.95
5.7,0,65506.2,37.88,227.72,2048,21.49,0,23.33,3.18
5.75,0,65519,37.14,226.83,2048,21.49,0,24.39,3.33
5.8,0,65526.04,37.2,225.72,2048,21.49,0,24.95,3.41
5.85,0,65530.01,37.47,225.27,2048,21.49,0,23.87,3.26
5.9,0,65532.22,38.13,225.27,2048,21.49,0,20.96,2.86
5.95,0,65533.45,39.52,225.5,2048,21.49,0,16.97,2.32
6,0,56985.2,40.53,226.38,2048,21.49,0,12.59,1.72
6.05,0,55275.79,40.21,226.83,2048,21.49,0,9.11,1.24
6.1,0,53224.26,37.95,225.27,2048,21.49,0,7.14,0.97
6.15,0,61021.01,34.43,223.28,2048,21.49,0,6.45,0.88
6.2,0,62170.05,29.08,222.61,2048,21.49,0,6.92,0.94
6.25,0,63959.22,22.9,222.61,2048,21.49,0,7.27,0.99
6.3,0,64546.78,17,222.83,2048,21.49,0,7.64,1.04
6.35,0,56473.18,13.18,222.83,2048,21.49,0,7.38,1.01
6.4,0,46427.03,10.64,222.61,2048,21.49,0,7,0.96
6.45,0,34254.22,9.56,223.05,2048,21.49,0,6.88,0.94
6.5,0,38359.37,9.24,223.72,2048,21.49,0,7.98,1.09
6.55,0,36745.84,9.36,223.94,2048,21.49,0,10.57,1.44
6.6,0,37244.16,9.32,224.39,2048,21.49,0,14.11,1.93
6.65,0,28472.18,8.94,224.16,2048,21.49,0,17.74,2.42
6.7,0,26817.45,8.45,223.72,2048,21.49,0,19.77,2.7
6.75,0,24732.1,8.08,223.28,2048,21.49,0,20.1,2.74
6.8,0,32533.03,7.71,223.28,2048,21.49,0,19.17,2.62
6.85,0,42225.09,7.36,223.28,2048,21.49,0,18.86,2.57
6.9,0,54272.63,7.01,223.28,2048,21.49,0,19.61,2.68
6.95,0,58620.54,6.87,223.72,2048,21.49,0,20.89,2.85
7,0,61899.64,6.98,223.94,2048,21.49,0,21.3,2.91
7.05,0,63425.04,6.97,225.05,2048,21.49,0,19.84,2.71
7.1,0,64385.94,6.79,225.5,2048,21.49,0,17.23,2.35
7.15,0,64883.2,7.35,225.5,2048,21.49,0,14.21,1.94
7.2,0,65174.82,8.23,225.94,2048,21.49,0,11.89,1.62
7.25,0,65332.6,9.72,226.83,2048,21.49,0,10.22,1.4
7.3,0,65422.49,10.59,228.38,2048,21.49,0,9.22,1.26
7.35,0,65472.02,11.26,233.04,2048,21.49,0,8.69,1.19
7.4,0,65499.9,11.77,236.6,2048,21.49,0,8.38,1.14
7.45,0,65515.39,11.81,238.37,2048,21.49,0,8.21,1.12
7.5,0,65524.06,11.52,239.26,2048,21.49,0,8.32,1.14
7.55,0,65528.81,10.86,239.26,2048,21.49,0,9.11,1.24
7.6,0,56982.56,10.28,238.82,2048,21.49,0,10.69,1.46
7.65,0,55274.25,9.83,239.04,2048,21.49,0,12.56,1.71
7.7,0,53223.43,10.02,239.26,2048,21.49,0,14.05,1.92
7.75,0,52471.59,10.57,236.37,2048,21.49,0,14.32,1.95
7.8,0,51910.98,10.92,231.05,2048,21.49,0,13.67,1.87
7.85,0,43099.56,10.5,229.49,2048,21.49,0,12,1.64
7.9,0,49774.09,10.28,229.27,2048,21.49,0,10.54,1.44
7.95,0,49346.79,10.16,231.05,2048,21.49,0,9.71,1.33
8,0,59145.18,9.89,233.93,2048,21.49,0,10.45,1.43
8.05,0,61019.4,8.81,231.71,2048,21.49,0,12.83,1.75
8.1,0,63353.91,7.74,231.71,2048,21.49,0,15.86,2.16
8.15,1.02,64195.66,7.11,232.38,2048,21.49,0,19.14,2.61
8.2,1.13,56281.98,7.17,230.82,2048,21.49,0,22,3
8.25,1.27,46318.65,6.86,227.94,2048,21.49,0,24.43,3.33
8.3,1.43,34194.31,6.21,223.28,2048,21.49,0,25.69,3.51
8.35,1.57,29776.77,5.21,225.94,2048,21.49,0,24.62,3.36
8.4,1.69,26468.4,5.08,230.6,2048,21.49,0,21.66,2.96
8.45,1.77,24923.21,5.26,232.38,2048,21.49,0,17.26,2.36
8.5,1.81,23952.5,6.07,231.71,2048,21.49,0,12.78,1.74
8.55,1.84,23449.32,6.67,229.71,2048,21.49,0,9.21,1.26
8.6,1.86,23154.55,7.35,228.38,2048,21.49,0,7.4,1.01
8.65,1.86,22994.95,7.6,226.38,2048,21.49,0,7.32,1
8.7,1.87,22904.08,7.59,227.05,2048,21.49,0,8.34,1.14
8.75,1.88,22853.98,7.44,231.71,2048,21.49,0,9.73,1.33
8.8,1.89,22825.79,6.81,233.04,2048,21.49,0,11.22,1.53
8.85,1.89,22810.14,5.45,233.71,2048,21.49,0,12.39,1.69
8.9,1.9,22801.37,3.65,231.71,2048,21.49,0,12.52,1.71
8.95,1.9,22796.48,2.22,229.71,2048,21.49,0,11.38,1.55
9,1.89,22793.75,1.57,229.27,2048,21.49,0,8.78,1.2
9.05,1.89,22792.23,1.36,230.38,2048,21.49,0,5.83,0.8
9.1,1.88,22791.38,1.19,230.82,1993.4,21.49,0,3.32,0.45
9.15,1.87,22790.9,1.31,233.27,1900.88,21.49,0,2.23,0.3
9.2,1.86,22790.64,1.9,234.15,1760.46,21.49,0,2.51,0.34
9.25,1.86,22790.49,2.64,237.48,1657.67,21.49,0,4.55,0.62
9.3,1.85,22790.4,3.51,241.48,1579.82,21.49,0,7.01,0.96
9.35,1.86,22790.36,4.03,239.93,1485.1,21.49,0,9.71,1.33
9.4,1.87,22790.33,4.71,241.7,1333.18,21.49,0,10.75,1.47
9.45,1.88,22790.32,5.55,243.26,1280.26,21.49,0,10.69,1.46
9.5,1.89,22790.31,6.25,237.71,1380.29,21.49,0,8.69,1.19
9.55,1.9,22790.3,6.36,232.38,1617.91,21.49,0,6.28,0.86
9.6,1.91,22790.3,5.92,230.6,1799.84,21.49,0,4.39,0.6
9.65,1.92,22790.3,5.26,231.05,1883.55,21.49,0,4.13,0.56
9.7,1.93,22790.3,4.64,232.82,1793.88,21.49,0,4.91,0.67
9.75,1.92,22790.3,3.98,230.16,1622.49,21.49,0,5.81,0.79
9.8,1.92,22790.3,3.32,226.83,1486.07,21.49,0,6.74,0.92
9.85,1.92,22790.3,2.86,225.05,1480.11,21.49,0,7.91,1.08
9.9,1.92,22790.3,2.64,221.06,1448.04,21.49,0,9.13,1.25
9.95,1.91,22790.3,2.9,217.5,1294.83,21.49,0,10.21,1.39
10,1.9,22790.3,3.31,216.17,1081.37,21.49,0,11.27,1.54
10.05,1.89,22790.3,3.84,218.17,937.24,21.49,0,12.9,1.76
10.1,1.89,22790.3,4.43,223.72,879.72,21.49,0,14.43,1.97
10.15,1.89,22790.3,5.05,225.94,857.99,21.49,0,15.47,2.11
10.2,1.9,22790.3,5.5,223.28,841.74,21.49,0,14.98,2.04
10.25,1.89,22790.3,5.71,222.17,836.35,21.49,0,13.69,1.87
10.3,1.89,22790.3,5.84,222.83,897.82,21.49,0,11.13,1.52
10.35,1.89,22790.3,6.11,226.61,979.83,21.49,0,9.17,1.25
10.4,1.89,22790.3,6.39,229.49,1076.33,21.49,0,7.86,1.07
10.45,1.89,22790.3,6.5,229.71,1203.63,21.49,0,9.01,1.23
10.5,1.88,22790.3,6.58,225.94,1365.79,21.49,0,11.37,1.55
10.55,1.88,22790.3,6.62,223.94,1512.88,21.49,0,14.48,1.98
10.6,1.89,22790.3,7.04,223.94,1520.33,21.49,0,16.77,2.29
10.65,1.9,22790.3,6.93,225.27,1437.24,21.49,0,17.45,2.38
10.7,1.91,22790.3,6.59,230.6,1337.12,21.49,0,16.44,2.24
10.75,1.92,22790.3,5.91,230.38,1215.67,21.49,0,14.78,2.02
10.8,1.94,22790.3,5.3,226.83,1124.16,21.49,0,14.04,1.92
10.85,1.95,22790.3,4.84,226.83,1043.17,21.49,0,14.37,1.96
10.9,1.97,22790.3,4.23,227.05,1022.87,21.49,0,15.48,2.11
10.95,1.98,22790.3,3.61,226.83,984.21,21.49,0,16.37,2.23
11,1.99,20521.01,2.97,227.05,939.41,21.49,0,16.77,2.29
11.05,2,20067.15,2.92,225.5,892.72,21.49,0,15.83,2.16
11.1,2,19522.53,3.18,225.94,867.83,21.49,0,13.92,1.9
11.15,2,21592.12,3.62,224.39,852.11,21.49,-0.77,11.75,1.6
11.2,2,21897.11,4.16,222.39,843.59,21.49,-3.77,10.33,1.41
11.25,1.99,22372.03,4.96,222.61,838.54,21.49,-12.12,10.02,1.37
11.3,1.99,22528.01,6.42,223.94,839.43,21.49,-28.3,10.67,1.46
11.35,1.99,22654.19,7.68,225.72,863.79,21.49,-53.07,11.34,1.55
11.4,1.98,22710.62,8.62,226.16,897.64,21.49,-84.12,11.4,1.56
11.45,1.98,22747.14,8.66,227.94,920.09,21.49,-117.36,10.55,1.44
11.5,1.98,20486.7,8.46,227.94,908.55,21.49,-149.54,9.59,1.31
11.55,1.99,17762.89,7.82,225.27,883.13,21.49,-178.01,8.83,1.21
11.6,1.99,14487.01,7.06,224.83,862.34,21.49,-201.85,8.48,1.16
11.65,1.98,12527.39,5.58,224.83,851.49,21.49,-220.55,8.26,1.13
11.7,1.98,10720.62,4.33,224.83,844.97,21.49,-234.53,8.15,1.11
11.75,1.97,8599.91,2.98,225.72,841.29,21.49,-244.6,8.08,1.1
11.8,1.97,6801.52,2.46,226.61,840.45,21.49,-251.61,8.05,1.1
11.85,1.98,4783.22,2.49,226.83,842.15,21.49,-256.51,8.03,1.1
11.9,1.98,3277.1,3.39,226.38,852.72,21.49,-259.9,8.01,1.09
11.95,1.98,2162.74,4.38,225.5,860.57,21.49,-262.19,8.01,1.09
12,1.98,1439.77,5.35,225.5,864.26,21.49,-263.51,7.6,1.04
12.05,1.98,1041.61,5.95,226.61,854.77,21.49,-263.87,6.72,0.92
12.1,1.98,850.63,6.66,229.27,844.81,21.49,-263.36,5.67,0.77
12.15,1.98,737.96,7.12,235.71,835.91,21.49,-262.13,5.28,0.72
12.2,1.97,596.09,7.16,234.38,853.74,21.49,-260.38,5.79,0.79
12.25,1.97,457.99,6.46,228.83,893.33,21.49,-258.15,6.61,0.9
12.3,1.97,338.7,5.52,224.83,944.62,21.49,-255.44,7.28,0.99
12.35,1.97,248.96,4.8,224.39,978.19,21.49,-252.3,7.58,1.03
12.4,1.98,179.76,4.46,229.05,1043.36,21.49,-248.92,7.77,1.06
12.45,2.01,135.12,4.25,234.15,1124.71,21.49,-245.85,7.87,1.07
12.5,2.02,108.18,4.14,234.82,1208.01,21.49,-243.68,8.33,1.14
12.55,2.04,91.45,3.88,233.49,1227.34,21.49,-242.81,9.04,1.23
12.6,2.05,78.2,3.6,233.93,1198.07,21.49,-243.1,9.87,1.35
12.65,2.06,66.97,3.9,233.04,1139.48,21.49,-243.81,10.18,1.39
12.7,2.07,59.43,4.3,233.27,1064.71,21.49,-243.55,9.81,1.34
12.75,2.07,59.85,4.84,233.27,990.84,21.49,-241.06,9.2,1.26
12.8,2.06,68.27,4.63,232.6,928.31,21.49,-235.81,9.2,1.26
12.85,2.05,81.4,4.49,232.6,888.23,21.49,-229.07,10.28,1.4
12.9,2.03,97.48,4.42,233.93,870.11,21.49,-222.76,12.1,1.65
12.95,2.02,113.32,4.58,233.04,887.07,21.49,-219.34,13.68,1.87
13,2.01,119.3,4.8,231.93,940.44,21.49,-219.67,15.35,2.1
13.05,2.01,118.15,5.08,233.27,1010.3,21.49,-223.8,16.81,2.29
13.1,2,112.4,4.98,232.38,1067.75,21.49,-230.21,18.23,2.49
13.15,2,105.63,5.01,232.82,1075.81,21.49,-237.46,17.81,2.43
13.2,2,92.29,4.8,231.27,1036.91,21.49,-244.06,16.01,2.19
13.25,2.01,71.71,4.96,231.27,975.94,21.49,-249.2,13.36,1.82
13.3,2.01,50.85,4.95,232.38,929.37,21.49,-252.29,11.87,1.62
13.35,2.01,102.47,4.98,234.82,945.66,21.49,-253.25,12.45,1.7
13.4,2.01,202.39,4.99,236.37,1010.81,21.49,-252.27,14.66,2
13.45,2.01,322.83,4.79,234.6,1092.09,21.49,-250.18,17.62,2.41
13.5,2.01,388.65,4.56,232.6,1118.78,21.49,-247.79,19.46,2.66
13.55,2.02,421.08,4.07,236.15,1072.38,21.49,-246,19.82,2.71
13.6,2.02,444.41,3.93,240.59,1003.43,21.49,-245.02,18.86,2.57
13.65,2.02,460.31,3.6,238.82,1005.16,21.49,-244.78,17.73,2.42
13.7,2.03,470.15,3.71,233.04,1080.32,21.49,-244.9,16.92,2.31
13.75,2.03,474.5,3.46,231.71,1213.1,21.49,-245.14,16.33,2.23
13.8,2.03,474.03,3.43,234.6,1332.68,21.49,-245.5,15.25,2.08
13.85,2.04,470.29,3.18,236.37,1429.96,21.49,-246.07,12.92,1.76
13.9,2.04,466.67,3.12,236.82,1492.33,21.49,-247,10.03,1.37
13.95,2.05,465.68,3.06,236.15,1524.26,21.49,-248.19,7.39,1.01
14,2.05,465.26,3.24,231.71,1564.52,21.49,-249.44,6.49,0.89
14.05,2.06,461.03,3.46,231.05,1617.95,21.49,-250.4,6.58,0.9
14.1,2.06,450.95,3.74,236.15,1598.69,21.49,-250.94,7.41,1.01
14.15,2.05,438.68,3.84,238.15,1497.73,21.49,-251.02,8.6,1.17
14.2,2.04,428.07,3.92,233.04,1298.28,21.49,-250.78,10.2,1.39
14.25,2.03,420.28,3.95,231.49,1138.4,21.49,-250.36,12.16,1.66
14.3,2.02,414.34,3.97,231.93,1011.14,21.49,-249.8,13.67,1.87
14.35,2.02,408.38,3.99,232.38,941.51,21.49,-249.05,14.37,1.96
14.4,2.01,400.44,3.99,232.16,889.13,21.49,-247.95,13.81,1.89
14.45,2.01,390.22,4.4,231.05,856.13,21.49,-246.48,12.24,1.67
14.5,2.01,380.15,4.88,231.71,838.45,21.49,-244.84,10.61,1.45
14.55,2.01,373.87,5.46,232.6,834.32,21.49,-243.4,9.37,1.28
14.6,2.01,384.09,5.67,233.27,839.15,21.49,-242.47,8.8,1.2
14.65,2.02,392.48,6.22,233.27,849.09,21.49,-242.19,8.43,1.15
14.7,2.02,405.47,6.78,232.6,883.45,21.49,-242.42,8.25,1.13
14.75,2.02,406.65,8,231.49,928.11,21.49,-242.88,8.34,1.14
14.8,2.02,414.07,9.16,229.71,994.71,21.49,-243.05,8.92,1.22
14.85,2.02,417.61,10.43,227.05,1039.96,21.49,-242.64,10.25,1.4
14.9,2.03,419.04,11.12,225.72,1074.34,21.49,-241.55,12.03,1.64
14.95,2.03,416.49,11.51,225.72,1048.06,21.49,-240.17,13.66,1.86
15,2.04,410.17,11.53,225.5,995.48,21.49,-238.98,14.74,2.01
15.05,2.05,399.38,11.41,225.94,928.31,21.49,-238.45,15.68,2.14
15.1,2.05,384.74,10.99,228.16,887.16,21.49,-238.66,16.88,2.3
15.15,2.06,368.72,10.28,230.38,873.49,21.49,-239.58,18.11,2.47
15.2,2.06,354.99,9.45,230.38,882.53,21.49,-240.97,18.6,2.54
15.25,2.06,344.37,7.95,231.49,908.01,21.49,-242.67,17.94,2.45
15.3,2.05,334.04,6.48,231.49,921.31,21.49,-244.22,16.31,2.23
15.35,2.04,322.24,4.89,232.38,916.26,21.49,-245.23,14.05,1.92
15.4,2.04,311.8,4.27,232.82,900.91,21.49,-245.06,11.87,1.62
15.45,2.04,307.3,4.03,231.05,890.44,21.49,-243.45,10.18,1.39
15.5,2.04,311.03,3.86,229.71,881.47,21.49,-240.39,9.81,1.34
15.55,2.05,321.2,3.58,229.49,890.98,21.49,-236.71,10.4,1.42
15.6,2.05,332.58,3.29,229.94,923.29,21.49,-233.43,12.04,1.64
15.65,2.06,341.35,3.17,231.27,1004.86,21.49,-231.33,13.49,1.84
15.7,2.06,345.32,3.09,231.27,1096.83,21.49,-230.65,14.31,1.95
15.75,2.07,346.15,3.05,230.6,1180.34,21.49,-231.04,13.76,1.88
15.8,2.07,346.15,3.23,229.94,1228.43,21.49,-232.27,12.21,1.67
15.85,2.07,348.13,3.46,230.16,1293.16,21.49,-233.98,10.59,1.45
15.9,2.07,355.14,3.54,230.6,1353.92,21.49,-235.89,9.36,1.28
15.95,2.06,367.91,3.2,231.27,1411.62,21.49,-237.53,8.59,1.17
16,2.06,384.07,2.75,231.71,1386.31,21.49,-238.47,7.59,1.04
16.05,2.05,398,2.79,231.71,1300.98,21.49,-238.45,6.04,0.82
16.1,2.05,405.92,3.51,231.27,1157.86,21.49,-237.66,4.33,0.59
16.15,2.05,406.28,4.66,230.82,1029.17,21.49,-236.46,3.27,0.45
16.2,2.04,400.08,5.83,231.05,935.81,21.49,-235.35,3.52,0.48
16.25,2.03,389.5,6.7,231.71,888.39,21.49,-234.81,4.76,0.65
16.3,2.01,378.49,7.51,232.16,858.64,21.49,-235.15,6.06,0.83
16.35,2,371.65,8.44,231.71,834.61,21.49,-236.51,6.96,0.95
16.4,2.01,370.74,9.39,231.71,810.45,21.49,-238.59,7.4,1.01
16.45,2.02,373.95,10.17,232.38,791.81,21.49,-240.94,7.67,1.05
16.5,2.03,379.01,10.51,233.27,782.45,21.49,-243.04,7.82,1.07
16.55,2.04,385.29,10.34,233.93,779.45,21.49,-244.58,7.9,1.08
16.6,2.04,392.19,9.37,234.6,781.38,21.49,-245.45,7.94,1.08
16.65,2.05,398.53,8.14,234.82,780.77,21.49,-245.78,7.97,1.09
16.7,2.05,401.92,7.1,234.38,781.03,21.49,-245.85,7.98,1.09
16.75,2.06,403.11,6.45,234.15,779.56,21.49,-245.98,7.79,1.06
16.8,2.06,404.29,5.51,233.49,779.92,21.49,-246.45,7.15,0.98
16.85,2.06,407.88,4.19,233.27,781.9,21.49,-247.31,5.79,0.79
16.9,2.04,414.18,2.94,233.49,781.56,21.49,-248.42,4.19,0.57
16.95,2.02,421.24,2.03,234.15,781.29,21.49,-249.48,3.2,0.44
17,2.01,425.64,1.59,235.04,775.57,21.49,-250.26,3.48,0.48
17.05,2,423.86,1.52,236.15,774.37,21.49,-250.66,4.73,0.65
17.1,1.98,414.42,1.62,236.82,772.79,21.49,-250.73,6.04,0.82
17.15,1.98,400.05,1.63,237.26,778.03,21.49,-250.53,7.56,1.03
17.2,1.97,383.61,1.45,237.71,782.76,21.49,-250.03,9.32,1.27
17.25,1.97,368.24,1.42,237.93,789.16,21.49,-249.21,11.58,1.58
17.3,1.98,354.95,1.77,238.15,793.99,21.49,-248.14,13.98,1.91
17.35,2,345.06,2.24,238.59,800.63,21.49,-247.06,16.11,2.2
17.4,2.02,337.33,3.2,239.04,811.92,21.49,-246.26,17.82,2.43
17.45,2.04,328.46,4.09,238.59,827.31,21.49,-245.96,17.99,2.46
17.5,2.05,314.77,5.06,237.93,842.25,21.49,-246.04,16.16,2.21
17.55,2.06,295.7,5.43,238.37,853.31,21.49,-246.19,12.83,1.75
17.6,2.07,273.17,5.9,238.59,870.51,21.49,-246.06,8.8,1.2
17.65,2.08,249.35,6.47,238.59,886.97,21.49,-245.57,5.53,0.75
17.7,2.08,225.24,7.07,238.82,904.7,21.49,-244.93,3.07,0.42
17.75,2.08,201.73,7.71,239.04,905.53,21.49,-244.44,1.72,0.23
17.8,2.08,181.12,8.56,239.26,891.85,21.49,-244.4,0.96,0.13
17.85,2.07,164.82,9.85,238.82,864.28,21.49,-245.02,0.94,0.13
17.9,2.06,153.3,10.48,238.37,834.02,21.49,-246.31,1.58,0.22
17.95,2.06,145.44,10.67,238.37,810.46,21.49,-248.09,3.1,0.42
18,2.05,140.09,10.43,239.7,793.9,21.49,-249.99,4.74,0.65
18.05,2.05,136.01,10.42,240.37,784.47,21.49,-251.67,5.77,0.79
18.1,2.05,132.74,10.37,240.59,775.47,21.49,-252.98,5.7,0.78
18.15,2.05,130.19,9.96,240.37,768.79,21.49,-253.91,5.09,0.69
18.2,2.05,128.82,9.67,239.93,761.85,21.49,-254.51,4.96,0.68
18.25,2.06,129.07,9.33,239.7,758.93,21.49,-254.77,5.61,0.77
18.3,2.08,130.82,8.8,239.48,757.36,21.49,-254.65,6.51,0.89
18.35,2.09,132.66,8.03,239.26,757.06,21.49,-254.12,6.63,0.9
18.4,2.1,133.1,7.17,239.04,757.28,21.49,-253.3,5.63,0.77
18.45,2.11,131.39,6.64,238.15,759.47,21.49,-252.37,3.85,0.53
18.5,2.11,128.6,6.56,236.82,767.15,21.49,-251.57,2.9,0.4
18.55,2.11,125.71,7.04,236.15,779.72,21.49,-250.96,3.55,0.48
18.6,2.11,123.01,7.72,235.93,797.18,21.49,-250.47,5.89,0.8
18.65,2.11,119.86,8.35,235.71,816.78,21.49,-249.92,8.29,1.13
18.7,2.11,116.29,8.81,235.26,828.79,21.49,-249.25,9.64,1.32
