Depth,Den,Cal,SP,Res,Ng
102.65,3.03,165.31,-705.1,9.67,7.94
102.7,3.05,165.5,-705.44,9.42,7.97
102.75,3.06,165.6,-704.21,9.25,7.98
102.8,3.08,165.53,-702.1,9.2,7.99
102.85,3.1,165.45,-700.34,9.29,7.79
102.9,3.11,165.42,-699.23,9.47,7.56
102.95,3.13,165.35,-699.07,9.73,7.07
103,3.13,165.21,-697.23,9.98,6.73
103.05,3.13,164.82,-694.22,10.22,6.36
103.1,3.12,164.24,-689.89,10.39,6.22
103.15,3.13,163.53,-687.5,10.49,6.12
103.2,3.14,162.63,-687.25,10.53,5.67
103.25,3.16,161.7,-688.98,10.52,5.16
103.3,3.17,160.74,-691.13,10.53,4.57
103.35,3.19,160.06,-692.5,10.59,4.54
103.4,3.2,159.68,-694.29,10.68,4.62
103.45,3.21,159.65,-696.26,10.79,5.43
103.5,3.22,159.61,-699.12,10.85,6.21
103.55,3.24,159.2,-700.93,10.87,7.53
103.6,3.24,158.43,-701.69,10.86,8.35
103.65,3.26,157.37,-701.19,10.83,9.38
103.7,3.25,156.36,-700.24,10.81,9.95
103.75,3.26,155.43,-699.53,10.77,10.46
103.8,3.26,154.57,-698.95,10.71,10.68
103.85,3.29,153.83,-697.76,10.61,10.83
103.9,3.29,153.16,-695.14,10.5,10.9
103.95,3.3,152.75,-692.11,10.39,11.15
104,3.28,152.58,-689.72,10.31,11.41
104.05,3.26,152.72,-689.65,10.29,11.71
104.1,3.24,153.1,-691,10.31,11.82
104.15,3.21,153.72,-692.6,10.4,11.91
104.2,3.21,154.31,-693.03,10.56,11.95
104.25,3.19,154.81,-692.42,10.76,11.77
104.3,3.19,155.07,-693.06,11.01,11.54
104.35,3.16,155.22,-695.25,11.25,10.86
104.4,3.16,155.3,-699.09,11.48,10.28
104.45,3.12,155.35,-701.72,11.64,9.43
104.5,3.12,155.42,-702.77,11.69,8.94
104.55,3.09,155.53,-703.33,11.65,9.07
104.6,3.07,155.69,-705.08,11.54,9.6
104.65,3.03,155.84,-708.83,11.41,10.14
104.7,3.02,156.03,-711.94,11.27,10.15
104.75,2.98,156.26,-713.64,11.12,10.26
104.8,2.97,156.61,-711.75,10.98,10.48
104.85,2.94,156.98,-708.94,10.8,10.95
104.9,2.92,157.56,-705.73,10.55,11.29
104.95,2.9,158.3,-704.95,10.21,11.25
105,2.88,159.34,-704.66,9.78,10.91
105.05,2.86,160.43,-704.19,9.33,10.03
105.1,2.85,161.46,-701.85,8.92,9.39
105.15,2.84,162.05,-698.35,8.63,8.68
105.2,2.83,162.21,-695.76,8.48,8.41
105.25,2.83,161.88,-694.87,8.45,8.02
105.3,2.83,161.46,-696.03,8.54,7.69
105.35,2.84,160.92,-697.09,8.71,6.74
105.4,2.85,160.39,-697.87,8.94,5.89
105.45,2.87,159.49,-697.9,9.16,4.93
105.5,2.88,158.25,-699.32,9.36,4.56
105.55,2.89,156.88,-701.29,9.5,3.9
105.6,2.9,155.67,-703.82,9.62,3.29
105.65,2.91,154.9,-705.05,9.71,2.44
105.7,2.93,154.54,-705.3,9.78,1.95
105.75,2.92,154.92,-705.77,9.81,1.48
105.8,2.91,155.78,-706.58,9.84,1.29
105.85,2.89,157.02,-708.27,9.87,1.15
105.9,2.87,158.04,-708.09,9.9,1.09
105.95,2.85,158.8,-705.79,9.92,1.05
106,2.85,159.24,-700.93,9.94,1.03
106.05,2.84,159.6,-695.47,9.96,1.22
106.1,2.82,159.94,-691.05,9.99,1.45
106.15,2.8,160.25,-688.82,10.04,2.13
106.2,2.79,160.47,-688.33,10.09,2.72
106.25,2.78,160.66,-688.29,10.13,3.77
106.3,2.77,160.83,-688.69,10.17,4.5
106.35,2.77,160.98,-689.68,10.18,5.25
106.4,2.77,161.09,-692.23,10.18,5.55
106.45,2.75,161.1,-695.12,10.15,5.76
106.5,2.74,161.04,-697.97,10.11,5.86
106.55,2.73,160.86,-699.29,10.06,6.33
106.6,2.73,160.55,-699.87,10,6.84
106.65,2.75,160.06,-700,9.93,7.63
106.7,2.77,159.39,-700.65,9.84,8.09
106.75,2.79,158.64,-701.56,9.73,8.55
106.8,2.79,157.8,-701.53,9.61,8.73
106.85,2.79,157.09,-699.86,9.46,8.66
106.9,2.8,156.48,-696.58,9.34,8.48
106.95,2.81,156.13,-693.66,9.24,8.23
107,2.81,155.9,-692.25,9.17,8.14
107.05,2.82,155.74,-692.31,9.12,7.87
107.1,2.83,155.57,-692.71,9.09,7.6
107.15,2.83,155.38,-692.21,9.08,7.3
107.2,2.84,155.22,-690.85,9.09,7.18
107.25,2.85,155.15,-689.39,9.11,7.3
107.3,2.86,155.32,-689.58,9.13,7.5
107.35,2.88,155.86,-691.01,9.14,7.56
107.4,2.89,156.73,-693.18,9.14,7.41
107.45,2.89,157.61,-694.57,9.14,7.19
107.5,2.9,158.14,-695.62,9.13,7.12
107.55,2.91,158.24,-697.2,9.11,6.86
107.6,2.93,157.98,-699.41,9.08,6.8
107.65,2.95,157.57,-702.18,9.04,6.73
107.7,2.98,157.09,-703.93,9,6.51
107.75,3,156.69,-704.5,8.99,6.05
107.8,3.01,156.43,-703.53,9.01,5.31
107.85,3.02,156.26,-702.11,9.08,4.87
107.9,3.02,156.17,-700.79,9.18,4.44
107.95,3.02,156.12,-699.91,9.29,4.26
108,3.02,156.09,-697.87,9.42,3.94
108.05,3.03,156.08,-695.1,9.53,3.64
108.1,3.04,156.07,-691.96,9.65,3.32
108.15,3.05,156.1,-690.44,9.73,3.19
108.2,3.04,156.15,-690.85,9.78,2.9
108.25,3.06,156.21,-692.56,9.79,2.62
108.3,3.07,156.15,-694.75,9.8,2.5
108.35,3.1,156.02,-696.12,9.81,2.63
108.4,3.11,155.72,-697.67,9.81,3.03
108.45,3.14,155.47,-699.51,9.77,3.33
108.5,3.17,155.36,-702.21,9.71,3.87
108.55,3.2,155.67,-704.21,9.63,4.24
108.6,3.23,156.23,-704.81,9.56,4.62
108.65,3.24,156.74,-703.48,9.51,4.77
108.7,3.25,156.91,-701.24,9.49,5.28
108.75,3.25,156.84,-699.6,9.53,5.81
108.8,3.26,156.68,-698.41,9.61,6.42
108.85,3.27,156.85,-697.42,9.8,6.65
108.9,3.27,157.42,-694.13,10.07,6.81
108.95,3.27,158.34,-690.08,10.42,6.89
109,3.26,159.41,-685.58,10.79,6.94
109.05,3.26,160.36,-684.05,11.19,6.97
109.1,3.25,161.24,-684.6,11.58,6.78
109.15,3.24,161.87,-686.67,11.95,6.55
109.2,3.24,162.34,-688.46,12.29,6.27
109.25,3.24,162.6,-689.73,12.61,6.36
109.3,3.23,162.75,-691.69,12.88,6.53
109.35,3.21,162.79,-694.77,13.08,6.78
109.4,3.19,162.7,-698.47,13.21,6.86
109.45,3.18,162.51,-700.83,13.31,6.73
109.5,3.17,162.29,-701.29,13.43,6.52
109.55,3.18,162.16,-700.93,13.56,6.65
109.6,3.17,162.14,-701.28,13.66,7.03
109.65,3.16,162.19,-702.96,13.66,7.94
109.7,3.16,162.28,-704.29,13.54,8.59
109.75,3.17,162.35,-703.72,13.31,9.31
109.8,3.17,162.43,-700.59,13.06,9.58
109.85,3.17,162.5,-696.66,12.87,10.58
109.9,3.16,162.66,-693.82,12.79,11.63
109.95,3.16,162.88,-693.14,12.8,12.64
110,3.15,163.17,-694.03,12.89,12.86
110.05,3.16,163.49,-695.17,13,12.7
110.1,3.14,163.82,-695.07,13.13,12.51
110.15,3.14,164.13,-693.93,13.24,12.44
110.2,3.14,164.34,-693.18,13.28,12.59
110.25,3.14,164.53,-693.73,13.17,12.81
110.3,3.14,164.61,-696.29,12.89,12.88
110.35,3.14,164.62,-698.67,12.45,12.74
110.4,3.15,164.55,-700.67,11.91,12.52
110.45,3.16,164.54,-701.22,11.33,11.85
110.5,3.16,164.7,-702.14,10.77,11.28
110.55,3.16,165.03,-703.02,10.2,10.83
110.6,3.16,165.43,-703.72,9.62,10.82
110.65,3.16,165.66,-702.95,9.08,10.33
110.7,3.15,165.7,-700.83,8.64,9.63
110.75,3.14,165.62,-698.57,8.39,8.99
110.8,3.11,165.7,-697.11,8.29,8.92
110.85,3.1,165.79,-697.2,8.33,8.78
110.9,3.09,165.69,-697.6,8.49,8.54
110.95,3.09,165.18,-697.7,8.71,8.27
111,3.1,164.41,-696.88,8.99,8.16
111.05,3.11,163.72,-696.23,9.28,8.09
111.1,3.11,163.26,-696.27,9.59,8.05
111.15,3.11,163.03,-697.49,9.9,8.03
111.2,3.1,162.85,-699.01,10.16,8.02
111.25,3.1,162.68,-700.22,10.4,8.01
111.3,3.11,162.48,-701.11,10.61,8.01
111.35,3.11,162.28,-701.95,10.8,7.8
111.4,3.12,162.07,-704.14,10.96,7.56
111.45,3.1,161.86,-706.51,11.12,7.27
111.5,3.1,161.64,-708.77,11.28,7.17
111.55,3.08,161.43,-709.35,11.45,7.09
111.6,3.07,161.26,-709.34,11.6,7.05
111.65,3.04,161.22,-709.28,11.7,7.23
111.7,3.02,161.4,-709.52,11.75,7.86
111.75,2.99,161.73,-708.55,11.77,8.62
111.8,2.98,162.13,-705.46,11.75,9.3
111.85,2.96,162.49,-700.28,11.72,9.58
111.9,2.96,162.86,-695.52,11.67,9.58
111.95,2.94,163.22,-692.86,11.62,9.43
112,2.92,163.58,-693.14,11.55,9.4
112.05,2.91,163.77,-695.02,11.48,9.57
112.1,2.9,163.53,-696.04,11.38,9.99
112.15,2.9,162.83,-696.45,11.28,10.31
112.2,2.91,161.53,-696.9,11.16,10.86
112.25,2.93,159.97,-699.34,11.04,11.24
112.3,2.94,158.41,-702.44,10.92,11.62
112.35,2.94,157.31,-705.23,10.77,11.77
112.4,2.93,156.65,-705.99,10.62,11.88
112.45,2.93,156.3,-705.69,10.46,11.33
112.5,2.93,156.05,-705.1,10.32,10.64
112.55,2.94,155.8,-705.77,10.17,9.79
112.6,2.94,155.49,-706.63,10.08,9.49
112.65,2.93,155.16,-705.92,10,9.86
112.7,2.92,154.86,-703.52,9.95,10.47
112.75,2.91,154.69,-699.79,9.92,10.87
112.8,2.91,154.6,-697.38,9.91,10.67
112.85,2.92,154.59,-695.57,9.95,10.11
112.9,2.92,154.52,-694.39,10,9.76
112.95,2.93,154.47,-692.03,10.06,9.17
113,2.93,154.4,-689.81,10.13,8.79
113.05,2.94,154.42,-688.05,10.22,8.19
113.1,2.96,154.49,-689.02,10.31,7.8
113.15,2.99,154.6,-691.22,10.38,7.2
113.2,3.02,154.68,-694.03,10.42,6.8
113.25,3.04,154.67,-695.12,10.43,6.6
113.3,3.06,154.6,-695.73,10.41,6.68
113.35,3.06,154.28,-697.25,10.38,7.06
113.4,3.07,153.73,-700.27,10.38,7.35
113.45,3.07,153.04,-703.96,10.41,7.08
113.5,3.09,152.62,-705.97,10.48,6.49
113.55,3.09,152.7,-706.18,10.59,5.91
113.6,3.1,153.32,-704.53,10.72,5.88
113.65,3.1,154.45,-703.07,10.86,5.96
113.7,3.1,155.88,-701.86,11,5.97
113.75,3.1,157.33,-701.07,11.16,6.19
113.8,3.08,158.64,-699.24,11.35,6.43
113.85,3.06,159.79,-696.62,11.54,6.52
113.9,3.05,160.85,-693.96,11.75,6.39
113.95,3.04,161.72,-692.74,11.97,6.38
114,3.03,162.36,-693.39,12.17,6.56
114.05,3.04,162.79,-694.87,12.31,6.79
114.1,3.04,163.05,-696.56,12.35,6.87
114.15,3.05,163.19,-698.04,12.29,6.53
114.2,3.06,163.18,-700.26,12.13,6.08
114.25,3.08,162.95,-703.53,11.91,5.72
114.3,3.09,162.56,-706.81,11.66,5.76
114.35,3.11,162.05,-708.54,11.45,5.7
114.4,3.12,161.56,-708.19,11.32,5.49
114.45,3.16,161.11,-706.45,11.25,5.24
114.5,3.17,160.7,-705.2,11.25,5.15
114.55,3.2,160.36,-704.68,11.26,4.88
114.6,3.2,160.08,-704.5,11.27,4.8
114.65,3.22,159.91,-703.6,11.23,4.74
114.7,3.22,159.83,-701.11,11.15,5.11
114.75,3.21,159.77,-698.51,11,5.37
114.8,3.18,159.75,-696.06,10.79,5.7
114.85,3.15,159.73,-695.22,10.55,5.81
114.9,3.12,159.81,-694.64,10.32,6.3
114.95,3.09,160.16,-694.44,10.1,6.82
115,3.06,160.77,-693.79,9.88,7.43
115.05,3.04,161.6,-694.2,9.63,7.65
115.1,3.02,162.45,-695.42,9.35,8.02
115.15,3.02,163.35,-697.75,9.12,8.33
115.2,3.01,164.17,-699.56,8.99,8.87
115.25,3.01,164.9,-700.64,8.99,9.24
115.3,3,165.51,-701.13,9.08,9.62
115.35,3,165.86,-702.2,9.22,9.77
115.4,2.99,165.71,-704.19,9.38,10.28
115.45,2.97,164.89,-705.39,9.51,10.81
115.5,2.96,163.75,-705.28,9.59,11.02
115.55,2.97,162.67,-703.06,9.62,10.77
115.6,2.97,161.84,-701.16,9.64,10.36
115.65,2.97,160.99,-699.33,9.66,10.22
115.7,2.97,159.92,-698.17,9.72,10.52
115.75,2.97,158.76,-695.97,9.79,11.15
115.8,2.98,157.71,-693.12,9.88,11.93
115.85,2.99,157.06,-689.92,9.96,12.62
115.9,3,156.67,-688.29,10.03,13.11
115.95,3.03,156.51,-688.42,10.06,13.35
116,3.04,156.36,-689.97,10.06,13.29
116.05,3.05,156.21,-691.14,10.05,13.13
116.1,3.06,155.93,-691.85,10,13.08
116.15,3.06,155.33,-692.82,9.92,12.44
116.2,3.06,154.42,-695.51,9.83,11.71
116.25,3.06,153.22,-699.51,9.74,11.03
116.3,3.06,152.11,-703.21,9.68,10.95
116.35,3.06,151.17,-705.16,9.66,11
116.4,3.04,150.46,-705.12,9.66,10.99
116.45,3.03,149.88,-704.74,9.69,10.4
116.5,3.02,149.36,-704.24,9.71,9.28
116.55,3.03,148.96,-703.39,9.74,7.94
116.6,3.03,148.7,-700.6,9.77,6.84
116.65,3.02,148.52,-695.84,9.81,6.16
116.7,3.02,148.43,-690.3,9.86,5.8
116.75,3.01,148.21,-685.72,9.92,5.79
116.8,3.01,147.84,-683.45,9.99,5.92
116.85,3.02,147.3,-683,10.07,5.94
116.9,3.05,146.86,-683.63,10.14,6.17
116.95,3.07,146.57,-684.08,10.22,6.42
117,3.09,146.64,-685.14,10.31,6.92
117.05,3.1,147.16,-687.38,10.41,7.27
117.1,3.11,148.14,-691.31,10.52,7.84
117.15,3.12,149.55,-695.4,10.64,8.22
117.2,3.15,151.06,-699.02,10.75,9.01
117.25,3.16,152.34,-701.15,10.84,9.85
117.3,3.18,153.11,-702.81,10.9,10.77
117.35,3.17,153.48,-703.73,10.92,11.12
117.4,3.17,153.75,-704.16,10.88,11.18
117.45,3.17,154.09,-702.34,10.81,11.26
117.5,3.16,154.56,-698.78,10.73,11.49
117.55,3.14,155.19,-694.6,10.67,11.55
117.6,3.12,155.93,-691.87,10.64,11.41
117.65,3.08,156.63,-690.91,10.63,11.39
117.7,3.06,157.09,-690.34,10.66,11.56
117.75,3.03,157.19,-689.45,10.75,11.39
117.8,3.02,157.09,-686.88,10.84,10.99
117.85,3.02,156.96,-684.85,10.95,10.48
117.9,3.02,157.05,-684.1,11.03,10.29
117.95,3.02,157.3,-685.89,11.11,10.15
118,3.02,157.75,-688.62,11.17,10.09
118.05,3.01,158.45,-691.29,11.21,10.25
118.1,3.03,159.41,-692.79,11.21,10.47
118.15,3.05,160.73,-693.88,11.17,10.94
118.2,3.07,161.92,-694.98,11.07,11.28
118.25,3.08,162.72,-696.85,10.91,11.45
118.3,3.1,162.6,-697.95,10.73,11.35
118.35,3.11,161.97,-697.62,10.57,11.36
118.4,3.14,161.08,-696.34,10.5,11.34
118.45,3.14,160.31,-695.35,10.49,11.34
118.5,3.14,159.63,-696.24,10.58,11.34
118.55,3.13,159.08,-697.73,10.75,11.54
118.6,3.12,158.67,-698.79,10.99,11.37
118.65,3.1,158.39,-697.54,11.29,10.98
118.7,3.08,158.2,-695.4,11.62,9.87
118.75,3.07,158.2,-693.47,11.96,8.97
118.8,3.05,158.42,-693.41,12.22,7.57
118.85,3.03,158.81,-694.6,12.4,6.71
118.9,3.01,159.27,-696.26,12.52,6.06
118.95,2.99,159.53,-697.67,12.61,5.95
119,2.98,159.59,-699.46,12.68,6.4
119.05,2.98,159.39,-702.45,12.72,6.87
119.1,2.97,159.11,-706.18,12.73,7.65
119.15,2.96,158.75,-709.87,12.73,8.11
119.2,2.96,158.41,-711.78,12.71,8.75
119.25,2.96,158.1,-712.31,12.66,8.97
119.3,2.97,157.88,-711.12,12.57,9.15
119.35,2.99,157.69,-709.89,12.42,9.42
119.4,3.02,157.56,-706.97,12.21,9.91
119.45,3.03,157.41,-703.04,11.97,10.47
119.5,3.05,157.36,-697.46,11.76,10.68
119.55,3.07,157.36,-692.88,11.63,11.23
119.6,3.08,157.52,-689.92,11.59,11.78
119.65,3.09,157.73,-689.93,11.64,12.4
119.7,3.09,158.02,-691.52,11.75,12.64
119.75,3.09,158.33,-692.51,11.89,12.21
119.8,3.06,158.71,-692.27,12.04,11.57
119.85,3.04,159.15,-691.5,12.15,10.36
119.9,3.04,159.57,-692.3,12.17,9.59
119.95,3.05,159.87,-694.66,12.05,8.39
120,3.07,159.97,-697.98,11.84,7.6
120.05,3.09,159.88,-700.71,11.58,6.8
120.1,3.1,159.75,-702.51,11.37,6.48
120.15,3.1,159.67,-703.58,11.21,5.86
120.2,3.1,159.75,-704.66,11.17,5.27
120.25,3.1,159.93,-705.26,11.21,4.62
120.3,3.11,160.15,-704.59,11.29,4.38
120.35,3.13,160.27,-702.39,11.38,4
120.4,3.16,160.17,-699.13,11.45,3.68
120.45,3.17,159.83,-696.44,11.51,3.54
120.5,3.2,159.35,-694.58,11.56,3.64
120.55,3.23,158.97,-693.84,11.59,4.24
120.6,3.29,158.67,-692.64,11.59,4.78
120.65,3.32,158.5,-691.08,11.58,6.2
120.7,3.35,158.31,-689.27,11.56,7.4
120.75,3.36,158.2,-689.94,11.54,9.12
120.8,3.35,158.1,-692.4,11.55,10.1
120.85,3.34,158.14,-696.38,11.58,12.05
120.9,3.33,158.26,-698.51,11.63,13.63
120.95,3.32,158.46,-699.15,11.61,15.54
121,3.32,158.7,-699.2,11.5,16.43
121.05,3.33,159.04,-700.09,11.29,17.79
121.1,3.33,159.68,-702.04,11.06,18.85
121.15,3.31,160.56,-702.78,10.87,19.93
121.2,3.29,161.51,-701.55,10.78,20.36
121.25,3.26,162.17,-698.43,10.84,20.46
121.3,3.24,162.54,-696.05,11.09,20.36
121.35,3.2,162.7,-695.62,11.45,20.36
121.4,3.17,162.77,-696.99,11.84,19.95
121.45,3.12,162.77,-697.26,12.2,19.46
121.5,3.1,162.7,-695.91,12.44,18.48
121.55,3.08,162.64,-692.92,12.56,17.99
121.6,3.07,162.57,-691.13,12.5,16.69
121.65,3.07,162.55,-690.85,12.28,15.54
121.7,3.07,162.53,-691.94,11.86,14.05
121.75,3.07,162.47,-692.95,11.36,13.32
121.8,3.07,162.37,-693.37,10.8,12.27
121.85,3.08,162.22,-694.24,10.34,11.52
121.9,3.09,162.08,-696.6,9.99,10.96
121.95,3.1,161.93,-700.69,9.81,10.9
122,3.11,161.79,-704.92,9.75,10.57
122.05,3.11,161.6,-707.84,9.76,10.09
122.1,3.11,161.45,-709.27,9.8,9.33
122.15,3.12,161.34,-710.56,9.85,8.89
122.2,3.12,161.16,-712.11,9.91,8.64
122.25,3.12,160.88,-713.53,9.97,8.71
122.3,3.1,160.49,-713.61,10.06,9.07
122.35,3.07,160.14,-711.14,10.19,9.36
122.4,3.04,159.87,-707.47,10.4,9.89
122.45,3.02,159.7,-703.3,10.66,10.25
122.5,2.99,159.57,-700.81,10.96,10.63
122.55,2.98,159.46,-698.8,11.22,10.78
122.6,2.96,159.37,-697.23,11.43,10.88
122.65,2.95,159.29,-695.09,11.52,10.93
122.7,2.94,159.22,-694.1,11.46,10.96
122.75,2.93,159.1,-694.73,11.27,10.98
122.8,2.93,158.97,-698.44,11.01,11.19
122.85,2.94,158.75,-702.75,10.78,11.43
122.9,2.95,158.38,-706.54,10.63,11.92
122.95,2.96,157.88,-708.41,10.56,12.27
123,2.97,157.32,-710.21,10.59,12.64
123.05,2.97,156.84,-712.29,10.69,12.78
123.1,2.98,156.51,-714.08,10.82,12.48
123.15,2.99,156.26,-714.01,10.94,12.05
123.2,2.99,156.02,-711.66,11.02,11.11
123.25,2.98,155.66,-708.33,11.08,11.03
123.3,2.98,155.28,-704.92,11.12,11.03
123.35,2.98,155.05,-702.99,11.2,11.41
123.4,3,155.23,-701.41,11.33,11.29
123.45,3,155.86,-699.96,11.5,10.74
123.5,3.01,156.67,-697.67,11.65,10.21
123.55,3.01,157.3,-695.75,11.72,9.59
123.6,3.01,157.54,-694.99,11.7,9.36
123.65,3.01,157.46,-695.79,11.64,8.79
123.7,3,157.15,-697.15,11.58,8.23
123.75,3,156.77,-698.25,11.56,7.4
123.8,3.01,156.5,-698.75,11.56,6.93
123.85,3.02,156.46,-699.4,11.54,6.87
123.9,3.03,156.61,-701.22,11.48,7.16
123.95,3.05,156.89,-703.23,11.36,8.01
124,3.08,157.15,-704.76,11.18,8.63
124.05,3.11,157.35,-704.54,10.97,8.93
124.1,3.14,157.48,-703.79,10.78,8.71
124.15,3.17,157.63,-702.92,10.6,8.33
124.2,3.19,157.86,-702.35,10.47,8.21
124.25,3.22,158.06,-701.31,10.36,8.31
124.3,3.23,158.19,-699.64,10.28,8.5
124.35,3.26,158,-697.08,10.23,8.56
124.4,3.26,157.52,-695.06,10.21,8.41
124.45,3.28,156.82,-694.65,10.24,8.4
124.5,3.29,156.16,-696.35,10.29,8.56
124.55,3.32,155.67,-699.04,10.35,9.19
124.6,3.32,155.35,-700.93,10.42,9.75
124.65,3.36,155.19,-701.51,10.54,10.39
124.7,3.37,155.18,-701.41,10.71,10.63
124.75,3.4,155.32,-702.35,10.96,10.6
124.8,3.41,155.61,-704.7,11.26,10.45
124.85,3.42,155.95,-707.54,11.62,10.61
124.9,3.43,156.46,-708.16,11.98,11.01
124.95,3.45,157.1,-707.42,12.34,11.92
125,3.45,157.81,-706.48,12.62,12.59
125.05,3.47,158.34,-707.49,12.81,13.3
125.1,3.47,158.54,-708.75,12.94,13.58
125.15,3.48,158.43,-709.21,13.04,13.98
125.2,3.48,158.02,-708.04,13.13,14.31
125.25,3.49,157.48,-705.8,13.24,14.86
125.3,3.5,156.99,-703.53,13.37,15.23
125.35,3.5,156.61,-701.28,13.54,15.22
125.4,3.49,156.35,-699.2,13.69,14.89
125.45,3.48,156.1,-696.23,13.84,14.42
125.5,3.47,155.91,-693.63,13.89,14.46
125.55,3.46,155.78,-691.76,13.9,14.58
125.6,3.44,155.67,-691.7,13.81,14.61
125.65,3.4,155.54,-692.58,13.69,14.44
125.7,3.37,155.32,-694.25,13.49,13.81
125.75,3.35,155.07,-695.6,13.23,13.25
125.8,3.34,154.76,-697.55,12.92,12.41
125.85,3.33,154.53,-699.98,12.57,11.93
125.9,3.33,154.24,-704.21,12.22,11.47
125.95,3.32,154.05,-708.06,11.88,11.28
126,3.3,153.87,-709.85,11.65,11.15
126.05,3.29,153.76,-708.96,11.51,11.09
126.1,3.28,153.65,-706.36,11.44,11.05
126.15,3.27,153.57,-704.49,11.4,11.03
126.2,3.24,153.53,-702.59,11.4,10.94
126.25,3.23,153.55,-700.49,11.42,11.51
126.3,3.2,153.63,-697.43,11.41,11.53
126.35,3.18,153.86,-694.21,11.37,11.32
126.4,3.16,154.23,-691.69,11.29,11.28
126.45,3.15,154.74,-690.88,11.21,11.56
126.5,3.15,155.34,-691.98,11.17,11.61
126.55,3.15,155.99,-694.39,11.15,9.69
126.6,3.16,156.63,-696.85,11.13,7.66
126.65,3.16,157.23,-698.84,11.05,5.87
126.7,3.16,157.83,-700.9,10.91,5.11
126.75,3.17,158.45,-703.56,10.71,5.26
126.8,3.16,159.21,-706.77,10.48,5.47
126.85,3.15,160.05,-709.29,10.25,5.54
126.9,3.13,160.97,-710.52,10.07,4.93
126.95,3.11,161.79,-710.18,9.96,5.3
127,3.1,162.49,-709.26,9.9,6.05
127.05,3.09,163,-707.92,9.9,6.87
127.1,3.1,163.38,-706.13,9.91,6.98
127.15,3.12,163.64,-703.06,9.94,6.97
127.2,3.13,163.85,-698.48,9.98,6.99
127.25,3.14,163.95,-693.84,10.05,6.99
127.3,3.13,163.92,-691.24,10.13,7
127.35,3.11,163.64,-691.81,10.24,6.8
127.4,3.09,163.23,-694,10.38,6.36
127.45,3.08,162.79,-695.73,10.58,5.83
127.5,3.07,162.49,-695.68,10.86,5.24
127.55,3.07,162.3,-695.68,11.13,4.81
127.6,3.07,162.2,-696.59,11.31,4.61
127.65,3.08,162.02,-699.38,11.34,4.69
127.7,3.08,161.7,-701.72,11.22,5.06
127.75,3.08,161,-702.91,11.02,5.35
127.8,3.09,160.02,-702.35,10.79,5.48
127.85,3.08,158.91,-701.56,10.59,5.37
127.9,3.07,158.11,-701.37,10.46,5.37
127.95,3.05,157.81,-701.59,10.4,5.55
128,3.03,158.15,-701.27,10.43,5.38
128.05,3.02,158.98,-699.31,10.52,5.19
128.1,3.02,160.07,-696.92,10.59,4.91
128.15,3.02,161.01,-694.46,10.6,5.02
128.2,3.02,161.59,-693.82,10.52,4.99
128.25,3.01,161.72,-694.05,10.4,5
128.3,3.01,161.56,-695.31,10.29,5
128.35,3.01,161.3,-695.69,10.23,5
128.4,3.01,161.09,-695.85,10.23,5
128.45,3.01,161.08,-696.46,10.27,4.8
128.5,3.01,161.29,-698.63,10.35,4.56
128.55,3.02,161.68,-701.87,10.44,4.47
128.6,3.03,162.01,-704.39,10.56,4.61
128.65,3.04,162.24,-705.71,10.66,4.82
128.7,3.04,162.35,-705.55,10.78,4.88
128.75,3.03,162.42,-705.69,10.86,5.14
128.8,3.03,162.46,-706.36,10.9,5.21
128.85,3.02,162.52,-707.62,10.87,5.27
128.9,3.01,162.59,-708.26,10.79,5.7
128.95,2.99,162.61,-707.88,10.67,6.39
129,2.98,162.54,-707.26,10.54,7.82
129.05,2.97,162.32,-706.89,10.47,8.84
129.1,2.96,162.09,-707.12,10.49,9.93
129.15,2.95,161.87,-706.41,10.6,10.36
129.2,2.92,161.86,-704.3,10.79,10.86
129.25,2.91,161.99,-701.05,11,11.24
129.3,2.9,162.23,-698.38,11.16,11.62
129.35,2.9,162.48,-697.54,11.28,11.77
129.4,2.91,162.7,-698.26,11.31,11.68
129.45,2.92,162.84,-699.41,11.28,11.49
129.5,2.93,162.83,-699.87,11.18,11.03
129.55,2.95,162.68,-700.28,11.07,10.91
129.6,2.97,162.52,-701.71,10.95,10.79
129.65,3,162.41,-704.68,10.83,10.54
129.7,3.04,162.32,-707.33,10.72,10.07
129.75,3.09,162.23,-708.53,10.63,8.92
129.8,3.13,162.07,-707.54,10.59,8
129.85,3.16,161.81,-706.24,10.64,7.18
129.9,3.18,161.59,-705.53,10.78,7.04
129.95,3.2,161.71,-706.39,11.02,6.64
130,3.22,162.64,-707.34,11.32,6.14
130.05,3.23,164.31,-706.61,11.68,5.36
130.1,3.24,166.29,-703.8,12.05,4.9
130.15,3.2,168.01,-699.73,12.38,4.45
130.2,3.14,169.05,-697.01,12.64,4.27
130.25,3.07,169.47,-695.65,12.87,4.34
130.3,3.04,169.38,-695.59,13.05,4.52
130.35,3.02,169.23,-694.97,13.17,4.57
130.4,2.98,169.4,-694.25,13.22,4.42
130.45,2.96,170.09,-693.81,13.22,4.2
130.5,2.93,170.9,-695.51,13.23,4.32
130.55,2.92,171.42,-698.12,13.3,4.5
130.6,2.91,171.52,-700.99,13.44,4.57
130.65,2.91,171.47,-702.26,13.62,4.41
130.7,2.91,171.39,-703.17,13.75,4.4
130.75,2.91,170.98,-704.11,13.75,4.56
130.8,2.91,170.06,-705.57,13.64,4.99
