Depth,Den,Cal,SP,Res,Ng
158.45,2.41,152.46,-278.23,32.05,10.93
158.5,2.4,152.46,-276.94,31.64,10.6
158.55,2.41,152.68,-275.81,31.45,10.31
158.6,2.41,152.68,-274.68,31.53,10.58
158.65,2.42,152.9,-273.56,31.66,11.38
158.7,2.42,153.12,-272.71,31.64,12.79
158.75,2.42,153.57,-272.7,31.48,14.03
158.8,2.42,154.01,-273.72,31.37,14.57
158.85,2.43,155.12,-275.56,31.57,14.32
158.9,2.43,155.79,-277.52,32.11,13.58
158.95,2.44,156.23,-279.18,32.68,12.98
159,2.44,156.45,-280.38,32.86,12.31
159.05,2.44,156.68,-281.5,32.41,12.06
159.1,2.44,157.12,-282.9,31.53,11.87
159.15,2.43,157.79,-284.86,30.49,11.59
159.2,2.43,158.45,-287.3,29.59,10.69
159.25,2.42,159.12,-290.02,28.89,9.66
159.3,2.42,159.12,-292.68,28.39,8.47
159.35,2.43,159.34,-294.98,28.03,7.83
159.4,2.43,159.34,-296.67,27.74,7.06
159.45,2.44,159.56,-297.57,27.51,6.78
159.5,2.43,160.01,-297.41,27.43,6.77
159.55,2.44,160.67,-296.01,27.57,7.51
159.6,2.44,161.12,-293.47,28.13,8.26
159.65,2.45,161.78,-290.41,29.17,8.75
159.7,2.46,162.45,-287.61,30.47,9.4
159.75,2.46,162.89,-285.66,31.55,10.43
159.8,2.46,163.34,-284.57,31.82,11.97
159.85,2.46,163.34,-283.99,31.26,13.08
159.9,2.47,163.11,-283.58,30.3,14.01
159.95,2.47,163.11,-283.16,29.46,14.62
160,2.47,163.11,-282.79,28.94,15.13
160.05,2.48,163.34,-282.67,28.63,15.75
160.1,2.48,163.78,-283.03,28.41,15.58
160.15,2.47,164.22,-283.96,28.27,15.26
160.2,2.46,164.89,-285.17,28.22,14.57
160.25,2.45,165.11,-286.19,28.23,13.97
160.3,2.45,165.56,-286.56,28.23,13.71
160.35,2.45,166,-286.27,28.21,13.54
160.4,2.45,166.44,-285.65,28.31,13.85
160.45,2.44,166.89,-285.11,28.58,13.88
160.5,2.44,167.55,-284.9,29.06,14.35
160.55,2.43,168.44,-285.07,29.61,14.84
160.6,2.43,168.89,-285.64,30.17,15.24
160.65,2.44,169.77,-286.62,30.7,15.82
160.7,2.45,170.44,-287.98,31.23,16.41
160.75,2.46,170.88,-289.61,31.78,17.25
160.8,2.47,170.88,-291.17,32.32,17.33
160.85,2.47,171.33,-292.27,33.78,16.92
160.9,2.48,171.77,-292.36,35.46,16.25
160.95,2.49,172.44,-291.2,36.44,15.83
161,2.5,173.1,-288.68,36.42,15.62
161.05,2.5,173.77,-285.37,35.97,14.89
161.1,2.5,174.44,-281.94,35.88,13.9
161.15,2.49,175.32,-279.39,35.33,12.96
161.2,2.48,175.77,-278.01,34.52,12.37
161.25,2.48,175.99,-277.76,33.64,12.27
161.3,2.48,176.21,-277.94,32.93,12.33
161.35,2.48,176.43,-278.17,32.33,12.92
161.4,2.48,176.88,-278.24,31.88,13.45
161.45,2.47,176.66,-278.34,31.6,14.07
161.5,2.46,176.43,-278.54,31.37,14.11
161.55,2.45,176.21,-278.9,30.94,13.84
161.6,2.45,175.99,-279.37,30.01,13.79
161.65,2.44,175.99,-279.88,28.78,14.13
161.7,2.44,175.77,-280.31,27.67,14.78
161.75,2.43,175.77,-280.61,27.14,14.78
161.8,2.43,175.55,-280.82,27.1,14.11
161.85,2.44,175.32,-280.98,27.41,12.98
161.9,2.44,174.88,-281.17,27.77,12.82
161.95,2.45,174.44,-281.37,28.05,12.96
162,2.46,173.99,-281.7,28.14,13.36
162.05,2.47,173.55,-282.39,28.15,13.66
162.1,2.48,173.33,-283.73,28.24,14.2
162.15,2.47,172.88,-285.85,28.38,14.97
162.2,2.46,172.44,-288.45,28.41,15.24
162.25,2.45,171.77,-291.07,28.29,15.64
162.3,2.45,171.11,-293.05,28.08,16.18
162.35,2.44,170.88,-294.21,27.85,17.16
162.4,2.43,170.66,-294.58,27.54,18.27
162.45,2.42,170.44,-294.67,27.11,18.49
162.5,2.41,170.22,-294.9,26.64,18.35
162.55,2.4,169.77,-295.57,26.26,17.97
162.6,2.39,169.33,-296.64,26.03,17.26
162.65,2.39,168.89,-297.84,25.92,16.65
162.7,2.4,168.66,-298.77,25.84,15.58
162.75,2.4,168.89,-299.02,25.77,15.25
162.8,2.41,169.11,-298.39,25.74,14.57
162.85,2.41,169.33,-297,25.81,13.96
162.9,2.42,169.33,-295.2,25.99,13.31
162.95,2.43,169.33,-293.47,26.28,13.45
163,2.43,169.33,-292.02,26.63,14.15
163.05,2.44,169.55,-291,26.93,15.32
163.1,2.44,169.55,-290.48,27.11,15.9
163.15,2.45,169.55,-290.53,27.21,17.04
163.2,2.46,169.77,-291.06,27.3,18.19
163.25,2.47,169.77,-291.88,27.48,19.85
163.3,2.47,169.77,-292.77,27.77,21.01
163.35,2.47,169.77,-293.56,28.17,21.77
163.4,2.46,169.55,-294.28,28.6,22.36
163.45,2.45,169.55,-295.03,29.02,22.23
163.5,2.44,169.55,-295.96,29.37,22.12
163.55,2.44,169.55,-296.93,29.6,21.07
163.6,2.43,169.33,-297.5,29.69,20.04
163.65,2.43,168.89,-297.11,29.7,18.82
163.7,2.43,168.66,-295.47,29.71,18.17
163.75,2.42,168.66,-292.94,29.72,17.6
163.8,2.41,168.22,-290.21,29.66,16.95
163.85,2.4,168,-288.16,29.48,16.11
163.9,2.41,167.55,-287.15,29.16,15.41
163.95,2.42,167.33,-287.14,28.7,14.91
164,2.43,167.11,-287.56,28.15,14.06
164.05,2.44,166.89,-287.75,27.61,13.39
164.1,2.45,166.89,-287.21,27.22,13.29
164.15,2.45,166.89,-285.81,27.05,13.74
164.2,2.45,166.67,-283.83,27.04,14.41
164.25,2.44,166.44,-281.62,27.13,14.03
164.3,2.44,166,-279.63,27.17,13.69
164.35,2.44,165.56,-278.27,27.07,13.14
164.4,2.44,165.33,-277.89,26.79,13.17
164.45,2.45,165.11,-278.54,26.48,13.06
164.5,2.45,164.67,-279.86,26.26,12.65
164.55,2.44,164,-281.23,26.23,12.14
164.6,2.44,163.11,-282.23,26.34,11.56
164.65,2.43,162.45,-282.73,26.55,11.34
164.7,2.43,162,-282.98,26.8,11.78
164.75,2.44,161.78,-283.1,27.07,12.42
164.8,2.45,161.56,-283.02,27.37,13.64
164.85,2.45,161.34,-282.5,27.72,14.21
164.9,2.46,161.12,-281.56,28.05,14.77
164.95,2.46,160.67,-280.51,28.22,14.8
165,2.46,160.45,-279.97,28.14,14.91
165.05,2.45,160.45,-280.18,27.92,14.94
165.1,2.44,160.45,-281.2,27.76,14.97
165.15,2.45,160.23,-282.62,27.83,14.98
165.2,2.45,160.23,-284.18,28.14,14.39
165.25,2.45,160.23,-285.49,28.59,13.68
165.3,2.44,160.23,-286.4,28.99,12.01
165.35,2.44,160.23,-286.79,29.32,10.54
165.4,2.44,160.23,-286.71,29.58,9.11
165.45,2.44,160.23,-286.23,29.79,8.53
165.5,2.45,160.23,-285.4,29.94,8.33
165.55,2.45,160.23,-284.13,29.97,8.38
165.6,2.46,160.45,-282.47,29.84,8.81
165.65,2.46,160.67,-280.47,29.56,10.27
165.7,2.46,160.89,-278.51,29.23,11.81
165.75,2.45,161.12,-276.88,28.95,13.1
165.8,2.45,161.12,-275.85,28.71,12.98
165.85,2.45,160.89,-275.45,28.54,11.84
165.9,2.44,160.67,-275.72,28.48,10.45
165.95,2.44,160.67,-276.67,28.65,9.26
166,2.44,160.67,-278.29,29,8.74
166.05,2.43,160.67,-280.39,29.48,8.4
166.1,2.43,160.45,-282.71,30.02,8.23
166.15,2.43,160.23,-284.98,30.58,9.13
166.2,2.43,160.01,-287.08,31.06,10.27
166.25,2.42,160.01,-288.88,31.42,12.08
166.3,2.42,159.78,-290.17,31.65,13.27
166.35,2.43,159.78,-290.46,31.77,14.27
166.4,2.43,159.56,-289.46,31.82,14.71
166.45,2.43,159.34,-287.27,31.9,14.6
166.5,2.44,159.12,-284.61,31.86,14.66
166.55,2.44,158.9,-282.25,31.47,14.85
166.6,2.44,158.45,-280.65,30.69,15.3
166.65,2.45,157.79,-279.69,29.86,15.23
166.7,2.44,157.34,-278.94,29.33,15.31
166.75,2.43,156.9,-278.18,29.17,15.31
166.8,2.43,156.9,-277.43,29.21,15.72
166.85,2.43,156.9,-276.99,29.36,15.81
166.9,2.43,156.9,-277,29.64,15.91
166.95,2.43,156.68,-277.49,30.07,15.94
167,2.44,156.45,-278.38,30.51,15.97
167.05,2.45,156.23,-279.61,30.71,15.78
167.1,2.46,156.23,-281.08,30.6,15.55
167.15,2.47,156.01,-282.67,30.31,15.67
167.2,2.48,155.79,-284.33,30.14,16.04
167.25,2.49,155.57,-285.94,30.24,16.34
167.3,2.5,155.57,-287.35,30.6,16.08
167.35,2.51,155.79,-288.39,31.18,15.68
167.4,2.51,156.01,-289.07,31.79,15.35
167.45,2.52,156.01,-289.61,32.18,15.81
167.5,2.52,156.01,-290.36,32.27,16.23
167.55,2.52,155.79,-291.43,32.25,16.81
167.6,2.51,154.68,-292.58,32.47,16.61
167.65,2.51,153.12,-293.37,32.89,15.88
167.7,2.51,151.79,-293.51,33.06,14.9
167.75,2.5,150.68,-293.02,32.7,13.56
167.8,2.5,150.24,-292.13,31.87,12.89
167.85,2.49,150.02,-291.14,31.11,12.49
167.9,2.49,150.68,-290.11,30.74,12.68
167.95,2.49,151.13,-288.94,30.8,12.83
168,2.49,151.35,-287.39,31.02,12.7
168.05,2.48,151.57,-285.39,31.13,13.11
168.1,2.48,151.79,-282.93,31.03,13.56
168.15,2.47,152.24,-280.14,30.76,14.53
168.2,2.45,152.9,-277.56,30.23,15.62
168.25,2.44,153.79,-275.92,29.38,16.83
168.3,2.43,154.46,-275.82,28.3,17.49
168.35,2.42,155.12,-277.3,27.18,17.86
168.4,2.42,155.79,-279.89,26.26,17.87
168.45,2.41,156.01,-282.96,25.73,18.15
168.5,2.4,156.23,-285.78,25.87,18.8
168.55,2.39,156.23,-287.8,26.67,19.79
168.6,2.39,156.45,-288.75,28.18,20.92
168.65,2.39,157.56,-288.88,30.12,20.94
168.7,2.39,158.9,-288.87,32.11,20.97
168.75,2.4,159.56,-289.32,33.49,20.78
168.8,2.41,159.78,-290.46,33.84,20.95
168.85,2.41,159.78,-291.9,33.47,21.15
168.9,2.4,160.01,-293.09,32.9,21.42
168.95,2.4,159.78,-293.55,32.83,21.71
169,2.4,159.56,-293.23,33.26,21.63
169.05,2.4,159.78,-292.45,34.07,20.67
169.1,2.4,160.45,-291.62,34.82,19.26
169.15,2.4,161.34,-291.08,35.23,17.79
169.2,2.41,161.56,-290.89,35.05,16.81
169.25,2.41,161.78,-290.89,34.52,15.72
169.3,2.41,162.23,-290.92,33.9,14.71
169.35,2.41,162.67,-290.92,33.42,13.89
169.4,2.42,162.89,-290.94,33.07,13.52
169.45,2.42,163.11,-291.02,32.86,12.68
169.5,2.43,163.11,-291.17,32.91,11.84
169.55,2.44,163.34,-291.33,33.22,10.9
169.6,2.44,163.78,-291.51,33.74,10.75
169.65,2.44,163.78,-291.73,34.14,10.53
169.7,2.44,163.78,-292.03,34.19,10.46
169.75,2.44,164,-292.2,33.87,10.8
169.8,2.44,164.22,-292.01,33.49,11.45
169.85,2.44,164.89,-291.16,33.26,12.05
169.9,2.44,165.11,-289.78,33.14,12.1
169.95,2.44,165.33,-288.1,32.92,12.23
170,2.44,165.56,-286.57,32.54,12.47
170.05,2.43,165.78,-285.46,32.18,12.74
170.1,2.44,166,-284.96,31.98,12.84
170.15,2.44,166.22,-285.04,31.97,12.92
170.2,2.45,166.67,-285.58,32.04,12.95
170.25,2.45,167.33,-286.35,32.17,12.97
170.3,2.46,168.44,-287.24,32.44,12.79
170.35,2.46,169.11,-288.15,32.88,12.35
170.4,2.47,170.22,-289.01,33.33,12.03
170.45,2.48,171.77,-289.63,33.6,11.88
170.5,2.48,172.44,-289.81,33.76,11.78
170.55,2.48,173.1,-289.48,33.99,11.93
170.6,2.48,173.55,-288.78,34.39,12.14
170.65,2.48,173.77,-287.98,34.79,12.82
170.7,2.47,173.77,-287.23,35,13.19
170.75,2.46,173.77,-286.54,34.91,13.6
170.8,2.46,173.77,-285.69,34.59,13.56
170.85,2.45,173.99,-284.4,34.12,13.23
170.9,2.45,174.66,-282.45,33.63,12.76
170.95,2.44,175.77,-280.03,33.08,12.8
171,2.44,174.44,-277.76,32.39,12.71
171.05,2.43,172.66,-276.43,31.43,12.5
171.1,2.43,171.11,-276.42,30.46,11.84
171.15,2.43,169.77,-277.56,29.92,11.07
171.2,2.43,168.89,-279.19,30.1,10.58
171.25,2.43,168,-280.64,30.84,10.13
171.3,2.42,167.55,-281.33,31.84,9.74
171.35,2.42,166.89,-281.31,32.7,9.78
171.4,2.42,166,-280.94,33.29,9.9
171.45,2.43,165.11,-280.94,33.59,10.54
171.5,2.43,163.56,-281.79,33.62,10.49
171.55,2.43,162.45,-283.7,33.39,10.21
171.6,2.43,162,-286.54,32.95,10.74
171.65,2.44,161.56,-289.81,32.49,11.59
171.7,2.44,161.56,-292.99,32.12,13.07
171.75,2.45,161.34,-295.5,31.87,13.33
171.8,2.46,160.67,-297.09,31.7,13.88
171.85,2.47,159.78,-297.58,31.53,14.04
171.9,2.46,158.01,-297.12,31.39,13.98
171.95,2.46,156.68,-295.93,31.27,13.81
172,2.45,156.01,-294.36,31.23,13.56
172.05,2.45,155.34,-292.72,31.39,13.67
172.1,2.45,154.68,-291.23,31.91,13.85
172.15,2.45,154.46,-290.08,32.88,13.3
172.2,2.45,153.79,-289.35,34.19,12.83
172.25,2.45,153.35,-289.15,35.68,11.83
172.3,2.44,153.35,-289.47,37.12,11.53
172.35,2.44,153.12,-290.21,38.26,11.07
172.4,2.44,152.9,-290.97,38.97,10.72
172.45,2.45,152.46,-291.36,39.38,10.76
172.5,2.46,152.24,-290.96,39.61,11.5
172.55,2.47,152.01,-289.75,39.65,13.05
172.6,2.48,152.01,-287.9,39.46,14.51
172.65,2.49,151.79,-286,39.27,16.11
172.7,2.5,151.79,-284.56,39.4,17.12
172.75,2.5,151.79,-284.07,39.91,18.05
172.8,2.5,151.57,-284.55,40.47,18.43
172.85,2.51,151.13,-285.86,40.64,18.7
172.9,2.51,150.68,-287.54,40.18,18.83
172.95,2.52,150.46,-289.2,39.26,18.9
173,2.52,150.24,-290.59,38.14,19.15
173.05,2.52,150.24,-291.61,37.25,18.81
173.1,2.51,150.02,-292.24,36.87,17.99
173.15,2.51,149.57,-292.44,37.07,16.76
173.2,2.5,149.13,-292.16,37.53,15.55
173.25,2.5,148.68,-291.47,38.01,15.06
173.3,2.49,148.24,-290.52,38.45,14.72
173.35,2.48,148.24,-289.68,38.85,14.96
173.4,2.48,148.24,-289.24,39.01,15.34
173.45,2.47,148.02,-289.33,38.68,15.86
173.5,2.47,147.57,-289.75,37.83,16.44
173.55,2.47,147.35,-290.05,36.72,16.86
173.6,2.47,146.91,-289.83,35.68,17.06
173.65,2.47,146.02,-289,35.03,17.38
173.7,2.46,145.35,-287.78,34.68,17.49
173.75,2.46,144.69,-286.65,34.42,18.17
173.8,2.46,144.24,-286.03,34.03,18.53
173.85,2.45,143.8,-286.17,33.58,19.14
173.9,2.44,143.58,-287.01,33.25,19.34
173.95,2.44,143.8,-288.14,33.05,19.3
174,2.42,143.8,-289.07,32.89,18.93
174.05,2.42,143.8,-289.3,32.66,18.44
174.1,2.4,143.36,-288.69,32.4,18.27
174.15,2.4,143.36,-287.33,32.16,18.14
174.2,2.4,143.36,-285.55,32.13,18.48
174.25,2.41,143.36,-283.76,32.5,18.93
174.3,2.41,143.36,-282.33,33.32,19.28
174.35,2.42,143.36,-281.63,34.38,19.44
174.4,2.43,143.36,-281.79,35.35,19.55
174.45,2.44,143.13,-282.82,36.26,19.8
174.5,2.45,142.91,-284.38,37.36,19.87
174.55,2.47,142.91,-285.99,38.77,20.13
174.6,2.47,142.91,-287.13,40.15,20.4
174.65,2.48,142.69,-287.53,41.1,19.91
174.7,2.48,142.69,-287.35,41.44,19.46
174.75,2.47,142.69,-287.07,41.29,18.07
174.8,2.46,142.69,-287.24,40.73,17.31
174.85,2.45,142.69,-288.18,39.89,16.08
174.9,2.44,143.13,-289.85,38.92,16.08
174.95,2.43,143.36,-291.99,38.05,16.03
175,2.42,143.58,-294.18,37.58,16.22
175.05,2.42,144.02,-295.95,37.62,16.25
175.1,2.42,145.13,-296.91,38.09,16.49
175.15,2.43,146.69,-296.97,38.8,16.75
175.2,2.43,147.35,-296.3,39.34,17.25
175.25,2.43,147.57,-295.23,39.39,17.4
175.3,2.44,147.57,-293.98,38.76,17.53
175.35,2.44,147.57,-292.8,37.66,17.39
175.4,2.45,148.24,-291.96,36.27,17.18
175.45,2.45,149.13,-291.76,34.83,16.51
175.5,2.44,150.02,-292.27,33.5,15.54
175.55,2.45,151.79,-293.25,32.47,14.61
175.6,2.45,150.24,-294.29,31.99,14.23
175.65,2.45,146.46,-294.98,32.44,14.17
175.7,2.45,144.91,-295.1,34.28,14.48
175.75,2.45,144.02,-294.58,37.02,14.73
175.8,2.45,143.36,-293.59,39.2,15.44
175.85,2.45,142.91,-292.37,39.41,16.43
175.9,2.46,142.25,-291.13,37.89,17.58
175.95,2.47,141.8,-289.95,35.89,18.2
176,2.47,141.36,-288.78,34.34,18.36
176.05,2.48,140.69,-287.48,33.31,18.71
176.1,2.48,140.25,-285.87,32.8,19.01
176.15,2.48,139.58,-283.88,32.94,19.95
176.2,2.47,138.92,-281.52,33.87,20.19
176.25,2.46,138.92,-278.78,35.3,20.43
176.3,2.45,139.36,-275.52,36.69,19.92
176.35,2.45,139.58,-271.79,37.4,19.47
176.4,2.44,139.58,-268.02,37.22,19.28
176.45,2.44,139.58,-265.13,36.41,19.35
176.5,2.43,139.14,-263.81,35.48,20.13
176.55,2.42,138.47,-264.53,34.93,20.5
176.6,2.42,137.36,-267.16,34.92,20.52
176.65,2.4,136.92,-271.45,35.28,20
176.7,2.4,136.47,-276.68,35.56,18.91
176.75,2.4,136.03,-282.04,35.58,17.98
176.8,2.41,135.36,-286.77,35.4,16.98
176.85,2.42,134.25,-290.4,35.27,16.59
176.9,2.43,132.03,-292.8,35.23,15.91
176.95,2.43,130.7,-294.01,35.16,14.7
177,2.43,130.7,-294.18,34.88,13.32
177.05,2.42,130.48,-293.64,34.41,11.61
177.1,2.42,130.48,-292.7,34.02,10.19
177.15,2.41,130.48,-291.69,34.02,8.96
177.2,2.41,130.26,-290.52,34.59,8.43
177.25,2.41,130.26,-289.12,35.52,8.08
177.3,2.42,130.04,-287.39,36.41,8.3
177.35,2.42,129.81,-285.72,36.96,8.48
177.4,2.42,129.59,-284.54,37.53,8.96
177.45,2.43,129.37,-284.43,38.51,8.89
177.5,2.43,129.37,-285.6,39.88,8.97
177.55,2.43,129.15,-287.99,41.13,8.97
177.6,2.43,129.15,-291.13,41.9,8.99
177.65,2.43,128.93,-294.45,42.1,9.59
177.7,2.43,128.93,-297.51,41.62,10.52
177.75,2.43,128.93,-300.04,40.56,11.62
177.8,2.43,128.7,-301.98,39.15,12.63
177.85,2.44,128.7,-303.35,37.71,13.05
177.9,2.45,128.7,-304.24,36.55,13.34
177.95,2.45,128.7,-304.71,35.77,13.48
178,2.44,128.7,-304.71,35.53,13.96
178.05,2.44,128.7,-304.22,35.72,14.49
178.1,2.44,128.48,-303.18,36.25,14.69
178.15,2.45,127.82,-301.56,36.67,15.44
178.2,2.46,127.37,-299.34,36.57,15.83
178.25,2.47,127.37,-296.42,35.85,16.25
178.3,2.47,127.15,-292.75,34.81,16.02
178.35,2.47,127.15,-288.42,34,15.85
178.4,2.47,127.15,-283.94,33.75,15.77
178.45,2.46,127.15,-279.92,34.25,15.53
178.5,2.46,127.15,-276.8,35.34,15.46
178.55,2.45,127.15,-274.55,36.48,15.6
178.6,2.45,127.15,-272.92,36.98,16.01
178.65,2.44,127.15,-271.71,36.41,16.52
178.7,2.44,127.15,-271.15,35.12,16.71
178.75,2.43,127.37,-271.6,33.83,16.65
178.8,2.44,127.37,-273.47,33.18,16.27
178.85,2.44,127.37,-276.59,33.28,15.98
178.9,2.44,127.37,-280.55,33.82,15.85
178.95,2.44,127.37,-284.74,34.45,15.57
179,2.45,127.37,-288.83,34.9,15.28
179.05,2.46,127.37,-292.48,35.18,14.97
179.1,2.46,127.59,-295.51,35.42,14.65
179.15,2.47,127.59,-297.63,35.77,14.52
179.2,2.47,127.59,-298.68,36.33,14.44
179.25,2.47,127.59,-298.66,37.08,14.39
179.3,2.47,127.59,-297.95,38.14,14.17
179.35,2.46,127.59,-297.25,39.6,14.11
179.4,2.46,127.59,-297.01,41.36,14.46
179.45,2.46,127.59,-297.32,43.15,14.51
179.5,2.45,127.59,-297.65,44.48,14.39
179.55,2.45,127.37,-297.61,45.11,14.18
179.6,2.44,127.15,-296.97,44.72,14.12
179.65,2.44,126.93,-296.06,43.52,14.26
179.7,2.43,126.93,-295.25,41.99,14.08
179.75,2.43,126.93,-294.89,40.82,13.87
179.8,2.43,126.93,-295.12,40.33,13.19
179.85,2.43,126.93,-295.85,40.31,12.81
179.9,2.44,126.93,-296.86,40.5,12.4
179.95,2.45,126.48,-297.85,40.83,12.04
180,2.45,126.26,-298.49,41.32,11.49
180.05,2.45,126.26,-298.55,41.9,10.91
180.1,2.45,126.04,-297.8,42.25,10.28
180.15,2.44,126.04,-296.26,42.13,9.84
180.2,2.44,126.04,-294.05,41.57,9.02
180.25,2.44,126.26,-291.48,40.79,8.17
180.3,2.44,126.48,-288.72,39.89,7.24
180.35,2.44,126.71,-286.05,39.05,6.88
180.4,2.44,126.71,-283.68,38.46,7.22
180.45,2.44,126.71,-281.93,38.58,7.62
180.5,2.45,126.93,-281.03,39.45,7.97
180.55,2.44,126.93,-281.25,41.15,7.92
180.6,2.44,127.15,-282.71,43.21,8.18
180.65,2.44,127.15,-285.42,45.45,8.62
180.7,2.45,127.37,-288.93,47.42,9.16
180.75,2.45,127.59,-292.73,48.74,9.96
180.8,2.46,127.37,-296.03,49.29,11.02
180.85,2.47,126.93,-298.43,49.14,12.2
180.9,2.48,126.71,-299.67,48.51,13.24
180.95,2.48,126.71,-299.94,47.47,13.89
181,2.48,126.71,-299.54,46.07,14.43
181.05,2.48,126.71,-299.01,44.85,14.86
181.1,2.48,126.48,-298.75,44.35,15.06
181.15,2.48,126.26,-299.11,45.06,15.18
181.2,2.48,126.26,-300.01,46.58,15.05
181.25,2.48,126.26,-301.22,48.44,15.05
181.3,2.48,126.48,-302.11,50.05,15.22
181.35,2.48,126.48,-302.12,51.18,15.45
181.4,2.48,126.48,-300.98,51.53,15.73
181.45,2.47,126.04,-298.8,50.89,16.04
181.5,2.47,125.37,-296.13,49.53,15.75
181.55,2.47,124.49,-293.38,48.03,15.36
181.6,2.47,124.04,-290.93,47,14.62
181.65,2.47,123.82,-288.89,46.52,14.4
181.7,2.48,123.82,-287.47,46.48,13.8
181.75,2.48,123.82,-286.68,46.53,13.24
181.8,2.49,123.82,-286.56,46.4,12.41
181.85,2.49,124.04,-287,45.93,11.73
181.9,2.49,124.26,-287.94,45.19,11.03
181.95,2.5,124.49,-289.36,44.13,10.15
182,2.5,124.71,-291.37,42.71,9.24
182.05,2.49,125.37,-293.95,40.96,8.28
182.1,2.48,126.04,-296.84,39.08,8.1
182.15,2.47,126.48,-299.48,37.47,8.48
182.2,2.47,126.71,-301.38,36.26,9.72
182.25,2.47,126.93,-302.16,35.63,10.84
182.3,2.47,127.15,-301.73,35.57,12.31
182.35,2.47,128.04,-300.26,36.04,13.23
182.4,2.48,128.48,-298.19,36.91,14.11
182.45,2.47,128.93,-296.22,37.87,14.47
182.5,2.47,129.15,-294.96,38.61,14.92
182.55,2.46,129.37,-294.68,38.97,15.28
182.6,2.46,129.59,-295.28,38.98,15.64
182.65,2.46,129.81,-296.43,38.68,15.78
182.7,2.45,130.04,-297.83,37.98,15.68
182.75,2.44,130.26,-299.2,36.95,15.09
182.8,2.44,130.04,-300.27,35.81,14.36
182.85,2.43,129.59,-300.82,34.65,13.49
182.9,2.41,129.37,-300.74,33.61,12.77
182.95,2.4,129.59,-300.11,32.82,11.85
183,2.4,129.59,-299.14,32.55,11.12
183.05,2.4,129.59,-298.23,32.87,10.8
183.1,2.4,129.37,-297.76,33.7,10.78
183.15,2.4,129.15,-297.92,34.81,10.92
183.2,2.4,128.93,-298.59,36.11,10.94
183.25,2.4,128.93,-299.44,37.65,10.97
183.3,2.4,128.48,-300.18,39.32,11.18
183.35,2.4,128.04,-300.77,40.74,11.43
183.4,2.4,127.82,-301.26,41.17,11.72
183.45,2.41,127.59,-301.61,40.7,12.23
183.5,2.42,127.37,-301.69,39.72,12.99
183.55,2.44,127.37,-301.49,39.28,13.84
183.6,2.45,127.37,-301.02,39.6,14.37
183.65,2.46,127.15,-300.36,40.51,15.04
183.7,2.47,127.15,-299.45,41.19,15.48
183.75,2.48,126.93,-298.47,41.34,15.91
183.8,2.49,126.48,-297.65,41.06,15.68
183.85,2.5,126.48,-297.39,40.97,15.52
183.9,2.51,126.26,-297.77,41.33,15.24
183.95,2.52,126.04,-298.59,41.93,15.15
184,2.52,126.04,-299.43,42.43,14.68
184.05,2.51,126.04,-299.82,42.7,14.37
184.1,2.5,126.04,-299.54,42.9,14.01
184.15,2.5,126.04,-298.58,43.07,14.08
184.2,2.49,126.04,-297.33,43,13.42
184.25,2.48,126.26,-296.4,42.59,12.7
184.3,2.47,126.04,-296.29,41.89,11.82
184.35,2.46,126.04,-297.14,40.99,11.7
184.4,2.44,126.48,-298.61,39.97,11.51
184.45,2.42,126.71,-300.2,38.77,11.24
184.5,2.41,126.93,-301.51,37.35,10.75
184.55,2.4,126.93,-302.28,35.89,10.6
184.6,2.39,127.15,-302.61,34.62,10.67
184.65,2.38,127.15,-302.62,33.88,10.85
184.7,2.38,127.37,-302.51,33.68,10.91
184.75,2.39,127.37,-301.95,33.95,10.95
184.8,2.39,127.15,-300.76,34.61,11.17
184.85,2.4,127.15,-298.72,35.56,11.43
184.9,2.41,126.93,-296.42,36.77,11.52
184.95,2.43,126.93,-294.36,38.39,11.39
185,2.45,126.93,-293.21,40.96,11.58
185.05,2.46,126.93,-292.9,45.48,11.99
185.1,2.47,126.93,-293.15,51.91,12.72
185.15,2.48,126.93,-293.35,59.91,13.34
185.2,2.48,126.71,-293.29,67.09,14.41
185.25,2.47,126.71,-292.98,70.71,15.35
185.3,2.47,126.71,-292.75,69.19,15.95
185.35,2.46,126.48,-292.96,63.28,16.06
185.4,2.46,126.48,-293.86,56.53,16.2
185.45,2.46,126.48,-295.48,50.9,16.45
185.5,2.45,126.48,-297.52,47.38,17.53
185.55,2.44,126.48,-299.56,45.26,18.4
185.6,2.43,126.48,-301.02,44.11,19.39
185.65,2.42,126.48,-301.51,43.54,19.36
185.7,2.41,126.48,-300.79,43.19,18.95
185.75,2.4,125.82,-299.11,42.7,18.06
185.8,2.4,124.93,-296.98,41.85,17.2
185.85,2.4,124.49,-294.88,40.81,17.05
185.9,2.39,124.26,-293.12,39.89,16.85
185.95,2.39,124.04,-291.76,39.58,16.78
186,2.38,124.26,-290.85,40.03,16.53
186.05,2.39,124.71,-290.39,40.94,16.26
186.1,2.4,125.37,-290.33,41.9,16.16
186.15,2.41,125.82,-290.59,42.5,15.88
186.2,2.42,125.82,-291.11,42.61,16.21
186.25,2.43,125.37,-292.07,42.21,16.42
186.3,2.43,124.49,-293.38,41.54,16.73
186.35,2.44,124.26,-294.94,40.78,16.83
186.4,2.44,124.26,-296.3,39.93,16.71
186.45,2.45,124.26,-297.29,38.91,16.71
186.5,2.46,124.49,-297.84,38.03,16.48
186.55,2.46,124.49,-298.16,37.68,16.44
