Depth,Den,Ng,SP,Res,Cal
192.35,2.27,51.88,-664.53,24.89,165.79
192.4,2.28,56.01,-664.09,25.15,163.8
192.45,2.3,61.17,-664.49,25.58,161.25
192.5,2.31,65.93,-665.28,26.09,158.78
192.55,2.32,69.52,-666.55,26.51,156.69
192.6,2.34,71.6,-668.23,26.74,155.08
192.65,2.36,72.3,-670.36,26.72,153.93
192.7,2.38,71.76,-672.36,26.45,153.14
192.75,2.4,69.55,-674.05,26.05,152.65
192.8,2.42,65.2,-675.33,25.61,152.42
192.85,2.42,58.36,-676.49,25.2,152.49
192.9,2.42,49.7,-677.47,24.84,152.82
192.95,2.43,40.69,-677.83,24.56,153.3
193,2.44,32.97,-677.07,24.35,153.77
193.05,2.45,27.61,-674.99,24.19,154.04
193.1,2.46,24.64,-672.27,24.07,154.08
193.15,2.47,23.75,-669.67,24.06,153.96
193.2,2.48,24.72,-667.97,24.31,153.8
193.25,2.49,27.88,-667.19,25.01,153.67
193.3,2.49,32.85,-667.19,26.21,153.58
193.35,2.49,38.77,-667.83,27.84,153.49
193.4,2.49,44.14,-669.2,29.78,153.42
193.45,2.48,48.32,-671.27,31.8,153.37
193.5,2.48,52.18,-673.63,33.69,153.33
193.55,2.47,57.02,-675.67,35.23,153.3
193.6,2.46,64.06,-677.03,36.35,153.28
193.65,2.45,72.53,-677.72,37.09,153.25
193.7,2.44,80.7,-678.18,37.56,153.21
193.75,2.43,86.43,-678.52,37.81,153.2
193.8,2.41,88.32,-678.64,37.78,153.22
193.85,2.4,86.36,-678.04,37.36,153.27
193.9,2.4,81.47,-676.78,36.6,153.32
193.95,2.39,75.46,-675.14,35.65,153.38
194,2.38,69.87,-673.71,34.78,153.44
194.05,2.38,65.63,-672.18,34.16,153.54
194.1,2.38,62.58,-670.3,33.85,153.65
194.15,2.37,60.46,-667.59,33.75,153.78
194.2,2.36,59.07,-664.85,33.78,153.9
194.25,2.36,58.84,-662.75,33.83,154.03
194.3,2.36,60.24,-662,33.83,154.17
194.35,2.36,63.14,-662.27,33.73,154.35
194.4,2.36,66.81,-663.12,33.53,154.64
194.45,2.37,69.98,-664.23,33.25,155.07
194.5,2.38,71.68,-665.78,32.94,155.65
194.55,2.39,71.31,-668,32.65,156.34
194.6,2.4,68.98,-670.5,32.42,157.16
194.65,2.41,65.38,-672.62,32.24,158.22
194.7,2.42,61.43,-673.59,32.02,159.68
194.75,2.43,57.86,-673.52,31.67,161.55
194.8,2.43,55.05,-672.82,31.15,163.59
194.85,2.43,53.16,-672,30.51,165.51
194.9,2.43,52.17,-670.75,29.9,167.27
194.95,2.43,51.99,-668.8,29.44,169.09
195,2.43,52.58,-666.09,29.2,171.04
195.05,2.41,53.43,-663.58,29.23,172.92
195.1,2.4,54,-662.02,29.55,174.52
195.15,2.38,53.61,-661.88,30.15,175.94
195.2,2.37,52.33,-662.72,30.98,177.43
195.25,2.35,50.72,-664.1,31.95,179.09
195.3,2.34,49.76,-665.83,32.91,180.53
195.35,2.34,50.28,-668.07,33.62,181.23
195.4,2.34,51.96,-670.74,33.95,180.69
195.45,2.34,54.09,-673.36,33.78,178.91
195.5,2.34,55.46,-675.17,33.22,176.16
195.55,2.34,55.72,-675.97,32.4,173.09
195.6,2.34,54.97,-675.93,31.5,170.45
195.65,2.35,53.62,-675.57,30.7,168.94
195.7,2.35,52.12,-674.97,30.06,168.75
195.75,2.36,50.35,-674.03,29.57,169.53
195.8,2.36,48.34,-672.67,29.22,170.61
195.85,2.35,46.06,-671.14,29,171.54
195.9,2.35,43.96,-669.85,28.97,172.16
195.95,2.34,42.61,-668.98,29.14,172.54
196,2.32,42.57,-668.28,29.46,172.64
196.05,2.31,43.77,-667.6,29.85,172.4
196.1,2.29,45.44,-667.13,30.24,171.66
196.15,2.27,46.5,-667.42,30.57,170.35
196.2,2.26,45.95,-668.71,30.81,168.46
196.25,2.26,44.26,-670.73,30.89,166.23
196.3,2.25,42.44,-672.87,30.77,163.96
196.35,2.25,42.02,-674.74,30.47,161.89
196.4,2.25,43.41,-676.26,29.99,159.97
196.45,2.24,46.14,-677.55,29.43,158.08
196.5,2.25,49.09,-678.37,28.89,156.17
196.55,2.26,51.07,-678.33,28.51,154.41
196.6,2.27,51.55,-677.13,28.38,152.95
196.65,2.28,50.51,-675.15,28.61,151.82
196.7,2.3,48.43,-673.22,29.17,150.97
196.75,2.31,45.95,-671.85,29.92,150.28
196.8,2.32,43.76,-670.86,30.67,149.71
196.85,2.33,42.35,-669.45,31.26,149.25
196.9,2.34,41.89,-667.51,31.61,148.84
196.95,2.34,42.24,-665.54,31.72,148.45
197,2.34,43.15,-664.54,31.65,148.01
197.05,2.34,44.28,-664.6,31.5,147.52
197.1,2.34,45.64,-665.42,31.38,146.99
197.15,2.34,47.4,-666.43,31.35,146.4
197.2,2.34,49.92,-667.62,31.44,145.75
197.25,2.35,53.16,-668.97,31.65,145.11
197.3,2.35,56.56,-670.39,31.97,144.54
197.35,2.36,59.42,-671.49,32.38,144.12
197.4,2.37,61.13,-671.96,32.82,143.83
197.45,2.38,61.62,-671.63,33.24,143.56
197.5,2.39,61,-670.9,33.64,143.19
197.55,2.41,59.36,-670.12,34.02,142.7
197.6,2.43,56.67,-669.52,34.38,142.14
197.65,2.45,52.79,-668.76,34.64,141.59
197.7,2.46,48.1,-667.6,34.67,141.06
197.75,2.48,43.09,-666.02,34.35,140.6
197.8,2.49,38.48,-664.44,33.78,140.18
197.85,2.49,34.62,-663.14,33.13,139.81
197.9,2.49,31.63,-662.34,32.58,139.49
197.95,2.48,29.67,-661.97,32.21,139.2
198,2.47,29.08,-662.15,32.09,138.93
198.05,2.46,30.42,-663.01,32.22,138.65
198.1,2.45,33.97,-664.57,32.61,138.37
198.15,2.44,39.33,-666.42,33.15,138.09
198.2,2.43,45.37,-667.87,33.69,137.83
198.25,2.42,50.63,-668.64,34.07,137.58
198.3,2.4,54.04,-668.87,34.25,137.33
198.35,2.39,55.37,-669.05,34.23,137.08
198.4,2.37,55.08,-668.99,34.13,136.86
198.45,2.37,53.96,-668.49,34.07,136.66
198.5,2.36,52.65,-667.25,34.1,136.5
198.55,2.35,51.48,-665.97,34.11,136.34
198.6,2.35,50.55,-665.05,33.96,136.18
198.65,2.35,49.82,-664.85,33.64,136.03
198.7,2.34,49.2,-664.67,33.3,135.91
198.75,2.34,48.36,-664.08,33.11,135.86
198.8,2.34,47.13,-662.88,33.23,135.9
198.85,2.34,45.6,-661.7,33.65,136.05
198.9,2.34,44.24,-661.09,34.3,136.3
198.95,2.34,43.51,-661.31,35.05,136.63
199,2.34,43.57,-661.96,35.74,137
199.05,2.34,43.97,-662.89,36.25,137.39
199.1,2.35,44.01,-664.02,36.48,137.77
199.15,2.34,43.03,-665.61,36.36,138.12
199.2,2.34,40.97,-667.25,35.86,138.44
199.25,2.35,38.39,-668.37,35.11,138.73
199.3,2.35,36.15,-668.26,34.26,138.98
199.35,2.35,35.23,-667.14,33.48,139.2
199.4,2.35,35.76,-665.51,32.87,139.37
199.45,2.34,37.47,-664.17,32.43,139.52
199.5,2.34,39.8,-663.17,32.2,139.64
199.55,2.35,42.5,-662.37,32.2,139.73
199.6,2.35,45.75,-661.4,32.48,139.81
199.65,2.34,49.58,-660.52,33.02,139.87
199.7,2.34,53.56,-660.05,33.72,139.95
199.75,2.34,56.84,-660.36,34.42,140.03
199.8,2.34,58.77,-661.29,35.01,140.12
199.85,2.34,59.41,-662.84,35.39,140.19
199.9,2.34,59.26,-664.87,35.54,140.25
199.95,2.35,58.96,-667.51,35.41,140.29
200,2.35,58.41,-670.48,34.98,140.32
100,2.16,12.28,-474.58,12.7,158.26
100.05,2.15,12.37,-475.37,13.31,158.27
100.1,2.14,12.53,-475.84,13.73,158.27
100.15,2.14,12.78,-475.83,13.92,158.33
100.2,2.12,12.86,-475.56,13.82,158.39
100.25,2.12,12.93,-475.5,13.49,158.47
100.3,2.12,12.76,-475.74,13.03,158.5
100.35,2.12,12.54,-476.14,12.56,158.52
100.4,2.11,11.86,-476.3,12.24,158.53
100.45,2.11,11.28,-476.15,12.02,158.54
100.5,2.11,10.83,-475.87,11.77,158.54
100.55,2.11,10.62,-475.75,11.35,158.55
100.6,2.11,10.49,-475.91,10.64,158.55
100.65,2.11,10.02,-476.1,9.84,158.55
100.7,2.11,9.7,-476.13,9.02,158.55
100.75,2.1,9.15,-475.89,8.52,158.55
100.8,2.1,8.37,-475.64,8.22,158.55
100.85,2.09,7.5,-475.56,8.12,158.55
100.9,2.08,7.38,-475.8,7.99,158.55
100.95,2.07,7.78,-476.16,7.71,158.55
101,2.05,8.03,-476.44,7.37,158.55
101.05,2.04,7.76,-476.59,6.97,158.55
101.1,2.03,7.56,-476.71,6.76,158.55
101.15,2.03,7.66,-476.95,6.68,158.55
101.2,2.02,7.84,-477.21,6.81,158.55
101.25,2.01,8.1,-477.31,7.01,158.55
101.3,2,8.39,-477.08,7.27,158.49
101.35,1.99,8.7,-476.65,7.56,158.38
101.4,2,8.82,-476.25,7.77,158.18
101.45,2.01,8.9,-476.12,7.78,158.01
101.5,2.02,9.14,-476.2,7.6,157.83
101.55,2.03,9.41,-476.28,7.33,157.7
101.6,2.05,9.31,-476.09,7.18,157.54
101.65,2.07,8.94,-475.51,7.23,157.32
101.7,2.1,8.45,-474.73,7.47,157.08
101.75,2.1,8.28,-473.9,7.8,156.88
101.8,2.11,8.15,-473.12,8.04,156.74
101.85,2.13,7.89,-472.27,8.18,156.61
101.9,2.16,7.61,-471.33,8.15,156.45
101.95,2.19,6.9,-470.47,8.08,156.29
102,2.21,6.3,-469.9,8.07,156.12
102.05,2.23,5.64,-469.77,8.3,156
102.1,2.23,5.39,-469.86,8.79,155.94
102.15,2.24,5.21,-469.99,9.53,155.9
102.2,2.23,4.92,-469.99,10.39,155.88
102.25,2.22,4.63,-470.08,11.32,155.87
102.3,2.2,4.31,-470.41,12.17,155.87
102.35,2.18,4.39,-471.05,12.95,155.86
102.4,2.15,4.54,-471.71,13.5,155.86
102.45,2.12,4.59,-471.89,13.87,155.86
102.5,2.08,4.43,-471.43,14.05,155.86
102.55,2.06,4.2,-470.37,14.11,155.86
102.6,2.04,4.13,-469.27,14.09,155.86
102.65,2.03,4.27,-468.29,13.95,155.8
102.7,2.02,4.68,-467.59,13.75,155.69
102.75,2,5.19,-466.86,13.43,155.38
102.8,2,5.57,-466.1,13.08,154.97
102.85,1.99,5.75,-465.37,12.65,154.51
102.9,1.99,6.27,-464.98,12.2,154.17
102.95,2,6.8,-465.08,11.72,154.01
103,2,7.41,-465.57,11.27,153.97
103.05,2.01,7.64,-466.13,10.88,154.03
103.1,2.01,7.81,-466.41,10.56,154.15
103.15,2.02,8.29,-466.44,10.32,154.34
103.2,2.03,9.02,-466.33,10.13,154.57
103.25,2.03,9.86,-466.24,9.95,154.76
103.3,2.03,10.38,-466.08,9.75,154.95
103.35,2.02,10.65,-465.75,9.46,155.08
103.4,2.01,10.61,-465.2,9.1,155.2
103.45,2.01,10.25,-464.52,8.69,155.25
103.5,2.01,9.77,-463.9,8.24,155.33
103.55,2,9.2,-463.46,7.77,155.47
103.6,2,8.8,-463.2,7.23,155.62
103.65,2.01,8.4,-463.01,6.65,155.79
103.7,2.02,8.24,-462.86,6.1,155.9
103.75,2.03,8.13,-462.88,5.63,156.12
103.8,2.03,7.87,-463.19,5.39,156.35
103.85,2.04,7.6,-463.88,5.27,156.65
103.9,2.05,7.3,-464.68,5.31,156.92
103.95,2.07,6.98,-465.34,5.39,157.14
104,2.08,6.66,-465.6,5.51,157.24
104.05,2.1,6.13,-465.6,5.58,157.2
104.1,2.11,5.76,-465.42,5.57,157.1
104.15,2.12,5.38,-465.24,5.55,157.02
104.2,2.13,5.23,-464.98,5.56,156.98
104.25,2.14,5.12,-464.52,5.69,156.96
104.3,2.15,4.87,-463.85,5.87,156.95
104.35,2.15,4.6,-463.06,6.07,156.94
104.4,2.15,4.29,-462.41,6.17,156.94
104.45,2.16,3.98,-461.98,6.16,156.94
104.5,2.16,3.65,-461.72,6.01,156.94
104.55,2.17,3.13,-461.45,5.87,156.88
104.6,2.17,2.76,-461.12,5.77,156.82
104.65,2.17,2.78,-460.91,5.79,156.74
104.7,2.17,3.11,-461.05,5.87,156.71
104.75,2.16,3.58,-461.62,6.01,156.69
104.8,2.16,3.74,-462.43,6.13,156.68
104.85,2.16,3.86,-463.18,6.3,156.67
104.9,2.16,3.72,-463.63,6.57,156.67
104.95,2.15,3.52,-463.92,6.94,156.67
105,2.15,3.25,-464.29,7.44,156.67
105.05,2.13,3.15,-464.93,8,156.67
105.1,2.12,3.08,-465.8,8.65,156.66
105.15,2.1,3.25,-466.67,9.3,156.72
105.2,2.08,3.67,-467.47,9.75,156.78
105.25,2.08,4.18,-468.23,9.93,156.86
105.3,2.07,4.77,-469.12,9.73,156.89
105.35,2.07,5.79,-470.09,9.28,156.91
105.4,2.07,6.91,-470.96,8.65,156.92
105.45,2.08,8.14,-471.44,7.96,156.93
105.5,2.09,8.81,-471.53,7.36,156.93
105.55,2.11,9.59,-471.43,6.9,156.93
105.6,2.13,10.28,-471.43,6.65,156.93
105.65,2.16,10.97,-471.53,6.5,156.93
105.7,2.19,11.25,-471.51,6.32,156.93
105.75,2.2,11.05,-471.26,6.05,156.93
105.8,2.21,10.66,-470.89,5.66,156.93
105.85,2.21,10.14,-470.75,5.28,156.93
105.9,2.22,9.76,-471.04,4.96,156.93
105.95,2.22,8.78,-471.69,4.71,156.93
106,2.22,7.51,-472.35,4.61,156.93
106.05,2.22,6.06,-472.74,4.73,156.88
106.1,2.21,5.31,-472.81,5.26,156.82
106.15,2.21,5.07,-472.71,6.05,156.68
106.2,2.2,5.08,-472.7,7.13,156.54
106.25,2.2,4.83,-472.8,8.19,156.21
106.3,2.2,4.58,-472.95,9.23,155.85
106.35,2.2,4.48,-472.94,9.94,155.5
106.4,2.19,4.61,-472.83,10.43,155.3
106.45,2.18,4.82,-472.84,10.52,155.19
106.5,2.18,5.09,-473.26,10.47,155.18
106.55,2.17,5.38,-474.27,10.18,155.32
106.6,2.18,5.89,-475.68,9.94,155.61
106.65,2.19,6.26,-477.39,9.69,155.97
106.7,2.2,6.43,-479.15,9.54,156.32
106.75,2.2,5.94,-480.94,9.47,156.56
106.8,2.21,5.27,-482.61,9.49,156.74
106.85,2.21,4.84,-484.08,9.53,156.82
106.9,2.21,4.82,-485.09,9.57,156.87
106.95,2.2,5.13,-485.52,9.55,156.9
107,2.19,5.39,-485.43,9.47,156.91
107.05,2.18,5.71,-484.99,9.39,156.92
107.1,2.18,5.82,-484.37,9.36,156.93
107.15,2.18,5.91,-483.45,9.41,156.93
107.2,2.18,5.75,-482.24,9.47,156.93
107.25,2.18,5.53,-480.85,9.57,156.93
107.3,2.17,5.26,-479.79,9.68,156.93
107.35,2.16,5.56,-479.45,9.7,156.93
107.4,2.15,5.96,-479.97,9.57,156.93
107.45,2.14,6.5,-481.05,9.23,156.88
107.5,2.13,6.49,-482.3,8.87,156.76
107.55,2.13,6.4,-483.37,8.49,156.51
107.6,2.13,5.98,-483.99,8.21,156.22
107.65,2.13,5.68,-484.04,7.91,155.9
107.7,2.12,5.73,-483.33,7.63,155.56
107.75,2.12,6.08,-481.96,7.3,155.22
107.8,2.12,6.76,-480.06,7.03,154.86
107.85,2.12,7.17,-478.08,6.78,154.62
107.9,2.11,7.59,-476.37,6.65,154.44
107.95,2.1,7.75,-475.15,6.57,154.36
108,2.09,7.87,-474.3,6.5,154.31
108.05,2.09,7.92,-473.47,6.34,154.28
108.1,2.08,8.16,-472.45,6.11,154.26
108.15,2.07,8.42,-471.44,5.84,154.25
108.2,2.06,8.72,-471.07,5.58,154.25
108.25,2.06,8.83,-471.65,5.39,154.25
108.3,2.05,8.91,-473.21,5.24,154.19
108.35,2.04,8.75,-475,5.1,154.02
108.4,2.03,8.53,-476.6,4.95,153.65
108.45,2.03,8.06,-477.62,4.83,153.11
108.5,2.03,7.92,-478.34,4.75,152.55
108.55,2.03,7.8,-478.83,4.71,152.12
108.6,2.02,8.34,-479.22,4.68,151.81
108.65,2.02,8.63,-479.38,4.68,151.56
108.7,2.02,8.99,-479.33,4.71,151.28
108.75,2.01,8.92,-479.34,4.81,150.96
108.8,2.01,8.98,-479.72,4.98,150.63
108.85,2.01,9.38,-480.63,5.16,150.28
108.9,2.02,9.87,-481.87,5.3,149.93
108.95,2.02,10.45,-483.08,5.31,149.58
109,2.03,10.67,-483.95,5.18,149.22
109.05,2.03,10.82,-484.46,4.97,148.97
109.1,2.02,11.1,-484.7,4.73,148.79
109.15,2.03,11.18,-484.75,4.55,148.71
109.2,2.03,11.26,-484.42,4.47,148.66
109.25,2.03,10.69,-483.54,4.55,148.63
109.3,2.03,10.19,-482.18,4.69,148.61
109.35,2.04,9.38,-480.53,4.8,148.61
109.4,2.04,8.91,-478.74,4.71,148.6
109.45,2.04,8.46,-476.71,4.57,148.6
109.5,2.03,7.67,-474.34,4.44,148.6
109.55,2.03,6.83,-471.67,4.43,148.6
109.6,2.03,5.9,-469.05,4.58,148.6
109.65,2.03,5.35,-466.79,4.81,148.59
109.7,2.03,4.85,-465.1,5.12,148.59
109.75,2.04,4.44,-463.81,5.44,148.59
109.8,2.04,4.46,-462.76,5.79,148.59
109.85,2.04,4.58,-461.82,6.14,148.59
109.9,2.03,5.01,-461.23,6.47,148.59
109.95,2.04,5.32,-461.16,6.82,148.59
110,2.04,5.87,-461.61,7.13,148.59
110.05,2.04,6.24,-462.27,7.44,148.59
110.1,2.05,6.62,-462.81,7.71,148.59
110.15,2.05,7.17,-463.21,7.98,148.54
110.2,2.05,7.76,-463.73,8.21,148.48
110.25,2.05,8.39,-464.67,8.37,148.4
110.3,2.04,9.03,-465.88,8.43,148.42
110.35,2.04,9.68,-467.05,8.4,148.47
110.4,2.03,10.14,-467.88,8.33,148.54
110.45,2.03,10.17,-468.57,8.29,148.56
110.5,2.02,10.26,-469.53,8.3,148.58
110.55,2.02,10.49,-471.08,8.35,148.58
110.6,2.02,10.75,-473.2,8.42,148.64
110.65,2.03,10.65,-475.57,8.46,148.76
110.7,2.04,10.48,-477.87,8.48,148.96
110.75,2.06,10.23,-479.92,8.47,149.19
110.8,2.08,9.94,-481.73,8.41,149.43
110.85,2.1,9.63,-483.25,8.35,149.63
110.9,2.11,9.72,-484.41,8.27,149.78
110.95,2.12,10.07,-484.94,8.23,149.85
111,2.14,9.96,-484.88,8.17,149.89
111.05,2.16,9.41,-484.39,8.15,149.96
111.1,2.18,8.67,-483.94,8.16,150.1
111.15,2.2,8.62,-483.65,8.26,150.3
111.2,2.21,8.66,-483.43,8.42,150.53
111.25,2.21,8.46,-483.06,8.63,150.77
111.3,2.2,8.02,-482.47,8.88,151.03
111.35,2.19,7.7,-481.99,9.14,151.24
111.4,2.17,7.94,-481.82,9.39,151.44
111.45,2.14,8.33,-482.09,9.58,151.68
111.5,2.11,8.65,-482.33,9.74,152.15
111.55,2.08,8.8,-482.36,9.87,152.88
111.6,2.07,8.69,-482.07,10.02,153.71
111.65,2.05,8.5,-481.77,10.19,154.4
111.7,2.04,8.24,-481.51,10.33,154.82
111.75,2.03,8.35,-481.18,10.39,155.09
111.8,2.03,8.32,-480.53,10.37,155.28
111.85,2.03,8.33,-479.55,10.26,155.37
111.9,2.03,8.53,-478.52,10.11,155.38
111.95,2.02,8.97,-477.85,9.94,155.34
112,2.02,9.5,-477.84,9.76,155.39
112.05,2.02,9.5,-478.34,9.59,155.39
112.1,2.02,9.4,-478.97,9.41,155.4
112.15,2.02,9.18,-479.39,9.22,155.24
112.2,2.03,9.12,-479.63,9.01,154.78
112.25,2.03,8.86,-479.86,8.79,153.85
112.3,2.04,9.2,-480.18,8.55,152.5
112.35,2.04,9.61,-480.36,8.29,151.13
112.4,2.03,10.76,-480.13,8.03,150.04
112.45,2.03,11.47,-479.53,7.76,149.44
112.5,2.02,12.25,-478.89,7.55,149.27
112.55,2.02,12.34,-478.66,7.41,149.28
112.6,2.02,12.32,-479.02,7.35,149.3
112.65,2.01,11.93,-479.87,7.34,149.14
112.7,2.02,11.65,-480.93,7.37,148.9
112.75,2.02,11.12,-482,7.4,148.66
112.8,2.02,10.55,-483,7.42,148.51
112.85,2.02,9.93,-483.85,7.42,148.48
112.9,2.01,9.7,-484.37,7.43,148.5
112.95,2,9.73,-484.17,7.49,148.61
113,2,9.69,-483.17,7.59,148.9
113.05,2,9.08,-481.51,7.75,149.63
113.1,2,8.35,-479.82,7.89,150.85
113.15,2,7.49,-478.51,8,152.37
113.2,2,6.97,-477.83,8.07,153.73
113.25,2.01,6.89,-477.57,8.1,154.52
113.3,2.02,7.57,-477.72,8.11,154.52
113.35,2.03,8.49,-478.27,8.09,153.65
113.4,2.04,9.81,-479.41,8.07,152.19
113.45,2.05,10.86,-481.02,8.06,150.59
113.5,2.07,12.34,-482.82,8.07,149.34
113.55,2.08,13.44,-484.43,8.09,148.5
113.6,2.1,14.56,-485.63,8.14,147.86
113.65,2.11,15,-486.58,8.24,147.41
113.7,2.12,15.11,-487.47,8.43,147.13
113.75,2.13,15.22,-488.39,8.71,147.04
113.8,2.15,15.67,-489,9.12,147.13
113.85,2.16,16.18,-489.02,9.57,147.4
113.9,2.16,15.97,-488.4,10.07,147.9
113.95,2.15,15.23,-487.47,10.49,148.54
114,2.14,14.24,-486.55,10.87,149.41
114.05,2.13,13.09,-485.82,11.12,150.74
114.1,2.12,12.07,-485.07,11.34,152.58
114.15,2.1,10.63,-484.22,11.48,154.61
114.2,2.08,9.54,-483.35,11.6,156.3
114.25,2.06,8.43,-482.82,11.6,157.31
114.3,2.06,7.6,-482.87,11.5,157.63
114.35,2.06,7.01,-483.27,11.3,157.47
114.4,2.06,6.32,-483.72,11.07,157.02
114.45,2.06,5.47,-483.92,10.85,156.36
114.5,2.06,4.56,-484.13,10.62,155.6
114.55,2.06,3.8,-484.48,10.36,154.88
114.6,2.06,3.47,-485.08,10.03,154.37
114.65,2.06,3.26,-485.62,9.66,154.02
114.7,2.07,3.55,-485.85,9.33,153.69
114.75,2.08,3.96,-485.72,9.08,153.28
114.8,2.09,4.9,-485.48,8.98,152.86
114.85,2.1,5.57,-485.46,9,152.54
114.9,2.1,6.3,-485.69,9.13,152.34
114.95,2.1,6.77,-485.89,9.34,152.34
115,2.1,7.21,-485.75,9.56,152.62
115.05,2.09,7.6,-485.33,9.78,153.38
115.1,2.09,7.76,-484.9,9.92,154.66
115.15,2.08,7.87,-484.83,10.03,156.25
115.2,2.07,8.13,-484.96,10.1,157.74
115.25,2.06,8.4,-485.14,10.21,158.68
115.3,2.05,8.51,-485.12,10.3,159.11
115.35,2.05,8.38,-485.03,10.41,159.12
115.4,2.05,8.38,-485.03,10.47,158.99
115.45,2.05,8.35,-485.23,10.5,158.8
115.5,2.06,8.35,-485.61,10.48,158.69
115.55,2.06,7.94,-486.04,10.41,158.57
115.6,2.06,7.66,-486.56,10.35,158.26
115.65,2.06,7.32,-487.16,10.25,157.74
115.7,2.07,7.2,-487.96,10.14,157.04
115.75,2.07,7.1,-488.78,9.96,156.47
115.8,2.07,7.06,-489.52,9.78,156.05
115.85,2.06,7.03,-490.11,9.63,155.86
115.9,2.06,7.02,-490.67,9.51,155.74
115.95,2.06,7.21,-491.33,9.39,155.73
116,2.05,7.45,-492.07,9.3,155.75
116.05,2.05,7.73,-492.65,9.22,155.81
116.1,2.04,7.84,-492.85,9.19,155.83
116.15,2.04,7.91,-492.68,9.18,155.73
116.2,2.04,8.15,-492.44,9.21,155.45
116.25,2.04,8.41,-492.53,9.26,154.94
116.3,2.05,8.71,-493.02,9.34,154.41
116.35,2.05,8.83,-493.68,9.41,153.99
116.4,2.06,8.91,-494.04,9.45,153.74
116.45,2.08,8.95,-493.96,9.43,153.61
116.5,2.08,8.97,-493.46,9.38,153.53
116.55,2.09,8.98,-492.92,9.32,153.54
116.6,2.09,8.99,-492.44,9.25,153.69
116.65,2.09,8.6,-492.03,9.2,153.94
116.7,2.09,8.12,-491.48,9.16,154.18
116.75,2.08,7.74,-490.81,9.12,154.33
116.8,2.07,7.77,-490.34,9.03,154.46
116.85,2.07,7.7,-490.31,8.85,154.63
116.9,2.06,7.3,-490.74,8.59,154.85
116.95,2.05,6.8,-491.15,8.32,155.14
117,2.04,6.22,-491.21,8.1,155.62
117.05,2.04,6,-490.71,8,156.47
117.1,2.03,5.85,-489.84,7.97,157.76
117.15,2.03,6.17,-488.75,7.99,159.05
117.2,2.03,6.4,-487.6,8,159.62
117.25,2.03,6.72,-486.35,7.99,159.19
117.3,2.03,7.02,-485.08,7.96,157.92
117.35,2.04,7.35,-483.94,7.93,156.45
117.4,2.04,7.67,-483.24,7.92,154.88
117.45,2.04,8.2,-483.13,7.94,153.41
117.5,2.05,8.78,-483.54,7.95,152.16
117.55,2.05,9.4,-484.29,7.9,151.29
117.6,2.04,9.63,-485.27,7.8,150.92
117.65,2.04,9.81,-486.64,7.71,151
117.7,2.04,10.09,-488.49,7.68,151.48
117.75,2.03,10.38,-490.74,7.74,152.23
117.8,2.03,10.49,-493.07,7.86,153.18
117.85,2.03,10.37,-495.23,8.04,154.06
117.9,2.03,10.17,-497.14,8.26,154.42
117.95,2.04,10.51,-498.88,8.51,153.92
118,2.05,10.94,-500.5,8.78,152.76
118.05,2.06,11.29,-501.84,9.1,151.68
118.1,2.07,10.85,-502.68,9.43,150.96
118.15,2.07,10.23,-502.86,9.8,150.76
118.2,2.08,9.61,-502.52,10.11,150.74
118.25,2.09,9.37,-501.87,10.42,150.91
118.3,2.1,9.6,-501.24,10.67,151.1
118.35,2.1,9.59,-500.72,10.93,151.5
118.4,2.11,9.64,-500.34,11.12,152.1
118.45,2.1,9.05,-500.02,11.31,152.89
118.5,2.1,8.74,-499.83,11.43,153.6
118.55,2.09,8.36,-499.76,11.54,154.06
118.6,2.09,7.62,-499.81,11.58,154.29
118.65,2.09,6.8,-499.57,11.61,154.38
118.7,2.09,5.68,-498.77,11.6,154.55
118.75,2.09,5.1,-497.3,11.58,154.71
118.8,2.08,4.76,-495.6,11.52,154.94
118.85,2.07,4.97,-494.12,11.45,155.07
118.9,2.06,5.35,-493.09,11.36,155.19
118.95,2.06,5.26,-492.28,11.28,155.3
119,2.05,4.92,-491.31,11.16,155.4
119.05,2.05,4.64,-489.96,11.05,155.55
119.1,2.05,4.71,-488.19,10.93,155.65
119.15,2.05,4.87,-486.14,10.83,155.91
119.2,2.05,4.92,-483.84,10.72,156.26
119.25,2.04,4.96,-481.35,10.6,156.7
119.3,2.04,4.78,-478.83,10.45,156.97
119.35,2.04,4.55,-476.71,10.31,156.89
119.4,2.04,4.46,-475.36,10.12,156.34
119.45,2.04,4.8,-475,9.95,155.35
119.5,2.04,5.25,-475.36,9.75,154.29
119.55,2.04,5.41,-475.99,9.6,153.45
119.6,2.05,5.33,-476.53,9.52,152.97
119.65,2.06,5.35,-476.84,9.53,152.75
119.7,2.07,5.34,-477.05,9.58,152.67
119.75,2.07,5.34,-477.12,9.65,152.72
119.8,2.07,5.34,-477.06,9.7,152.76
119.85,2.07,5.53,-476.79,9.77,152.89
119.9,2.08,5.57,-476.61,9.83,153.14
119.95,2.08,5.82,-476.82,9.89,153.54
120,2.09,6.08,-477.72,9.94,154.04
120.05,2.1,6.38,-479.12,10,154.49
120.1,2.11,5.89,-480.62,10.12,154.9
120.15,2.11,5.25,-481.68,10.33,155.23
120.2,2.13,4.63,-482.12,10.66,155.59
120.25,2.14,4.38,-481.98,11.04,156.06
120.3,2.15,4,-481.46,11.36,156.65
120.35,2.16,3.88,-480.64,11.49,157.35
120.4,2.17,3.78,-479.48,11.44,158.14
120.45,2.18,3.93,-478.11,11.22,159.03
