Depth,Den,Ng,SP,Res,Cal
131.3,2.23,12.39,-348.02,17.9,179.86
131.35,2.23,12.38,-347.7,18.33,181.11
131.4,2.24,13.35,-345.43,18.64,182.23
131.45,2.24,14.75,-341.94,18.99,182.97
131.5,2.24,16.42,-338.28,19.37,183.61
131.55,2.24,17.83,-335.51,19.78,184.63
131.6,2.24,18.65,-334.08,20.18,185.77
131.65,2.24,19.3,-333.95,20.54,186.29
131.7,2.25,19.59,-334.62,20.86,186
131.75,2.25,19.78,-335.58,21.1,185.29
131.8,2.26,19.87,-336.29,21.29,184.69
131.85,2.26,19.93,-336.44,21.42,184.34
131.9,2.25,19.76,-335.84,21.48,184.2
131.95,2.23,19.34,-334.65,21.46,184.1
132,2.23,18.82,-333.13,21.36,183.87
132.05,2.22,18.03,-331.69,21.2,183.54
132.1,2.21,16.97,-330.69,20.98,183.2
132.15,2.21,15.8,-330.37,20.74,183.03
132.2,2.21,14.95,-330.84,20.61,182.97
132.25,2.21,14.15,-331.85,20.74,183.06
132.3,2.2,13.42,-333.12,21.05,183.2
132.35,2.2,12.91,-334.16,21.27,183.37
132.4,2.2,12.27,-334.8,21.06,183.66
132.45,2.21,11.64,-334.89,20.34,184.15
132.5,2.22,10.78,-334.46,19.31,184.8
132.55,2.23,10.08,-333.62,18.22,185.47
132.6,2.24,9.17,-332.42,17.26,185.91
132.65,2.25,8.25,-330.94,16.47,186.09
132.7,2.25,7.69,-329.15,15.88,186.12
132.75,2.24,7.79,-327.38,15.45,186.12
132.8,2.22,8.09,-326.28,15.19,186.17
132.85,2.2,8.58,-326.58,15.07,186.22
132.9,2.19,8.53,-328.28,15.09,186.29
132.95,2.18,8.42,-330.53,15.19,186.13
133,2.17,8.39,-331.97,15.32,185.58
133.05,2.16,8.16,-331.78,15.41,184.42
133.1,2.16,7.91,-329.89,15.44,182.79
133.15,2.15,7.42,-327.1,15.4,180.77
133.2,2.16,7.27,-324.31,15.3,179.11
133.25,2.16,6.94,-322.28,15.16,178.24
133.3,2.17,6.64,-321.24,14.99,178.62
133.35,2.18,6.12,-321.18,14.8,179.63
133.4,2.19,5.95,-322.02,14.58,180.93
133.45,2.2,5.81,-323.56,14.39,181.93
133.5,2.21,6.15,-325.53,14.28,182.7
133.55,2.22,6.19,-327.17,14.3,183
133.6,2.22,6.87,-328.07,14.47,183
133.65,2.23,7.41,-328.07,14.72,182.66
133.7,2.23,8.46,-328.04,14.99,182.32
133.75,2.24,9.37,-328.74,15.19,182.1
133.8,2.24,10.37,-330.8,15.27,181.98
133.85,2.24,11.35,-333.8,15.21,181.69
133.9,2.25,12.34,-337.01,15,181.3
133.95,2.24,13.14,-339.4,14.71,181.21
134,2.24,13.7,-340.46,14.27,181.69
134.05,2.23,13.57,-340.16,13.76,182.79
134.1,2.23,14.05,-339.19,13.23,184.04
134.15,2.22,14.52,-338.37,12.82,185.27
134.2,2.21,15.32,-338.44,12.53,186.12
134.25,2.21,15.97,-339.83,12.37,186.62
134.3,2.21,16.66,-342.47,12.31,186.8
134.35,2.21,17.13,-345.96,12.34,186.81
134.4,2.21,17.36,-349.44,12.48,186.76
134.45,2.21,17.5,-352.23,12.73,186.7
134.5,2.22,17.57,-353.82,13.19,186.68
134.55,2.22,17.81,-354.28,13.87,186.49
134.6,2.22,18.08,-353.78,14.84,186.13
134.65,2.23,18.78,-352.62,16.05,185.58
134.7,2.24,18.57,-350.99,17.27,185.09
134.75,2.25,17.87,-349.08,18.3,184.66
134.8,2.26,16.69,-347.03,18.84,184.38
134.85,2.27,15.51,-345.14,18.83,184.15
134.9,2.26,14.24,-343.7,18.35,183.87
134.95,2.25,12.95,-342.79,17.54,183.46
135,2.24,11.84,-341.92,16.71,182.84
135.05,2.24,10.96,-340.61,15.94,182.05
135.1,2.24,10.16,-338.52,15.42,180.88
135.15,2.24,9.02,-336.19,15.15,179.65
135.2,2.24,8.04,-334.21,15.12,178.5
135.25,2.24,7.21,-333.34,15.23,177.8
135.3,2.24,7.05,-333.69,15.41,177.57
135.35,2.24,6.85,-335.28,15.61,177.82
135.4,2.25,6.58,-337.66,15.82,178.67
135.45,2.25,6.29,-340.33,16.1,179.74
135.5,2.25,6.77,-342.57,16.52,180.65
135.55,2.25,7.61,-343.84,17.08,181.13
135.6,2.25,8.88,-343.85,17.66,181.32
135.65,2.26,9.7,-342.99,18.15,181.37
135.7,2.26,10.52,-341.88,18.65,181.15
135.75,2.26,10.64,-341.25,19.43,180.59
135.8,2.26,10.63,-341.09,20.53,179.63
135.85,2.26,10.26,-340.95,21.78,178.62
135.9,2.25,10.58,-339.98,22.63,177.69
135.95,2.25,10.97,-337.72,22.96,177.03
136,2.25,11.51,-334.19,22.7,176.58
136.05,2.26,11.1,-330.44,22.05,176.45
136.1,2.26,10.52,-327.55,21.16,176.78
136.15,2.27,9.72,-326.43,19.99,177.48
136.2,2.27,9.65,-326.72,18.75,178.14
136.25,2.26,9.87,-327.69,17.42,178.05
136.3,2.24,10.31,-328.49,16.21,177.05
136.35,2.23,10.84,-329.12,15.13,175.41
136.4,2.23,11.23,-330.11,14.24,173.91
136.45,2.23,11.61,-332.09,13.51,172.88
136.5,2.23,11.57,-335.35,12.93,172.47
136.55,2.22,11.44,-339.3,12.54,172.58
136.6,2.22,11.2,-343.22,12.32,173.23
136.65,2.21,11.13,-346.04,12.3,174.58
136.7,2.21,11.07,-347.4,12.48,176.27
136.75,2.21,11.04,-347.19,12.84,177.89
136.8,2.22,11.02,-346.06,13.44,178.82
136.85,2.22,11.41,-344.58,14.15,178.8
136.9,2.22,11.89,-343.25,14.99,177.96
136.95,2.21,12.86,-342.26,15.82,176.59
137,2.21,13.95,-341.66,16.7,175.3
137.05,2.21,15.56,-341.49,17.51,174.42
137.1,2.21,16.9,-341.72,18.27,174.12
137.15,2.22,18.09,-342.2,18.89,174.28
137.2,2.22,19.2,-342.68,19.44,174.74
137.25,2.22,20.26,-342.89,19.95,175.44
137.3,2.22,20.89,-342.63,20.6,176.16
137.35,2.21,20.83,-341.86,21.46,176.85
137.4,2.21,19.94,-340.34,22.49,177.31
137.45,2.21,18.96,-337.93,23.54,177.63
137.5,2.21,17.38,-334.65,24.33,177.82
137.55,2.21,15.87,-330.99,24.78,177.97
137.6,2.21,14.25,-327.55,24.93,178.09
137.65,2.21,13.22,-324.72,25.03,178.27
137.7,2.21,12.3,-323,25.26,178.6
137.75,2.21,11.5,-322.84,25.67,179.06
137.8,2.21,10.36,-324.83,26.09,179.52
137.85,2.21,9.77,-328.92,26.35,179.89
137.9,2.22,9.23,-334.64,26.32,180.18
137.95,2.23,9.2,-341.09,26.13,180.49
138,2.24,9.09,-347.28,25.92,181.06
138.05,2.25,9.06,-352.16,25.89,181.72
138.1,2.25,9.03,-355.14,26.31,182.28
138.15,2.25,9.22,-355.88,27.3,182.52
138.2,2.26,9.05,-354.74,29,182.59
138.25,2.27,8.85,-352.14,30.84,182.61
138.3,2.28,8.58,-348.91,32.21,182.68
138.35,2.27,9.09,-345.87,32.48,182.78
138.4,2.26,9.73,-343.84,31.53,182.95
138.45,2.25,10.36,-343.43,29.8,183.14
138.5,2.24,10.82,-344.72,27.42,183.38
138.55,2.23,11.44,-347.37,25.02,183.74
138.6,2.21,12.05,-350.63,22.8,184.39
138.65,2.2,12.5,-353.78,21.14,185.26
138.7,2.18,12.91,-356.36,20.08,186.23
138.75,2.15,13.28,-358.23,19.57,187
138.8,2.13,13.64,-359.54,19.49,187.57
138.85,2.12,13.58,-360.56,19.6,187.96
138.9,2.12,13.44,-361.52,19.63,188.47
138.95,2.12,13.01,-362.35,19.47,189
139,2.13,12.29,-362.87,19.17,189.57
139.05,2.14,10.86,-362.78,18.83,190.32
139.1,2.14,9.43,-362.03,18.59,191.65
139.15,2.15,8.46,-360.67,18.46,193.36
139.2,2.15,8.18,-359.13,18.45,194.63
139.25,2.15,8.13,-357.8,18.54,195.05
139.3,2.16,7.86,-357.07,18.77,195.16
139.35,2.16,7.4,-356.99,19.25,196.12
139.4,2.16,6.85,-357.44,20.09,197.57
139.45,2.16,6.65,-358.15,21.05,198.1
139.5,2.16,6.7,-358.83,21.91,197.03
139.55,2.16,6.87,-359.16,22.42,195.45
139.6,2.16,7.31,-358.97,22.6,194.79
139.65,2.16,7.84,-358.37,22.5,195.14
139.7,2.16,8.83,-357.81,22.19,195.3
139.75,2.15,9.33,-357.81,21.67,194.65
139.8,2.16,10.63,-358.64,21.09,193.09
139.85,2.16,11.59,-360.01,20.63,191.4
139.9,2.17,12.85,-361.14,20.48,190.22
139.95,2.18,13.69,-361.36,20.57,189.82
140,2.19,14.51,-360.29,20.68,189.99
140.05,2.2,15.24,-358.39,20.59,190.3
140.1,2.21,15.55,-356.25,20.27,190.62
140.15,2.22,15.76,-354.66,19.65,190.7
140.2,2.23,15.46,-353.69,18.89,190.16
140.25,2.23,15.04,-353.16,18.11,188.83
140.3,2.23,14.5,-352.47,17.56,187.21
140.35,2.23,14.31,-351.44,17.24,185.82
140.4,2.23,13.56,-350.03,17.07,184.91
140.45,2.23,12.77,-348.5,16.9,184.27
140.5,2.23,11.87,-347.01,16.68,183.96
140.55,2.24,11.13,-345.86,16.53,183.95
140.6,2.24,10.4,-345.39,16.65,184.02
140.65,2.25,9.71,-345.92,17.11,183.98
140.7,2.26,9.62,-347.53,17.9,183.72
140.75,2.27,10.27,-349.96,18.8,183.4
140.8,2.27,11.18,-352.78,19.78,183.19
140.85,2.28,12.09,-355.35,20.67,183
140.9,2.28,12.85,-356.98,21.48,182.83
140.95,2.28,13.59,-357.19,22.09,182.67
141,2.28,14.49,-356.03,22.57,182.56
141.05,2.28,15.02,-354.18,22.94,182.5
141.1,2.28,15.9,-352.4,23.24,182.47
141.15,2.28,16.58,-351.44,23.43,182.45
141.2,2.27,17.7,-351.47,23.54,182.4
141.25,2.27,18.46,-352.4,23.57,182.34
141.3,2.26,19.23,-353.57,23.48,182.23
141.35,2.26,19.14,-353.39,23.26,182.15
141.4,2.26,18.67,-351.03,22.93,182.06
141.45,2.26,17.36,-345.94,22.53,182.08
141.5,2.27,16.21,-340.74,22.11,182.15
141.55,2.27,15.11,-336.75,21.67,182.35
141.6,2.26,14.46,-335.91,21.26,182.53
141.65,2.26,13.92,-337.01,20.85,182.74
141.7,2.25,13.48,-339.79,20.4,182.87
141.75,2.24,13.08,-342.98,19.94,182.98
141.8,2.24,12.71,-346.14,19.51,183.02
141.85,2.24,12.36,-348.6,19.15,183.19
141.9,2.24,12.21,-350.07,18.74,183.45
141.95,2.23,12.11,-350.6,18.22,183.89
142,2.22,12.07,-350.25,17.62,184.26
142.05,2.23,12.44,-349.03,17.23,184.6
142.1,2.22,12.7,-346.94,17.23,184.78
142.15,2.22,13.03,-344.06,17.68,184.93
142.2,2.22,13.35,-341.19,18.38,185.17
142.25,2.22,13.88,-339.19,19.15,185.65
142.3,2.23,14.04,-338.81,19.88,186.38
142.35,2.23,13.78,-339.74,20.56,186.97
142.4,2.23,12.97,-341.33,21.03,187.15
142.45,2.23,12.55,-342.73,21.08,186.86
142.5,2.23,12.1,-343.73,20.69,186.44
142.55,2.23,12.13,-344.38,20.07,186.29
142.6,2.22,11.65,-344.95,19.61,186.53
142.65,2.22,11.56,-345.58,19.41,187
142.7,2.21,11.44,-346.44,19.45,187.45
142.75,2.21,11.4,-347.64,19.54,187.81
142.8,2.21,11.17,-349.32,19.61,188.06
142.85,2.21,10.91,-351.29,19.69,188.32
142.9,2.2,11.22,-353.35,19.81,188.68
142.95,2.2,11.63,-355.23,19.97,189.3
143,2.19,12.17,-356.98,20.16,189.89
143.05,2.2,12.56,-358.44,20.43,190.31
143.1,2.2,12.75,-359.48,20.86,190.42
143.15,2.21,13.06,-359.6,21.57,190.36
143.2,2.21,13.36,-358.69,22.8,190.05
143.25,2.23,13.48,-356.82,24.36,189.58
143.3,2.24,13.47,-354.67,25.82,189
143.35,2.25,13.49,-353.15,26.6,188.44
143.4,2.24,13.29,-353.15,26.53,187.85
143.45,2.24,12.96,-354.98,25.76,187.56
143.5,2.23,12.45,-358.41,24.6,187.82
143.55,2.23,12.68,-362.48,23.33,189.06
143.6,2.22,13.03,-366.33,22.17,190.3
143.65,2.21,13.54,-369.06,21.18,190.61
143.7,2.21,13.91,-370.58,20.49,189.9
143.75,2.2,14.29,-371.16,20.11,189.02
143.8,2.18,14.64,-371.69,20.01,188.62
143.85,2.16,14.79,-372.82,20.03,188.54
143.9,2.15,14.49,-374.72,19.99,188.71
143.95,2.14,14.05,-377.01,19.73,189.21
144,2.14,13.51,-378.93,19.24,190.23
144.05,2.16,13.51,-380.08,18.61,192.23
144.1,2.17,13.6,-380.24,17.96,196.03
144.15,2.18,13.82,-379.66,17.35,200.65
144.2,2.19,13.69,-378.49,16.78,203.8
144.25,2.2,13.5,-377.08,16.26,203.67
144.3,2.21,12.84,-375.69,15.82,200.32
144.35,2.22,12.67,-374.53,15.5,195.85
144.4,2.23,12.5,-373.43,15.36,191.75
144.45,2.24,12.83,-372.03,15.42,188.8
144.5,2.24,13.07,-370.11,15.61,186.59
144.55,2.24,13.58,-367.99,15.83,184.4
144.6,2.24,14.13,-366.53,15.95,182.5
144.65,2.24,14.34,-366.54,15.89,180.79
144.7,2.23,13.89,-368.19,15.71,179.32
144.75,2.24,13.45,-370.95,15.47,177.8
144.8,2.24,13.07,-373.88,15.25,176.49
144.85,2.24,13.5,-376.27,15.04,175.61
144.9,2.24,13.31,-377.63,14.82,175.17
144.95,2.24,13.16,-377.88,14.67,175.13
145,2.24,12.5,-377.03,14.69,175.39
145.05,2.24,12.13,-375.17,14.95,175.65
145.1,2.24,11.73,-372.33,15.38,175.71
145.15,2.24,11.17,-368.66,15.8,175.51
145.2,2.24,10.78,-364.87,16.05,175.26
145.25,2.23,10.39,-362.08,16.08,175.13
145.3,2.23,10.23,-361.27,15.92,175.05
145.35,2.22,10.13,-362.72,15.7,174.92
145.4,2.22,10.07,-365.66,15.6,174.66
145.45,2.22,9.64,-369.22,15.79,174.31
145.5,2.22,9.14,-372.43,16.27,174.06
145.55,2.22,8.56,-375.11,16.83,174.11
145.6,2.22,8.34,-377.23,17.32,174.56
145.65,2.21,8.78,-379.15,17.68,175.2
145.7,2.22,9.22,-381.08,17.97,175.63
145.75,2.22,9.8,-383.12,18.21,175.4
145.8,2.23,10.01,-385.1,18.36,174.69
145.85,2.23,10.16,-386.68,18.36,173.88
145.9,2.22,10.03,-387.67,18.23,173.76
145.95,2.21,9.64,-387.97,17.99,174.41
146,2.2,9.33,-387.73,17.82,175.41
146.05,2.2,9.2,-387.02,17.79,176.27
146.1,2.21,9.11,-385.97,18.02,176.77
146.15,2.22,8.66,-384.69,18.45,177.18
146.2,2.22,7.75,-383.47,18.87,177.54
146.25,2.23,6.68,-382.58,19.14,177.83
146.3,2.23,6.69,-382.04,19.26,177.91
146.35,2.23,7.07,-381.6,19.36,177.72
146.4,2.24,8.35,-380.88,19.47,177.17
146.45,2.24,9.09,-379.88,19.6,176.48
146.5,2.24,10.09,-378.93,19.76,176.01
146.55,2.25,10.64,-378.51,19.99,175.96
146.6,2.26,11.14,-378.64,20.11,176.12
146.65,2.27,11.76,-378.92,19.97,176.05
146.7,2.27,12.38,-378.55,19.51,175.72
146.75,2.28,13.03,-376.88,18.89,175.24
146.8,2.28,13.48,-373.67,18.29,174.72
146.85,2.28,13.1,-369.31,17.84,174.26
146.9,2.28,12.52,-364.81,17.5,174.33
146.95,2.28,11.72,-361.04,17.26,175.09
147,2.27,11.05,-358.88,17.06,176.32
147.05,2.27,10.15,-358.4,16.96,177.16
147.1,2.26,9.24,-359.42,16.9,177.27
147.15,2.25,8.48,-361.04,16.95,176.52
147.2,2.24,7.74,-362.69,17.15,175.2
147.25,2.23,7.05,-364.02,17.53,173.98
147.3,2.23,6.76,-365.24,18.13,173.48
147.35,2.22,6.76,-366.77,18.87,173.71
147.4,2.22,6.9,-368.88,19.86,173.97
147.45,2.22,6.93,-371.66,21.16,173.58
147.5,2.22,6.97,-374.85,22.77,172.08
147.55,2.23,7.38,-378.28,24.39,169.66
147.6,2.24,7.87,-381.43,25.66,166.44
147.65,2.25,8.45,-383.97,26.6,163.45
147.7,2.25,8.86,-385.35,27.42,161.18
147.75,2.26,9.26,-385.41,28.6,160.26
147.8,2.26,9.63,-384.21,30.02,160.6
147.85,2.27,9.58,-382.32,31.58,162.49
147.9,2.27,9.44,-380.4,32.83,165.15
147.95,2.28,9.4,-378.97,33.65,167.84
148,2.28,9.77,-378.04,33.95,169.75
148.05,2.29,10.23,-377.26,33.88,171.29
148.1,2.3,10.6,-376.3,33.85,172.42
148.15,2.3,10.37,-374.95,33.92,173.09
148.2,2.3,10.39,-373.48,33.91,173.23
148.25,2.3,10.35,-372.21,33.31,173.08
148.3,2.3,10.95,-371.52,31.93,172.86
148.35,2.3,11.66,-371.6,30.04,172.65
148.4,2.3,12.52,-372.54,27.99,172.65
148.45,2.3,13.64,-374.32,26.26,172.92
148.5,2.3,14.23,-376.79,24.94,173.42
148.55,2.29,14.77,-379.69,24.11,173.89
148.6,2.27,14.4,-382.49,23.66,174.26
148.65,2.26,14.24,-384.45,23.53,174.38
148.7,2.25,13.93,-384.89,23.5,174.48
148.75,2.25,14.23,-383.4,23.4,174.61
148.8,2.25,14.43,-380.33,23.13,174.83
148.85,2.24,14.73,-376.43,22.83,175.04
148.9,2.23,14.63,-372.85,22.58,175.03
148.95,2.22,14.27,-370.4,22.44,174.85
149,2.21,13.78,-369.33,22.41,174.55
149.05,2.2,13.41,-369.4,22.46,174.36
149.1,2.19,13.64,-370.19,22.52,174.31
149.15,2.18,14.01,-371.43,22.53,174.31
149.2,2.18,14.53,-372.93,22.48,174.21
149.25,2.19,14.51,-374.54,22.32,173.97
149.3,2.19,14.21,-376.11,22.08,173.81
149.35,2.18,13.74,-377.41,21.7,173.69
149.4,2.18,12.99,-378.4,21.24,173.54
149.45,2.18,12.55,-379.21,20.79,173.18
149.5,2.18,12.11,-380.23,20.43,172.81
149.55,2.18,12.13,-381.63,20.24,172.7
149.6,2.18,11.85,-383.28,20.18,172.79
149.65,2.18,11.2,-384.75,20.22,172.34
149.7,2.18,10.41,-385.77,20.3,171.07
149.75,2.19,10.12,-386.2,20.4,169.39
149.8,2.19,10.51,-386.21,20.52,168.18
149.85,2.19,11.73,-385.88,20.74,167.51
149.9,2.19,12.85,-385.4,21.15,167.05
149.95,2.19,14.51,-384.79,21.84,166.51
150,2.19,15.67,-384.33,22.86,165.87
150.05,2.2,16.84,-384.11,23.92,165.23
150.1,2.21,17.3,-384.17,24.76,164.49
150.15,2.22,17.23,-384.05,25.14,163.86
150.2,2.24,16.91,-383.45,25.06,163.32
150.25,2.25,16.83,-382.26,24.65,163.04
150.3,2.26,16.95,-381.17,23.93,162.87
150.35,2.27,17.16,-380.64,23.09,162.78
150.4,2.28,16.82,-381.14,22.15,162.96
150.45,2.28,16,-382.38,21.39,163.24
150.5,2.29,14.56,-384.11,20.92,163.37
150.55,2.3,13.11,-385.84,20.85,162.83
150.6,2.32,11.94,-387.28,21.11,162
150.65,2.34,10.81,-388.07,21.57,161.06
150.7,2.35,9.75,-387.97,22.1,160.44
150.75,2.34,9.11,-387,22.63,159.86
150.8,2.33,8.77,-385.42,23.04,159.44
150.85,2.32,8.78,-383.88,23.26,159.06
150.9,2.31,8.71,-382.98,23.28,158.73
150.95,2.31,9.1,-382.98,23.09,158.19
151,2.3,9.56,-383.64,22.77,157.48
151.05,2.28,10.13,-384.57,22.29,156.65
151.1,2.26,10.94,-385.54,21.82,156.21
151.15,2.24,11.61,-386.46,21.37,156.36
151.2,2.21,12.31,-387.2,21.03,156.96
151.25,2.2,12.99,-387.54,20.79,157.65
151.3,2.2,13.86,-387.36,20.71,158.08
151.35,2.2,14.77,-387.07,20.74,158.3
151.4,2.2,14.93,-387.24,20.96,158.3
151.45,2.2,14.94,-388.37,21.43,158.26
151.5,2.2,14.57,-390.09,22.28,158.52
151.55,2.2,14.5,-391.84,23.39,159.23
151.6,2.21,13.82,-392.77,24.35,160.35
151.65,2.22,12.66,-392.81,24.87,161.83
151.7,2.24,11.3,-392.18,24.9,163.99
151.75,2.26,10.39,-391.77,24.67,166.63
151.8,2.27,9.74,-392.37,24.36,169.01
151.85,2.27,9.03,-394.38,24.01,169.84
151.9,2.27,8.15,-397.6,23.65,167.59
151.95,2.28,7.84,-401.39,23.23,163.13
152,2.27,7.6,-405.14,22.81,157.93
152.05,2.27,7.49,-408.13,22.33,154.36
152.1,2.27,7.82,-409.83,21.88,152.2
152.15,2.27,8.66,-410,21.59,150.97
152.2,2.26,9.7,-408.84,21.65,149.93
152.25,2.26,10.27,-406.88,22.09,148.77
152.3,2.25,10.79,-404.5,22.77,147.4
152.35,2.25,11.81,-401.78,23.43,145.87
152.4,2.25,12.92,-398.43,23.91,144.76
152.45,2.25,14.15,-394.22,24.08,144.36
152.5,2.25,15.01,-389.22,23.94,144.64
152.55,2.26,15.83,-384,23.48,145.19
152.6,2.27,15.97,-379.26,22.78,145.71
152.65,2.28,14.96,-375.74,21.95,146.28
152.7,2.29,13.59,-373.83,21.27,146.99
152.75,2.3,12.71,-373.58,20.89,147.73
152.8,2.31,13.06,-374.74,20.88,148.51
152.85,2.31,13.55,-376.85,21.03,149.26
152.9,2.32,13.92,-379.51,21.18,149.96
152.95,2.32,13.7,-382.16,21.28,150.43
153,2.32,13.52,-384.45,21.36,150.49
153.05,2.31,13.24,-386.04,21.45,150.15
153.1,2.3,13.15,-387.03,21.62,149.47
153.15,2.29,13.28,-387.62,21.88,148.78
153.2,2.28,13.89,-388.16,22.38,148.24
153.25,2.26,14.63,-389.07,23.2,147.95
153.3,2.25,14.7,-390.68,24.37,147.83
153.35,2.26,13.87,-393.13,25.67,147.74
153.4,2.26,12.71,-396.05,26.66,147.66
153.45,2.27,11.92,-398.83,27.01,147.45
153.5,2.27,11.53,-400.73,26.79,147.21
153.55,2.28,11.29,-401.19,26.29,146.9
153.6,2.29,11.16,-399.99,25.77,146.7
153.65,2.3,10.89,-397.31,25.24,146.33
153.7,2.31,11.01,-393.66,24.77,145.59
153.75,2.32,11.18,-389.73,24.55,144.53
153.8,2.33,11.64,-386.17,24.76,143.42
153.85,2.33,12.16,-383.57,25.41,142.49
153.9,2.34,13.16,-382.07,26.29,141.64
153.95,2.33,14.27,-381.68,27.03,140.84
154,2.34,15.09,-382.25,27.49,140.16
154.05,2.35,15.47,-383.69,27.63,139.64
154.1,2.35,15.71,-385.77,27.64,139.22
154.15,2.36,15.84,-388.08,27.63,138.9
154.2,2.36,16.31,-390.21,27.48,138.62
154.25,2.36,16.83,-391.75,27.01,138.45
154.3,2.37,17.43,-392.53,26.1,138.32
154.35,2.37,17.65,-392.53,25.12,138.17
154.4,2.38,17.62,-392.11,24.39,137.85
154.45,2.38,17.45,-391.92,24.17,137.09
154.5,2.38,17.21,-392.49,23.98,135.99
154.55,2.37,17.13,-394.03,23.42,134.95
154.6,2.36,17.07,-396.13,22.43,134.65
154.65,2.35,17.04,-398.19,21.4,135
154.7,2.35,16.82,-399.54,20.74,135.68
154.75,2.35,16.57,-399.89,20.46,136.24
154.8,2.35,16.08,-399.36,20.5,136.71
154.85,2.35,15.13,-398.34,20.81,137.05
154.9,2.34,14.04,-397.2,21.42,137.3
154.95,2.34,12.83,-395.93,22.3,137.55
155,2.34,12.38,-394.3,23.35,137.92
155.05,2.35,12.04,-392.14,24.32,138.22
155.1,2.35,12.08,-389.71,25.15,138.27
155.15,2.37,12.23,-387.68,25.69,138.03
155.2,2.37,12.66,-386.71,25.93,137.77
155.25,2.38,13.18,-387.05,25.99,137.57
155.3,2.38,13.57,-388.47,26.1,137.48
155.35,2.37,13.95,-390.59,26.38,137.47
155.4,2.36,14.5,-393.18,26.9,137.63
155.45,2.36,15.09,-396.05,27.53,137.97
155.5,2.36,15.72,-398.86,28.22,138.47
155.55,2.36,15.96,-401.02,28.59,138.86
155.6,2.36,16.14,-401.75,28.35,139.13
155.65,2.36,16.02,-400.48,27.28,139.21
155.7,2.36,15.63,-397.14,25.78,139.33
155.75,2.36,15.13,-392.59,24.11,139.41
155.8,2.35,14.15,-388.15,22.67,139.5
155.85,2.35,13.46,-385.2,21.37,139.53
155.9,2.35,12.72,-384.45,20.32,139.6
155.95,2.35,12.04,-385.74,19.41,139.71
156,2.35,11.75,-388.14,18.62,139.92
156.05,2.35,11.36,-390.24,18.01,140.16
156.1,2.34,11.42,-391.18,17.64,140.34
156.15,2.33,11.36,-390.79,17.63,140.29
156.2,2.33,11.36,-389.81,18.11,140.01
156.25,2.32,11.34,-388.91,18.94,139.63
156.3,2.32,11.14,-388.53,19.96,139.32
156.35,2.32,11.5,-388.35,20.64,139.05
156.4,2.32,11.93,-387.86,20.86,138.72
156.45,2.33,12.49,-386.54,20.49,138.28
156.5,2.34,13.08,-384.58,19.94,137.91
156.55,2.35,13.51,-382.51,19.53,137.65
156.6,2.36,13.92,-381.17,19.66,137.57
156.65,2.37,14.09,-380.96,20.52,137.6
156.7,2.38,14.6,-382.06,21.82,137.72
156.75,2.39,15.34,-384.29,23.16,137.84
156.8,2.4,15.99,-387.27,23.78,137.97
156.85,2.4,16.47,-390.48,23.61,138.16
156.9,2.4,16.29,-393.26,22.75,138.4
156.95,2.4,15.95,-395.18,21.9,138.62
157,2.4,15.65,-396.05,21.54,138.76
157.05,2.4,15.12,-396.12,21.81,138.83
157.1,2.39,14.55,-395.72,22.44,138.87
157.15,2.39,13.74,-395.11,23.18,138.89
157.2,2.39,13.46,-394.18,24.01,138.9
157.25,2.4,12.84,-392.71,24.96,138.91
157.3,2.4,12.26,-390.52,25.86,138.92
157.35,2.4,11.42,-387.75,26.43,138.92
157.4,2.4,10.94,-384.75,26.39,138.92
157.45,2.39,10.87,-382.11,25.72,138.92
157.5,2.39,11.16,-380.44,24.67,138.92
157.55,2.38,11.21,-380.07,23.49,138.92
157.6,2.37,10.87,-380.77,22.53,138.92
157.65,2.36,10.42,-381.75,21.87,139.01
157.7,2.35,10.06,-382.21,21.67,139.16
157.75,2.34,9.5,-381.85,22.09,139.38
157.8,2.33,9.11,-380.8,23.27,139.63
157.85,2.32,8.92,-379.37,25.02,140.04
157.9,2.32,8.81,-377.49,26.79,140.62
157.95,2.32,8.75,-375.23,28.21,141.21
158,2.32,8.71,-372.68,29.49,141.67
158.05,2.32,9.09,-370.51,31.01,141.88
158.1,2.33,9.36,-369.24,32.65,141.97
158.15,2.33,9.69,-369.13,33.92,142.2
158.2,2.34,9.81,-369.74,34.34,142.85
158.25,2.34,10.3,-370.1,33.93,143.91
158.3,2.35,11.22,-369.39,33.06,145.01
158.35,2.35,12.3,-367.37,31.93,145.71
158.4,2.36,12.91,-364.92,30.85,145.76
158.45,2.36,13.44,-363.21,29.66,145.19
158.5,2.36,13.67,-363.08,28.44,144.47
158.55,2.36,14.02,-364.47,27.1,143.77
158.6,2.36,13.34,-366.59,25.85,143.13
158.65,2.37,12.87,-368.6,24.85,142.42
158.7,2.37,12.24,-369.63,24.27,141.92
158.75,2.37,12.42,-369.34,24.04,141.95
158.8,2.37,12.33,-367.38,24.09,142.65
158.85,2.38,12.35,-363.87,24.38,143.6
158.9,2.38,11.94,-359.32,24.93,144.29
158.95,2.38,11.46,-354.87,25.7,144.3
159,2.38,10.88,-352.06,26.52,143.95
159.05,2.38,10.27,-351.81,27.14,143.71
159.1,2.39,10.03,-354.1,27.42,143.81
159.15,2.39,10.06,-358,27.49,144.36
159.2,2.39,10.42,-362.46,27.69,145.16
159.25,2.38,11.1,-366.82,28.22,145.96
159.3,2.37,11.9,-370.74,29.14,146.46
159.35,2.37,12.8,-374.22,30.36,146.72
