date,Den,Res,Ng,Cal,SP
1997/3/25 9:00,2.31,12.65,12.23,163.56,-144.59
1997/3/25 10:00,2.32,12.53,12.59,163.34,-144.28
1997/3/25 11:00,2.33,12.41,12.76,162.89,-143.71
1997/3/25 12:00,2.32,12.37,12.87,162,-142.95
1997/3/25 13:00,2.32,12.45,12.73,161.56,-142.15
1997/3/25 14:00,2.31,12.63,12.12,161.56,-141.44
1997/3/25 15:00,2.3,12.9,11.37,162,-140.86
1997/3/25 16:00,2.3,13.18,10.7,163.11,-140.36
1997/3/25 17:00,2.29,13.49,10.41,164,-139.87
1997/3/25 18:00,2.27,13.81,10.22,164.67,-139.36
1997/3/25 19:00,2.26,14.21,9.73,164.67,-138.88
1997/3/25 20:00,2.25,14.65,8.99,164.45,-138.59
1997/3/25 21:00,2.25,15.14,8.14,164.67,-138.56
1997/3/25 22:00,2.24,15.46,7.63,165.11,-138.77
1997/3/25 23:00,2.24,15.5,7.15,165.11,-139.06
1997/3/26 0:00,2.24,15.17,6.76,165.11,-139.26
1997/3/26 1:00,2.24,14.66,6.38,164.89,-139.32
1997/3/26 2:00,2.24,14.22,6.43,164.45,-139.28
1997/3/26 3:00,2.24,13.99,6.56,164,-139.37
1997/3/26 4:00,2.23,14.06,6.8,164,-139.72
1997/3/26 5:00,2.24,14.35,7.07,164.22,-140.42
1997/3/26 6:00,2.25,14.81,7.37,164.67,-141.35
1997/3/26 7:00,2.25,15.23,7.89,164.89,-142.38
1997/3/26 8:00,2.25,15.47,8.25,165.33,-143.39
1997/3/26 9:00,2.25,15.45,8.63,165.78,-144.37
1997/3/26 10:00,2.25,15.22,8.78,166,-145.27
1997/3/26 11:00,2.25,14.89,9.08,166.22,-146.1
1997/3/26 12:00,2.25,14.5,9.37,165.56,-146.87
1997/3/26 13:00,2.25,14.15,9.69,164.22,-147.59
1997/3/26 14:00,2.26,13.8,9.81,163.56,-148.27
1997/3/26 15:00,2.27,13.47,10.1,162.89,-148.83
1997/3/26 16:00,2.27,13.15,10.38,162.89,-149.25
1997/3/26 17:00,2.27,12.87,10.7,163.78,-149.53
1997/3/26 18:00,2.27,12.64,10.82,164.89,-149.77
1997/3/26 19:00,2.28,12.46,10.9,166,-149.98
1997/3/26 20:00,2.29,12.34,10.74,166.22,-150.14
1997/3/26 21:00,2.29,12.3,10.33,166.44,-150.15
1997/3/26 22:00,2.3,12.3,9.82,166.22,-149.88
1997/3/26 23:00,2.31,12.36,9.23,166.22,-149.29
1997/3/27 0:00,2.31,12.44,9.01,166.22,-148.46
1997/3/27 1:00,2.32,12.58,8.85,166,-147.5
1997/3/27 2:00,2.33,12.76,8.77,166,-146.55
1997/3/27 3:00,2.34,13.05,8.12,166,-145.72
1997/3/27 4:00,2.37,13.39,7.38,166,-145.06
1997/3/27 5:00,2.39,13.81,6.5,166,-144.64
1997/3/27 6:00,2.41,14.23,5.98,165.78,-144.45
1997/3/27 7:00,2.42,14.69,5.5,165.33,-144.47
1997/3/27 8:00,2.43,15.16,5.09,164,-144.62
1997/3/27 9:00,2.45,15.71,4.92,163.11,-144.75
1997/3/27 10:00,2.47,16.31,4.8,164.45,-144.66
1997/3/27 11:00,2.49,16.99,5.14,166.67,-144.28
1997/3/27 12:00,2.48,17.66,4.99,168,-143.69
1997/3/27 13:00,2.48,18.34,4.83,166.89,-143.16
1997/3/27 14:00,2.47,19.12,4.36,164.22,-142.92
1997/3/27 15:00,2.48,20.31,4.24,163.11,-143.09
1997/3/27 16:00,2.47,22.11,4.12,162.45,-143.64
1997/3/27 17:00,2.47,24.85,3.87,161.78,-144.46
1997/3/27 18:00,2.45,27.79,3.6,160.01,-145.44
1997/3/27 19:00,2.44,30.39,3.49,158.67,-146.41
1997/3/27 20:00,2.42,32.24,3.62,158.23,-147.24
1997/3/27 21:00,2.42,34.09,3.62,158.23,-147.82
1997/3/27 22:00,2.42,36.58,3.45,158.01,-148.16
1997/3/27 23:00,2.42,38.93,3.21,157.79,-148.35
1997/3/28 0:00,2.42,39.95,3.33,157.12,-148.47
1997/3/28 1:00,2.41,38.7,3.91,156.45,-148.58
1997/3/28 2:00,2.4,35.7,4.65,156.23,-148.62
1997/3/28 3:00,2.39,31.55,5.91,156.01,-148.54
1997/3/28 4:00,2.37,27.36,7.31,155.79,-148.29
1997/3/28 5:00,2.36,23.71,8.85,155.79,-147.94
1997/3/28 6:00,2.35,21.41,10.23,155.57,-147.51
1997/3/28 7:00,2.34,20.2,11.22,155.12,-147.01
1997/3/28 8:00,2.34,19.77,12.09,154.9,-146.47
1997/3/28 9:00,2.33,19.61,12.86,154.68,-145.95
1997/3/28 10:00,2.32,19.43,13.59,154.9,-145.53
1997/3/28 11:00,2.32,19.22,14.29,156.01,-145.29
1997/3/28 12:00,2.32,18.91,14.58,156.9,-145.3
1997/3/28 13:00,2.32,18.46,14.57,158.23,-145.58
1997/3/28 14:00,2.33,17.85,14.03,158.9,-146.02
1997/3/28 15:00,2.34,17.02,13.32,159.56,-146.5
1997/3/28 16:00,2.35,16.07,12.47,160.23,-146.79
1997/3/28 17:00,2.35,15.05,11.56,160.89,-146.83
1997/3/28 18:00,2.34,14.18,10.61,161.78,-146.58
1997/3/28 19:00,2.34,13.51,9.63,162.45,-146.14
1997/3/28 20:00,2.34,13.12,9.25,161.78,-145.52
1997/3/28 21:00,2.34,12.91,8.98,160.67,-144.78
1997/3/28 22:00,2.34,12.75,8.85,160.01,-143.95
1997/3/28 23:00,2.34,12.55,8.56,159.78,-143.23
1997/3/29 0:00,2.34,12.31,8.48,159.12,-142.77
1997/3/29 1:00,2.34,12.1,8.61,159.12,-142.75
1997/3/29 2:00,2.33,11.97,8.62,159.34,-143.12
1997/3/29 3:00,2.33,11.91,8.45,160.45,-143.76
1997/3/29 4:00,2.34,11.9,8.21,161.56,-144.44
1997/3/29 5:00,2.34,11.96,8.13,162.67,-145.04
1997/3/29 6:00,2.35,12.11,8.27,162.89,-145.5
1997/3/29 7:00,2.35,12.45,8.48,162.45,-145.85
1997/3/29 8:00,2.36,12.98,8.15,161.56,-146.14
1997/3/29 9:00,2.36,13.71,7.73,161.12,-146.46
1997/3/29 10:00,2.36,14.53,7.18,161.78,-146.86
1997/3/29 11:00,2.36,15.33,7.18,162.89,-147.35
1997/3/29 12:00,2.37,16.04,6.67,163.56,-147.87
1997/3/29 13:00,2.37,16.66,6.17,163.78,-148.33
1997/3/29 14:00,2.38,17.26,5.77,163.78,-148.63
1997/3/29 15:00,2.38,17.95,5.99,163.78,-148.74
1997/3/29 16:00,2.38,18.65,6.35,163.78,-148.68
1997/3/29 17:00,2.39,19.3,6.47,163.78,-148.49
1997/3/29 18:00,2.39,19.72,6.36,163.34,-148.04
1997/3/29 19:00,2.39,19.94,6.37,162.67,-147.25
1997/3/29 20:00,2.4,19.96,6.55,162.23,-146.04
1997/3/29 21:00,2.41,19.83,6.58,162,-144.62
1997/3/29 22:00,2.41,19.59,6.23,161.56,-143.26
1997/3/29 23:00,2.41,19.29,5.76,161.12,-142.39
1997/3/30 0:00,2.41,19,5.6,160.45,-142.15
1997/3/30 1:00,2.41,18.71,5.47,160.01,-142.51
1997/3/30 2:00,2.41,18.43,5.41,159.56,-143.25
1997/3/30 3:00,2.41,18.16,4.98,159.12,-144.24
1997/3/30 4:00,2.41,17.97,5.48,158.9,-145.33
1997/3/30 5:00,2.41,17.87,6.29,159.12,-146.47
1997/3/30 6:00,2.41,17.84,7.55,159.34,-147.51
1997/3/30 7:00,2.4,17.93,8.37,159.78,-148.37
1997/3/30 8:00,2.4,18.14,8.99,159.78,-148.99
1997/3/30 9:00,2.4,18.53,9.67,159.78,-149.39
1997/3/30 10:00,2.4,18.97,10.53,159.56,-149.65
1997/3/30 11:00,2.4,19.46,11.44,159.56,-149.79
1997/3/30 12:00,2.39,19.86,12.39,159.56,-149.82
1997/3/30 13:00,2.38,20.18,13.17,159.56,-149.62
1997/3/30 14:00,2.38,20.31,13.91,159.56,-149.19
1997/3/30 15:00,2.38,20.21,14.82,159.56,-148.53
1997/3/30 16:00,2.39,19.91,15.15,159.56,-148.03
1997/3/30 17:00,2.4,19.39,15.39,159.56,-147.91
1997/3/30 18:00,2.42,18.74,14.91,159.78,-148.43
1997/3/30 19:00,2.42,18,14.46,160.67,-149.28
1997/3/30 20:00,2.43,17.37,13.87,161.78,-150.14
1997/3/30 21:00,2.44,16.95,13.87,164.89,-150.53
1997/3/30 22:00,2.45,16.84,14.15,168.89,-150.36
1997/3/30 23:00,2.47,16.95,14.6,172.66,-149.79
1997/3/31 0:00,2.48,17.35,14.55,171.55,-149.26
1997/3/31 1:00,2.49,17.91,14.43,168.22,-149.22
1997/3/31 2:00,2.48,18.75,14,168,-149.85
1997/3/31 3:00,2.48,19.83,13.69,168.66,-151.14
1997/3/31 4:00,2.47,21.44,13.34,170.88,-152.7
1997/3/31 5:00,2.46,23.44,13.2,172.88,-154.09
1997/3/31 6:00,2.45,25.85,13.11,170.66,-154.91
1997/3/31 7:00,2.44,27.99,13.46,165.78,-155.03
1997/3/31 8:00,2.42,29.47,13.71,164.22,-154.58
1997/3/31 9:00,2.41,29.96,14.04,163.34,-153.88
1997/3/31 10:00,2.4,29.66,14.15,163.34,-153.29
1997/3/31 11:00,2.4,29.14,14.44,162.89,-153.07
1997/3/31 12:00,2.4,28.71,14.92,162.45,-153.3
1997/3/31 13:00,2.41,28.56,15.27,161.78,-153.93
1997/3/31 14:00,2.41,28.38,15.64,161.34,-154.76
1997/3/31 15:00,2.41,28.06,15.58,160.67,-155.59
1997/3/31 16:00,2.41,27.45,15.44,160.23,-156.23
1997/3/31 17:00,2.41,26.67,15.21,160.01,-156.64
1997/3/31 18:00,2.41,25.69,14.53,159.78,-156.83
1997/3/31 19:00,2.41,24.77,13.75,159.78,-156.91
1997/3/31 20:00,2.4,23.95,13.26,159.78,-156.92
1997/3/31 21:00,2.4,23.32,12.8,160.01,-156.93
1997/3/31 22:00,2.4,22.74,12.21,160.01,-156.97
1997/3/31 23:00,2.41,22.12,11.2,160.23,-157.07
1997/4/1 0:00,2.41,21.46,10.48,160.45,-157.2
1997/4/1 1:00,2.41,20.81,9.74,160.89,-157.18
1997/4/1 2:00,2.41,20.26,9.04,161.78,-156.74
1997/4/1 3:00,2.41,19.8,8.76,162.67,-155.7
1997/4/1 4:00,2.41,19.43,8.76,161.56,-154.16
1997/4/1 5:00,2.42,19.05,8.9,159.78,-152.48
1997/4/1 6:00,2.42,18.62,9.13,158.9,-151.22
1997/4/1 7:00,2.43,18.13,9.41,159.34,-150.74
1997/4/1 8:00,2.44,17.61,9.11,160.23,-151.13
1997/4/1 9:00,2.44,17.24,8.9,159.78,-152.18
1997/4/1 10:00,2.44,17.11,8.6,156.68,-153.65
1997/4/1 11:00,2.43,17.26,9.3,154.9,-155.28
1997/4/1 12:00,2.43,17.56,9.78,154.01,-156.92
1997/4/1 13:00,2.41,17.89,10.62,154.01,-158.36
1997/4/1 14:00,2.4,18.2,11.08,154.01,-159.37
1997/4/1 15:00,2.4,18.45,11.34,153.79,-159.7
1997/4/1 16:00,2.39,18.62,11.08,153.79,-159.31
1997/4/1 17:00,2.38,18.66,10.69,153.79,-158.39
1997/4/1 18:00,2.37,18.58,10.35,153.57,-157.31
1997/4/1 19:00,2.37,18.34,10.01,153.35,-156.42
1997/4/1 20:00,2.36,18.06,9.67,152.9,-155.82
1997/4/1 21:00,2.36,17.91,9.14,152.68,-155.35
1997/4/1 22:00,2.36,18,8.76,152.46,-154.81
1997/4/1 23:00,2.36,18.3,8.18,152.46,-154.15
1997/4/2 0:00,2.36,18.59,7.79,152.24,-153.49
1997/4/2 1:00,2.36,18.74,7.19,152.24,-153.05
1997/4/2 2:00,2.36,18.75,6.8,152.24,-153
1997/4/2 3:00,2.36,18.81,6.8,152.24,-153.43
1997/4/2 4:00,2.36,19,7.92,152.24,-154.25
1997/4/2 5:00,2.36,19.25,9.34,152.24,-155.36
1997/4/2 6:00,2.37,19.33,11.05,152.24,-156.52
1997/4/2 7:00,2.37,19.18,12.28,152.24,-157.58
1997/4/2 8:00,2.38,18.96,13.67,152.46,-158.52
1997/4/2 9:00,2.38,18.95,14.59,152.46,-159.41
1997/4/2 10:00,2.39,19.25,15.05,152.46,-160.36
1997/4/2 11:00,2.39,19.67,15.33,152.46,-161.37
1997/4/2 12:00,2.39,19.91,15.48,152.46,-162.3
1997/4/2 13:00,2.4,19.81,16.16,152.68,-162.95
1997/4/2 14:00,2.4,19.57,16.73,152.9,-163.17
1997/4/2 15:00,2.4,19.47,17.38,153.12,-162.98
1997/4/2 16:00,2.39,19.82,17.42,153.79,-162.46
1997/4/2 17:00,2.39,20.52,17.16,154.46,-161.76
1997/4/2 18:00,2.38,21.39,16.72,154.68,-161.03
1997/4/2 19:00,2.37,22.16,16.98,154.46,-160.39
1997/4/2 20:00,2.37,22.72,17.34,154.46,-160
1997/4/2 21:00,2.37,23.11,17.66,154.23,-159.9
1997/4/2 22:00,2.36,23.4,17.4,154.46,-160.1
1997/4/2 23:00,2.35,23.63,17.41,154.68,-160.51
1997/4/3 0:00,2.35,23.77,17.36,154.68,-161.01
1997/4/3 1:00,2.34,23.67,17.36,154.68,-161.49
1997/4/3 2:00,2.35,23.28,16.74,154.9,-161.92
1997/4/3 3:00,2.35,22.65,16.02,154.9,-162.31
1997/4/3 4:00,2.35,22,15.15,154.9,-162.63
1997/4/3 5:00,2.35,21.44,14.63,154.9,-162.87
1997/4/3 6:00,2.34,20.96,14.16,154.9,-162.93
1997/4/3 7:00,2.34,20.45,13.76,154.9,-162.79
1997/4/3 8:00,2.33,19.92,13.18,154.9,-162.46
1997/4/3 9:00,2.33,19.44,12.99,154.68,-162.08
1997/4/3 10:00,2.32,19.11,12.83,154.68,-161.88
1997/4/3 11:00,2.33,18.9,12.77,154.9,-162.07
1997/4/3 12:00,2.34,18.72,12.12,155.12,-162.74
1997/4/3 13:00,2.34,18.56,11.78,155.57,-163.69
1997/4/3 14:00,2.35,18.54,11.58,155.79,-164.6
1997/4/3 15:00,2.37,18.7,11.67,155.79,-165.11
1997/4/3 16:00,2.38,19.07,11.25,155.79,-165.07
1997/4/3 17:00,2.38,19.52,10.78,156.01,-164.47
1997/4/3 18:00,2.38,20.15,10.21,156.01,-163.55
1997/4/3 19:00,2.38,20.89,10.2,156.01,-162.53
1997/4/3 20:00,2.39,21.7,10.28,156.01,-161.69
1997/4/3 21:00,2.39,22.36,10.7,156.23,-161.14
1997/4/3 22:00,2.39,22.81,10.8,156.45,-161.04
1997/4/3 23:00,2.39,23.1,10.9,156.23,-161.35
1997/4/4 0:00,2.39,23.35,10.94,156.23,-162.06
1997/4/4 1:00,2.39,23.64,10.77,156.45,-162.87
1997/4/4 2:00,2.39,23.91,10.54,156.45,-163.5
1997/4/4 3:00,2.39,24.02,10.46,156.68,-163.55
1997/4/4 4:00,2.39,23.94,10.8,156.68,-162.93
1997/4/4 5:00,2.4,23.65,11.25,156.9,-161.64
1997/4/4 6:00,2.4,23.28,12.21,156.9,-160.01
1997/4/4 7:00,2.39,22.88,12.89,157.34,-158.33
1997/4/4 8:00,2.39,22.55,14.22,157.34,-156.94
1997/4/4 9:00,2.4,22.33,15.02,157.56,-155.98
1997/4/4 10:00,2.4,22.26,16.25,157.56,-155.48
1997/4/4 11:00,2.41,22.32,17.05,157.56,-155.42
1997/4/4 12:00,2.4,22.46,17.86,157.79,-155.78
1997/4/4 13:00,2.4,22.6,18.38,158.01,-156.63
1997/4/4 14:00,2.39,22.73,18.25,158.23,-157.93
1997/4/4 15:00,2.39,22.9,17.93,158.23,-159.62
1997/4/4 16:00,2.38,23.27,17.24,158.23,-161.47
1997/4/4 17:00,2.37,23.86,16.83,158.23,-163.32
1997/4/4 18:00,2.38,24.57,15.41,158.23,-164.93
1997/4/4 19:00,2.38,25.16,14.25,158.23,-166.16
1997/4/4 20:00,2.38,25.58,12.93,158.01,-166.93
1997/4/4 21:00,2.38,25.77,12.64,157.79,-167.27
1997/4/4 22:00,2.38,25.82,12.11,157.56,-167.34
1997/4/4 23:00,2.38,25.82,11.95,157.34,-167.25
1997/4/5 0:00,2.37,25.89,11.81,156.9,-167.11
1997/4/5 1:00,2.37,26.09,12.35,156.45,-166.92
1997/4/5 2:00,2.37,26.4,13.03,156.01,-166.62
1997/4/5 3:00,2.36,26.62,13.88,155.57,-166.1
1997/4/5 4:00,2.36,26.6,14.58,155.12,-165.31
1997/4/5 5:00,2.36,26.31,15.49,154.9,-164.25
1997/4/5 6:00,2.37,25.88,16.42,154.9,-163.03
1997/4/5 7:00,2.37,25.47,16.98,154.68,-161.81
1997/4/5 8:00,2.37,25.2,16.48,154.46,-160.74
1997/4/5 9:00,2.37,25.07,15.89,154.01,-159.93
1997/4/5 10:00,2.38,25.06,15.27,153.79,-159.44
1997/4/5 11:00,2.39,25.16,15.23,153.35,-159.27
1997/4/5 12:00,2.4,25.3,14.7,153.35,-159.41
1997/4/5 13:00,2.41,25.45,14.19,153.12,-159.96
1997/4/5 14:00,2.42,25.5,13.78,153.12,-160.94
1997/4/5 15:00,2.43,25.51,13.59,153.12,-162.31
1997/4/5 16:00,2.44,25.51,13.47,152.9,-163.78
1997/4/5 17:00,2.45,25.56,13.21,152.9,-165.1
1997/4/5 18:00,2.46,25.62,13.34,152.9,-166.08
1997/4/5 19:00,2.47,25.63,13.51,153.12,-166.72
1997/4/5 20:00,2.48,25.54,13.77,153.12,-166.98
1997/4/5 21:00,2.49,25.27,14.46,153.12,-166.85
1997/4/5 22:00,2.5,24.84,14.85,154.01,-166.28
1997/4/5 23:00,2.51,24.4,15.26,154.68,-165.38
1997/4/6 0:00,2.51,24.3,15.42,155.12,-164.23
1997/4/6 1:00,2.51,24.65,16.14,155.34,-163
1997/4/6 2:00,2.51,25.41,16.91,155.79,-161.81
1997/4/6 3:00,2.52,26.26,17.41,156.23,-160.88
1997/4/6 4:00,2.52,27.17,17.66,156.68,-160.33
1997/4/6 5:00,2.52,28.08,17.82,157.34,-160.32
1997/4/6 6:00,2.52,28.96,18.3,158.01,-160.72
1997/4/6 7:00,2.52,29.6,18.82,158.9,-161.4
1997/4/6 8:00,2.51,29.92,19.42,159.34,-162.13
1997/4/6 9:00,2.49,30.03,19.05,160.23,-162.81
1997/4/6 10:00,2.47,30.16,18.5,161.34,-163.35
1997/4/6 11:00,2.45,30.38,17.71,163.11,-163.72
1997/4/6 12:00,2.44,30.66,17.04,164,-163.84
1997/4/6 13:00,2.43,30.83,16.15,164.67,-163.67
1997/4/6 14:00,2.43,30.63,15.24,164.45,-163.22
1997/4/6 15:00,2.42,29.97,14.68,164.45,-162.66
1997/4/6 16:00,2.41,28.76,14.38,164.67,-162.24
1997/4/6 17:00,2.4,27.34,14.01,164.89,-162.21
1997/4/6 18:00,2.39,25.74,13.68,164.89,-162.59
1997/4/6 19:00,2.39,24.27,13.54,165.11,-163.21
1997/4/6 20:00,2.39,22.91,13.24,165.33,-163.57
1997/4/6 21:00,2.4,21.9,12.96,165.78,-163.27
1997/4/6 22:00,2.41,21.21,12.64,166,-161.98
1997/4/6 23:00,2.41,20.81,12.52,166.89,-159.93
1997/4/7 0:00,2.41,20.51,12.43,167.33,-157.51
1997/4/7 1:00,2.41,20.24,11.99,168,-155.48
1997/4/7 2:00,2.41,20.1,11.88,168.66,-154.2
1997/4/7 3:00,2.41,20.25,11.58,169.11,-153.92
1997/4/7 4:00,2.41,20.75,11.49,169.33,-154.41
1997/4/7 5:00,2.41,21.35,10.81,169.33,-155.34
1997/4/7 6:00,2.41,21.85,10.06,169.33,-156.39
1997/4/7 7:00,2.42,22.04,9.18,169.33,-157.46
1997/4/7 8:00,2.42,21.96,8.85,169.11,-158.6
1997/4/7 9:00,2.41,21.69,8.8,168.89,-159.97
1997/4/7 10:00,2.41,21.41,8.93,168.89,-161.55
1997/4/7 11:00,2.4,21.18,9.15,168.89,-163.12
1997/4/7 12:00,2.4,20.95,9.42,168.66,-164.3
1997/4/7 13:00,2.39,20.54,9.51,168.44,-164.83
1997/4/7 14:00,2.39,19.95,9.39,168.22,-164.74
1997/4/7 15:00,2.39,19.24,9.58,168,-164.32
1997/4/7 16:00,2.39,18.62,10.19,167.33,-163.85
1997/4/7 17:00,2.39,18.21,10.96,166.22,-163.5
1997/4/7 18:00,2.4,18.12,11.83,166.44,-163.28
1997/4/7 19:00,2.4,18.31,12.96,166.67,-163.2
1997/4/7 20:00,2.4,18.67,14.16,166.44,-163.24
1997/4/7 21:00,2.4,19.04,14.82,166.44,-163.41
1997/4/7 22:00,2.4,19.29,15.2,166.22,-163.67
1997/4/7 23:00,2.4,19.47,15.4,166,-163.98
1997/4/8 0:00,2.41,19.7,15.92,166,-164.25
1997/4/8 1:00,2.41,20,16.47,165.56,-164.44
1997/4/8 2:00,2.42,20.33,16.68,164.45,-164.49
1997/4/8 3:00,2.43,20.58,16.63,163.11,-164.34
1997/4/8 4:00,2.43,20.77,16.06,161.34,-163.92
1997/4/8 5:00,2.43,20.89,15.54,160.89,-163.18
1997/4/8 6:00,2.43,20.98,14.92,160.45,-162.25
1997/4/8 7:00,2.43,20.99,14.49,160.01,-161.27
1997/4/8 8:00,2.43,21,14.28,159.56,-160.43
1997/4/8 9:00,2.42,21.07,14.16,159.12,-159.91
1997/4/8 10:00,2.42,21.37,14.09,158.9,-159.89
1997/4/8 11:00,2.42,21.86,14.05,159.12,-160.5
1997/4/8 12:00,2.41,22.45,14.03,159.34,-161.61
1997/4/8 13:00,2.41,22.93,14.02,158.9,-162.92
1997/4/8 14:00,2.4,24.73,14.21,158.01,-163.9
1997/4/8 15:00,2.39,26.73,14.25,156.45,-164.4
1997/4/8 16:00,2.39,27.69,14.29,156.01,-164.46
1997/4/8 17:00,2.39,27.1,14.11,155.57,-164.5
1997/4/8 18:00,2.38,25.97,13.88,155.12,-164.76
1997/4/8 19:00,2.38,25.73,13.6,154.68,-165.41
1997/4/8 20:00,2.38,25.47,13.3,154.68,-166.26
1997/4/8 21:00,2.38,25.17,13.18,154.46,-167.15
1997/4/8 22:00,2.38,24.61,13.1,154.23,-167.83
1997/4/8 23:00,2.38,23.67,13.06,154.01,-168.27
1997/4/9 0:00,2.38,22.4,13.03,153.57,-168.45
1997/4/9 1:00,2.38,21.05,13.02,152.9,-168.07
1997/4/9 2:00,2.39,19.89,13.01,152.24,-167.04
1997/4/9 3:00,2.39,19.24,13.21,151.79,-165.21
1997/4/9 4:00,2.4,19.19,13.64,151.35,-163.67
1997/4/9 5:00,2.4,19.61,14.17,151.35,-162.72
1997/4/9 6:00,2.4,20.28,14.76,151.35,-162.86
1997/4/9 7:00,2.4,21.05,15.39,151.35,-163.18
1997/4/9 8:00,2.4,21.96,16.03,151.13,-163.6
1997/4/9 9:00,2.41,22.97,16.28,150.68,-163.89
1997/4/9 10:00,2.41,24.14,16.46,150.02,-164.37
1997/4/9 11:00,2.42,25.32,16.55,149.57,-164.99
1997/4/9 12:00,2.43,26.41,16.8,149.13,-165.63
1997/4/9 13:00,2.44,26.96,16.67,148.91,-166.05
1997/4/9 14:00,2.44,26.88,16.69,148.91,-166.13
1997/4/9 15:00,2.45,26.33,16.67,148.91,-165.83
1997/4/9 16:00,2.45,25.6,16.27,148.46,-165.31
1997/4/9 17:00,2.45,24.88,15.39,148.68,-164.79
1997/4/9 18:00,2.45,24.13,14.33,149.35,-164.6
1997/4/9 19:00,2.45,23.41,13.94,150.24,-164.81
1997/4/9 20:00,2.46,22.68,13.66,151.35,-165.33
1997/4/9 21:00,2.46,21.94,13.52,151.79,-165.65
1997/4/9 22:00,2.46,21.22,13.44,152.24,-165.45
1997/4/9 23:00,2.46,20.64,13.79,152.68,-164.59
1997/4/10 0:00,2.45,20.3,14.65,153.35,-163.41
1997/4/10 1:00,2.45,20.33,15.49,153.79,-162.48
1997/4/10 2:00,2.44,20.79,16.43,154.01,-162.26
1997/4/10 3:00,2.43,21.49,17.58,153.79,-162.9
1997/4/10 4:00,2.43,22.18,18.8,153.79,-164.09
1997/4/10 5:00,2.43,22.59,20.08,153.79,-165.37
1997/4/10 6:00,2.43,22.76,20.58,154.01,-166.28
1997/4/10 7:00,2.42,22.82,20.93,154.23,-166.75
1997/4/10 8:00,2.41,22.87,21.3,154.46,-166.92
1997/4/10 9:00,2.41,22.85,21.65,154.9,-167.07
1997/4/10 10:00,2.41,22.64,21.99,155.57,-167.24
1997/4/10 11:00,2.41,22.28,21.53,155.79,-167.32
1997/4/10 12:00,2.41,21.97,21.1,156.23,-167.11
1997/4/10 13:00,2.42,21.82,20.53,156.45,-166.62
1997/4/10 14:00,2.42,21.83,19.93,157.12,-165.98
1997/4/10 15:00,2.43,21.96,18.89,157.79,-165.46
1997/4/10 16:00,2.43,22.16,17.76,158.9,-165.21
1997/4/10 17:00,2.43,22.4,16.73,159.78,-165.29
1997/4/10 18:00,2.44,22.59,16.5,160.01,-165.7
1997/4/10 19:00,2.44,22.65,16.45,159.56,-166.49
1997/4/10 20:00,2.44,22.57,16.39,159.78,-167.61
1997/4/10 21:00,2.43,22.37,15.77,160.45,-169
1997/4/10 22:00,2.42,22.12,15.03,161.12,-170.34
1997/4/10 23:00,2.42,21.9,15.16,160.89,-171.43
1997/4/11 0:00,2.42,21.81,15.24,160.01,-172.17
1997/4/11 1:00,2.41,21.93,15.88,159.78,-172.68
1997/4/11 2:00,2.4,22.19,16.02,160.23,-173.14
1997/4/11 3:00,2.39,22.58,16.78,159.78,-173.61
1997/4/11 4:00,2.38,22.95,17.36,158.9,-174.04
1997/4/11 5:00,2.39,23.29,18.03,158.01,-174.32
1997/4/11 6:00,2.39,23.59,18.68,156.9,-174.32
1997/4/11 7:00,2.4,23.95,19.54,155.57,-174
1997/4/11 8:00,2.4,24.28,20.44,154.23,-173.36
1997/4/11 9:00,2.42,24.44,21.2,153.79,-172.58
1997/4/11 10:00,2.43,24.35,21.33,153.35,-171.85
1997/4/11 11:00,2.45,24.02,21.51,152.68,-171.45
1997/4/11 12:00,2.46,23.6,21.57,152.24,-171.51
1997/4/11 13:00,2.47,23.26,21.81,152.24,-171.96
1997/4/11 14:00,2.48,23.36,21.68,152.68,-172.56
1997/4/11 15:00,2.48,24,21.5,152.68,-172.97
1997/4/11 16:00,2.49,24.86,21.24,152.9,-173
1997/4/11 17:00,2.49,25.5,20.55,152.9,-172.57
1997/4/11 18:00,2.49,25.74,19.76,151.35,-171.81
1997/4/11 19:00,2.49,25.78,18.86,150.02,-170.82
1997/4/11 20:00,2.48,25.8,18.52,149.57,-169.78
1997/4/11 21:00,2.47,25.85,17.88,149.13,-168.79
1997/4/11 22:00,2.46,25.99,17.28,148.68,-167.97
1997/4/11 23:00,2.44,26.27,16.63,148.46,-167.44
1997/4/12 0:00,2.43,26.72,16.18,148.24,-167.36
1997/4/12 1:00,2.42,27.35,15.76,148.02,-167.76
1997/4/12 2:00,2.42,27.93,15.79,148.02,-168.63
1997/4/12 3:00,2.41,28.35,15.71,147.8,-169.74
1997/4/12 4:00,2.41,28.37,15.7,147.13,-170.92
1997/4/12 5:00,2.4,28.01,15.48,146.69,-172
1997/4/12 6:00,2.39,27.27,15.24,146.24,-172.96
1997/4/12 7:00,2.39,26.25,14.94,145.35,-173.85
1997/4/12 8:00,2.39,25.18,14.44,144.69,-174.7
1997/4/12 9:00,2.4,24.22,14.28,143.58,-175.48
1997/4/12 10:00,2.4,23.57,13.74,142.91,-176.09
1997/4/12 11:00,2.41,23.19,13.2,142.25,-176.49
1997/4/12 12:00,2.42,23.11,12.39,141.8,-176.63
1997/4/12 13:00,2.42,23.2,11.92,141.36,-176.61
1997/4/12 14:00,2.41,23.36,11.46,140.69,-176.51
1997/4/12 15:00,2.41,23.47,11.28,140.03,-176.47
