Depth,Ng,Cal,SP,Res,Den
113.25,11.63,190.2,-169.2,19.23,2.13
113.3,11.01,191.53,-170.14,19.18,2.13
113.35,11.13,191.75,-176.14,19.01,2.13
113.4,11.43,192.86,-185.36,18.74,2.13
113.45,11.71,194.42,-195.78,18.51,2.14
113.5,11.63,193.53,-206.19,18.39,2.14
113.55,11.27,192.42,-215.46,18.26,2.14
113.6,10.98,192.2,-223.06,17.94,2.14
113.65,10.85,191.97,-228.82,17.38,2.15
113.7,11.17,192.64,-233.04,16.75,2.16
113.75,11.8,193.53,-236.22,16.14,2.18
113.8,12.19,194.64,-238.7,15.71,2.21
113.85,12.4,195.53,-240.88,15.57,2.23
113.9,12.32,198.19,-243.08,15.71,2.25
113.95,12.34,199.52,-245.59,15.98,2.26
114,12.13,195.3,-248.48,16.23,2.27
114.05,11.7,191.31,-251.62,16.3,2.29
114.1,11.77,189.09,-254.64,16.14,2.3
114.15,12.09,188.42,-257.18,15.8,2.31
114.2,12.17,188.42,-259.05,15.46,2.3
114.25,11.85,188.2,-259.92,15.31,2.29
114.3,11.01,188.2,-259.11,15.51,2.29
114.35,10.37,188.2,-255.52,16.04,2.28
114.4,9.48,188.42,-248.1,16.83,2.27
114.45,8.97,188.64,-236.9,17.6,2.27
114.5,8.49,189.09,-223.29,18.17,2.27
114.55,8.29,189.75,-210.35,18.42,2.27
114.6,7.96,189.31,-201.83,18.41,2.26
114.65,7.65,188.87,-200.56,18.37,2.25
114.7,6.92,188.42,-207.01,18.55,2.25
114.75,6.31,188.2,-219.01,19,2.25
114.8,6.05,188.64,-233.33,19.46,2.25
114.85,6.27,189.31,-247.35,19.84,2.24
114.9,7.06,191.75,-259.41,20.19,2.23
114.95,7.27,193.75,-268.73,20.51,2.23
115,7.47,191.53,-274.92,20.39,2.22
115.05,7.15,188.42,-278.25,19.69,2.23
115.1,7.52,188.2,-279.34,18.53,2.24
115.15,7.93,187.76,-278.97,17.32,2.24
115.2,8.69,186.42,-277.78,16.2,2.25
115.25,9.13,185.09,-276.11,15.3,2.26
115.3,10.16,184.65,-273.99,14.63,2.27
115.35,10.86,183.76,-271.47,14.23,2.27
115.4,11.2,183.54,-268.67,14.07,2.28
115.45,10.81,183.09,-265.82,14.13,2.28
115.5,10.8,182.87,-262.96,14.37,2.28
115.55,11.32,182.21,-259.96,14.67,2.27
115.6,11.43,181.32,-256.61,14.89,2.26
115.65,11.15,180.65,-252.69,15.01,2.24
115.7,10.32,180.43,-248.32,15.21,2.23
115.75,9.69,180.43,-243.71,15.81,2.23
115.8,8.4,180.65,-239.27,16.83,2.23
115.85,7.22,181.1,-235.22,18.18,2.24
115.9,6.52,181.98,-231.7,19.5,2.24
115.95,6.75,183.09,-228.71,20.69,2.25
116,6.86,183.54,-226.25,21.57,2.26
116.05,6.72,182.21,-224.31,22.25,2.28
116.1,6.72,180.87,-222.7,22.81,2.29
116.15,7.49,180.21,-221.11,23.1,2.31
116.2,8.64,179.99,-219.2,22.99,2.32
116.25,9.63,179.32,-216.96,22.54,2.34
116.3,10.85,179.32,-214.55,22.12,2.33
116.35,11.9,179.32,-212.3,21.98,2.32
116.4,12.95,179.32,-210.36,22.01,2.3
116.45,13.17,179.54,-208.77,22.12,2.3
116.5,13.42,179.99,-207.38,22.1,2.29
116.55,13.92,180.21,-206.08,21.86,2.28
116.6,14.67,180.21,-204.89,21.31,2.26
116.65,15.32,180.43,-204.07,20.58,2.25
116.7,15.8,180.43,-204.1,19.85,2.24
116.75,15.82,180.43,-204.98,19.26,2.23
116.8,15.72,180.87,-206.3,19.01,2.23
116.85,15.31,181.76,-207,19.26,2.23
116.9,15.41,182.65,-206.53,19.98,2.23
116.95,15.14,183.32,-204.73,20.86,2.23
117,14.91,183.76,-202.21,21.54,2.23
117.05,14.01,183.54,-199.5,21.91,2.22
117.1,13.18,182.87,-197.24,21.96,2.22
117.15,12.24,183.09,-195.77,21.61,2.21
117.2,11.29,183.54,-195.36,20.85,2.21
117.25,9.91,183.54,-196.03,19.77,2.2
117.3,8.44,183.32,-197.47,18.59,2.2
117.35,7.47,183.32,-199.3,17.58,2.19
117.4,6.78,184.87,-200.93,16.87,2.19
117.45,6.05,186.2,-201.97,16.45,2.18
117.5,5.17,186.65,-202.11,16.2,2.17
117.55,5.04,186.42,-201.34,16.09,2.16
117.6,5.24,184.87,-199.72,16.12,2.15
117.65,5.66,183.76,-197.4,16.13,2.14
117.7,6.18,183.54,-194.52,16.11,2.14
117.75,6.77,183.54,-191.3,16.08,2.14
117.8,7.59,183.76,-187.99,16.1,2.14
117.85,8.07,184.2,-184.91,16.11,2.14
117.9,8.53,183.98,-182.46,15.96,2.13
117.95,8.92,183.54,-180.99,15.64,2.12
118,9.49,183.76,-180.62,15.19,2.12
118.05,10.08,183.98,-181.11,14.7,2.13
118.1,10.11,184.87,-181.96,14.36,2.14
118.15,10.24,187.31,-182.67,14.21,2.16
118.2,9.67,188.64,-182.85,14.37,2.18
118.25,9.38,187.09,-182.61,14.78,2.19
118.3,8.81,183.32,-182.12,15.42,2.19
118.35,9.04,176.21,-181.76,16.2,2.2
118.4,9.57,171.11,-181.64,16.93,2.21
118.45,10.12,166.89,-181.93,17.53,2.22
118.5,10.14,164.45,-182.65,17.95,2.23
118.55,10.05,161.78,-183.81,18.29,2.24
118.6,10.04,160.01,-185.24,18.5,2.23
118.65,10.42,159.12,-186.79,18.53,2.22
118.7,10.69,158.9,-188.45,18.39,2.21
118.75,11.02,158.67,-190.46,18.26,2.2
118.8,11.34,158.67,-193.08,18.3,2.2
118.85,11.67,158.67,-196.35,18.5,2.2
118.9,11.6,158.67,-200,18.73,2.21
118.95,11.26,158.67,-203.55,19.01,2.22
119,10.77,158.67,-206.45,19.41,2.23
119.05,10.81,158.67,-208.15,19.86,2.23
119.1,10.72,158.67,-208.54,20.28,2.23
119.15,10.7,159.12,-207.94,20.7,2.23
119.2,10.28,160.23,-207.28,21.24,2.24
119.25,9.8,161.12,-207.4,21.73,2.24
119.3,9.42,161.12,-208.83,22.03,2.25
119.35,8.64,161.12,-211.48,22.1,2.24
119.4,8.21,161.12,-214.84,21.99,2.24
119.45,7.37,161.12,-218.41,21.67,2.24
119.5,6.92,161.12,-221.72,21.16,2.23
119.55,6.66,161.34,-224.51,20.71,2.23
119.6,7.12,162.23,-226.65,20.48,2.23
119.65,7.76,163.11,-228.32,20.46,2.23
119.7,8.57,164.45,-229.9,20.42,2.23
119.75,9.07,165.33,-231.76,20.09,2.23
119.8,9.73,165.56,-233.98,19.5,2.22
119.85,10.16,165.78,-236.33,18.85,2.21
119.9,10.58,166,-238.47,18.43,2.2
119.95,10.75,166,-240.25,18.32,2.2
120,11.07,166.44,-241.77,18.56,2.2
120.05,11.36,167.55,-243.2,18.98,2.19
120.1,11.29,168.44,-244.66,19.35,2.19
120.15,10.73,169.11,-246.03,19.45,2.19
120.2,10,169.33,-247.09,19.12,2.19
120.25,9.35,168.89,-247.45,18.41,2.2
120.3,9.27,168.66,-246.92,17.5,2.21
120.35,8.92,168,-245.45,16.65,2.22
120.4,8.84,167.11,-243.39,16.04,2.23
120.45,8.55,166.67,-240.99,15.67,2.24
120.5,8.68,166.67,-238.38,15.5,2.23
120.55,8.45,166.67,-235.52,15.45,2.23
120.6,8.03,166.67,-232.52,15.51,2.24
120.65,7.29,166.67,-229.57,15.69,2.24
120.7,7.06,166.67,-226.84,16.03,2.24
120.75,6.87,166.67,-224.42,16.46,2.24
120.8,6.99,166.67,-222.24,16.79,2.23
120.85,6.57,166.67,-220.2,16.86,2.23
120.9,6.11,166.67,-218.18,16.71,2.22
120.95,5.94,166.67,-216.47,16.53,2.21
121,6.21,166.67,-215.46,16.47,2.21
121.05,6.63,166.89,-215.83,16.54,2.21
121.1,6.97,166.89,-217.65,16.62,2.21
121.15,7.32,167.11,-220.62,16.6,2.21
121.2,7.86,167.11,-223.79,16.43,2.22
121.25,8.04,167.11,-226.35,16.14,2.22
121.3,8.18,167.11,-227.83,15.8,2.22
121.35,8.04,167.33,-228.15,15.49,2.23
121.4,8.04,167.33,-227.53,15.34,2.24
121.45,7.82,167.33,-226.23,15.36,2.25
121.5,7.17,167.33,-224.6,15.54,2.25
121.55,6.4,167.33,-222.96,15.81,2.26
121.6,5.91,167.11,-221.65,16.16,2.27
121.65,5.66,166.89,-221.05,16.57,2.27
121.7,5.52,167.11,-221.33,17.07,2.27
121.75,5.04,168.44,-222.33,17.57,2.26
121.8,4.51,171.11,-223.52,17.94,2.25
121.85,4.11,173.1,-224.3,18.03,2.25
121.9,3.92,173.99,-224.37,17.85,2.24
121.95,4.01,174.88,-223.89,17.54,2.24
122,3.99,175.55,-223.32,17.3,2.23
122.05,3.8,175.77,-223.15,17.28,2.23
122.1,3.56,175.99,-223.58,17.47,2.22
122.15,3.27,176.21,-224.52,17.8,2.22
122.2,3.57,176.66,-225.68,18,2.21
122.25,4.57,176.88,-226.73,17.96,2.21
122.3,6.23,177.1,-227.53,17.67,2.21
122.35,7.76,177.32,-228.09,17.28,2.2
122.4,8.8,177.54,-228.51,16.78,2.2
122.45,9.51,177.99,-228.7,16.16,2.2
122.5,10.06,178.43,-228.57,15.42,2.2
122.55,10.72,178.88,-228.12,14.73,2.19
122.6,11.16,179.1,-227.7,14.08,2.17
122.65,11.37,179.76,-227.69,13.5,2.17
122.7,10.91,180.43,-228.12,12.97,2.16
122.75,10.26,181.54,-228.7,12.58,2.15
122.8,9.63,182.21,-228.83,12.31,2.15
122.85,9.18,182.87,-228.16,12.09,2.15
122.9,8.76,183.32,-226.46,11.84,2.15
122.95,8.39,184.2,-223.86,11.58,2.15
123,8.43,185.54,-220.69,11.43,2.14
123.05,8.56,186.65,-217.41,11.44,2.14
123.1,8.8,187.09,-214.61,11.66,2.14
123.15,8.87,187.31,-212.66,12.02,2.14
123.2,8.93,187.98,-211.7,12.52,2.14
123.25,9.16,188.42,-211.53,13,2.14
123.3,9.42,188.42,-211.47,13.39,2.14
123.35,9.12,187.98,-210.53,13.58,2.13
123.4,8.51,187.31,-207.69,13.6,2.13
123.45,7.53,186.87,-202.37,13.47,2.12
123.5,7.01,186.87,-195.04,13.14,2.12
123.55,6.31,186.65,-186.37,12.6,2.12
123.6,5.66,185.54,-177.45,11.98,2.12
123.65,5.19,183.98,-168.72,11.52,2.12
123.7,4.97,182.87,-160.85,11.38,2.12
123.75,5.23,183.09,-154,11.6,2.12
123.8,5.44,185.09,-148.5,12.13,2.12
123.85,5.74,186.65,-144.22,12.78,2.13
123.9,5.84,188.2,-141.07,13.23,2.14
123.95,6.11,189.98,-138.86,13.4,2.14
124,6.59,190.86,-137.59,13.38,2.14
124.05,7.14,191.09,-137.32,13.32,2.14
124.1,7.55,191.75,-137.97,13.21,2.14
124.15,7.74,193.97,-139.21,12.95,2.14
124.2,7.66,194.42,-140.63,12.49,2.14
124.25,7.48,192.64,-142.11,11.85,2.14
124.3,8.03,191.75,-143.85,11.27,2.12
124.35,9.1,191.53,-146.23,10.91,2.11
124.4,10.63,191.53,-149.64,10.83,2.09
124.45,11.55,191.75,-154.18,10.94,2.08
124.5,12.03,191.75,-159.76,11.19,2.07
124.55,11.92,191.97,-165.76,11.58,2.07
124.6,11.59,192.2,-171.57,12.17,2.07
124.65,11.3,191.53,-176.32,12.88,2.07
124.7,11.58,190.64,-179.44,13.57,2.07
124.75,11.98,192.42,-180.54,14.16,2.08
124.8,11.51,195.08,-179.7,14.59,2.08
124.85,10.5,194.19,-177.25,14.79,2.09
124.9,8.8,193.31,-173.7,14.62,2.1
124.95,8.06,192.86,-169.39,14.07,2.11
125,7.57,192.42,-164.69,13.47,2.12
125.05,7.73,191.53,-159.93,13.17,2.13
125.1,8.06,190.86,-155.56,13.37,2.13
125.15,8.36,191.31,-151.87,13.81,2.12
125.2,8.28,191.75,-149.16,14.24,2.12
125.25,7.93,191.31,-147.72,14.29,2.11
125.3,7.84,190.42,-147.72,13.96,2.09
125.35,8.15,189.75,-149.09,13.26,2.09
125.4,8.6,189.53,-151.26,12.56,2.09
125.45,8.75,190.64,-153.59,12.02,2.09
125.5,8.67,191.75,-155.33,11.76,2.08
125.55,8.48,190.86,-156.1,11.73,2.09
125.6,7.83,188.87,-155.86,11.89,2.09
125.65,7.06,188.87,-155.07,12.09,2.1
125.7,6.18,189.09,-154.23,12.18,2.11
125.75,6.05,190.42,-153.9,12.18,2.12
125.8,6.05,195.53,-154.2,12.24,2.14
125.85,6.42,205.74,-155.08,12.5,2.15
125.9,6.49,216.17,-155.78,12.82,2.17
125.95,7.18,218.84,-155.73,13.12,2.18
126,7.54,210.62,-154.44,13.52,2.18
126.05,8.14,194.86,-152.28,14.2,2.18
126.1,8.34,187.31,-149.83,15.2,2.18
126.15,8.9,186.65,-147.8,16.18,2.18
126.2,9.65,186.65,-146.61,16.84,2.18
126.25,10.51,186.42,-146.3,17.12,2.18
126.3,11.23,184.87,-146.72,17.29,2.18
126.35,11.75,183.54,-147.37,17.51,2.19
126.4,12.4,182.21,-147.86,17.78,2.2
126.45,13.03,181.54,-147.9,17.9,2.21
126.5,13.29,181.98,-147.44,17.79,2.22
126.55,13.46,181.1,-146.69,17.61,2.22
126.6,13.55,180.21,-145.86,17.59,2.23
126.65,13.2,180.21,-145.16,17.71,2.23
126.7,12.75,180.43,-144.51,17.76,2.23
126.75,11.99,179.99,-143.98,17.6,2.23
126.8,11.75,179.76,-143.81,17.29,2.22
126.85,11.75,179.54,-144.5,16.97,2.21
126.9,11.9,179.76,-146.32,16.77,2.2
126.95,12.33,180.65,-149.03,16.76,2.19
127,12.45,181.98,-151.96,16.84,2.18
127.05,12.96,182.43,-154.44,16.97,2.17
127.1,13.68,182.87,-156.21,17.07,2.16
127.15,14.73,182.65,-157.39,17.16,2.15
127.2,15.68,182.65,-158.32,17.2,2.15
127.25,15.88,182.87,-159.17,17.25,2.15
127.3,15.91,183.09,-159.97,17.3,2.15
127.35,15.36,183.54,-160.59,17.33,2.15
127.4,15.05,183.54,-161.27,17.3,2.14
127.45,14.48,183.54,-162.38,17.23,2.13
127.5,14.11,183.54,-164.82,17.26,2.11
127.55,13.52,183.98,-169.32,17.44,2.1
127.6,12.93,183.54,-176.24,17.82,2.09
127.65,12.09,182.21,-184.93,18.35,2.08
127.7,11.2,181.54,-193.57,18.81,2.08
127.75,10.86,183.32,-200.34,19.01,2.08
127.8,11.01,185.98,-203.53,18.84,2.07
127.85,11.77,187.09,-203.1,18.36,2.08
127.9,12.16,187.53,-199.7,17.74,2.08
127.95,12.39,186.42,-194.96,17.15,2.09
128,12.31,183.76,-190.12,16.66,2.11
128.05,11.74,185.98,-185.93,16.21,2.13
128.1,11.41,191.97,-182.55,15.73,2.15
128.15,11.03,196.86,-179.87,15.26,2.16
128.2,10.89,199.08,-177.79,14.96,2.16
128.25,10.78,197.08,-176.26,14.86,2.16
128.3,10.93,191.31,-175.71,14.92,2.16
128.35,11.34,188.42,-176.71,15.11,2.15
128.4,11.06,186.42,-180.39,15.35,2.14
128.45,10.28,184.43,-187.16,15.52,2.13
128.5,9.67,183.09,-197.19,15.51,2.12
128.55,9.59,181.98,-209.2,15.37,2.12
128.6,10.05,181.32,-221.91,15.32,2.12
128.65,9.93,180.43,-234.01,15.48,2.11
128.7,10.2,180.21,-244.62,15.9,2.11
128.75,10.23,180.43,-253.03,16.44,2.11
128.8,10.48,180.87,-258.79,16.92,2.12
128.85,9.54,181.54,-261.9,17.22,2.13
128.9,8.61,182.87,-263.14,17.32,2.14
128.95,7.83,184.43,-263.4,17.29,2.15
129,7.89,185.98,-263.79,17.18,2.15
129.05,7.54,187.76,-264.41,17.03,2.15
129.1,6.89,187.76,-265.02,16.95,2.15
129.15,6.29,187.09,-264.56,17.02,2.16
129.2,6.03,183.76,-262.56,17.29,2.18
129.25,6.06,179.32,-258.86,17.68,2.19
129.3,6.22,177.77,-254.02,18.07,2.2
129.35,6.66,180.65,-248.64,18.39,2.2
129.4,7.18,181.54,-243.1,18.72,2.21
129.45,7.37,180.43,-237.51,19.06,2.22
129.5,7.11,179.54,-231.63,19.37,2.22
129.55,6.7,179.32,-225.31,19.45,2.22
129.6,6.36,177.99,-218.6,19.26,2.22
129.65,6.61,177.54,-212.19,18.81,2.22
129.7,6.99,178.65,-206.76,18.24,2.21
129.75,7.52,180.21,-203.01,17.63,2.21
129.8,7.7,180.65,-200.93,17,2.2
129.85,7.85,180.21,-200.3,16.37,2.19
129.9,8.11,179.32,-200.57,15.79,2.19
129.95,8.39,177.77,-201.35,15.33,2.19
130,8.9,177.1,-202.3,14.97,2.19
130.05,9.26,175.99,-203.17,14.76,2.19
130.1,9.83,175.77,-203.53,14.69,2.19
130.15,10.22,176.43,-202.9,14.72,2.19
130.2,10.61,177.32,-200.61,14.75,2.19
130.25,11.17,176.66,-196.41,14.77,2.19
130.3,11.36,174.44,-190.31,14.79,2.18
130.35,11.5,172.88,-183.21,14.78,2.18
130.4,11.37,171.33,-176.16,14.73,2.17
130.45,11.38,170.22,-170.21,14.66,2.16
130.5,11.35,169.33,-165.88,14.71,2.14
130.55,10.95,168.22,-163.3,14.94,2.13
130.6,10.46,166.89,-162.32,15.34,2.12
130.65,9.88,166,-162.58,15.72,2.11
130.7,9.47,164.89,-163.69,15.85,2.11
130.75,9.27,163.78,-165.2,15.69,2.11
130.8,8.75,162.67,-166.67,15.36,2.11
130.85,8.4,161.78,-167.66,15.03,2.12
130.9,8.03,161.56,-167.96,14.86,2.13
130.95,7.89,162,-167.66,14.93,2.15
131,7.98,162.67,-167.08,15.25,2.17
131.05,8.57,162.23,-166.44,15.71,2.18
131.1,9.51,160.67,-165.77,16.2,2.2
131.15,10.22,160.01,-164.87,16.64,2.22
131.2,10.55,162.23,-163.59,17.04,2.23
131.25,10.75,166.44,-162,17.44,2.24
131.3,10.86,169.33,-160.34,17.85,2.25
131.35,11.12,166.89,-158.83,18.25,2.25
131.4,11.6,163.78,-157.6,18.54,2.25
131.45,12.34,161.12,-156.71,18.71,2.25
131.5,12.99,157.34,-156.13,18.74,2.25
131.55,12.87,156.01,-155.88,18.69,2.26
131.6,12.37,154.9,-155.92,18.7,2.26
131.65,12.05,154.68,-156.3,18.93,2.27
131.7,12.28,154.9,-156.89,19.61,2.28
131.75,12.87,154.9,-157.52,20.78,2.29
131.8,12.83,155.12,-157.98,22.29,2.3
131.85,12.94,153.35,-158.26,23.9,2.31
131.9,12.75,151.13,-158.47,25.43,2.32
131.95,12.74,149.79,-158.74,26.69,2.33
132,12.1,149.79,-159.04,27.6,2.34
132.05,11.57,150.02,-159.21,28.13,2.34
132.1,11.13,150.02,-159.09,28.41,2.35
132.15,10.74,149.79,-158.62,28.42,2.35
132.2,9.98,149.35,-157.83,28.24,2.35
132.25,8.74,148.68,-156.85,28.1,2.35
132.3,7.74,148.24,-155.75,28.03,2.34
132.35,7.1,147.8,-154.72,27.87,2.33
132.4,6.37,147.57,-153.92,27.46,2.32
132.45,5.69,147.8,-153.52,27.19,2.31
132.5,5.01,148.02,-153.48,27.57,2.3
132.55,4.94,147.35,-153.66,28.72,2.28
132.6,5.39,146.91,-153.79,30.14,2.27
132.65,5.87,146.02,-153.72,31.24,2.27
132.7,6.85,145.58,-153.42,31.71,2.27
132.75,7.74,145.58,-152.99,31.41,2.27
132.8,9.12,145.8,-152.61,30.59,2.27
132.85,10.17,145.58,-152.49,29.52,2.27
132.9,11.46,144.91,-152.72,28.67,2.28
132.95,12.73,144.24,-153.29,28.23,2.28
133,14.04,144.02,-154.05,28.34,2.29
133.05,14.95,143.8,-154.82,28.9,2.3
133.1,15.6,143.8,-155.37,29.59,2.3
133.15,15.71,143.36,-155.5,30.04,2.3
133.2,15.66,142.69,-155.1,30.22,2.3
133.25,15.27,142.25,-154.22,30.36,2.29
133.3,15.59,142.25,-153.09,30.8,2.29
133.35,15.77,142.47,-151.98,31.59,2.28
133.4,15.87,142.69,-151.11,32.69,2.27
133.45,15.53,143.13,-150.66,33.65,2.27
133.5,15.08,143.58,-150.72,34.23,2.27
133.55,14.52,144.69,-151.26,34.1,2.27
133.6,14.52,145.58,-152.13,33.27,2.26
133.65,14.81,146.46,-153.1,31.79,2.27
133.7,15.67,147.13,-153.97,29.83,2.27
133.75,16.3,148.24,-154.57,27.53,2.28
133.8,16.59,149.79,-154.95,25.24,2.28
133.85,16.58,150.68,-155.13,23.18,2.29
133.9,16.43,151.57,-155.29,21.62,2.3
133.95,16.6,153.35,-155.5,20.57,2.31
134,16.81,151.35,-155.86,20.09,2.32
134.05,16.88,146.91,-156.33,20.34,2.32
134.1,16.94,145.35,-156.84,21.33,2.32
134.15,16.16,145.35,-157.3,22.89,2.31
134.2,15.02,145.35,-157.78,24.66,2.31
134.25,13.64,144.91,-158.39,26.32,2.31
134.3,12.73,144.69,-159.24,27.68,2.31
134.35,12.07,144.02,-160.17,28.69,2.3
134.4,11.56,143.8,-160.98,29.31,2.29
134.45,11.53,143.8,-161.54,29.63,2.29
134.5,11.42,144.02,-161.96,29.71,2.29
134.55,11.39,144.02,-162.44,29.71,2.3
134.6,11.16,143.58,-163.2,29.73,2.31
134.65,11.31,142.25,-164.19,29.95,2.33
134.7,12.09,140.91,-165.17,30.39,2.34
134.75,12.88,140.03,-165.86,30.97,2.34
134.8,13.6,140.03,-166.05,31.51,2.34
134.85,13.7,140.25,-165.86,31.74,2.34
134.9,14.06,140.03,-165.49,31.5,2.34
134.95,14.15,139.8,-165.3,30.77,2.35
135,14.24,139.8,-165.4,29.95,2.36
135.05,14.08,139.58,-165.78,29.35,2.36
135.1,14.06,139.36,-166.14,28.92,2.36
135.15,13.83,139.58,-166.21,28.39,2.35
135.2,13.58,140.03,-165.72,27.56,2.35
135.25,12.68,140.25,-164.74,26.64,2.34
135.3,11.85,140.69,-163.47,25.91,2.34
135.35,10.91,141.14,-162.27,25.48,2.35
135.4,10.55,141.36,-161.39,25.24,2.35
135.45,9.69,141.58,-160.89,24.92,2.35
135.5,9.05,142.02,-160.58,24.38,2.35
135.55,8.35,142.25,-160.16,23.66,2.34
135.6,8.68,142.25,-159.38,22.94,2.34
135.65,9.21,142.02,-158.18,22.33,2.33
135.7,9.78,141.8,-156.73,21.85,2.33
135.75,10,141.8,-155.32,21.45,2.33
135.8,10.76,141.8,-154.25,21.06,2.33
135.85,11.95,141.8,-153.66,20.98,2.34
135.9,13.14,141.8,-153.6,21.54,2.35
135.95,13.82,141.8,-153.91,23.06,2.35
136,14.19,141.8,-154.45,25.13,2.36
136.05,14.2,141.8,-155.06,27.25,2.35
136.1,13.48,142.25,-155.64,28.81,2.35
136.15,12.14,142.47,-156.09,29.67,2.35
136.2,10.92,142.25,-156.4,29.91,2.36
136.25,10.01,142.02,-156.57,29.93,2.37
136.3,8.99,141.8,-156.76,30.01,2.38
136.35,8.4,141.8,-157.09,30.35,2.38
136.4,7.88,141.8,-157.7,30.9,2.39
136.45,8.06,141.8,-158.53,31.57,2.39
136.5,8.59,141.58,-159.48,32.39,2.4
136.55,9.53,141.36,-160.39,33.28,2.4
136.6,10.62,141.14,-161.18,33.97,2.4
136.65,11.23,140.91,-161.83,34.2,2.4
136.7,11.77,140.91,-162.31,34.07,2.39
136.75,12.2,140.91,-162.54,34,2.38
136.8,12.99,140.91,-162.52,34.51,2.37
136.85,13.64,141.36,-162.35,35.95,2.35
136.9,14.53,141.8,-162.16,38.38,2.33
136.95,15.03,142.91,-162.05,41.41,2.31
137,15.51,143.58,-162.04,44.02,2.3
137.05,15.11,143.8,-162.11,45.19,2.29
137.1,14.52,143.8,-162.31,44.53,2.28
137.15,13.73,143.36,-162.62,42.69,2.28
137.2,14.05,142.69,-163.06,40.57,2.28
137.25,14.56,142.69,-163.58,38.87,2.28
137.3,15.52,143.13,-164.16,37.76,2.29
137.35,15.62,143.36,-164.74,37.31,2.3
137.4,15.63,143.36,-165.22,37.38,2.3
137.45,14.65,143.13,-165.44,37.88,2.31
137.5,14.06,143.13,-165.38,38.7,2.31
137.55,13.74,143.13,-165.06,39.58,2.31
137.6,13.96,142.25,-164.63,40.28,2.31
137.65,14.14,141.58,-164.21,40.66,2.32
137.7,14.22,141.36,-163.89,40.82,2.33
137.75,14.27,141.36,-163.65,40.7,2.34
137.8,14.3,141.58,-163.37,40.25,2.34
137.85,14.11,141.58,-162.95,39.49,2.34
137.9,14.28,141.8,-162.31,38.73,2.35
137.95,14.48,142.69,-161.49,38.25,2.35
138,14.35,143.36,-160.46,38.33,2.35
138.05,13.97,142.02,-159.28,38.89,2.35
138.1,13.06,140.25,-158.08,39.76,2.36
138.15,12.41,140.47,-157.16,40.77,2.35
138.2,11.69,140.69,-156.77,41.68,2.34
138.25,11.42,140.91,-157.06,42.15,2.32
138.3,11.02,140.47,-157.94,42.07,2.3
138.35,10.49,139.8,-159.03,41.63,2.28
138.4,9.9,139.8,-159.88,40.9,2.26
138.45,9.68,140.47,-159.98,39.73,2.25
138.5,9.92,141.14,-159.19,38.1,2.24
138.55,10.52,142.25,-157.54,36.37,2.23
138.6,11.09,143.13,-155.49,34.79,2.22
138.65,11.52,144.69,-153.46,33.52,2.21
138.7,12.12,146.24,-151.99,32.58,2.22
138.75,12.73,148.02,-151.24,31.93,2.23
138.8,13.37,146.91,-151.25,31.35,2.24
138.85,14.02,145.35,-151.72,30.61,2.26
138.9,14.88,145.13,-152.45,29.52,2.27
138.95,15.98,145.35,-153.34,28.08,2.28
139,16.57,145.58,-154.51,26.5,2.3
139.05,16.91,145.8,-155.98,25.12,2.32
139.1,16.9,146.24,-157.7,24.07,2.33
139.15,16.96,146.24,-159.43,23.4,2.33
139.2,16.37,146.02,-160.92,22.99,2.33
139.25,15.67,146.02,-162,22.8,2.33
139.3,14.61,145.58,-162.65,22.84,2.32
139.35,13.26,145.35,-163.09,23.23,2.31
139.4,11.77,145.35,-163.69,23.82,2.3
139.45,9.61,145.8,-164.68,24.32,2.3
139.5,8.08,145.8,-166.13,24.37,2.29
139.55,6.54,145.8,-167.81,23.95,2.29
139.6,6.12,146.02,-169.41,23.3,2.28
139.65,5.73,146.02,-170.52,22.81,2.28
139.7,5.57,145.8,-170.78,22.78,2.29
139.75,5.26,145.8,-170.04,23.3,2.29
139.8,5.37,145.58,-168.55,24.29,2.3
139.85,6.13,145.58,-166.85,25.57,2.3
139.9,7.7,146.02,-165.57,26.85,2.3
139.95,9.37,146.24,-165.01,27.81,2.3
140,10.81,146.69,-165.15,28.19,2.3
140.05,11.44,146.69,-165.62,28.15,2.29
140.1,11.85,146.02,-166.04,28.08,2.29
140.15,12.26,145.35,-166.22,28.28,2.29
140.2,13.22,144.69,-166.18,28.73,2.29
140.25,14.7,144.02,-166.15,29.29,2.29
140.3,15.98,144.02,-166.2,29.8,2.28
140.35,16.54,145.35,-166.38,30.21,2.28
140.4,16.3,146.69,-166.52,30.56,2.28
140.45,14.97,147.13,-166.54,30.86,2.28
140.5,13.85,146.91,-166.42,31.06,2.29
140.55,12.76,146.46,-166.25,31.01,2.3
140.6,13.12,146.69,-166.08,30.7,2.32
140.65,13.18,146.91,-165.83,30.21,2.33
140.7,13.26,146.91,-165.36,29.65,2.34
140.75,12.69,146.91,-164.55,29.24,2.34
140.8,12.39,146.69,-163.47,29.36,2.34
140.85,12.62,146.46,-162.42,30.63,2.35
140.9,13,145.8,-161.74,33.1,2.35
140.95,13.52,145.13,-161.76,36.16,2.35
141,13.71,144.91,-162.6,39.13,2.35
141.05,13.85,144.47,-164.22,41.94,2.35
141.1,13.71,144.47,-166.25,45.2,2.35
141.15,13.51,144.47,-168.27,49.25,2.35
141.2,13.44,143.8,-169.92,53.73,2.34
141.25,13.99,143.13,-171.18,57.64,2.34
141.3,14.49,142.91,-172.27,60.35,2.34
