Depth,Ng,Cal,SP,Res,Den
159.5,20.59,124.49,-364.18,27.61,2.48
159.55,19.94,125.37,-365.56,25.87,2.47
159.6,18.91,125.15,-365.44,24.3,2.46
159.65,18.17,124.49,-364.22,23.02,2.46
159.7,17.82,124.71,-362.91,22.03,2.45
159.75,17,124.93,-362.49,21.35,2.45
159.8,16.56,124.93,-363.47,20.99,2.46
159.85,15.31,124.49,-365.67,20.92,2.46
159.9,14.18,123.82,-368.53,21.08,2.47
159.95,13.1,123.38,-371.32,21.33,2.47
160,12.45,123.6,-373.38,21.6,2.47
160.05,12.71,124.04,-374.3,21.91,2.48
160.1,13.23,123.6,-374.02,22.35,2.48
160.15,14.19,122.49,-373.02,22.87,2.49
160.2,14.88,122.04,-371.9,23.27,2.49
160.25,15.42,122.04,-371.13,23.44,2.49
160.3,16.26,122.04,-370.49,23.47,2.49
160.35,17.14,122.27,-369.28,23.63,2.48
160.4,18.28,122.04,-366.67,24.04,2.48
160.45,19.28,121.6,-362.39,24.71,2.47
160.5,19.91,121.82,-357.05,25.44,2.46
160.55,20.24,123.38,-352.07,25.75,2.45
160.6,19.63,124.26,-349.01,25.1,2.44
160.65,18.37,123.15,-348.73,23.42,2.43
160.7,16.6,121.82,-350.72,21.36,2.43
160.75,15,122.04,-353.56,19.73,2.42
160.8,13.92,121.82,-355.65,18.8,2.42
160.85,12.78,121.6,-356.28,18.21,2.41
160.9,11.54,120.27,-355.75,17.64,2.42
160.95,10.47,119.16,-354.98,17.19,2.42
161,9.4,119.38,-354.87,17.17,2.43
161.05,8.97,119.6,-355.93,17.69,2.44
161.1,9.28,119.38,-358.18,18.59,2.45
161.15,10.25,119.38,-361.27,19.66,2.47
161.2,11.51,119.6,-364.58,20.79,2.47
161.25,12.35,120.27,-367.51,21.91,2.47
161.3,12.97,120.71,-369.58,23.22,2.47
161.35,13.06,120.71,-370.46,24.7,2.47
161.4,13.61,120.93,-369.96,25.96,2.46
161.45,14.33,120.93,-368.12,26.42,2.46
161.5,15.39,120.93,-365.32,25.97,2.47
161.55,15.95,121.16,-362.01,25.1,2.47
161.6,16.47,121.38,-358.71,24.09,2.47
161.65,16.28,122.04,-355.9,23.1,2.47
161.7,15.95,122.49,-354.1,22.15,2.47
161.75,15.25,122.49,-353.7,21.6,2.47
161.8,15.24,122.71,-354.72,21.7,2.47
161.85,15.9,122.93,-356.72,22.5,2.48
161.9,17.03,122.93,-358.87,23.6,2.48
161.95,17.59,122.93,-360.37,24.58,2.47
162,17.52,122.71,-360.87,25.18,2.46
162.05,17.42,122.49,-360.47,25.43,2.45
162.1,17.59,122.27,-359.57,25.34,2.44
162.15,17.6,121.82,-358.75,25.03,2.45
162.2,17.44,121.6,-358.49,24.58,2.45
162.25,17.81,121.6,-359.03,24.14,2.46
162.3,18.45,121.38,-360.1,23.61,2.46
162.35,19.05,121.16,-361.27,22.87,2.45
162.4,18.5,121.16,-362.16,21.72,2.44
162.45,17.51,121.16,-362.68,20.23,2.43
162.5,16.4,121.38,-363.05,18.52,2.43
162.55,15.58,121.6,-363.61,16.93,2.43
162.6,14.8,121.82,-364.67,15.71,2.43
162.65,14.08,122.04,-366.02,15.02,2.42
162.7,13.78,122.04,-367.17,14.91,2.4
162.75,14.17,122.04,-367.58,15.29,2.38
162.8,14.19,121.82,-367.23,16.32,2.36
162.85,14.07,121.82,-366.45,17.83,2.35
162.9,13.45,122.27,-365.76,19.58,2.34
162.95,13.31,122.49,-365.34,21.24,2.35
163,13.15,122.71,-365.01,22.61,2.36
163.05,13.09,122.49,-364.27,23.59,2.37
163.1,13.45,122.27,-362.95,24.07,2.37
163.15,14.51,121.82,-361.34,24.2,2.37
163.2,15.39,121.16,-360.23,24.29,2.37
163.25,15.98,120.71,-360.23,24.61,2.38
163.3,15.47,120.05,-361.51,25.32,2.4
163.35,15.49,119.6,-363.67,26.38,2.41
163.4,15.59,119.16,-366.06,27.46,2.43
163.45,16.22,118.94,-367.92,28.22,2.43
163.5,16.96,118.94,-368.7,28.45,2.43
163.55,18.04,118.94,-368.12,28.33,2.43
163.6,19,118.94,-366.52,28.19,2.44
163.65,19.61,118.71,-364.67,28.39,2.45
163.7,19.32,118.71,-363.34,28.83,2.46
163.75,18.99,118.94,-362.51,29.47,2.47
163.8,19.06,119.16,-361.64,30.33,2.48
163.85,19.61,119.16,-360.19,32.03,2.48
163.9,20.13,119.16,-358.41,34.24,2.48
163.95,19.75,119.16,-356.98,35.93,2.48
164,18.98,118.94,-356.36,35.86,2.48
164.05,18.15,118.94,-356.49,33.88,2.47
164.1,17.22,119.16,-356.95,30.84,2.46
164.15,16.87,119.38,-357.62,27.37,2.45
164.2,16.62,119.38,-358.54,24.19,2.44
164.25,16.9,119.38,-359.68,21.71,2.42
164.3,17.1,119.38,-360.64,20.23,2.41
164.35,17.2,119.16,-360.93,19.53,2.4
164.4,17.26,118.05,-360.33,19.2,2.39
164.45,17.29,117.6,-359.38,18.87,2.39
164.5,17.71,118.94,-358.92,18.54,2.39
164.55,18.4,120.27,-359.78,18.37,2.39
164.6,19.02,119.6,-361.85,18.69,2.39
164.65,19.69,118.27,-364.38,19.6,2.39
164.7,19.94,117.83,-366.17,21.04,2.38
164.75,20.13,117.83,-366.61,22.64,2.38
164.8,20.01,117.83,-365.81,24.05,2.39
164.85,20.43,117.83,-364.52,25.11,2.4
164.9,20.89,117.6,-363.41,25.76,2.41
164.95,21.46,117.16,-362.82,25.9,2.42
165,21.47,116.72,-362.49,25.45,2.42
165.05,21.39,116.72,-361.94,24.51,2.42
165.1,20.57,116.72,-360.84,23.3,2.42
165.15,19.79,116.72,-359.32,22.1,2.42
165.2,18.47,117.16,-357.77,21.24,2.42
165.25,17.65,118.05,-356.59,20.86,2.43
165.3,16.83,119.16,-356.09,20.88,2.43
165.35,16.5,119.82,-356.3,21.15,2.43
165.4,15.66,120.27,-357.17,21.55,2.44
165.45,14.83,120.49,-358.52,22.12,2.44
165.5,13.9,120.27,-360.26,22.91,2.45
165.55,13.55,120.49,-362.14,23.95,2.45
165.6,12.89,120.49,-363.76,24.95,2.45
165.65,12.89,120.27,-364.56,25.64,2.46
165.7,12.96,120.05,-364.37,25.89,2.46
165.75,13.57,120.27,-363.35,25.79,2.47
165.8,13.71,120.49,-362.11,25.5,2.47
165.85,13.45,120.71,-360.99,25.15,2.47
165.9,13.63,120.93,-360.17,24.9,2.46
165.95,13.82,120.93,-359.58,24.89,2.46
166,13.89,120.93,-359.27,25.07,2.45
166.05,13.54,120.71,-359.11,25.27,2.45
166.1,13.09,120.93,-359.01,25.24,2.45
166.15,13.13,120.93,-358.9,24.94,2.45
166.2,12.64,120.71,-358.96,24.52,2.45
166.25,12.15,120.05,-359.4,24.17,2.46
166.3,11.56,120.05,-360.28,24.02,2.46
166.35,11.14,119.82,-361.57,24,2.46
166.4,10.74,119.82,-362.86,24.01,2.46
166.45,10.38,119.82,-363.66,24.08,2.46
166.5,9.42,120.05,-363.49,24.32,2.46
166.55,8.76,120.05,-362.62,24.7,2.45
166.6,8.04,120.05,-361.63,24.99,2.45
166.65,7.76,120.05,-360.81,24.91,2.45
166.7,7.36,120.05,-359.61,24.55,2.45
166.75,6.82,120.05,-357.3,24.15,2.45
166.8,6.64,120.05,-353.9,23.98,2.46
166.85,6.29,120.27,-350.57,24,2.47
166.9,6.59,120.93,-348.68,24.28,2.48
166.95,7.58,121.6,-348.92,24.98,2.49
167,8.83,122.04,-350.88,26.42,2.51
167.05,9.88,122.04,-353.73,28.61,2.53
167.1,10.14,121.82,-356.68,31.1,2.54
167.15,10.61,121.82,-359.34,33.3,2.56
167.2,10.95,122.04,-361.59,34.52,2.57
167.25,11.51,122.27,-363.46,34.79,2.57
167.3,12.09,122.49,-364.98,34.71,2.56
167.35,13.12,122.49,-366.13,35.17,2.55
167.4,14.24,122.49,-366.66,36.17,2.54
167.45,14.87,122.71,-366.37,36.97,2.53
167.5,14.82,122.71,-365.13,37,2.51
167.55,14.74,122.93,-363.08,36.29,2.51
167.6,14.71,122.71,-360.41,35.21,2.5
167.65,15.29,122.27,-357.46,33.91,2.48
167.7,15.6,121.82,-354.65,32.58,2.46
167.75,16.18,121.82,-352.76,31.36,2.44
167.8,16.36,122.04,-352.37,30.3,2.43
167.85,16.51,121.82,-353.66,29.39,2.43
167.9,16.37,120.93,-355.86,28.59,2.43
167.95,16.18,119.82,-358.21,27.93,2.43
168,16.11,119.6,-360.14,27.28,2.42
168.05,16.26,119.82,-361.61,26.5,2.42
168.1,16.67,119.82,-362.41,25.69,2.41
168.15,17.19,119.82,-362.09,25.3,2.42
168.2,17.17,119.6,-360.04,25.64,2.42
168.25,17.07,119.6,-355.98,26.68,2.42
168.3,17.05,119.6,-350.16,28.1,2.43
168.35,17.42,119.6,-343.53,29.69,2.44
168.4,18.1,119.6,-337.54,31.4,2.45
168.45,18.9,119.6,-333.91,33.54,2.46
168.5,19.8,119.38,-333.69,35.83,2.46
168.55,20.34,118.94,-337.04,37.64,2.47
168.6,20.03,118.49,-342.86,38.27,2.48
168.65,19.07,118.27,-349.8,37.94,2.5
168.7,18.22,118.27,-356.61,37.24,2.5
168.75,17.86,118.49,-362.55,36.58,2.51
168.8,17.82,119.16,-367.02,35.9,2.52
168.85,17.14,119.38,-369.57,35.17,2.52
168.9,16.19,120.05,-370.07,34.36,2.52
168.95,15.27,120.71,-368.83,33.58,2.52
169,14.49,121.6,-366.34,32.96,2.53
169.05,13.95,122.27,-362.94,32.71,2.53
169.1,13.49,122.04,-358.75,32.76,2.53
169.15,13.29,121.6,-354.05,32.86,2.53
169.2,13.76,121.38,-349.71,32.61,2.53
169.25,14.21,121.38,-346.94,31.94,2.52
169.3,14.59,121.38,-346.59,31.16,2.52
169.35,14.36,121.6,-348.39,30.79,2.51
169.4,14.59,121.82,-351.15,31.09,2.51
169.45,15.39,121.82,-353.63,31.72,2.51
169.5,16,121.82,-355.42,32.28,2.51
169.55,16.28,121.82,-356.85,32.55,2.51
169.6,16.06,121.82,-358.58,32.54,2.51
169.65,15.87,122.04,-360.81,32.24,2.51
169.7,15.58,122.49,-363.4,31.59,2.51
169.75,15.29,122.71,-365.92,30.77,2.51
169.8,15.38,122.04,-368.1,30.01,2.5
169.85,16.13,121.38,-369.81,29.48,2.5
169.9,17.1,120.49,-370.99,29.23,2.49
169.95,17.85,119.82,-371.65,29.16,2.49
170,17.79,119.82,-371.84,29.25,2.48
170.05,18.33,120.05,-371.68,29.34,2.48
170.1,19.02,120.05,-371.01,29.48,2.48
170.15,19.67,119.82,-369.32,29.65,2.48
170.2,19.74,120.49,-366.26,29.76,2.48
170.25,19.88,120.93,-361.94,29.53,2.48
170.3,20.32,120.93,-357.2,28.85,2.49
170.35,20.24,120.49,-353.12,27.87,2.48
170.4,19.11,120.49,-350.83,26.94,2.48
170.45,17.27,120.27,-351.07,26.31,2.48
170.5,15.48,120.71,-353.84,25.97,2.48
170.55,13.75,122.27,-358.28,25.67,2.48
170.6,11.85,123.38,-362.88,25.31,2.47
170.65,9.92,123.6,-366.29,25.01,2.46
170.7,8.55,123.38,-367.98,24.84,2.45
170.75,7.69,123.38,-368.22,24.63,2.44
170.8,6.85,123.6,-367.82,24.27,2.43
170.85,6.11,123.6,-367.22,23.82,2.42
170.9,5.59,123.6,-366.61,23.45,2.41
170.95,5.94,123.82,-366,23.08,2.41
171,6.71,123.82,-365.82,22.68,2.41
171.05,7.73,122.93,-366.54,22.33,2.41
171.1,8.89,121.82,-368.43,22.14,2.41
171.15,10.12,121.38,-371.21,21.98,2.41
171.2,11.4,121.16,-374.37,21.8,2.41
171.25,12.51,120.49,-377.27,21.65,2.41
171.3,13.78,120.05,-379.47,21.91,2.42
171.35,15.26,119.38,-380.65,22.89,2.43
171.4,16.41,119.16,-380.61,24.48,2.45
171.45,17.53,119.16,-379.17,26.14,2.46
171.5,18.39,119.38,-376.22,26.98,2.46
171.55,19.58,119.6,-372.18,26.89,2.46
171.6,20.39,119.82,-367.96,26.24,2.45
171.65,20.8,119.82,-364.72,25.74,2.44
171.7,21.04,120.05,-363.21,25.48,2.44
171.75,20.77,120.93,-363.68,25.24,2.43
171.8,20.76,121.82,-365.81,24.76,2.43
171.85,20.71,122.49,-368.99,23.9,2.42
171.9,20.89,122.93,-372.39,22.83,2.4
171.95,20.92,123.38,-375.17,21.79,2.39
172,20.56,123.38,-376.8,20.97,2.38
172.05,20.1,123.6,-377.11,20.32,2.38
172.1,19.33,123.6,-376.24,19.71,2.39
172.15,18.49,124.04,-374.64,19.18,2.4
172.2,17.76,124.71,-372.84,18.97,2.41
172.25,17.05,125.82,-371.42,19.37,2.43
172.3,16.96,125.37,-370.62,20.31,2.45
172.35,17,124.49,-370.25,21.45,2.46
172.4,17.59,124.26,-369.7,22.38,2.48
172.45,17.52,124.71,-368.4,22.93,2.49
172.5,17.42,124.49,-366.39,23.16,2.5
172.55,17.19,123.6,-364.42,23.22,2.51
172.6,16.92,122.93,-363.65,23.27,2.51
172.65,17.02,122.93,-364.7,23.42,2.51
172.7,17.19,122.71,-367.55,23.59,2.5
172.75,17.64,122.71,-371.39,23.66,2.49
172.8,17.77,122.71,-375.35,23.56,2.48
172.85,17.68,122.93,-378.5,23.37,2.47
172.9,17.09,123.15,-380.31,23.19,2.47
172.95,16.35,123.15,-380.66,23.19,2.46
173,15.69,123.38,-380.18,23.59,2.46
173.05,15.41,123.6,-379.62,24.57,2.46
173.1,15.82,123.82,-379.6,26.08,2.46
173.15,16.45,124.26,-380.1,28,2.46
173.2,17.05,124.49,-380.87,29.68,2.47
173.25,17.1,124.49,-381.49,30.58,2.47
173.3,17.03,124.49,-381.56,30.5,2.47
173.35,17.03,124.49,-380.48,29.79,2.46
173.4,17.41,124.49,-377.66,29.02,2.45
173.45,18.09,124.49,-373.09,28.33,2.43
173.5,18.9,124.49,-367.72,27.77,2.43
173.55,19.6,124.93,-363.15,27.18,2.43
173.6,20.1,124.93,-360.66,26.42,2.42
173.65,20.14,124.93,-360.61,25.52,2.41
173.7,19.85,124.93,-362.42,24.65,2.41
173.75,19.6,125.15,-365.21,24.08,2.41
173.8,19.69,125.6,-368.34,23.89,2.41
173.85,19.86,125.6,-371.45,23.9,2.41
173.9,19.91,125.6,-374.39,23.87,2.41
173.95,19.75,125.82,-376.86,23.69,2.42
174,18.93,126.04,-378.56,23.5,2.42
174.05,17.74,126.26,-379.22,23.39,2.41
174.1,16.53,126.26,-379,23.47,2.41
174.15,16.05,127.37,-378.41,23.66,2.4
174.2,16.12,128.7,-378.06,23.93,2.39
174.25,16.43,129.37,-378.18,24.18,2.39
174.3,16.72,129.37,-378.46,24.43,2.38
174.35,16.44,129.59,-378.3,24.75,2.37
174.4,16.04,129.81,-377.25,25.22,2.37
174.45,15.49,130.04,-375.25,25.82,2.37
174.5,15.31,130.26,-372.7,26.55,2.38
174.55,15.16,130.04,-370.01,27.39,2.38
174.6,15.09,129.81,-367.54,28.24,2.39
174.65,15.05,129.81,-365.42,28.86,2.4
174.7,15.03,129.59,-363.77,29.1,2.41
174.75,15.02,129.37,-362.4,28.95,2.41
174.8,15.01,129.37,-361.2,28.51,2.41
174.85,15.01,129.81,-360.15,27.96,2.41
174.9,15,131.81,-359.66,27.5,2.42
174.95,15.4,133.59,-360.07,27.4,2.42
175,15.88,131.37,-361.32,27.71,2.42
175.05,16.46,126.48,-363.06,28.26,2.42
175.1,16.67,124.49,-364.9,28.84,2.43
175.15,16.63,124.71,-366.76,29.33,2.43
175.2,15.86,124.71,-368.66,29.63,2.43
175.25,14.9,124.49,-370.59,29.61,2.44
175.3,13.95,123.82,-372.17,29.17,2.44
175.35,13.57,122.93,-373.01,28.41,2.45
175.4,13.9,122.49,-372.83,27.52,2.45
175.45,14.5,122.49,-371.74,26.71,2.45
175.5,15.08,122.49,-369.96,26.12,2.44
175.55,15.52,122.49,-367.69,25.75,2.44
175.6,15.92,122.49,-365.23,25.44,2.44
175.65,16.29,122.27,-363.19,25.09,2.44
175.7,16.64,122.04,-362.39,24.65,2.45
175.75,17.39,122.04,-363.41,24.24,2.45
175.8,18.41,121.82,-366.21,24,2.44
175.85,19.16,121.82,-370.17,24.1,2.44
175.9,19.51,122.27,-374.14,24.62,2.43
175.95,19.13,122.93,-376.98,25.39,2.43
176,18.53,123.15,-377.87,26.15,2.43
176.05,17.73,123.15,-376.79,26.75,2.44
176.1,17.05,123.15,-374.2,27.13,2.44
176.15,16.56,123.15,-370.81,27.27,2.44
176.2,16.12,123.15,-367.06,27.13,2.43
176.25,16.34,123.38,-363.25,26.72,2.43
176.3,16.09,123.6,-359.67,26.08,2.43
176.35,15.89,123.38,-356.93,25.3,2.43
176.4,15.2,123.38,-355.42,24.53,2.44
176.45,15.22,123.15,-355.15,23.94,2.45
176.5,15.88,123.15,-355.58,23.7,2.45
176.55,17.02,123.15,-356.33,23.82,2.45
176.6,17.98,123.38,-357.44,24.24,2.44
176.65,18.4,123.6,-359.33,24.8,2.44
176.7,18.48,123.82,-362.33,25.25,2.44
176.75,18.38,124.04,-366.32,25.37,2.44
176.8,17.77,124.04,-370.64,25.23,2.45
176.85,17.63,124.26,-374.31,25.11,2.45
176.9,17.48,124.26,-376.48,25.18,2.46
176.95,17.82,124.26,-376.79,25.37,2.46
177,18.06,124.26,-375.36,25.49,2.47
177.05,18.18,124.26,-372.69,25.49,2.48
177.1,18.25,124.26,-369.42,25.43,2.5
177.15,17.89,124.04,-366.2,25.35,2.51
177.2,17.83,123.82,-363.31,25.25,2.5
177.25,17.74,123.82,-360.63,25.1,2.5
177.3,17.91,123.82,-357.69,24.89,2.49
177.35,17.73,123.82,-354.38,24.54,2.49
177.4,17.33,123.6,-350.97,24.02,2.48
177.45,17.21,123.38,-348.47,23.39,2.47
177.5,17.31,123.15,-347.87,22.79,2.47
177.55,17.3,123.15,-349.84,22.39,2.47
177.6,17.12,123.15,-353.94,22.25,2.47
177.65,17.49,123.38,-359.19,22.5,2.48
177.7,18.32,123.38,-364.47,23.16,2.49
177.75,18.96,123.6,-368.97,24,2.5
177.8,18.86,123.6,-372.11,24.83,2.51
177.85,18.56,123.6,-373.51,25.42,2.51
177.9,18.28,123.6,-373.06,25.82,2.51
177.95,18.17,123.6,-371.12,26.02,2.51
178,17.69,123.6,-368.42,26.13,2.51
178.05,17.17,123.6,-365.95,26.24,2.51
178.1,16.57,123.6,-364.39,26.47,2.49
178.15,15.95,123.82,-363.86,26.77,2.47
178.2,14.5,123.82,-363.84,27.11,2.46
178.25,13.09,123.82,-363.63,27.29,2.44
178.3,11.92,123.82,-362.82,27.38,2.43
178.35,12.2,123.82,-361.45,27.48,2.42
178.4,13.02,123.6,-360.03,27.64,2.42
178.45,14.45,123.6,-359.15,27.74,2.42
178.5,15.49,123.38,-359.3,27.67,2.42
178.55,16.39,123.15,-360.53,27.45,2.42
178.6,17.18,123.15,-362.56,27.26,2.43
178.65,18.31,123.6,-364.93,27.16,2.43
178.7,19.3,124.04,-367.36,27.19,2.44
178.75,20.12,123.6,-369.71,27.16,2.45
178.8,20.08,122.71,-371.96,27.05,2.45
178.85,19.84,122.49,-374.02,26.85,2.46
178.9,19.39,122.49,-375.75,26.64,2.46
178.95,19.25,122.49,-376.94,26.43,2.46
179,18.93,122.71,-377.55,26.3,2.46
179.05,18.63,122.49,-377.74,26.32,2.45
179.1,18.31,122.49,-377.7,26.6,2.45
179.15,17.79,122.49,-377.41,27.05,2.45
179.2,17.02,122.49,-376.65,27.52,2.46
179.25,16.16,122.49,-375.28,27.84,2.46
179.3,15.64,122.49,-373.47,27.97,2.47
179.35,15.56,122.49,-371.75,28.01,2.48
179.4,15.04,122.71,-370.72,28.13,2.48
179.45,14.52,122.71,-370.8,28.38,2.48
179.5,13.51,122.27,-371.83,28.6,2.48
179.55,13.01,122.27,-373.25,28.64,2.49
179.6,12.5,122.27,-374.26,28.36,2.49
179.65,12.3,122.49,-374.44,27.71,2.49
179.7,12.16,122.49,-373.88,26.67,2.49
179.75,11.89,122.49,-372.95,25.31,2.49
179.8,11.61,122.49,-371.8,24.07,2.49
179.85,11.9,122.71,-370.34,23.41,2.49
179.9,12.5,122.93,-368.48,23.56,2.49
179.95,13.28,122.93,-366.66,24.34,2.49
180,13.56,122.93,-365.65,25.25,2.5
180.05,13.97,122.93,-365.95,25.96,2.5
180.1,14.31,122.93,-367.21,26.38,2.5
180.15,14.85,122.93,-368.54,26.67,2.5
180.2,15.23,122.93,-369.03,27.13,2.5
180.25,15.82,122.93,-368.65,27.98,2.5
180.3,16.21,122.93,-367.79,29.08,2.5
180.35,16.81,122.93,-367.06,30.02,2.5
180.4,16.6,122.93,-366.81,30.46,2.49
180.45,16.48,123.15,-367.3,30.37,2.49
180.5,16.02,123.15,-368.58,30.1,2.47
180.55,16.5,123.15,-370.52,29.89,2.47
180.6,16.5,122.93,-372.83,29.85,2.47
180.65,17,122.93,-375.2,29.94,2.47
180.7,17.1,123.15,-377.4,30.09,2.47
180.75,17.62,123.15,-379.12,30.24,2.47
180.8,17.74,123.6,-380.1,30.28,2.47
180.85,17.67,124.04,-379.96,30.19,2.47
180.9,17.48,124.26,-378.45,30.04,2.46
180.95,17.03,124.04,-375.48,29.94,2.47
181,16.5,124.04,-371.27,29.92,2.47
181.05,15.91,124.49,-366.15,29.9,2.48
181.1,15.28,124.93,-360.66,29.76,2.48
181.15,15.04,125.15,-355.41,29.38,2.46
181.2,14.46,125.37,-351.22,28.83,2.45
181.25,14.1,125.37,-348.67,28.26,2.44
181.3,13.71,124.93,-348.16,27.91,2.44
181.35,13.36,124.49,-349.69,27.85,2.44
181.4,13.42,123.82,-353,28.07,2.45
181.45,13.36,123.38,-357.57,28.44,2.45
181.5,14.15,123.38,-362.78,28.86,2.46
181.55,14.7,123.38,-367.88,29.26,2.46
181.6,15.37,123.38,-372.05,29.43,2.46
181.65,15.62,123.38,-374.42,29.33,2.47
181.7,15.6,123.38,-374.63,29.06,2.48
181.75,15.24,123.38,-372.85,28.92,2.49
181.8,14.77,123.38,-370.22,29.03,2.51
181.85,14.4,123.38,-367.86,29.29,2.51
181.9,14.23,123.38,-366.77,29.44,2.51
181.95,14.13,123.6,-367.15,29.46,2.5
182,13.87,123.6,-368.67,29.33,2.5
182.05,13.4,123.6,-370.5,29.04,2.5
182.1,12.85,123.6,-371.82,28.76,2.5
182.15,12.45,123.15,-372.12,28.91,2.5
182.2,12.26,122.27,-371.54,29.7,2.5
182.25,12.74,121.6,-370.71,31,2.51
182.3,13.4,121.38,-370.35,32,2.5
182.35,14.03,121.38,-370.75,32.1,2.5
182.4,14.09,121.38,-371.61,31.19,2.49
182.45,14.22,121.38,-372.35,29.86,2.49
182.5,14.46,120.49,-372.72,28.91,2.49
182.55,15.14,118.49,-372.89,28.44,2.5
182.6,15.72,117.83,-373.23,28.31,2.5
182.65,16.17,118.71,-373.83,28.21,2.49
182.7,15.98,119.6,-374.49,28.2,2.48
182.75,15.63,119.16,-374.94,28.43,2.47
182.8,15.12,118.05,-375.16,28.99,2.46
182.85,14.75,117.16,-375.47,29.77,2.45
182.9,14.37,117.38,-376.33,30.35,2.44
182.95,14.23,118.94,-377.87,30.53,2.43
183,14.52,119.82,-379.57,30.25,2.42
183.05,14.95,120.05,-380.46,29.68,2.42
183.1,15.29,120.05,-379.78,28.95,2.42
183.15,15.25,120.49,-377.54,28.28,2.42
183.2,15.11,121.38,-374.47,27.91,2.42
183.25,15.07,121.82,-371.58,27.9,2.43
183.3,14.84,122.27,-369.73,28.04,2.44
183.35,14.58,122.49,-369.47,28.17,2.46
183.4,14.28,122.71,-370.9,28.3,2.48
183.45,14.17,122.93,-373.5,28.56,2.5
183.5,13.69,122.93,-376.4,28.85,2.51
183.55,13.17,123.15,-378.59,29,2.51
183.6,12.57,123.6,-379.68,28.93,2.51
183.65,12.15,123.6,-379.69,28.83,2.51
183.7,11.94,123.15,-378.83,28.87,2.51
183.75,11.82,122.27,-377.16,29.16,2.5
183.8,12.15,121.6,-374.81,29.64,2.5
183.85,12.19,121.6,-372.25,30.24,2.48
183.9,12.27,121.6,-370.17,30.86,2.47
183.95,12.09,121.6,-369.04,31.21,2.46
184,12.07,121.38,-368.83,31.15,2.46
184.05,11.83,121.6,-369.25,30.75,2.45
184.1,11.58,121.38,-370.09,30.14,2.44
184.15,11.28,121.38,-371.46,29.41,2.42
184.2,11.57,121.6,-373.39,28.61,2.41
184.25,12.17,121.82,-375.42,27.89,2.41
184.3,12.95,121.82,-376.91,27.28,2.4
184.35,13.42,121.6,-377.52,26.81,2.4
184.4,13.88,120.93,-377.64,26.53,2.4
184.45,14.26,120.71,-377.9,26.5,2.4
184.5,14.63,120.49,-378.65,26.78,2.4
184.55,14.78,120.71,-379.71,27.29,2.4
184.6,15.48,120.93,-380.63,28,2.39
184.65,15.85,121.16,-381.15,28.77,2.4
184.7,15.87,121.38,-381.43,29.51,2.4
184.75,15.14,121.6,-381.83,30.06,2.4
184.8,14.2,121.6,-382.38,30.36,2.41
184.85,13.07,121.38,-382.65,30.47,2.41
184.9,12.05,121.38,-382.15,30.65,2.42
184.95,11.43,121.38,-380.91,31.06,2.42
185,11.1,121.38,-379.58,31.78,2.43
185.05,10.5,121.6,-378.97,32.73,2.43
185.1,9.72,121.6,-379.61,33.69,2.44
185.15,9.05,121.6,-381.42,34.63,2.45
185.2,8.55,121.6,-383.88,35.76,2.46
185.25,8.52,121.38,-386.24,37.23,2.47
185.3,8.61,120.27,-387.94,38.53,2.47
185.35,8.83,118.49,-388.72,38.89,2.47
185.4,9.09,117.38,-388.74,37.95,2.47
185.45,8.98,116.49,-388.3,36.4,2.46
185.5,8.81,116.27,-387.76,34.96,2.45
185.55,8.96,116.27,-387.25,33.99,2.44
185.6,9.76,116.72,-386.79,33.44,2.44
185.65,10.74,117.6,-386.24,33.1,2.44
185.7,11.3,118.94,-385.47,32.89,2.44
185.75,12.01,119.82,-384.24,32.72,2.43
185.8,12.66,119.82,-382.47,32.7,2.42
185.85,13.33,119.6,-380.29,32.9,2.42
185.9,14,119.6,-378.21,33.21,2.43
185.95,15.07,119.6,-376.74,33.48,2.43
186,16.61,119.82,-376.33,33.5,2.42
186.05,17.94,119.82,-377.03,33.23,2.42
186.1,18.51,119.82,-378.64,32.69,2.42
186.15,18.89,119.6,-380.79,32.21,2.42
186.2,19.08,119.6,-383.1,31.97,2.42
186.25,19.39,119.6,-385.32,31.99,2.42
186.3,19.7,119.6,-387.24,32.04,2.42
186.35,20.02,119.82,-388.51,31.75,2.43
186.4,20.54,119.82,-388.76,31.08,2.43
186.45,20.51,120.05,-387.9,30.16,2.44
186.5,20.21,120.05,-386.33,29.53,2.44
186.55,19.15,120.05,-384.55,29.55,2.46
186.6,18.07,120.05,-382.94,30.22,2.46
186.65,17.04,120.27,-381.39,31.27,2.46
186.7,15.82,120.71,-379.64,32.3,2.46
186.75,15.17,120.93,-377.48,33.05,2.47
186.8,14.6,121.16,-374.98,33.24,2.47
186.85,14.75,121.16,-372.4,32.72,2.46
186.9,14.47,121.16,-370.1,31.64,2.45
186.95,14.05,121.16,-368.34,30.44,2.45
187,13.7,121.16,-367.5,29.55,2.44
187.05,13.15,121.38,-368.02,29.15,2.45
187.1,12.77,121.6,-370.04,29.08,2.45
187.15,12.18,121.82,-373.12,29,2.46
187.2,11.79,121.82,-376.22,28.63,2.46
187.25,12,121.82,-378.55,27.99,2.46
187.3,11.76,121.82,-379.7,27.27,2.45
187.35,11.35,121.82,-379.94,26.91,2.45
187.4,10.22,121.6,-379.61,27.35,2.44
187.45,9.91,121.38,-379.05,28.69,2.44
187.5,10.03,120.49,-378.41,30.16,2.44
187.55,10.79,119.82,-377.87,31.06,2.44
187.6,11.56,119.16,-377.6,31.09,2.43
