date,Res,Ng,Cal,SP,Den
1997/5/7 18:00,11.4,15.71,142.91,-212.49,2.21
1997/5/7 19:00,11.51,15.99,143.36,-212.1,2.2
1997/5/7 20:00,11.67,16.34,144.02,-211.92,2.21
1997/5/7 21:00,11.82,17.07,144.24,-212.14,2.21
1997/5/7 22:00,11.94,17.08,144.24,-212.87,2.22
1997/5/7 23:00,12.03,17.03,144.69,-213.98,2.23
1997/5/8 0:00,12.12,17.02,146.46,-215.36,2.25
1997/5/8 1:00,12.17,16.81,149.57,-216.93,2.26
1997/5/8 2:00,12.23,16.77,155.57,-218.63,2.28
1997/5/8 3:00,12.28,16.72,162.89,-220.32,2.29
1997/5/8 4:00,12.32,17.1,166.44,-221.85,2.3
1997/5/8 5:00,12.35,18.16,166.89,-223.01,2.32
1997/5/8 6:00,12.37,19.05,165.33,-223.61,2.33
1997/5/8 7:00,12.39,19.84,163.34,-223.61,2.35
1997/5/8 8:00,12.41,20.18,158.67,-223.08,2.36
1997/5/8 9:00,12.44,21,154.9,-222.22,2.37
1997/5/8 10:00,12.49,21.84,153.57,-221.28,2.38
1997/5/8 11:00,12.56,22.77,155.57,-220.51,2.4
1997/5/8 12:00,12.62,23.72,158.45,-220.07,2.4
1997/5/8 13:00,12.68,24.7,158.9,-220.03,2.41
1997/5/8 14:00,12.74,25.08,157.56,-220.31,2.41
1997/5/8 15:00,12.8,25.36,152.68,-220.75,2.42
1997/5/8 16:00,12.84,25.09,148.68,-221.23,2.41
1997/5/8 17:00,12.86,24.89,145.35,-221.68,2.41
1997/5/8 18:00,12.86,24.2,144.02,-222.12,2.4
1997/5/8 19:00,12.84,23.62,142.47,-222.66,2.39
1997/5/8 20:00,12.82,22.96,141.8,-223.35,2.38
1997/5/8 21:00,12.8,22.72,141.8,-224.15,2.37
1997/5/8 22:00,12.79,22.34,141.58,-224.94,2.37
1997/5/8 23:00,12.76,22.01,141.58,-225.37,2.36
1997/5/9 0:00,12.73,21.47,141.58,-224.95,2.35
1997/5/9 1:00,12.68,21.5,141.8,-223.22,2.35
1997/5/9 2:00,12.6,21.59,141.8,-220.33,2.34
1997/5/9 3:00,12.52,21.82,141.8,-217.13,2.34
1997/5/9 4:00,12.43,22.08,141.8,-214.56,2.34
1997/5/9 5:00,12.35,22.18,142.25,-213.33,2.34
1997/5/9 6:00,12.28,22.25,142.47,-213.17,2.35
1997/5/9 7:00,12.19,21.89,142.47,-213.69,2.35
1997/5/9 8:00,12.1,21.03,142.69,-214.24,2.36
1997/5/9 9:00,12.02,19.98,142.69,-214.82,2.36
1997/5/9 10:00,11.95,19,142.91,-215.43,2.36
1997/5/9 11:00,11.89,18.6,142.91,-216.17,2.36
1997/5/9 12:00,11.84,17.72,142.91,-216.62,2.36
1997/5/9 13:00,11.73,16.86,142.91,-216.36,2.35
1997/5/9 14:00,11.61,15.72,142.91,-214.93,2.35
1997/5/9 15:00,11.47,14.52,142.91,-212.44,2.35
1997/5/9 16:00,11.33,13.45,143.36,-209.36,2.35
1997/5/9 17:00,11.2,12.59,143.8,-206.64,2.35
1997/5/9 18:00,11.09,12.61,144.02,-205.04,2.35
1997/5/9 19:00,11.01,12.64,143.8,-204.89,2.35
1997/5/9 20:00,10.98,12.85,144.47,-205.92,2.35
1997/5/9 21:00,10.99,12.7,145.8,-207.59,2.35
1997/5/9 22:00,11,12.31,146.46,-209.24,2.35
1997/5/9 23:00,10.98,12,146.02,-210.3,2.34
1997/5/10 0:00,10.94,11.86,145.35,-210.43,2.34
1997/5/10 1:00,10.89,11.77,146.02,-209.82,2.35
1997/5/10 2:00,10.84,11.73,145.8,-209.07,2.35
1997/5/10 3:00,10.8,11.7,144.91,-208.72,2.35
1997/5/10 4:00,10.75,12.09,144.02,-209.01,2.35
1997/5/10 5:00,10.72,12.56,144.24,-209.72,2.34
1997/5/10 6:00,10.69,13.13,144.69,-210.5,2.34
1997/5/10 7:00,10.67,13.74,145.58,-210.92,2.34
1997/5/10 8:00,10.67,14.37,146.02,-210.77,2.34
1997/5/10 9:00,10.69,14.82,146.91,-210.2,2.33
1997/5/10 10:00,10.7,15.04,147.57,-209.77,2.33
1997/5/10 11:00,10.7,15.57,148.68,-210.16,2.33
1997/5/10 12:00,10.67,16.52,149.57,-211.59,2.32
1997/5/10 13:00,10.64,17.62,150.24,-213.83,2.32
1997/5/10 14:00,10.63,18.23,149.57,-216.17,2.31
1997/5/10 15:00,10.63,18.77,149.13,-218.1,2.32
1997/5/10 16:00,10.63,19,149.57,-219.2,2.32
1997/5/10 17:00,10.64,19.15,150.24,-219.55,2.33
1997/5/10 18:00,10.66,19.23,150.9,-219.33,2.32
1997/5/10 19:00,10.71,19.28,150.46,-218.97,2.32
1997/5/10 20:00,10.79,19.3,149.57,-218.75,2.31
1997/5/10 21:00,10.9,19.52,151.13,-218.88,2.31
1997/5/10 22:00,11.03,19.76,153.35,-219.35,2.31
1997/5/10 23:00,11.15,19.66,156.68,-219.99,2.31
1997/5/11 0:00,11.26,19.08,159.12,-220.59,2.31
1997/5/11 1:00,11.33,18.55,160.23,-220.92,2.32
1997/5/11 2:00,11.39,18.33,160.23,-220.88,2.33
1997/5/11 3:00,11.42,18.18,159.78,-220.4,2.33
1997/5/11 4:00,11.44,18.3,159.34,-219.48,2.33
1997/5/11 5:00,11.47,18.1,158.67,-218.14,2.33
1997/5/11 6:00,11.48,18.08,157.79,-216.58,2.33
1997/5/11 7:00,11.48,17.84,157.56,-215.17,2.34
1997/5/11 8:00,11.46,17.38,158.01,-214.2,2.34
1997/5/11 9:00,11.42,16.24,158.45,-213.83,2.35
1997/5/11 10:00,11.37,15.53,159.78,-214,2.35
1997/5/11 11:00,11.3,15.35,162.23,-214.63,2.35
1997/5/11 12:00,11.23,15.58,161.78,-215.62,2.34
1997/5/11 13:00,11.15,14.79,156.23,-216.89,2.34
1997/5/11 14:00,11.08,13.87,150.24,-218.3,2.33
1997/5/11 15:00,11.01,12.93,148.24,-219.67,2.34
1997/5/11 16:00,10.93,13.16,147.8,-220.82,2.34
1997/5/11 17:00,10.87,13.22,147.8,-221.7,2.35
1997/5/11 18:00,10.81,13.48,147.8,-222.24,2.37
1997/5/11 19:00,10.76,13.74,148.46,-222.46,2.38
1997/5/11 20:00,10.7,15.04,148.91,-222.39,2.39
1997/5/11 21:00,10.63,16.56,149.13,-222.14,2.4
1997/5/11 22:00,10.55,17.72,148.91,-221.9,2.41
1997/5/11 23:00,10.45,18.66,147.8,-221.79,2.42
1997/5/12 0:00,10.37,19.48,147.13,-221.9,2.42
1997/5/12 1:00,10.28,19.83,146.91,-222.21,2.43
1997/5/12 2:00,10.21,19.66,146.91,-222.68,2.44
1997/5/12 3:00,10.13,18.9,147.13,-223.11,2.43
1997/5/12 4:00,10.09,18.31,147.13,-223.34,2.42
1997/5/12 5:00,10.07,17.64,147.13,-223.18,2.41
1997/5/12 6:00,10.08,17.59,147.13,-222.69,2.4
1997/5/12 7:00,10.11,17.25,147.13,-221.96,2.4
1997/5/12 8:00,10.16,16.97,147.13,-221.17,2.39
1997/5/12 9:00,10.23,16.04,147.13,-220.26,2.39
1997/5/12 10:00,10.34,15,147.13,-219.21,2.39
1997/5/12 11:00,10.49,14.61,147.13,-217.97,2.38
1997/5/12 12:00,10.62,14.72,147.13,-216.77,2.37
1997/5/12 13:00,10.64,15.47,147.13,-215.85,2.36
1997/5/12 14:00,10.54,15.44,147.13,-215.57,2.35
1997/5/12 15:00,10.38,15.38,146.46,-216.01,2.35
1997/5/12 16:00,10.25,15.16,146.02,-217.13,2.34
1997/5/12 17:00,10.2,14.71,146.02,-218.63,2.34
1997/5/12 18:00,10.21,14.18,146.24,-220.27,2.33
1997/5/12 19:00,10.26,13.58,146.02,-221.86,2.32
1997/5/12 20:00,10.34,13.35,146.24,-223.2,2.31
1997/5/12 21:00,10.41,13.39,146.24,-224.15,2.3
1997/5/12 22:00,10.48,13.55,146.46,-224.6,2.31
1997/5/12 23:00,10.51,12.99,147.13,-224.74,2.31
1997/5/13 0:00,10.52,12.31,147.35,-224.82,2.31
1997/5/13 1:00,10.53,11.46,147.57,-225.1,2.31
1997/5/13 2:00,10.54,11.55,148.02,-225.56,2.31
1997/5/13 3:00,10.56,11.8,148.46,-226.03,2.32
1997/5/13 4:00,10.6,12.47,148.91,-226.26,2.32
1997/5/13 5:00,10.64,13.06,150.02,-226.23,2.32
1997/5/13 6:00,10.71,13.31,151.13,-225.93,2.32
1997/5/13 7:00,10.78,13.47,152.01,-225.4,2.32
1997/5/13 8:00,10.85,13.56,152.68,-224.5,2.32
1997/5/13 9:00,10.89,13.81,153.12,-223.2,2.32
1997/5/13 10:00,10.91,14.67,154.23,-221.53,2.33
1997/5/13 11:00,10.9,15.7,154.23,-219.79,2.33
1997/5/13 12:00,10.82,16.87,153.12,-218.16,2.33
1997/5/13 13:00,10.69,17.51,150.9,-216.93,2.33
1997/5/13 14:00,10.5,18.48,148.91,-216.29,2.33
1997/5/13 15:00,10.28,19.4,148.46,-216.35,2.33
1997/5/13 16:00,10.06,20.18,148.02,-216.97,2.34
1997/5/13 17:00,9.89,20.72,147.13,-217.85,2.34
1997/5/13 18:00,9.76,21.78,145.8,-218.71,2.35
1997/5/13 19:00,9.7,22.9,145.8,-219.45,2.35
1997/5/13 20:00,9.68,23.74,145.8,-220.08,2.34
1997/5/13 21:00,9.7,23.73,145.8,-220.59,2.34
1997/5/13 22:00,9.69,23.49,145.8,-220.9,2.33
1997/5/13 23:00,9.66,23.24,146.02,-220.96,2.32
1997/5/14 0:00,9.58,22.95,146.46,-220.81,2.31
1997/5/14 1:00,9.51,22.04,146.91,-220.62,2.3
1997/5/14 2:00,9.5,21,146.91,-220.46,2.3
1997/5/14 3:00,9.57,20.01,146.91,-220.32,2.29
1997/5/14 4:00,9.71,19.6,147.13,-220.08,2.29
1997/5/14 5:00,9.86,18.92,147.13,-219.58,2.29
1997/5/14 6:00,10.02,18.3,147.13,-218.73,2.29
1997/5/14 7:00,10.15,17.85,147.35,-217.58,2.29
1997/5/14 8:00,10.27,17.23,147.57,-216.37,2.29
1997/5/14 9:00,10.36,16.62,148.24,-215.47,2.3
1997/5/14 10:00,10.43,15.37,149.13,-215.14,2.31
1997/5/14 11:00,10.49,14.4,150.02,-215.29,2.32
1997/5/14 12:00,10.56,13.15,150.9,-215.54,2.32
1997/5/14 13:00,10.62,12.31,152.9,-215.4,2.32
1997/5/14 14:00,10.68,11.09,154.9,-214.75,2.31
1997/5/14 15:00,10.73,9.88,155.34,-213.84,2.29
1997/5/14 16:00,10.78,8.6,154.68,-213.1,2.27
1997/5/14 17:00,10.83,7.7,154.68,-212.9,2.24
1997/5/14 18:00,10.89,6.86,154.9,-213.25,2.21
1997/5/14 19:00,10.98,6.31,155.34,-214.01,2.18
1997/5/14 20:00,11.09,6.03,155.57,-214.88,2.16
1997/5/14 21:00,11.21,6.47,156.9,-215.63,2.14
1997/5/14 22:00,11.34,7.1,159.34,-216.02,2.13
1997/5/14 23:00,11.48,8.51,159.34,-215.78,2.13
1997/5/15 0:00,11.65,9.72,157.79,-214.73,2.13
1997/5/15 1:00,11.82,11.25,159.12,-212.82,2.14
1997/5/15 2:00,11.99,12.19,160.89,-210.39,2.15
1997/5/15 3:00,12.09,13.09,158.45,-208.12,2.16
1997/5/15 4:00,12.14,13.06,156.01,-206.72,2.2
1997/5/15 5:00,12.13,13.23,156.9,-206.8,2.23
1997/5/15 6:00,12.09,13.66,161.56,-208.28,2.26
1997/5/15 7:00,12.01,14.58,167.55,-210.71,2.29
1997/5/15 8:00,11.92,15.65,176.43,-213.19,2.32
1997/5/15 9:00,11.82,16.65,181.76,-215.08,2.34
1997/5/15 10:00,11.7,17.66,183.98,-216.02,2.35
1997/5/15 11:00,11.55,18.06,180.65,-216.21,2.36
1997/5/15 12:00,11.33,17.94,176.43,-216.09,2.36
1997/5/15 13:00,11.09,17.8,170,-216.19,2.36
1997/5/15 14:00,10.81,17.75,161.56,-216.76,2.36
1997/5/15 15:00,10.55,17.91,155.12,-217.91,2.36
1997/5/15 16:00,10.33,17.73,150.9,-219.3,2.36
1997/5/15 17:00,10.17,17.53,151.13,-220.56,2.36
1997/5/15 18:00,10.05,17.25,149.57,-221.32,2.36
1997/5/15 19:00,9.99,16.56,147.35,-221.67,2.35
1997/5/15 20:00,9.98,15.36,147.13,-221.89,2.34
1997/5/15 21:00,10.02,13.98,146.69,-222.31,2.34
1997/5/15 22:00,10.08,13.47,146.69,-223.01,2.33
1997/5/15 23:00,10.11,13.69,146.46,-223.77,2.33
1997/5/16 0:00,10.13,14.43,146.69,-224.34,2.33
1997/5/16 1:00,10.11,15.03,147.35,-224.43,2.32
1997/5/16 2:00,10.1,15.89,148.02,-224.1,2.32
1997/5/16 3:00,10.08,16.18,147.8,-223.44,2.31
1997/5/16 4:00,10.1,16.42,147.13,-222.76,2.32
1997/5/16 5:00,10.13,16.12,146.91,-222.17,2.32
1997/5/16 6:00,10.21,16.51,146.24,-221.79,2.33
1997/5/16 7:00,10.27,16.93,145.58,-221.51,2.34
1997/5/16 8:00,10.32,17.49,145.35,-221.22,2.34
1997/5/16 9:00,10.36,17.68,145.35,-220.81,2.34
1997/5/16 10:00,10.37,17.83,146.24,-220.37,2.34
1997/5/16 11:00,10.38,17.5,146.69,-220.11,2.34
1997/5/16 12:00,10.35,17.07,147.35,-220.35,2.34
1997/5/16 13:00,10.32,16.31,147.57,-221.14,2.34
1997/5/16 14:00,10.27,16.28,147.8,-222.33,2.35
1997/5/16 15:00,10.23,16.32,148.91,-223.55,2.35
1997/5/16 16:00,10.22,16.52,149.57,-224.54,2.35
1997/5/16 17:00,10.23,15.97,149.79,-225.13,2.34
1997/5/16 18:00,10.26,15.9,151.57,-225.3,2.33
1997/5/16 19:00,10.28,15.97,155.79,-225.11,2.31
1997/5/16 20:00,10.28,15.97,158.45,-224.72,2.29
1997/5/16 21:00,10.26,15.39,156.68,-224.24,2.27
1997/5/16 22:00,10.23,14.67,151.35,-223.7,2.24
1997/5/16 23:00,10.19,14.41,148.24,-222.94,2.21
1997/5/17 0:00,10.17,14.42,148.46,-221.83,2.17
1997/5/17 1:00,10.14,14.57,148.68,-220.46,2.14
1997/5/17 2:00,10.1,14.8,148.46,-219.16,2.1
1997/5/17 3:00,10.08,14.87,147.57,-218.4,2.08
1997/5/17 4:00,10.09,15.53,146.91,-218.37,2.06
1997/5/17 5:00,10.11,16.28,146.46,-218.99,2.05
1997/5/17 6:00,10.17,16.76,146.46,-219.86,2.05
1997/5/17 7:00,10.23,17.01,146.24,-220.6,2.05
1997/5/17 8:00,10.34,17.15,146.24,-220.88,2.06
1997/5/17 9:00,10.48,17.63,146.46,-220.58,2.08
1997/5/17 10:00,10.67,17.76,147.13,-219.85,2.1
1997/5/17 11:00,10.89,17.68,148.68,-219.12,2.12
1997/5/17 12:00,11.13,17.29,151.79,-218.8,2.15
1997/5/17 13:00,11.38,16.79,156.01,-219.16,2.19
1997/5/17 14:00,11.57,16.42,164.22,-219.98,2.21
1997/5/17 15:00,11.71,15.64,170.22,-220.88,2.24
1997/5/17 16:00,11.78,14.81,174.21,-221.3,2.25
1997/5/17 17:00,11.82,13.89,173.77,-221.09,2.27
1997/5/17 18:00,11.84,13.34,172.66,-220.28,2.28
1997/5/17 19:00,11.85,13.25,171.77,-219.37,2.29
1997/5/17 20:00,11.85,13.32,171.33,-218.78,2.31
1997/5/17 21:00,11.85,13.71,170.66,-218.81,2.33
1997/5/17 22:00,11.84,14.01,169.33,-219.36,2.33
1997/5/17 23:00,11.83,14.34,168.66,-219.98,2.33
1997/5/18 0:00,11.79,14.67,166.89,-220.42,2.33
1997/5/18 1:00,11.71,14.6,164.89,-220.55,2.34
1997/5/18 2:00,11.62,14.46,162,-220.64,2.34
1997/5/18 3:00,11.51,14.41,157.34,-220.75,2.35
1997/5/18 4:00,11.42,14.57,154.46,-220.87,2.35
1997/5/18 5:00,11.3,14.6,152.46,-220.8,2.36
1997/5/18 6:00,11.17,14.23,150.24,-220.48,2.36
1997/5/18 7:00,11.02,13.77,147.35,-220,2.36
1997/5/18 8:00,10.88,13.4,144.91,-219.53,2.36
1997/5/18 9:00,10.74,13.43,144.24,-219.23,2.36
1997/5/18 10:00,10.61,13.57,142.69,-219.03,2.36
1997/5/18 11:00,10.48,13.8,141.36,-218.82,2.36
1997/5/18 12:00,10.39,14.07,140.91,-218.42,2.35
1997/5/18 13:00,10.29,14.38,140.91,-217.88,2.35
1997/5/18 14:00,10.24,15.09,141.14,-217.3,2.33
1997/5/18 15:00,10.18,15.49,141.36,-216.93,2.33
1997/5/18 16:00,10.15,15.92,141.58,-216.75,2.33
1997/5/18 17:00,10.09,16.28,141.14,-216.69,2.32
1997/5/18 18:00,10.05,16.64,140.91,-216.57,2.32
1997/5/18 19:00,10.01,16.98,140.69,-216.43,2.31
1997/5/18 20:00,9.97,16.93,140.25,-216.29,2.31
1997/5/18 21:00,9.93,16.78,140.03,-216.18,2.31
1997/5/18 22:00,9.88,16.74,140.25,-215.95,2.31
1997/5/18 23:00,9.87,16.91,140.47,-215.57,2.31
1997/5/19 0:00,9.86,17.33,140.69,-215.07,2.32
1997/5/19 1:00,9.87,17.45,140.91,-214.56,2.33
1997/5/19 2:00,9.87,17.36,141.14,-214.14,2.34
1997/5/19 3:00,9.89,17.16,141.58,-213.93,2.35
1997/5/19 4:00,9.9,16.5,141.8,-214.03,2.36
1997/5/19 5:00,9.92,15.73,141.58,-214.47,2.37
1997/5/19 6:00,9.94,15.25,140.91,-215.22,2.38
1997/5/19 7:00,9.96,15.4,140.03,-216.2,2.39
1997/5/19 8:00,9.97,15.73,139.8,-217.35,2.41
1997/5/19 9:00,9.97,15.43,139.58,-218.52,2.42
1997/5/19 10:00,9.99,15.03,139.58,-219.61,2.42
1997/5/19 11:00,10.01,14.49,139.36,-220.46,2.43
1997/5/19 12:00,10.04,14.3,139.14,-221,2.44
1997/5/19 13:00,10.07,13.76,138.92,-221.15,2.45
1997/5/19 14:00,10.12,13.21,138.69,-220.95,2.44
1997/5/19 15:00,10.17,13.19,138.47,-220.61,2.43
1997/5/19 16:00,10.21,13.68,138.47,-220.4,2.41
1997/5/19 17:00,10.24,14.38,138.25,-220.61,2.4
1997/5/19 18:00,10.26,14.61,138.25,-221.3,2.39
1997/5/19 19:00,10.26,15.2,138.25,-222.29,2.37
1997/5/19 20:00,10.25,16.56,138.47,-223.22,2.36
1997/5/19 21:00,10.23,18.15,138.47,-223.84,2.35
1997/5/19 22:00,10.2,19.54,138.92,-223.98,2.35
1997/5/19 23:00,10.15,20.14,139.14,-223.56,2.35
1997/5/20 0:00,10.1,20.94,139.36,-222.55,2.34
1997/5/20 1:00,10.01,21.62,139.36,-221.02,2.34
1997/5/20 2:00,9.91,21.91,139.36,-219.27,2.34
1997/5/20 3:00,9.81,21.71,139.58,-217.61,2.34
1997/5/20 4:00,9.71,20.92,139.58,-216.52,2.35
1997/5/20 5:00,9.63,20.33,139.58,-216.18,2.36
1997/5/20 6:00,9.56,19.25,139.8,-216.65,2.37
1997/5/20 7:00,9.5,18.12,139.8,-217.5,2.37
1997/5/20 8:00,9.47,16.87,139.8,-218.23,2.37
1997/5/20 9:00,9.48,15.6,139.8,-218.39,2.36
1997/5/20 10:00,9.58,14.49,139.8,-217.76,2.36
1997/5/20 11:00,9.77,13.02,139.8,-216.43,2.35
1997/5/20 12:00,10.04,11.9,139.8,-214.55,2.34
1997/5/20 13:00,10.35,10.98,139.8,-212.38,2.34
1997/5/20 14:00,10.63,10.58,139.58,-210.08,2.33
1997/5/20 15:00,10.8,10.51,139.58,-207.95,2.32
1997/5/20 16:00,10.81,10.62,140.03,-206.48,2.3
1997/5/20 17:00,10.72,10.63,140.47,-206.28,2.29
1997/5/20 18:00,10.59,10.25,140.69,-207.6,2.29
1997/5/20 19:00,10.47,9.78,140.91,-210.3,2.28
1997/5/20 20:00,10.36,9.21,140.91,-213.75,2.29
1997/5/20 21:00,10.25,9,140.91,-217.42,2.29
1997/5/20 22:00,10.15,9.04,140.91,-220.82,2.3
1997/5/20 23:00,10.05,9.41,140.91,-223.72,2.3
1997/5/21 0:00,9.97,9.49,140.91,-225.98,2.3
1997/5/21 1:00,9.9,8.98,140.91,-227.55,2.31
1997/5/21 2:00,9.88,8.29,140.91,-228.46,2.32
1997/5/21 3:00,9.9,7.86,140.91,-228.8,2.33
1997/5/21 4:00,9.95,7.83,140.69,-228.72,2.34
1997/5/21 5:00,9.99,7.94,140.47,-228.37,2.35
1997/5/21 6:00,10.01,8.35,140.25,-227.83,2.36
1997/5/21 7:00,10,9.26,140.25,-227.12,2.37
1997/5/21 8:00,9.96,10.12,140.03,-226.24,2.37
1997/5/21 9:00,9.93,10.68,139.8,-225.16,2.37
1997/5/21 10:00,9.9,10.96,139.58,-223.98,2.37
1997/5/21 11:00,9.87,12.13,139.14,-222.79,2.38
1997/5/21 12:00,9.81,14.02,138.92,-221.8,2.39
1997/5/21 13:00,9.74,16.03,138.47,-221.02,2.4
1997/5/21 14:00,9.68,17.21,137.81,-220.41,2.41
1997/5/21 15:00,9.63,18.25,137.58,-219.85,2.41
1997/5/21 16:00,9.59,19.09,137.14,-219.36,2.4
1997/5/21 17:00,9.56,19.67,136.7,-218.99,2.4
1997/5/21 18:00,9.56,19.75,136.47,-218.84,2.39
1997/5/21 19:00,9.57,19.88,136.25,-218.91,2.39
1997/5/21 20:00,9.58,20.33,136.25,-219.13,2.39
1997/5/21 21:00,9.58,20.24,136.03,-219.42,2.39
1997/5/21 22:00,9.6,19.11,136.03,-219.81,2.39
1997/5/21 23:00,9.64,17.67,136.03,-220.34,2.38
1997/5/22 0:00,9.66,16.16,136.03,-221.1,2.37
1997/5/22 1:00,9.67,15.17,136.25,-222.12,2.35
1997/5/22 2:00,9.63,13.66,136.25,-223.43,2.35
1997/5/22 3:00,9.59,12.37,136.25,-224.97,2.36
1997/5/22 4:00,9.56,11.41,136.47,-226.7,2.36
1997/5/22 5:00,9.54,10.75,136.25,-228.41,2.36
1997/5/22 6:00,9.5,10.43,136.25,-229.81,2.35
1997/5/22 7:00,9.45,10.04,136.03,-230.31,2.34
1997/5/22 8:00,9.39,10.29,135.81,-229.46,2.33
1997/5/22 9:00,9.35,10.87,135.59,-227.15,2.32
1997/5/22 10:00,9.34,11.63,135.36,-223.85,2.32
1997/5/22 11:00,9.37,12.3,135.36,-220.4,2.32
1997/5/22 12:00,9.44,12.59,135.14,-217.43,2.32
1997/5/22 13:00,9.56,12.78,134.92,-215.42,2.31
1997/5/22 14:00,9.76,12.87,134.48,-214.27,2.31
1997/5/22 15:00,10.02,12.53,134.25,-213.95,2.3
1997/5/22 16:00,10.31,11.88,134.03,-214.27,2.29
1997/5/22 17:00,10.58,11.08,134.03,-215.26,2.29
1997/5/22 18:00,10.83,10.59,133.59,-216.68,2.29
1997/5/22 19:00,11.07,10.34,131.81,-218.23,2.29
1997/5/22 20:00,11.35,9.99,129.15,-219.54,2.29
1997/5/22 21:00,11.65,9.66,128.48,-220.56,2.3
1997/5/22 22:00,11.97,9.13,128.04,-221.39,2.3
1997/5/22 23:00,12.28,8.56,127.59,-222.28,2.3
1997/5/23 0:00,12.56,7.94,127.59,-223.33,2.3
1997/5/23 1:00,12.83,7.3,127.15,-224.49,2.31
1997/5/23 2:00,13.1,7.05,126.48,-225.71,2.31
1997/5/23 3:00,13.4,6.87,126.48,-227.03,2.32
1997/5/23 4:00,13.67,6.98,126.26,-228.46,2.31
1997/5/23 5:00,13.86,6.77,126.26,-229.89,2.31
1997/5/23 6:00,13.99,6.55,126.04,-230.87,2.3
1997/5/23 7:00,14.04,6.26,126.04,-231.09,2.29
1997/5/23 8:00,14.06,6.36,126.04,-230.44,2.27
1997/5/23 9:00,14.03,6.33,126.04,-229.27,2.27
1997/5/23 10:00,13.95,6.74,126.04,-227.93,2.25
1997/5/23 11:00,13.83,7.01,126.04,-226.77,2.24
1997/5/23 12:00,13.71,7.55,126.04,-225.91,2.23
1997/5/23 13:00,13.62,7.71,126.04,-225.35,2.22
1997/5/23 14:00,13.54,8.25,126.04,-224.98,2.21
1997/5/23 15:00,13.48,8.79,126.04,-224.74,2.21
1997/5/23 16:00,13.45,9.21,126.04,-224.69,2.21
1997/5/23 17:00,13.45,9.2,126.04,-225.09,2.21
1997/5/23 18:00,13.47,9.08,126.04,-226.06,2.21
1997/5/23 19:00,13.51,8.66,126.04,-227.62,2.22
1997/5/23 20:00,13.57,8.55,126.04,-229.36,2.22
1997/5/23 21:00,13.65,8.04,125.82,-230.88,2.22
1997/5/23 22:00,13.75,7.92,125.82,-231.73,2.22
1997/5/23 23:00,13.93,7.99,125.82,-231.73,2.22
1997/5/24 0:00,14.16,8.78,125.6,-230.97,2.22
1997/5/24 1:00,14.4,9.76,125.15,-229.82,2.22
1997/5/24 2:00,14.57,10.31,124.93,-228.84,2.23
1997/5/24 3:00,14.63,10.41,124.93,-228.35,2.23
1997/5/24 4:00,14.63,10.34,124.93,-228.45,2.23
1997/5/24 5:00,14.6,10.15,124.71,-228.85,2.23
1997/5/24 6:00,14.56,10.5,124.49,-229.41,2.22
1997/5/24 7:00,14.51,10.73,124.26,-230.02,2.22
1997/5/24 8:00,14.45,11.25,124.49,-230.72,2.22
1997/5/24 9:00,14.36,11.4,124.93,-231.45,2.22
1997/5/24 10:00,14.25,11.13,125.15,-232.08,2.22
1997/5/24 11:00,14.14,10.51,125.15,-232.44,2.21
1997/5/24 12:00,14.03,9.73,125.15,-232.47,2.21
1997/5/24 13:00,13.94,9.45,125.15,-232.19,2.2
1997/5/24 14:00,13.87,9.24,124.93,-231.62,2.2
1997/5/24 15:00,13.83,9.34,124.71,-230.63,2.2
1997/5/24 16:00,13.84,9.51,124.49,-229.09,2.2
1997/5/24 17:00,13.88,9.77,124.26,-226.86,2.2
1997/5/24 18:00,13.96,9.86,124.26,-224.05,2.2
1997/5/24 19:00,14.03,10.13,124.26,-220.96,2.2
1997/5/24 20:00,14.08,10.4,124.04,-218.23,2.21
1997/5/24 21:00,14.08,11.1,123.82,-216.57,2.22
1997/5/24 22:00,14.07,11.5,123.6,-216.4,2.23
1997/5/24 23:00,14.05,11.92,123.6,-217.68,2.24
1997/5/25 0:00,14.07,11.68,124.04,-219.92,2.24
1997/5/25 1:00,14.14,11.72,124.49,-222.66,2.25
1997/5/25 2:00,14.23,11.68,124.93,-225.49,2.25
1997/5/25 3:00,14.34,11.88,124.93,-228.26,2.25
1997/5/25 4:00,14.37,11.71,124.71,-230.74,2.25
1997/5/25 5:00,14.34,11.52,124.71,-232.78,2.25
1997/5/25 6:00,14.22,10.85,124.93,-234.16,2.25
1997/5/25 7:00,14.05,10.27,125.15,-234.68,2.24
1997/5/25 8:00,13.9,9.82,125.6,-234.3,2.24
1997/5/25 9:00,13.82,10.02,126.04,-232.93,2.24
1997/5/25 10:00,13.81,10.37,126.04,-230.58,2.25
1997/5/25 11:00,13.8,10.68,125.6,-227.38,2.25
1997/5/25 12:00,13.76,10.81,124.93,-223.68,2.25
1997/5/25 13:00,13.69,10.9,124.71,-220,2.26
1997/5/25 14:00,13.61,11.34,125.15,-216.77,2.26
1997/5/25 15:00,13.54,11.85,125.37,-214.38,2.26
1997/5/25 16:00,13.55,12.44,125.6,-213.01,2.26
1997/5/25 17:00,13.65,13.06,125.6,-212.74,2.25
1997/5/25 18:00,13.85,13.9,125.15,-213.43,2.25
1997/5/25 19:00,14.09,14.19,124.49,-214.67,2.26
1997/5/25 20:00,14.35,14.02,124.04,-216.02,2.26
1997/5/25 21:00,14.55,13.44,124.04,-216.94,2.27
1997/5/25 22:00,14.72,13.29,124.26,-217.16,2.27
