Depth,Dense,Ng,Cal,SP,Res
141.15,2.24,9.1,144.8,-303.23,14.89
141.2,2.25,8.69,144.76,-302.53,14.87
141.25,2.25,8.16,144.73,-302.36,14.81
141.3,2.26,7.97,144.75,-302.57,14.71
141.35,2.26,8.03,144.75,-302.88,14.63
141.4,2.27,8.4,144.72,-302.81,14.6
141.45,2.27,8.49,144.57,-302.18,14.61
141.5,2.28,8.38,144.36,-300.88,14.66
141.55,2.29,8.17,144.11,-299.08,14.74
141.6,2.29,7.91,143.89,-296.96,14.84
141.65,2.3,7.62,143.75,-295.1,14.97
141.7,2.3,7.51,143.68,-293.85,15.11
141.75,2.31,7.62,143.63,-293.47,15.28
141.8,2.31,8.23,143.61,-293.64,15.44
141.85,2.3,8.77,143.55,-294.06,15.6
141.9,2.3,9.4,143.49,-294.43,15.74
141.95,2.31,9.43,143.38,-294.76,15.87
142,2.31,9.77,143.3,-295.01,15.96
142.05,2.31,10.04,143.21,-295.19,16.01
142.1,2.31,10.56,143.18,-295.09,16.03
142.15,2.3,10.52,143.16,-294.47,16.02
142.2,2.3,10.42,143.15,-293.17,15.98
142.25,2.28,10.19,143.14,-291.47,15.89
142.3,2.27,10.32,143.14,-290.1,15.8
142.35,2.27,10.3,143.13,-289.69,15.71
142.4,2.27,10.32,143.13,-290.22,15.63
142.45,2.27,10.33,143.13,-291.05,15.57
142.5,2.27,10.93,143.13,-291.54,15.53
142.55,2.27,11.85,143.13,-291.7,15.5
142.6,2.27,12.76,143.13,-292.05,15.47
142.65,2.27,13.32,143.13,-293.2,15.42
142.7,2.27,13.62,143.13,-295.22,15.38
142.75,2.28,13.79,143.13,-297.62,15.36
142.8,2.29,13.68,143.13,-299.8,15.38
142.85,2.29,13.29,143.13,-301.47,15.45
142.9,2.3,12.8,143.13,-302.86,15.55
142.95,2.3,12.22,143.13,-304.37,15.68
143,2.3,11.4,143.09,-306.33,15.84
143.05,2.29,10.52,143.03,-308.75,16
143.1,2.29,9.59,142.97,-311.46,16.16
143.15,2.28,8.42,142.95,-314.1,16.28
143.2,2.27,7,142.93,-316.27,16.39
143.25,2.27,5.69,142.92,-317.62,16.47
143.3,2.26,4.94,142.92,-317.86,16.52
143.35,2.26,4.52,142.91,-316.88,16.49
143.4,2.26,4.29,142.91,-314.63,16.39
143.45,2.26,4.16,142.91,-311.16,16.25
143.5,2.27,4.09,142.91,-306.71,16.06
143.55,2.27,4.05,142.91,-302.04,15.87
143.6,2.28,4.03,142.91,-298.31,15.69
143.65,2.29,4.02,142.91,-296.48,15.55
143.7,2.29,4.41,142.91,-296.63,15.44
143.75,2.3,4.89,142.91,-298.12,15.34
143.8,2.3,5.66,142.91,-299.96,15.21
143.85,2.3,6.31,142.95,-301.31,15.07
143.9,2.3,6.99,143.01,-301.89,14.94
143.95,2.3,7.46,143.07,-301.98,14.82
144,2.3,7.69,143.14,-302.24,14.73
144.05,2.29,7.83,143.21,-303.12,14.66
144.1,2.28,7.9,143.33,-304.6,14.59
144.15,2.27,8.15,143.41,-306.2,14.53
144.2,2.27,8.41,143.5,-307.3,14.48
144.25,2.27,8.71,143.53,-307.47,14.46
144.3,2.27,8.42,143.55,-306.7,14.47
144.35,2.27,7.83,143.61,-305.38,14.51
144.4,2.27,7.05,143.67,-304.1,14.57
144.45,2.27,6.38,143.78,-303.28,14.62
144.5,2.27,6.09,143.86,-303.1,14.68
144.55,2.26,5.89,143.98,-303.45,14.7
144.6,2.26,5.8,144.07,-304.13,14.69
144.65,2.27,5.54,144.15,-304.76,14.63
144.7,2.27,5.07,144.23,-304.93,14.57
144.75,2.28,4.72,144.31,-304.31,14.52
144.8,2.28,4.36,144.39,-302.94,14.51
144.85,2.28,4.22,144.42,-301.3,14.52
144.9,2.28,4.12,144.49,-300.24,14.55
144.95,2.28,4.47,144.55,-300.4,14.57
145,2.29,4.92,144.62,-301.77,14.58
145.05,2.29,5.88,144.69,-303.5,14.58
145.1,2.3,6.36,144.77,-304.55,14.58
145.15,2.3,6.85,144.84,-304.24,14.6
145.2,2.31,6.84,144.87,-302.94,14.67
145.25,2.31,6.94,144.89,-301.38,14.78
145.3,2.31,7.16,144.9,-300.52,14.97
145.35,2.31,7.42,144.95,-300.59,15.17
145.4,2.31,7.72,145.09,-301.38,15.44
145.45,2.31,7.83,145.53,-302.25,15.71
145.5,2.32,7.91,146.14,-302.73,15.97
145.55,2.33,7.95,146.61,-302.56,16.15
145.6,2.34,7.77,146.65,-301.59,16.3
145.65,2.34,7.74,146.44,-299.79,16.45
145.7,2.35,7.7,146.23,-297.28,16.64
145.75,2.36,8.09,146.19,-294.53,16.86
145.8,2.37,8.56,146.18,-292.11,17.09
145.85,2.38,9.13,146.22,-290.62,17.27
145.9,2.39,9.54,146.27,-290.42,17.42
145.95,2.4,9.93,146.33,-291.45,17.55
146,2.4,10.49,146.4,-293.22,17.69
146.05,2.4,11.09,146.42,-294.75,17.83
146.1,2.4,11.32,146.49,-295,17.98
146.15,2.4,11.48,146.55,-293.6,18.08
146.2,2.4,11.56,146.67,-290.99,18.12
146.25,2.4,11.81,146.79,-288.35,18.07
146.3,2.4,11.87,146.97,-286.58,17.98
146.35,2.39,12.14,147.16,-286.14,17.86
146.4,2.39,12.6,147.37,-286.78,17.7
146.45,2.39,13.15,147.58,-288.17,17.49
146.5,2.38,13.35,147.8,-290.02,17.22
146.55,2.38,13.7,147.98,-292.22,16.88
146.6,2.37,14.01,148.1,-294.8,16.5
146.65,2.38,15.14,148.2,-297.54,16.11
146.7,2.38,16.63,148.34,-300.17,15.78
146.75,2.38,18.35,148.56,-302.29,15.52
146.8,2.38,20.2,148.86,-303.61,15.31
146.85,2.39,21.31,149.27,-303.84,15.13
146.9,2.4,22.3,149.81,-303.12,14.98
146.95,2.41,22.92,150.41,-301.81,14.79
147,2.41,24.05,151.08,-300.78,14.58
147.05,2.41,25.19,151.82,-300.54,14.24
147.1,2.41,26.65,153.08,-301.31,13.83
147.15,2.41,27.57,154.67,-302.7,13.29
147.2,2.4,28.04,156.44,-304.33,12.74
147.25,2.4,27.72,157.78,-305.76,12.16
147.3,2.39,27.35,158.71,-306.83,11.72
147.35,2.39,26.82,159.3,-307.39,11.42
147.4,2.38,26.23,159.74,-307.73,11.27
147.45,2.37,25.41,160.04,-308.24,11.22
147.5,2.35,24.13,160.23,-309.29,11.22
147.55,2.33,22.71,160.37,-310.57,11.23
147.6,2.32,20.57,160.48,-311.5,11.22
147.65,2.31,18.86,160.57,-311.59,11.2
147.7,2.29,16.88,160.66,-310.98,11.17
147.75,2.29,15.75,160.74,-310.2,11.15
147.8,2.29,14.93,160.77,-309.79,11.11
147.85,2.29,14.54,160.7,-309.91,11.08
147.9,2.28,14.29,160.56,-310.14,11.05
147.95,2.28,13.77,160.39,-309.74,11.06
148,2.29,13.21,160.24,-308.03,11.11
148.05,2.29,12.6,160.13,-304.72,11.22
148.1,2.3,12.36,160.08,-300.17,11.42
148.15,2.31,12.19,160.05,-295.27,11.75
148.2,2.33,12.11,159.99,-291.23,12.16
148.25,2.35,11.66,159.61,-289.05,12.67
148.3,2.37,10.75,158.68,-289.09,13.18
148.35,2.39,9.48,157,-291.23,13.72
148.4,2.41,8.45,155.28,-294.79,14.25
148.45,2.42,7.59,153.98,-299.15,14.82
148.5,2.43,7.01,153.59,-303.63,15.45
148.55,2.43,6.52,154.01,-307.83,16.02
148.6,2.44,6.31,154.86,-311.41,16.42
148.65,2.44,6.37,155.47,-314.19,16.57
148.7,2.45,6.53,155.32,-316.04,16.59
148.75,2.44,6.58,154.43,-316.9,16.61
148.8,2.43,6.62,153.47,-316.64,16.77
148.85,2.42,7.04,152.74,-315.3,17.11
148.9,2.41,7.73,152.4,-313.15,17.61
148.95,2.4,8.56,152.28,-310.78,18.16
149,2.38,9.26,152.28,-308.82,18.77
149.05,2.36,9.96,152.57,-307.64,19.34
149.1,2.34,10.84,153.16,-307.36,19.86
149.15,2.33,11.56,154.04,-307.85,20.18
149.2,2.32,12.28,154.78,-309.07,20.18
149.25,2.31,12.57,155.19,-310.97,19.81
149.3,2.3,13.17,155.11,-313.41,18.96
149.35,2.3,13.55,154.42,-315.92,17.91
149.4,2.3,13.94,153.16,-317.78,16.8
149.45,2.31,13.7,151.61,-318.35,15.93
149.5,2.3,13.73,150.38,-317.42,15.29
149.55,2.31,13.69,149.61,-315.38,14.87
149.6,2.31,13.88,149.21,-313.01,14.65
149.65,2.32,13.91,148.97,-311.1,14.57
149.7,2.32,14.16,148.84,-310.06,14.63
149.75,2.33,14.42,148.77,-309.87,14.78
149.8,2.33,14.92,148.78,-310.34,14.92
149.85,2.34,15.27,148.85,-311.2,15.02
149.9,2.34,15.64,149.14,-312.37,14.99
149.95,2.35,15.98,149.52,-313.83,14.85
150,2.36,16.52,149.92,-315.41,14.56
150.05,2.37,17.1,150.12,-316.7,14.19
150.1,2.37,16.93,150.2,-317.17,13.82
150.15,2.38,15.81,150.21,-316.44,13.55
150.2,2.39,13.95,150.31,-314.47,13.44
150.25,2.4,12.35,150.56,-311.6,13.49
150.3,2.41,11.06,151.16,-308.39,13.68
150.35,2.41,10.28,152.09,-305.58,13.99
150.4,2.42,9.67,153.46,-303.82,14.34
150.45,2.42,8.99,154.76,-303.62,14.73
150.5,2.42,8.13,155.56,-304.9,15.11
150.55,2.41,7.22,155.58,-307.18,15.56
150.6,2.4,6.27,155.35,-309.72,16.14
150.65,2.39,5.5,155.53,-311.91,16.96
150.7,2.37,4.95,156.23,-313.4,18.07
150.75,2.35,4.89,157.07,-314.15,19.25
150.8,2.33,5.17,157.64,-314.29,20.33
150.85,2.31,5.81,157.84,-314.08,21.06
150.9,2.3,6.6,157.77,-313.85,21.58
150.95,2.29,7.08,157.48,-313.86,21.86
151,2.27,7.54,157.14,-314.22,21.92
151.05,2.25,7.92,156.8,-314.69,21.48
151.1,2.23,8.49,156.53,-314.88,20.48
151.15,2.23,9.08,156.23,-314.27,19.07
151.2,2.23,10.12,155.67,-312.55,17.6
151.25,2.23,11.24,154.7,-309.59,16.34
151.3,2.24,12.07,153.55,-305.85,15.34
151.35,2.25,12.46,152.59,-302.08,14.64
151.4,2.26,12.71,152.04,-299.4,14.16
151.45,2.27,12.63,151.78,-298.34,13.84
151.5,2.27,12.27,151.71,-299.16,13.62
151.55,2.29,11.38,151.82,-301.46,13.48
151.6,2.31,10.53,152,-304.93,13.39
151.65,2.33,9.78,152.24,-308.89,13.35
151.7,2.34,9.46,152.46,-312.82,13.34
151.75,2.35,9.25,152.68,-316.05,13.4
151.8,2.34,8.74,152.9,-318.34,13.55
151.85,2.33,8,153.26,-319.65,13.81
151.9,2.31,7.15,153.82,-320.19,14.2
151.95,2.29,6.43,154.84,-320.05,14.65
152,2.28,6.32,156.14,-319.16,15.14
152.05,2.27,6.35,157.53,-317.41,15.55
152.1,2.26,7.33,158.61,-314.75,15.87
152.15,2.25,8.74,159.23,-311.56,16.08
152.2,2.25,10.61,159.39,-308.36,16.18
152.25,2.24,12.07,159.33,-305.95,16.2
152.3,2.24,12.94,159.4,-304.83,16.1
152.35,2.24,13.8,159.75,-305.33,15.9
152.4,2.24,14.55,160.01,-307.25,15.55
152.45,2.24,15.47,159.87,-310.07,15.09
152.5,2.24,16.2,159.22,-312.86,14.63
152.55,2.24,16.94,158.62,-314.83,14.25
152.6,2.24,17.63,158.24,-315.55,14.04
152.65,2.24,18.11,158.22,-315.19,14.01
152.7,2.23,18.55,158.45,-314.41,14.13
152.75,2.22,18.93,158.98,-314,14.35
152.8,2.22,19.3,160.02,-314.43,14.61
152.85,2.22,20.25,161.45,-315.67,14.85
152.9,2.22,21.11,162.92,-317.17,14.96
152.95,2.22,22.27,163.72,-318.35,14.9
153,2.24,22.88,163.73,-318.72,14.68
153.05,2.26,23.43,163.45,-318.05,14.32
153.1,2.28,23.86,163.39,-316.44,13.84
153.15,2.29,24.26,163.77,-314.34,13.24
153.2,2.31,24.22,164.77,-312.53,12.55
153.25,2.33,23.9,166.6,-311.57,11.93
153.3,2.35,23.42,169.91,-311.68,11.44
153.35,2.36,23.06,174.23,-312.48,11.14
153.4,2.39,22.3,179.22,-313.53,10.95
153.45,2.4,21.47,183.83,-314.21,10.86
153.5,2.42,20.75,187.48,-314.12,10.83
153.55,2.41,20.25,189.54,-312.85,10.82
153.6,2.41,20,190.23,-310.59,10.86
153.65,2.4,19.85,189.9,-307.77,10.93
153.7,2.4,19.57,189.03,-305.21,11.04
153.75,2.39,18.88,187.2,-303.22,11.14
153.8,2.39,18.09,184.88,-302.03,11.26
153.85,2.39,17.4,182.5,-301.57,11.35
153.9,2.38,16.3,180.89,-301.98,11.44
153.95,2.39,14.94,180,-303.19,11.51
154,2.4,13.65,179.59,-304.89,11.58
154.05,2.41,12.92,179.42,-306.53,11.64
154.1,2.42,12.31,179.35,-307.8,11.67
154.15,2.42,11.85,179.39,-308.63,11.69
154.2,2.42,11.03,179.47,-309.06,11.7
154.25,2.41,10.38,179.59,-309.11,11.72
154.3,2.41,9.68,179.67,-308.83,11.73
154.35,2.42,10.01,179.71,-308.62,11.74
154.4,2.42,10.54,179.78,-308.99,11.76
154.45,2.43,11.91,179.85,-310.44,11.77
154.5,2.42,12.89,179.92,-312.86,11.78
154.55,2.42,14.16,179.95,-315.83,11.78
154.6,2.42,14.61,179.97,-318.71,11.78
154.65,2.42,14.95,179.98,-321.2,11.77
154.7,2.42,15.31,179.98,-323.14,11.78
154.75,2.43,16.25,179.94,-324.69,11.77
154.8,2.43,17.31,179.89,-325.96,11.77
154.85,2.43,18.31,179.78,-327.02,11.75
154.9,2.43,18.53,179.7,-327.64,11.72
154.95,2.43,18.57,179.58,-327.76,11.69
155,2.43,18.02,179.49,-327.41,11.65
155.05,2.43,17.32,179.41,-326.99,11.61
155.1,2.43,16.27,179.33,-326.72,11.55
155.15,2.43,15.32,179.25,-326.75,11.51
155.2,2.43,15.12,179.13,-326.85,11.47
155.25,2.43,14.89,179.05,-326.84,11.44
155.3,2.42,14.8,178.96,-326.56,11.42
155.35,2.41,13.94,178.88,-326.13,11.39
155.4,2.41,13.55,178.81,-325.85,11.36
155.45,2.41,13.1,178.73,-326.1,11.33
155.5,2.41,13.53,178.7,-327.06,11.3
155.55,2.4,13.93,178.68,-328.62,11.28
155.6,2.4,14.69,178.66,-330.3,11.25
155.65,2.4,15.12,178.61,-331.5,11.24
155.7,2.39,15.76,178.56,-331.68,11.21
155.75,2.38,15.78,178.45,-330.63,11.18
155.8,2.38,15.71,178.33,-328.47,11.13
155.85,2.38,15.5,178.19,-325.62,11.08
155.9,2.37,15.64,178.1,-322.61,11.02
155.95,2.37,15.43,178.01,-320.01,10.95
156,2.37,15.01,177.93,-318.09,10.89
156.05,2.37,13.89,177.8,-316.89,10.85
156.1,2.37,12.98,177.72,-316.2,10.84
156.15,2.37,11.97,177.58,-315.91,10.84
156.2,2.37,11.79,177.5,-315.9,10.85
156.25,2.37,11.55,177.41,-316.19,10.86
156.3,2.38,11.47,177.33,-316.59,10.88
156.35,2.38,11,177.25,-316.9,10.88
156.4,2.38,10.7,177.18,-316.87,10.87
156.45,2.38,10.34,177.15,-316.51,10.86
156.5,2.38,10.21,177.12,-316.11,10.83
156.55,2.38,10.11,177.11,-316.02,10.81
156.6,2.39,10.46,177.11,-316.51,10.77
156.65,2.39,10.92,177.1,-317.65,10.75
156.7,2.39,11.88,177.1,-319.14,10.7
156.75,2.39,12.56,177.15,-320.53,10.66
156.8,2.38,13.29,177.2,-321.2,10.62
156.85,2.38,13.77,177.35,-321.07,10.6
156.9,2.39,14.61,177.57,-320.47,10.58
156.95,2.38,15.48,177.87,-320.04,10.58
157,2.39,16.22,178.1,-320.19,10.6
157.05,2.38,16.54,178.3,-320.95,10.64
157.1,2.37,16.95,178.52,-322.03,10.69
157.15,2.36,17.3,179.04,-323.09,10.73
157.2,2.35,17.45,179.86,-323.9,10.82
157.25,2.34,17.15,181.1,-324.31,10.93
157.3,2.34,16.72,182.98,-324.12,11.08
157.35,2.34,16.37,184.98,-322.96,11.22
157.4,2.33,15.82,186.47,-320.64,11.35
157.45,2.33,15.24,186.85,-317.4,11.43
157.5,2.32,14.41,186.65,-313.99,11.47
157.55,2.32,13.93,186.33,-311.17,11.48
157.6,2.32,13.47,186.32,-309.7,11.46
157.65,2.32,13.28,186.52,-309.8,11.42
157.7,2.31,13.15,186.73,-311.46,11.39
157.75,2.31,13.09,186.73,-314.01,11.36
157.8,2.29,13.05,186.24,-316.79,11.32
157.85,2.27,13.23,185.29,-319.12,11.27
157.9,2.25,13.46,183.81,-320.82,11.2
157.95,2.24,13.74,182.39,-322.24,11.1
158,2.21,14.24,181.37,-323.8,10.96
158.05,2.19,15,180.88,-325.79,10.79
158.1,2.18,15.65,180.89,-327.85,10.58
158.15,2.17,15.93,181.28,-329.38,10.36
158.2,2.16,16.12,182.24,-329.69,10.13
158.25,2.14,16.41,183.54,-328.41,9.92
158.3,2.13,16.71,184.92,-325.61,9.73
158.35,2.12,16.82,185.59,-321.77,9.58
158.4,2.11,16.31,185.16,-317.81,9.51
158.45,2.12,15.43,184.27,-314.77,9.53
158.5,2.13,14.35,184.32,-313.24,9.62
158.55,2.15,13.35,185.66,-313.25,9.72
158.6,2.16,12.74,187.23,-314.05,9.84
158.65,2.17,12.22,187.23,-315.04,9.93
158.7,2.18,12.39,185.72,-315.64,10.01
158.75,2.19,12.32,183.34,-315.78,10.06
158.8,2.2,12.34,181.49,-315.44,10.09
158.85,2.22,12.53,180.47,-314.9,10.08
158.9,2.23,12.58,180.83,-314.39,10.04
158.95,2.26,13.22,183.05,-314.21,9.98
159,2.27,13.56,186.58,-314.47,9.92
159.05,2.29,14.16,190.4,-315.39,9.87
159.1,2.29,14.54,193.02,-317.02,9.85
159.15,2.3,14.54,194.31,-319.33,9.81
159.2,2.31,14.62,194.38,-321.8,9.74
159.25,2.32,14.23,193.01,-323.85,9.62
159.3,2.33,14.57,190.57,-324.88,9.5
159.35,2.33,14.96,187.51,-324.69,9.4
159.4,2.34,14.91,184.54,-323.53,9.35
159.45,2.33,14.57,181.96,-321.89,9.35
159.5,2.33,14.1,180.18,-320.28,9.41
159.55,2.33,13.93,179.44,-318.92,9.49
159.6,2.34,13.61,179.61,-317.98,9.57
159.65,2.34,13.31,179.93,-317.57,9.65
159.7,2.34,12.98,180.21,-318.05,9.74
159.75,2.33,12.66,180.38,-319.52,9.83
159.8,2.32,12.33,180.95,-322.08,9.91
159.85,2.31,12.2,181.72,-325.31,9.96
159.9,2.3,11.91,182.04,-328.79,10
159.95,2.29,11.62,181.19,-331.88,10.02
160,2.29,11.51,179.71,-334.17,10.05
160.05,2.29,11.63,178.39,-335.25,10.04
160.1,2.3,11.63,177.7,-335.11,10.03
160.15,2.29,11.45,177.44,-334.03,10
160.2,2.29,11.62,177.38,-332.46,9.98
160.25,2.3,11.81,177.58,-330.84,9.96
160.3,2.3,12.09,177.96,-329.24,9.95
160.35,2.31,11.78,178.57,-327.66,9.93
160.4,2.31,11.37,179.34,-326.01,9.91
160.45,2.31,10.83,180.2,-324.56,9.88
160.5,2.31,10.24,180.97,-323.57,9.85
160.55,2.3,10.01,181.24,-323.15,9.81
160.6,2.31,10.25,180.83,-323.07,9.77
160.65,2.31,10.85,180.05,-323.04,9.73
160.7,2.31,11.82,179.46,-322.91,9.71
160.75,2.31,12.34,179.27,-322.82,9.72
160.8,2.3,12.83,179.43,-323.05,9.74
160.85,2.3,13.03,179.69,-323.72,9.79
160.9,2.29,13.77,180.22,-324.68,9.84
160.95,2.3,14.56,181.13,-325.5,9.88
161,2.3,15.87,182.97,-325.77,9.91
161.05,2.3,17.29,184.81,-325.38,9.91
161.1,2.3,19.23,185.23,-324.63,9.91
161.15,2.29,20.7,183.73,-324.16,9.91
161.2,2.29,21.39,181.43,-324.22,9.93
161.25,2.29,21.22,179.65,-324.82,9.95
161.3,2.28,20.72,178.52,-325.51,9.97
161.35,2.29,20.59,177.72,-326.06,9.98
161.4,2.29,20.86,177.15,-326.41,9.97
161.45,2.31,21.49,176.79,-326.54,9.97
161.5,2.32,22.07,176.78,-326.3,9.99
161.55,2.33,22.11,177.06,-325.23,10.04
161.6,2.34,21.44,177.47,-323.12,10.06
161.65,2.35,20.51,177.66,-319.93,10.04
161.7,2.36,18.99,177.55,-316.19,9.96
161.75,2.37,17.7,177.17,-312.74,9.88
161.8,2.37,16.34,176.67,-310.53,9.82
161.85,2.38,15.81,176.14,-310.28,9.8
161.9,2.38,15.23,175.71,-311.95,9.79
161.95,2.38,15.01,175.47,-314.97,9.77
162,2.37,14.85,175.48,-318.36,9.72
162.05,2.36,14.57,175.65,-321.43,9.66
162.1,2.35,14.28,175.86,-323.93,9.61
162.15,2.34,13.97,176.07,-326.07,9.62
162.2,2.32,14.45,176.34,-328.17,9.69
162.25,2.32,15.08,176.65,-330.35,9.82
162.3,2.32,15.91,176.68,-332.25,10.02
162.35,2.33,16.6,176.13,-333.31,10.22
162.4,2.33,16.9,175.31,-332.98,10.39
162.45,2.33,17.5,174.59,-331.4,10.5
162.5,2.34,17.88,174.38,-329.01,10.55
162.55,2.34,18.48,174.55,-326.59,10.54
162.6,2.35,19.07,174.98,-324.48,10.48
162.65,2.36,19.71,175.23,-322.96,10.4
162.7,2.36,20.36,175.02,-322.07,10.3
162.75,2.36,20.41,174.53,-321.99,10.2
162.8,2.35,20.35,174.22,-322.64,10.11
162.85,2.35,20.35,174.37,-323.59,10.04
162.9,2.35,20.54,174.78,-324.15,10.01
162.95,2.34,20.78,175.29,-323.74,9.99
163,2.34,20.86,175.56,-322.47,10
163.05,2.34,20.53,175.32,-320.9,10.02
163.1,2.34,20.08,174.35,-319.74,10.06
163.15,2.35,19.52,173.13,-319.25,10.12
163.2,2.35,19.12,172.2,-319.29,10.18
163.25,2.36,18.93,171.91,-319.54,10.24
163.3,2.36,18.81,172.2,-319.81,10.29
163.35,2.37,18.75,172.82,-320.34,10.33
163.4,2.37,18.31,173.58,-321.4,10.36
163.45,2.36,17.81,174.12,-323.16,10.36
163.5,2.36,17.63,174.51,-325.24,10.35
163.55,2.36,17.89,174.79,-327.04,10.32
163.6,2.37,18.3,175.01,-328.15,10.3
163.65,2.37,18.64,175.06,-328.56,10.26
163.7,2.37,18.59,174.76,-328.8,10.22
163.75,2.37,18.05,174.23,-329.19,10.19
163.8,2.36,17.33,173.53,-329.87,10.19
163.85,2.36,16.47,173.02,-330.44,10.23
163.9,2.37,15.96,172.64,-330.62,10.28
163.95,2.36,15.69,172.42,-330.26,10.34
164,2.36,15.73,172.12,-329.54,10.4
164.05,2.36,15.88,171.66,-328.71,10.48
164.1,2.35,15.72,170.93,-328.1,10.54
164.15,2.34,15.32,169.89,-327.91,10.58
164.2,2.32,14.81,168.88,-328.15,10.6
164.25,2.31,14.43,168.15,-328.66,10.63
164.3,2.31,14.25,167.98,-329.27,10.66
164.35,2.31,14.54,168.29,-329.99,10.71
164.4,2.3,14.96,168.81,-330.99,10.74
164.45,2.3,15.3,169.02,-332.37,10.77
164.5,2.3,16.05,168.68,-333.96,10.81
164.55,2.3,16.87,167.94,-335.24,10.85
164.6,2.3,18.18,167.32,-335.54,10.89
164.65,2.29,19.01,166.92,-334.36,10.9
164.7,2.29,19.84,166.71,-331.67,10.92
164.75,2.29,20.37,166.59,-327.72,10.94
164.8,2.29,20.44,166.52,-322.92,10.97
164.85,2.29,20.56,166.58,-317.67,11.03
164.9,2.29,20.6,166.71,-312.59,11.1
164.95,2.29,21.03,166.92,-308.39,11.17
165,2.3,21.33,167.17,-305.64,11.21
165.05,2.31,21.67,167.49,-304.63,11.24
165.1,2.32,21.2,167.86,-305.22,11.26
165.15,2.33,21.17,168.31,-307.1,11.28
165.2,2.35,21.08,168.74,-309.77,11.3
165.25,2.36,21.45,169.1,-312.92,11.31
165.3,2.37,21.51,169.3,-316.16,11.31
165.35,2.38,21.99,169.45,-319,11.31
165.4,2.39,22.7,169.66,-320.81,11.3
165.45,2.4,22.94,169.95,-321.3,11.25
165.5,2.4,22.53,170.05,-320.51,11.19
165.55,2.4,21.89,169.73,-319.07,11.13
165.6,2.37,22.28,168.93,-317.44,11.07
165.65,2.34,23.04,168.13,-315.99,11.02
165.7,2.3,24.06,167.55,-314.82,10.98
165.75,2.27,23.82,167.27,-314.14,10.95
165.8,2.23,23.98,167.1,-314.18,10.94
165.85,2.21,23.96,166.96,-315.07,10.94
165.9,2.19,24.59,166.86,-316.75,10.95
165.95,2.18,24.51,166.81,-318.87,10.93
166,2.17,24.62,166.91,-320.99,10.89
166.05,2.17,24.63,167.14,-322.57,10.84
166.1,2.18,24.85,167.43,-323.36,10.75
166.15,2.18,23.9,167.72,-323.31,10.64
166.2,2.2,22.75,167.92,-322.62,10.51
166.25,2.21,20.93,168.15,-321.46,10.38
166.3,2.23,19.94,168.46,-319.81,10.25
166.35,2.26,18.97,169.27,-317.63,10.12
166.4,2.29,17.98,170.56,-314.77,10.02
166.45,2.28,17.39,172.14,-311.52,9.94
166.5,2.27,16.88,173.03,-308.49,9.88
166.55,2.24,17.05,172.59,-306.64,9.83
166.6,2.22,17.19,170.9,-306.61,9.79
166.65,2.2,17.65,168.38,-308.39,9.77
166.7,2.18,18.17,165.99,-311.51,9.73
166.75,2.16,18.96,163.9,-315.18,9.69
166.8,2.15,20.03,162.47,-318.58,9.65
166.85,2.15,20.8,161.5,-321.01,9.61
166.9,2.14,21.17,160.93,-322.2,9.58
166.95,2.13,20.99,160.62,-322.47,9.53
167,2.15,21.03,160.49,-322.46,9.48
167.05,2.18,21.01,160.45,-322.76,9.43
167.1,2.22,21.61,160.42,-323.56,9.4
167.15,2.23,21.72,160.36,-324.63,9.39
167.2,2.24,21.47,160.25,-325.59,9.42
167.25,2.25,20.44,160.17,-326.17,9.49
167.3,2.26,19.38,160,-326.27,9.57
167.35,2.27,17.96,159.51,-325.84,9.66
167.4,2.28,16.47,158.31,-325.01,9.74
167.45,2.28,15.49,156.77,-324.04,9.86
167.5,2.28,15.19,155.16,-323.42,10.03
167.55,2.27,15.14,153.95,-323.45,10.27
167.6,2.26,14.47,152.63,-324.26,10.56
167.65,2.26,13.12,151.19,-325.63,10.91
167.7,2.25,11.52,149.18,-327.32,11.28
167.75,2.24,10.33,147.11,-328.87,11.62
167.8,2.24,9.57,145.41,-329.74,11.86
167.85,2.25,8.98,144.7,-329.31,12.05
167.9,2.25,8.51,144.61,-327.35,12.32
167.95,2.26,8.5,144.5,-324.22,12.79
168,2.27,8.4,144.06,-320.76,13.38
168.05,2.29,8.38,142.97,-317.91,13.9
168.1,2.3,8.16,141.51,-316.15,14.22
168.15,2.31,8.31,139.71,-315.47,14.31
168.2,2.31,8.09,138.31,-315.49,14.3
168.25,2.32,7.88,137.35,-315.95,14.24
168.3,2.33,7.6,136.93,-316.72,14.2
168.35,2.33,8.1,136.65,-317.65,14.19
168.4,2.32,8.74,136.51,-318.3,14.2
168.45,2.32,9.37,136.34,-318.24,14.26
168.5,2.31,9.82,136.23,-317.45,14.39
168.55,2.3,10.24,136.18,-316.35,14.6
168.6,2.29,10.61,136.23,-315.54,14.85
168.65,2.29,10.77,136.32,-315.22,15.05
168.7,2.3,10.68,136.44,-315.18,15.14
168.75,2.3,10.49,136.53,-314.92,15.08
168.8,2.29,10.63,136.61,-314.06,14.88
168.85,2.28,11.02,136.65,-312.61,14.58
168.9,2.28,11.53,136.67,-310.91,14.18
168.95,2.27,11.91,136.68,-309.51,13.7
169,2.27,12.49,136.74,-308.71,13.21
169.05,2.26,13.08,136.88,-308.35,12.77
169.1,2.25,13.51,137.27,-308.01,12.44
169.15,2.24,13.52,137.74,-307.26,12.22
169.2,2.23,13.41,137.91,-306.06,12.11
