Depth,Den,Ng,Cal,Res,SP
168.45,2.29,11.2,144.25,15.85,-392.27
168.5,2.3,10.8,144.31,16.58,-394.29
168.55,2.32,10.4,144.51,17.33,-395.46
168.6,2.33,10.84,145.01,17.94,-395.55
168.65,2.36,11.45,146.14,18.34,-394.61
168.7,2.37,12.86,147.66,18.5,-392.75
168.75,2.4,13.66,149.44,18.45,-390.5
168.8,2.41,14.5,151.04,18.18,-388.48
168.85,2.42,15.23,152.52,17.67,-387.64
168.9,2.42,16.15,153.76,17.01,-388.32
168.95,2.42,17.48,154.75,16.35,-390.23
169,2.41,18.33,155.42,15.76,-392.29
169.05,2.41,19.16,155.84,15.25,-393.68
169.1,2.4,19.3,156.06,14.72,-393.96
169.15,2.38,19.49,156.09,14.14,-393.43
169.2,2.37,19.56,155.92,13.56,-392.3
169.25,2.36,19.41,155.5,13.08,-390.81
169.3,2.35,18.99,154.97,12.78,-388.79
169.35,2.34,18.28,154.52,12.68,-386.21
169.4,2.34,17.86,154.19,12.81,-383.09
169.45,2.33,17.43,153.94,13.08,-379.92
169.5,2.33,16.66,153.69,13.5,-377.46
169.55,2.32,15.82,153.46,14,-376.52
169.6,2.32,14.7,153.18,14.63,-377.55
169.65,2.32,13.9,152.81,15.27,-380.16
169.7,2.33,13.12,152.33,15.82,-383.45
169.75,2.34,12.4,151.67,16.16,-386.35
169.8,2.36,11.91,150.72,16.35,-388.53
169.85,2.36,11.46,149.56,16.45,-390.07
169.9,2.37,11.07,148.6,16.6,-391.38
169.95,2.38,10.71,148.09,16.68,-392.67
170,2.38,10.36,147.92,16.63,-394.1
170.05,2.38,10.41,147.3,16.35,-395.74
170.1,2.39,10.55,145.76,15.91,-397.48
170.15,2.4,10.99,143.41,15.44,-399.17
170.2,2.41,11.71,141.02,15.1,-400.47
170.25,2.4,12.54,139.27,15.12,-401.27
170.3,2.39,13.65,138.22,15.41,-401.38
170.35,2.38,15.24,137.71,15.85,-400.82
170.4,2.37,16.98,137.48,16.24,-399.46
170.45,2.37,18.44,137.51,16.5,-397.43
170.5,2.37,19.08,137.61,16.56,-394.84
170.55,2.37,19.51,137.72,16.46,-392.36
170.6,2.38,19.72,137.77,16.29,-390.5
170.65,2.37,19.85,137.8,16.23,-389.84
170.7,2.37,19.71,137.77,16.4,-390.14
170.75,2.37,19.31,137.59,16.94,-390.9
170.8,2.37,18.81,137.19,17.91,-391.25
170.85,2.38,18.22,136.45,19.25,-390.75
170.9,2.38,17.81,135.42,20.55,-389.44
170.95,2.38,17.61,134.13,21.48,-387.74
171,2.38,17.28,132.96,21.83,-386.13
171.05,2.37,16.98,132.19,21.76,-384.78
171.1,2.37,16.45,132.16,21.5,-383.74
171.15,2.35,16.49,132.85,21.21,-382.96
171.2,2.35,16.59,133.96,21.13,-382.57
171.25,2.34,16.62,135.17,21.21,-382.67
171.3,2.35,16.44,136.26,21.49,-383.28
171.35,2.35,16.61,137.3,21.63,-384.19
171.4,2.36,17.21,138.3,21.54,-385.16
171.45,2.37,17.96,139.25,21.1,-386.08
171.5,2.38,18.64,140.08,20.47,-386.97
171.55,2.38,19.12,140.93,19.84,-387.96
171.6,2.38,19.15,141.76,19.45,-389.11
171.65,2.37,18.65,142.27,19.37,-390.4
171.7,2.36,17.96,141.91,19.56,-391.67
171.75,2.35,17.72,140.74,19.81,-392.66
171.8,2.34,17.74,139.01,19.95,-393.11
171.85,2.34,18.09,137.04,19.84,-392.91
171.9,2.34,18.37,134.7,19.53,-392.12
171.95,2.33,18.69,132.1,19.25,-391.14
172,2.33,18.61,129.59,19.23,-390.32
172.05,2.31,18.46,127.72,19.53,-390.03
172.1,2.31,18.21,126.76,19.99,-390.11
172.15,2.3,18.14,126.73,20.5,-390.1
172.2,2.3,18.07,127.33,21.06,-389.44
172.25,2.3,18.04,128.29,21.68,-387.67
172.3,2.31,18.02,129.41,22.31,-384.96
172.35,2.32,18.21,130.54,22.88,-381.73
172.4,2.32,18.05,131.48,23.35,-378.77
172.45,2.32,17.85,132.16,23.73,-376.47
172.5,2.33,17.18,132.62,23.97,-375
172.55,2.33,16.81,133.07,23.92,-374.13
172.6,2.33,16.6,133.74,23.54,-373.75
172.65,2.34,16.28,134.59,23.03,-373.84
172.7,2.33,15.98,135.16,22.5,-374.41
172.75,2.34,15.05,134.95,21.91,-375.48
172.8,2.34,14.41,134.09,21.09,-377.03
172.85,2.34,13.09,133.12,20.12,-379.19
172.9,2.33,12.1,132.48,19.2,-381.84
172.95,2.31,11.04,132.16,18.48,-384.82
173,2.31,10.83,132.02,17.95,-387.45
173.05,2.32,10.97,131.92,17.61,-389.33
173.1,2.31,11.36,131.87,17.6,-390.13
173.15,2.31,12.07,131.85,18.12,-390.01
173.2,2.3,12.69,131.83,19.07,-389.03
173.25,2.3,13.15,131.82,20.17,-387.28
173.3,2.29,13.57,131.82,21.2,-384.7
173.35,2.28,13.94,131.81,22.07,-381.33
173.4,2.27,15.3,131.81,22.78,-377.48
173.45,2.26,16.65,131.81,23.23,-373.51
173.5,2.26,18.19,131.81,23.38,-370.1
173.55,2.27,18.97,131.81,23.17,-367.73
173.6,2.27,19.43,131.81,22.71,-366.95
173.65,2.27,19.48,131.81,22.17,-367.62
173.7,2.27,19.58,131.77,21.75,-369.13
173.75,2.27,19.61,131.71,21.61,-370.29
173.8,2.26,19.24,131.65,21.77,-370.06
173.85,2.26,18.57,131.63,22.15,-368.07
173.9,2.25,17.76,131.61,22.47,-364.64
173.95,2.25,17.27,131.6,22.51,-360.78
174,2.24,16.81,131.6,22.15,-357.35
174.05,2.24,15.81,131.59,21.53,-355.12
174.1,2.24,14.92,131.59,20.92,-354.11
174.15,2.24,13.95,131.59,20.6,-354.18
174.2,2.24,13.17,131.59,20.76,-354.88
174.25,2.24,12.42,131.59,21.28,-356.02
174.3,2.25,11.72,131.59,21.89,-357.51
174.35,2.25,11.43,131.59,22.29,-359.42
174.4,2.27,11.23,131.59,22.48,-361.77
174.45,2.27,11.13,131.59,22.65,-364.22
174.5,2.28,11.07,131.59,23.02,-366.34
174.55,2.28,11.04,131.59,23.79,-367.55
174.6,2.28,11.02,131.59,24.99,-367.71
174.65,2.28,11.01,131.59,26.43,-366.87
174.7,2.28,11.21,131.59,27.76,-365.53
174.75,2.29,11.84,131.59,28.72,-364.11
174.8,2.29,12.61,131.59,29.22,-363.14
174.85,2.3,13.89,131.59,29.49,-362.92
174.9,2.3,14.5,131.59,29.81,-363.47
174.95,2.31,15.08,131.59,30.36,-364.5
175,2.31,14.52,131.59,30.98,-365.46
175.05,2.32,14.12,131.63,31.57,-366
175.1,2.32,13.93,131.69,32.02,-365.84
175.15,2.32,14.41,131.75,32.3,-364.95
175.2,2.33,15.07,131.77,32.29,-363.29
175.25,2.33,15.3,131.79,32.05,-360.92
175.3,2.34,15.47,131.8,31.72,-358.14
175.35,2.34,15.55,131.85,31.53,-355.46
175.4,2.35,15.81,131.9,31.51,-353.61
175.45,2.35,15.87,132.1,31.71,-353.3
175.5,2.35,15.54,132.6,32.02,-354.72
175.55,2.36,15.28,133.63,32.33,-357.6
175.6,2.36,14.96,134.92,32.44,-360.83
175.65,2.36,15.45,136.05,32.24,-363.38
175.7,2.36,15.88,136.76,31.71,-364.32
175.75,2.36,16.27,137.31,30.93,-363.62
175.8,2.36,16.23,137.91,30.05,-361.66
175.85,2.36,16.1,138.81,29.23,-359.39
175.9,2.37,16.07,139.92,28.48,-357.65
175.95,2.37,16.03,141.12,27.75,-357.14
176,2.36,16.02,142.12,27.02,-357.97
176.05,2.35,16.21,142.83,26.35,-359.62
176.1,2.35,16.45,143.25,25.92,-361.1
176.15,2.34,16.93,143.21,25.9,-361.52
176.2,2.34,17.48,142.58,26.39,-360.81
176.25,2.33,18.08,141.47,27.27,-359.52
176.3,2.33,18.31,140.36,28.2,-358.54
176.35,2.32,17.88,139.29,28.88,-358.24
176.4,2.32,17.24,138.14,29.1,-358.32
176.45,2.33,16.82,136.8,28.88,-358.16
176.5,2.33,16.81,135.64,28.35,-357.24
176.55,2.34,17.13,134.82,27.87,-355.75
176.6,2.34,16.99,134.38,27.7,-354.06
176.65,2.34,16.82,134.13,27.98,-352.69
176.7,2.34,15.76,134,28.52,-351.71
176.75,2.34,14.72,133.92,29.1,-350.93
176.8,2.34,13.5,133.79,29.52,-349.86
176.85,2.35,12.64,133.61,29.64,-348.2
176.9,2.35,12.03,133.41,29.36,-345.79
176.95,2.36,11.53,133.25,28.71,-342.88
177,2.37,11.51,133.14,27.91,-339.67
177.05,2.36,11.61,132.99,27.25,-336.66
177.1,2.36,11.62,132.85,26.98,-334.17
177.15,2.35,11.45,132.66,27.04,-332.75
177.2,2.35,11.21,132.5,27.27,-332.39
177.25,2.36,11.53,132.39,27.38,-333.01
177.3,2.37,11.95,132.38,27.31,-334.19
177.35,2.39,12.7,132.49,27.12,-336.13
177.4,2.4,13.73,132.6,26.99,-338.84
177.45,2.4,14.89,132.55,26.89,-342.62
177.5,2.4,16.12,132.25,26.8,-347
177.55,2.39,16.8,131.87,26.72,-351.61
177.6,2.39,17.19,131.6,26.79,-355.57
177.65,2.38,17.6,131.47,27.12,-358.47
177.7,2.38,17.96,131.44,27.65,-360.03
177.75,2.38,18.51,131.36,28.13,-360.58
177.8,2.37,18.69,131.29,28.25,-360.72
177.85,2.36,18.64,131.21,27.86,-361.23
177.9,2.35,18.27,131.18,27.21,-362.57
177.95,2.33,17.78,131.16,26.54,-364.68
178,2.32,17.21,131.15,26,-366.88
178.05,2.31,16.8,131.19,25.51,-368.08
178.1,2.3,16,131.25,25.09,-367.53
178.15,2.28,15.56,131.31,24.85,-365.12
178.2,2.27,15.11,131.33,24.82,-361.55
178.25,2.26,15.53,131.35,24.95,-357.72
178.3,2.25,15.93,131.45,25.07,-354.44
178.35,2.24,16.29,131.74,25.16,-352.07
178.4,2.24,16.24,132.17,25.24,-350.66
178.45,2.23,16.11,132.63,25.46,-349.98
178.5,2.23,16.07,132.94,25.82,-349.76
178.55,2.22,16.04,133.13,26.33,-349.86
178.6,2.22,16.02,133.24,26.73,-350.4
178.65,2.22,16.21,133.3,26.94,-351.69
178.7,2.22,16.45,133.33,26.8,-353.96
178.75,2.23,16.93,133.35,26.56,-357.23
178.8,2.23,17.28,133.36,26.36,-361.1
178.85,2.23,17.24,133.36,26.32,-365.06
178.9,2.24,16.7,133.37,26.35,-368.34
178.95,2.24,15.99,133.37,26.26,-370.48
179,2.25,15.54,133.37,26.09,-371.26
179.05,2.26,15.31,133.37,25.83,-371.13
179.1,2.27,14.77,133.37,25.53,-370.62
179.15,2.27,14.42,133.37,25.12,-370.16
179.2,2.28,14.04,133.37,24.79,-369.69
179.25,2.29,14.49,133.37,24.72,-369
179.3,2.3,14.91,133.42,24.97,-368
179.35,2.31,15.48,133.47,25.5,-366.88
179.4,2.33,15.68,133.49,26.21,-366.13
179.45,2.33,15.83,133.46,27.02,-365.97
179.5,2.33,16.1,133.41,27.57,-366.54
179.55,2.33,16.39,133.4,27.66,-367.65
179.6,2.33,16.3,133.38,27.24,-369.01
179.65,2.32,15.74,133.38,26.55,-370.03
179.7,2.32,15.01,133.37,25.81,-369.99
179.75,2.32,15.15,133.37,25.17,-368.31
179.8,2.32,15.63,133.37,24.72,-364.94
179.85,2.32,16.36,133.37,24.5,-360.68
179.9,2.32,16,133.37,24.5,-356.65
179.95,2.33,15.47,133.37,24.7,-354.01
180,2.34,14.69,133.37,25.02,-353.21
180.05,2.35,13.83,133.42,25.43,-354.27
180.1,2.36,12.91,133.52,25.81,-356.57
180.15,2.38,12.55,133.77,26.08,-359.28
180.2,2.38,12.89,134.11,26.13,-361.25
180.25,2.4,13.69,134.58,25.99,-361.73
180.3,2.4,14.72,135.1,25.77,-360.42
180.35,2.4,15.88,135.79,25.65,-357.71
180.4,2.39,16.72,136.74,25.72,-354.37
180.45,2.38,16.92,137.92,25.94,-351.37
180.5,2.37,16.93,139.11,26.32,-349.38
180.55,2.36,17.37,140.02,26.8,-348.72
180.6,2.36,17.86,140.62,27.38,-349.02
180.65,2.35,18.65,141.06,27.96,-349.8
180.7,2.36,19.3,141.58,28.4,-350.54
180.75,2.35,19.99,142.22,28.69,-351.28
180.8,2.35,19.86,142.89,28.9,-352.29
180.85,2.34,19.57,143.38,29.2,-353.89
180.9,2.35,19.09,143.7,29.6,-356.22
180.95,2.35,18.93,143.86,29.98,-359.04
181,2.37,18.6,143.96,30.24,-362.05
181.05,2.37,18.31,144.01,30.39,-364.63
181.1,2.37,18.38,144.04,30.59,-366.4
181.15,2.37,18.54,144.15,30.9,-367.01
181.2,2.36,18.38,144.31,31.26,-366.67
181.25,2.35,17.98,144.58,31.43,-365.78
181.3,2.35,17.27,144.85,31.29,-364.91
181.35,2.37,17.05,145.18,30.84,-364.56
181.4,2.38,16.87,145.52,30.21,-364.89
181.45,2.38,17.78,145.92,29.51,-365.75
181.5,2.38,18.93,146.56,28.88,-366.6
181.55,2.38,20.34,147.71,28.51,-366.92
181.6,2.38,20.86,149.09,28.43,-366.26
181.65,2.38,21.04,149.95,28.55,-364.6
181.7,2.39,20.58,149.78,28.85,-362.21
181.75,2.4,19.72,148.8,29.35,-359.59
181.8,2.4,18.66,147.68,30.02,-357.08
181.85,2.4,17.68,146.55,30.66,-354.84
181.9,2.4,16.87,145.07,31.19,-352.82
181.95,2.4,16.11,143.3,31.58,-351.08
182,2.4,15.6,141.44,31.92,-349.63
182.05,2.4,15.34,139.96,32.15,-348.69
182.1,2.39,14.59,138.8,32.31,-348.4
182.15,2.38,13.79,138.01,32.48,-349.12
182.2,2.37,12.88,137.53,32.8,-350.89
182.25,2.35,12.33,137.27,33.37,-353.88
182.3,2.34,12.44,137.17,34.11,-357.54
182.35,2.33,12.76,137.19,34.8,-361.43
182.4,2.32,13.44,137.39,35.09,-364.64
182.45,2.32,13.64,137.71,34.91,-366.92
182.5,2.32,13.82,138.08,34.34,-368.03
182.55,2.32,14.69,138.34,33.7,-368.28
182.6,2.31,15.7,138.52,33.15,-367.87
182.65,2.3,17.08,138.6,32.76,-367.13
182.7,2.29,17.16,138.66,32.52,-366.14
182.75,2.28,17.05,138.68,32.38,-364.87
182.8,2.28,16.24,138.7,32.35,-363.22
182.85,2.29,15.86,138.71,32.34,-361.24
182.9,2.29,15.82,138.71,32.17,-359.28
182.95,2.3,16.14,138.72,31.72,-357.82
183,2.3,16.59,138.72,30.95,-357.3
183.05,2.31,16.55,138.72,30.04,-357.76
183.1,2.31,17.03,138.72,29.12,-358.87
183.15,2.31,17.51,138.72,28.39,-360.1
183.2,2.31,18.11,138.68,27.96,-361.08
183.25,2.32,18.12,138.62,27.87,-361.91
183.3,2.33,18.05,138.52,27.97,-363.1
183.35,2.35,18.23,138.35,27.98,-364.94
183.4,2.35,18.46,137.98,27.81,-367.41
183.45,2.35,18.74,137.39,27.58,-369.97
183.5,2.34,18.84,136.61,27.52,-372.22
183.55,2.34,18.92,135.85,27.71,-373.96
183.6,2.33,18.95,135.27,27.97,-375.37
183.65,2.34,18.97,134.92,28.1,-376.61
183.7,2.34,19.39,134.73,27.98,-377.68
183.75,2.34,19.87,134.62,27.74,-378.49
183.8,2.33,20.45,134.65,27.53,-378.89
183.85,2.32,20.07,134.9,27.44,-379.02
183.9,2.3,19.9,135.45,27.44,-379
183.95,2.28,19.59,136.19,27.44,-379
184,2.25,20.3,136.85,27.37,-378.83
184.05,2.24,20.78,137.31,27.18,-378.27
184.1,2.24,21.42,137.53,26.88,-377.15
184.15,2.25,21.84,137.67,26.52,-375.62
184.2,2.25,22.25,137.74,26.2,-374.02
184.25,2.26,22.42,137.78,25.95,-372.72
184.3,2.26,22.13,137.85,25.79,-371.89
184.35,2.26,21.71,137.87,25.66,-371.42
184.4,2.26,21.17,137.89,25.52,-370.94
184.45,2.28,20.78,137.85,25.36,-370.04
184.5,2.29,20.59,137.85,25.23,-368.59
184.55,2.31,19.67,137.84,25.12,-366.84
184.6,2.33,18.65,137.83,25,-365.34
184.65,2.35,17.07,137.83,24.85,-364.34
184.7,2.37,16.34,137.79,24.7,-363.51
184.75,2.38,15.48,137.69,24.6,-362.27
184.8,2.38,14.77,137.48,24.56,-360.34
184.85,2.39,14.05,137.2,24.6,-358.34
184.9,2.41,13.56,136.88,24.77,-357.26
184.95,2.42,13.52,136.62,25.12,-358.14
185,2.42,13.62,136.46,25.67,-361.04
185.05,2.41,14.03,136.38,26.36,-365.68
185.1,2.4,14.13,136.33,27.07,-371.05
185.15,2.39,14.23,136.3,27.62,-376.48
185.2,2.38,14.87,136.29,27.95,-381.21
185.25,2.37,15.82,136.28,28.05,-384.83
185.3,2.36,16.94,136.28,27.96,-386.89
185.35,2.35,17.95,136.23,27.69,-387.25
185.4,2.34,18.98,136.09,27.4,-385.99
185.45,2.33,19.79,135.83,27.19,-383.61
185.5,2.32,20.15,135.43,27.17,-380.48
185.55,2.31,20.39,134.95,27.23,-377.06
185.6,2.3,21.11,134.37,27.27,-373.57
185.65,2.3,21.7,133.8,27.2,-370.35
185.7,2.3,22.36,133.34,27.04,-367.57
185.75,2.3,22.61,133.09,26.83,-365.28
185.8,2.3,22.8,133,26.69,-363.28
185.85,2.31,22.48,133.02,26.71,-361.5
185.9,2.31,22.06,133.05,27.03,-360.05
185.95,2.31,21.71,133.1,27.57,-359.3
186,2.31,21.15,133.12,28.26,-359.47
186.05,2.3,20.57,133.14,28.92,-360.56
186.1,2.3,19.55,133.14,29.43,-362.2
186.15,2.29,19.02,133.15,29.65,-363.83
186.2,2.29,18.91,133.15,29.56,-364.99
186.25,2.29,18.99,133.15,29.22,-365.48
186.3,2.29,19.18,133.15,28.73,-365.57
186.35,2.29,19.03,133.15,28.22,-365.61
186.4,2.29,19.04,133.15,27.71,-365.97
186.45,2.29,19.42,133.15,27.25,-366.79
186.5,2.28,19.69,133.15,26.84,-367.99
186.55,2.28,20.02,133.15,26.52,-369.41
186.6,2.28,19.54,133.15,26.27,-370.74
186.65,2.28,19.51,133.19,26.11,-371.79
186.7,2.29,19.41,133.25,26.09,-372.58
186.75,2.29,20.19,133.36,26.21,-373.39
186.8,2.31,20.72,133.52,26.48,-374.51
186.85,2.32,20.78,133.89,26.83,-376.13
186.9,2.32,20.1,134.4,27.15,-378.21
186.95,2.32,19.18,134.88,27.32,-380.43
187,2.33,18.86,135.22,27.21,-382.35
187.05,2.34,18.41,135.38,26.82,-383.32
187.1,2.35,18.05,135.52,26.33,-382.86
187.15,2.37,17.49,135.59,25.95,-380.68
187.2,2.39,17.71,135.63,25.78,-377.33
187.25,2.4,18.04,135.6,25.69,-373.62
187.3,2.42,18.35,135.61,25.53,-370.53
187.35,2.43,18.28,135.6,25.26,-368.5
187.4,2.42,17.93,135.6,24.99,-367.69
187.45,2.41,17.84,135.6,24.89,-367.85
187.5,2.41,17.75,135.64,25.11,-368.51
187.55,2.42,17.92,135.7,25.59,-369
187.6,2.42,17.73,135.76,26.22,-368.79
187.65,2.41,17.53,135.78,26.75,-367.72
187.7,2.4,17.45,135.76,26.85,-366.05
187.75,2.39,17.6,135.62,26.49,-364.1
187.8,2.38,17.61,135.33,25.82,-362.08
187.85,2.37,17.44,134.88,25.2,-360.11
187.9,2.36,17.21,134.42,24.76,-358.46
187.95,2.36,17.33,134.07,24.54,-357.49
188,2.37,17.91,133.9,24.5,-357.52
188.05,2.37,18.65,133.8,24.67,-358.45
188.1,2.38,19.31,133.74,25.14,-359.72
188.15,2.39,19.59,133.67,25.96,-360.59
188.2,2.4,19.78,133.64,27.17,-360.44
188.25,2.4,19.47,133.62,28.67,-359.32
188.3,2.41,19.05,133.66,30.12,-357.72
188.35,2.41,18.91,133.7,31.1,-356.49
188.4,2.42,19.39,133.72,31.48,-356.15
188.45,2.43,20.06,133.69,31.52,-357.01
188.5,2.44,20.09,133.64,31.59,-358.8
188.55,2.44,19.83,133.67,31.82,-361.34
188.6,2.43,19.58,133.75,32.1,-364.13
188.65,2.44,19.48,133.96,32.34,-366.77
188.7,2.44,19.41,134.19,32.56,-368.47
188.75,2.45,19.18,134.46,32.8,-368.67
188.8,2.45,19.12,134.69,33.02,-367.14
188.85,2.44,19.06,134.92,33.09,-364.39
188.9,2.44,19.44,135.15,32.87,-361.48
188.95,2.44,19.9,135.42,32.42,-359.27
189,2.44,20.07,135.7,31.89,-358.01
189.05,2.44,19.79,135.94,31.4,-357.16
189.1,2.44,19.77,136.13,30.99,-356.13
189.15,2.43,20.51,136.27,30.71,-354.65
189.2,2.42,21.46,136.37,30.53,-352.99
189.25,2.41,21.99,136.42,30.44,-351.6
189.3,2.39,22.09,136.45,30.38,-350.72
189.35,2.39,21.82,136.47,30.36,-350.14
189.4,2.38,21.38,136.48,30.38,-349.49
189.45,2.38,20.84,136.48,30.43,-348.38
189.5,2.37,20.84,136.49,30.5,-346.86
189.55,2.37,21.34,136.49,30.53,-345.09
189.6,2.37,22.04,136.54,30.35,-343.69
189.65,2.37,22.88,136.55,29.89,-343.07
189.7,2.37,23.58,136.56,29.21,-343.83
189.75,2.37,23.89,136.51,28.61,-345.96
189.8,2.37,23.5,136.51,28.24,-349.49
189.85,2.37,22.88,136.5,28.15,-353.81
189.9,2.38,22.47,136.5,28.15,-358.45
189.95,2.38,22.27,136.49,27.99,-362.39
190,2.38,21.95,136.49,27.54,-364.97
190.05,2.38,22.04,136.49,26.85,-365.57
190.1,2.37,22.2,136.49,26.13,-364.46
190.15,2.37,21.85,136.49,25.61,-362.44
190.2,2.36,20.81,136.49,25.32,-360.58
190.25,2.35,19.53,136.49,25.1,-359.67
190.3,2.34,18.47,136.45,24.78,-360
190.35,2.34,17.6,136.3,24.3,-361.49
190.4,2.33,17.21,136.09,23.84,-363.8
190.45,2.33,17.16,135.88,23.6,-366.51
190.5,2.31,17.28,135.75,23.7,-368.97
190.55,2.3,16.89,135.64,24.1,-370.48
190.6,2.29,16.83,135.55,24.56,-370.32
190.65,2.27,16.74,135.42,24.9,-368.24
190.7,2.26,16.72,135.29,24.96,-364.37
190.75,2.25,16.49,135.15,24.68,-359.64
190.8,2.24,16.44,135,24.07,-355.02
190.85,2.24,16.19,134.86,23.3,-351.62
190.9,2.24,15.93,134.66,22.55,-349.79
190.95,2.24,15.62,134.46,21.92,-349.59
191,2.25,15.71,134.32,21.46,-350.55
191.05,2.25,15.67,134.21,21.29,-352.38
191.1,2.25,15.28,134.16,21.5,-354.72
191.15,2.26,14.79,134.1,21.98,-357.22
191.2,2.27,14.41,134.08,22.45,-359.21
191.25,2.29,14.04,134.06,22.89,-360.18
191.3,2.3,13.69,134.05,23.38,-359.98
191.35,2.32,13.15,134.05,23.94,-359.11
191.4,2.33,12.77,134.04,24.26,-358.17
191.45,2.35,12.38,134.04,24.26,-357.5
191.5,2.36,12.23,134.04,24.1,-357.19
191.55,2.37,12.32,134.04,24.1,-357.17
191.6,2.38,12.51,134.04,24.28,-357.44
191.65,2.39,12.77,134.04,24.53,-357.88
191.7,2.39,12.66,134.04,24.88,-358.26
191.75,2.39,12.88,134.04,25.34,-358.36
191.8,2.4,13.11,134.04,25.83,-358.13
191.85,2.39,13.6,134.04,26.12,-357.73
191.9,2.38,13.74,134.04,26.25,-357.33
191.95,2.37,14.07,134.04,26.35,-357.19
192,2.36,14.16,134.04,26.57,-357.51
192.05,2.36,14.25,134.04,26.69,-358.47
192.1,2.36,14.28,134.04,26.46,-360.01
192.15,2.35,14.51,134.04,25.81,-361.81
192.2,2.35,14.76,134.04,24.91,-363.45
192.25,2.35,15.05,134.04,24.01,-364.77
192.3,2.34,15.36,134.04,23.28,-365.9
192.35,2.34,16.28,134.04,23.02,-367.33
192.4,2.34,17.13,134.04,23.37,-369.32
192.45,2.33,18.08,134.04,24.39,-372.07
192.5,2.34,18.24,134.08,25.74,-375.18
192.55,2.34,18.27,134.14,27.06,-378.4
192.6,2.36,18.1,134.2,27.95,-381.24
192.65,2.37,18.47,134.22,28.43,-383.55
192.7,2.37,18.92,134.24,28.66,-385.2
192.75,2.37,19.48,134.25,28.82,-386.22
192.8,2.37,19.88,134.25,28.96,-386.4
192.85,2.38,20.27,134.26,29.16,-385.5
192.9,2.39,20.03,134.26,29.4,-383.35
192.95,2.39,18.86,134.22,29.7,-380.37
193,2.39,17.38,134.12,29.88,-377.17
193.05,2.39,16.45,133.91,29.84,-374.32
193.1,2.4,16.17,133.63,29.53,-371.82
193.15,2.41,16.12,133.31,29.16,-369.31
193.2,2.43,16.26,133.05,28.95,-366.55
193.25,2.42,16.48,132.89,28.94,-363.61
193.3,2.41,16.75,132.81,29.01,-361.03
193.35,2.4,16.45,132.76,29.04,-359.26
193.4,2.4,16.04,132.73,29.04,-358.6
193.45,2.4,15.7,132.72,28.98,-358.76
193.5,2.39,15.95,132.71,28.91,-359.07
193.55,2.38,16.33,132.71,28.86,-358.78
193.6,2.37,16.86,132.7,28.92,-357.48
193.65,2.37,17.24,132.7,29,-355.56
193.7,2.37,17.62,132.7,29.04,-353.8
193.75,2.37,17.77,132.7,29,-352.97
193.8,2.36,17.88,132.7,29,-353.28
193.85,2.35,17.73,132.7,29.08,-354.33
193.9,2.33,17.52,132.7,29.26,-355.6
193.95,2.31,17.05,132.7,29.47,-356.56
194,2.3,16.91,132.7,29.62,-356.96
194.05,2.3,16.79,132.7,29.59,-356.62
194.1,2.31,16.54,132.7,29.33,-355.59
194.15,2.31,15.87,132.7,28.8,-353.93
194.2,2.31,15.08,132.7,28.13,-351.85
194.25,2.31,14.59,132.7,27.54,-349.62
194.3,2.31,14.33,132.7,27.17,-347.63
194.35,2.31,13.99,132.7,26.96,-346.07
194.4,2.3,13.86,132.66,26.78,-344.96
194.45,2.29,13.77,132.56,26.63,-344.18
194.5,2.28,13.73,132.35,26.53,-343.92
194.55,2.27,13.3,132.07,26.55,-344.31
194.6,2.28,12.81,131.75,26.56,-345.59
194.65,2.28,12.62,131.49,26.5,-347.48
194.7,2.27,12.69,131.33,26.23,-349.8
194.75,2.27,12.66,131.25,25.82,-352.23
194.8,2.27,13.07,131.2,25.44,-354.72
194.85,2.27,13.55,131.17,25.44,-357.22
194.9,2.28,14.32,131.12,26.1,-359.74
194.95,2.27,14.57,131.05,27.4,-362.34
195,2.27,14.78,130.9,28.96,-364.79
195.05,2.28,15.07,130.72,30.33,-366.79
195.1,2.29,15.37,130.43,31.35,-367.72
195.15,2.31,16.09,130.16,32.24,-367.45
195.2,2.32,17.09,129.91,33.27,-365.81
195.25,2.33,18.24,129.76,34.27,-363.05
195.3,2.34,19.27,129.68,34.99,-359.06
195.35,2.34,19.9,129.64,35.24,-354.4
195.4,2.34,20.43,129.61,35.16,-349.68
195.45,2.35,20.47,129.6,34.9,-346.29
195.5,2.35,20.38,129.59,34.59,-344.99
195.55,2.34,19.77,129.59,34.41,-346.21
195.6,2.34,19.23,129.58,34.35,-349.29
195.65,2.35,18.6,129.58,34.39,-353.56
195.7,2.36,18.17,129.58,34.34,-358.18
195.75,2.36,17.75,129.58,34.17,-362.76
195.8,2.36,16.98,129.54,33.86,-366.75
195.85,2.37,15.95,129.48,33.48,-369.91
195.9,2.37,14.79,129.42,33.18,-371.95
195.95,2.38,13.55,129.4,33.21,-372.97
196,2.37,12.67,129.38,33.63,-372.96
196.05,2.36,12.04,129.42,34.3,-372.18
196.1,2.35,11.54,129.42,34.89,-370.8
196.15,2.34,11.12,129.43,35.17,-369.24
196.2,2.33,11.13,129.39,35.02,-367.66
196.25,2.32,11.65,129.42,34.54,-366.21
196.3,2.32,12.16,129.47,33.85,-364.8
196.35,2.31,12.36,129.48,33.17,-363.39
196.4,2.31,12.5,129.45,32.72,-361.93
196.45,2.3,13.17,129.36,32.71,-360.46
196.5,2.29,13.94,129.2,33.17,-359.06
196.55,2.29,14.82,128.88,34.02,-357.93
