Depth,Den,Ng,Cal,Res,SP
126.8,2.18,10.82,129.58,13.53,-400.91
126.85,2.2,10.62,129.58,12.82,-403.24
126.9,2.22,10.49,129.8,12.25,-404.99
126.95,2.24,10.02,129.8,11.73,-405.68
127,2.26,9.7,130.03,11.23,-404.99
127.05,2.28,8.94,130.03,10.75,-402.81
127.1,2.29,8.33,130.03,10.29,-399.39
127.15,2.3,7.86,130.03,9.91,-395.11
127.2,2.3,7.84,130.03,9.58,-390.48
127.25,2.31,7.94,130.03,9.32,-386.3
127.3,2.31,8.56,130.03,9.14,-383.58
127.35,2.31,9.3,130.03,9.04,-383.15
127.4,2.31,10.57,130.03,9.02,-385.15
127.45,2.3,11.37,130.03,9.13,-388.88
127.5,2.29,12.19,130.03,9.37,-393.2
127.55,2.29,12.51,130.03,9.71,-397.06
127.6,2.28,12.74,130.47,10.09,-399.59
127.65,2.27,13.25,131.14,10.37,-400.41
127.7,2.25,13.8,132.26,10.49,-399.45
127.75,2.25,14.61,133.6,10.4,-397.2
127.8,2.25,15.28,134.26,10.21,-394.3
127.85,2.25,15.98,134.71,9.99,-391.4
127.9,2.24,16.65,134.71,9.86,-388.95
127.95,2.24,17.13,134.93,9.86,-387.31
128,2.24,16.96,135.6,10.02,-386.67
128.05,2.23,16.62,136.05,10.31,-386.97
128.1,2.23,16.11,136.49,10.68,-387.78
128.15,2.23,16.35,136.94,11.08,-388.7
128.2,2.23,16.49,137.16,11.51,-389.68
128.25,2.23,17.37,137.61,11.92,-391.12
128.3,2.24,17.77,138.06,12.26,-393.36
128.35,2.24,18.23,138.5,12.54,-396.47
128.4,2.24,18,138.72,12.77,-399.97
128.45,2.24,18.05,138.95,13.05,-403.44
128.5,2.23,18.01,138.95,13.32,-406.19
128.55,2.23,18.41,138.95,13.6,-407.75
128.6,2.22,18.88,138.95,13.81,-407.76
128.65,2.21,19.46,138.95,13.91,-406.53
128.7,2.21,19.07,138.95,13.85,-404.76
128.75,2.21,18.51,139.17,13.67,-403.24
128.8,2.2,17.52,139.17,13.37,-402.32
128.85,2.2,17,139.17,12.99,-401.98
128.9,2.2,16.1,139.62,12.54,-401.86
128.95,2.2,15.82,140.29,12.14,-401.69
129,2.2,15.59,140.73,11.83,-401.01
129.05,2.2,15.68,141.18,11.66,-399.44
129.1,2.21,15.45,140.95,11.6,-396.72
129.15,2.22,15.23,140.29,11.64,-393.29
129.2,2.22,14.34,137.61,11.73,-390.09
129.25,2.22,13.31,135.38,11.79,-388.2
129.3,2.22,12.13,134.26,11.78,-388.16
129.35,2.22,11.69,134.04,11.7,-389.79
129.4,2.22,11.36,133.6,11.61,-392.4
129.45,2.22,11.21,132.93,11.53,-395.19
129.5,2.23,11.12,132.48,11.51,-397.52
129.55,2.23,10.67,132.26,11.57,-398.97
129.6,2.23,9.96,132.03,11.7,-399.15
129.65,2.24,9.12,132.03,11.84,-397.69
129.7,2.24,8.82,132.03,11.96,-394.49
129.75,2.24,8.79,132.03,12.05,-389.81
129.8,2.24,8.72,132.03,12.16,-384.23
129.85,2.24,8.9,132.03,12.31,-378.21
129.9,2.24,9.13,132.03,12.53,-372.41
129.95,2.24,9.41,132.03,12.74,-367.68
130,2.24,9.31,132.03,12.92,-364.98
130.05,2.25,9.34,132.03,13.02,-364.79
130.1,2.26,9.73,132.03,13.03,-366.68
130.15,2.26,10.21,132.03,12.93,-369.7
130.2,2.26,10.79,132.03,12.68,-372.83
130.25,2.26,11.2,131.59,12.34,-375.81
130.3,2.27,11.6,130.7,11.99,-378.6
130.35,2.26,11.36,130.03,11.68,-381.39
130.4,2.27,10.99,129.8,11.42,-384.04
130.45,2.27,10.47,129.8,11.14,-386.49
130.5,2.28,9.89,129.8,10.88,-388.61
130.55,2.29,9.27,129.58,10.66,-390.27
130.6,2.3,8.63,129.58,10.49,-390.98
130.65,2.3,8.38,129.36,10.36,-390.23
130.7,2.31,7.8,128.69,10.26,-387.73
130.75,2.31,7.24,128.47,10.18,-383.91
130.8,2.31,6.61,128.91,10.13,-379.86
130.85,2.31,6.17,130.03,10.08,-376.54
130.9,2.31,5.76,131.14,10.04,-374.45
130.95,2.31,5.59,132.48,10.04,-373.27
131,2.3,5.67,133.15,10.13,-372.65
131.05,2.29,6.05,133.37,10.33,-372.43
131.1,2.28,6.14,133.15,10.63,-372.9
131.15,2.28,6.24,132.93,10.97,-375.09
131.2,2.27,6.48,132.93,11.34,-379.33
131.25,2.26,6.94,132.7,11.71,-385.1
131.3,2.25,7.88,132.7,12.04,-390.26
131.35,2.24,9.17,132.7,12.28,-393.42
131.4,2.23,10.61,132.7,12.39,-394.35
131.45,2.22,11.76,132.7,12.38,-393.33
131.5,2.2,12.27,132.93,12.27,-390.85
131.55,2.19,12.61,132.7,12.07,-387.33
131.6,2.17,12.58,132.48,11.91,-383.94
131.65,2.16,12.44,131.81,11.82,-381.89
131.7,2.15,12.4,131.37,11.81,-381.65
131.75,2.15,12.57,130.92,11.83,-383.13
131.8,2.13,12.79,130.92,11.85,-385.32
131.85,2.13,12.87,130.7,11.85,-387.37
131.9,2.13,12.93,130.25,11.85,-388.49
131.95,2.13,12.96,129.8,11.9,-388.51
132,2.14,12.38,129.36,11.94,-387.6
132.05,2.14,11.67,129.14,11.93,-386.22
132.1,2.16,10.61,128.91,11.8,-384.95
132.15,2.17,10.26,128.47,11.57,-384.19
132.2,2.18,9.97,128.02,11.25,-384.1
132.25,2.19,10.25,127.57,10.89,-384.48
132.3,2.21,10.44,127.57,10.54,-384.99
132.35,2.22,10.74,127.57,10.21,-385.35
132.4,2.23,11.04,127.57,9.96,-385.67
132.45,2.24,11.36,127.57,9.79,-386.07
132.5,2.25,11.28,127.57,9.66,-386.6
132.55,2.25,10.93,127.57,9.54,-386.66
132.6,2.25,10.44,127.57,9.41,-385.78
132.65,2.24,11.07,127.57,9.27,-383.81
132.7,2.23,11.9,127.57,9.13,-381.47
132.75,2.23,13,127.57,9,-379.6
132.8,2.22,13.38,127.57,8.92,-378.52
132.85,2.22,13.48,127.57,8.89,-377.91
132.9,2.22,12.97,127.57,8.91,-376.96
132.95,2.22,12.29,127.57,8.96,-375.39
133,2.21,11.85,127.35,9.05,-373.34
133.05,2.21,11.83,127.13,9.11,-371.48
133.1,2.21,11.54,126.91,9.11,-370.16
133.15,2.21,11.87,126.68,9.02,-369.38
133.2,2.2,12.28,126.46,8.89,-368.94
133.25,2.21,13.43,126.24,8.77,-368.96
133.3,2.21,13.94,126.24,8.74,-369.76
133.35,2.22,14.08,126.46,8.84,-371.57
133.4,2.22,14,126.46,9.02,-374.25
133.45,2.23,13.82,126.46,9.21,-377.37
133.5,2.23,13.96,126.46,9.32,-380.16
133.55,2.23,13.96,127.13,9.36,-381.83
133.6,2.24,14.18,128.91,9.39,-381.9
133.65,2.24,14.03,131.37,9.47,-380.75
133.7,2.24,13.84,132.93,9.64,-379.32
133.75,2.25,13.37,133.37,9.87,-378.59
133.8,2.25,13.24,133.6,10.17,-378.9
133.85,2.25,12.72,133.6,10.47,-380.08
133.9,2.26,11.79,133.6,10.75,-381.47
133.95,2.27,10.7,133.6,11,-382.27
134,2.28,9.9,133.6,11.24,-381.72
134.05,2.28,9.12,133.6,11.47,-379.67
134.1,2.28,8.4,133.6,11.66,-376.6
134.15,2.28,8.11,133.6,11.79,-373.38
134.2,2.28,8.3,133.6,11.82,-370.5
134.25,2.28,9.08,133.82,11.71,-368.3
134.3,2.28,10.28,134.04,11.52,-366.77
134.35,2.28,11.67,134.26,11.29,-365.94
134.4,2.28,12.79,134.26,11.07,-365.47
134.45,2.28,13.69,134.26,10.91,-364.95
134.5,2.27,14.5,134.26,10.79,-363.96
134.55,2.27,15.44,134.26,10.7,-362.71
134.6,2.26,15.99,134.26,10.65,-361.87
134.65,2.25,16.29,134.26,10.65,-362.43
134.7,2.25,16.65,134.26,10.72,-364.92
134.75,2.25,16.99,134.26,10.85,-368.94
134.8,2.27,17.73,134.26,11.01,-373.49
134.85,2.28,18.14,134.26,11.2,-377.44
134.9,2.29,18.57,134.26,11.41,-380.01
134.95,2.29,17.94,134.26,11.63,-380.85
135,2.3,17.1,134.26,11.89,-380.2
135.05,2.3,16.61,134.26,12.13,-378.95
135.1,2.3,16.34,134.26,12.29,-378.21
135.15,2.31,16.19,134.26,12.32,-378.86
135.2,2.31,15.11,134.26,12.25,-380.8
135.25,2.32,14.46,134.26,12.11,-383.45
135.3,2.33,13.71,134.26,11.9,-385.97
135.35,2.33,13.64,134.26,11.6,-387.94
135.4,2.34,13.67,134.49,11.32,-389.05
135.45,2.34,13.66,134.71,11.18,-389.22
135.5,2.34,13.47,134.93,11.34,-388.54
135.55,2.33,12.83,134.93,11.74,-387.48
135.6,2.32,13.26,134.93,12.21,-386.78
135.65,2.32,13.82,134.93,12.57,-387.13
135.7,2.31,15.02,134.93,12.77,-388.75
135.75,2.31,15.77,134.93,12.88,-391.25
135.8,2.31,16.56,134.93,12.97,-393.97
135.85,2.32,17.47,134.93,13.08,-396.23
135.9,2.32,18,134.93,13.2,-397.7
135.95,2.32,18.89,134.93,13.28,-398.32
136,2.32,19.18,134.93,13.31,-398.29
136.05,2.31,19.42,134.71,13.27,-397.82
136.1,2.3,19.32,134.71,13.21,-397.11
136.15,2.29,19.55,134.71,13.13,-396.33
136.2,2.29,19.57,134.71,13.03,-395.74
136.25,2.29,18.62,134.71,12.95,-395.6
136.3,2.29,17.44,134.71,12.95,-396.15
136.35,2.29,16.21,134.49,13.03,-397.52
136.4,2.29,15.73,134.49,13.13,-399.42
136.45,2.29,14.99,134.04,13.19,-401.36
136.5,2.28,14.74,133.82,13.21,-402.51
136.55,2.28,14.55,133.6,13.21,-402.24
136.6,2.28,14.46,133.6,13.21,-400.18
136.65,2.28,14,133.6,13.19,-396.53
136.7,2.29,14.09,133.37,13.25,-392.06
136.75,2.29,14.82,133.37,13.47,-387.92
136.8,2.3,15.78,133.6,13.84,-385.28
136.85,2.3,16.52,133.6,14.23,-384.75
136.9,2.3,17.06,133.82,14.53,-386.04
136.95,2.3,17.72,134.04,14.67,-388.48
137,2.31,17.76,134.26,14.72,-391.05
137.05,2.32,17.69,134.26,14.69,-393.21
137.1,2.34,17.29,134.26,14.62,-394.34
137.15,2.34,17.2,134.26,14.51,-394.17
137.2,2.34,17.1,134.04,14.38,-392.62
137.25,2.33,17.26,134.04,14.26,-390.2
137.3,2.33,17.47,134.04,14.21,-387.57
137.35,2.33,17.15,134.04,14.26,-385.44
137.4,2.33,16.52,133.82,14.4,-383.88
137.45,2.31,15.33,133.6,14.59,-383.02
137.5,2.3,14.57,133.6,14.8,-382.76
137.55,2.29,13.78,133.37,14.96,-383.26
137.6,2.27,13.47,133.37,15.09,-383.93
137.65,2.26,13.25,133.37,15.26,-384.02
137.7,2.24,13.14,133.37,15.49,-382.73
137.75,2.24,13.48,133.37,15.83,-380.39
137.8,2.24,13.93,133.37,16.21,-378
137.85,2.23,14.48,133.6,16.54,-376.93
137.9,2.23,14.68,133.6,16.71,-377.86
137.95,2.22,14.83,133.6,16.73,-380.51
138,2.21,15.1,133.82,16.62,-383.71
138.05,2.21,15.39,134.26,16.45,-386.17
138.1,2.21,15.9,134.71,16.29,-387.3
138.15,2.22,16.46,135.16,16.12,-387.28
138.2,2.23,17.07,136.05,15.93,-386.4
138.25,2.23,17.71,136.72,15.62,-384.61
138.3,2.23,18.16,137.61,15.16,-381.66
138.35,2.24,18.37,138.5,14.61,-377.76
138.4,2.24,18.11,139.17,14.11,-373.8
138.45,2.24,17.7,139.84,13.77,-371.11
138.5,2.24,17.16,140.95,13.59,-370.68
138.55,2.25,16.77,143.18,13.49,-372.67
138.6,2.25,16.39,146.53,13.46,-376.21
138.65,2.26,16.03,149.87,13.48,-380.17
138.7,2.27,15.68,152.33,13.65,-383.41
138.75,2.27,14.74,154.11,13.93,-385.09
138.8,2.28,13.89,155,14.24,-384.66
138.85,2.29,12.93,151.21,14.42,-382.25
138.9,2.3,12.76,145.86,14.39,-378.66
138.95,2.31,12.74,142.29,14.2,-375.26
139,2.32,13.9,141.4,13.93,-373.23
139.05,2.33,14.93,140.06,13.66,-373.21
139.1,2.34,16.17,138.28,13.45,-375.04
139.15,2.35,16.22,137.16,13.31,-378.13
139.2,2.37,16.28,135.82,13.25,-381.63
139.25,2.37,16.1,133.6,13.24,-384.71
139.3,2.36,16.08,131.59,13.28,-386.54
139.35,2.35,16.04,130.47,13.35,-386.44
139.4,2.33,16.22,130.03,13.46,-384.25
139.45,2.32,16.45,129.36,13.55,-380.3
139.5,2.3,16.73,128.69,13.62,-375.61
139.55,2.29,16.24,128.24,13.65,-371.02
139.6,2.28,15.59,128.91,13.66,-366.97
139.65,2.28,14.37,130.25,13.65,-363.34
139.7,2.27,13.59,131.59,13.69,-359.97
139.75,2.26,12.79,133.15,13.74,-356.9
139.8,2.26,12.68,135.16,13.81,-354.33
139.85,2.26,12.29,136.94,13.85,-352.44
139.9,2.26,11.99,135.38,13.85,-351.37
139.95,2.25,11.66,132.03,13.82,-351.31
140,2.24,11.73,128.91,13.76,-352.53
140.05,2.25,12.08,127.35,13.66,-355.2
140.1,2.26,12.16,126.46,13.5,-359.08
140.15,2.27,12.25,125.79,13.3,-363.45
140.2,2.27,12.48,125.57,13.08,-367.4
140.25,2.27,12.95,125.34,12.85,-370.3
140.3,2.27,13.09,125.12,12.65,-371.85
140.35,2.28,12.61,124.68,12.5,-372.2
140.4,2.28,11.94,124.01,12.42,-371.87
140.45,2.27,11.71,123.34,12.36,-371.44
140.5,2.27,11.73,123.34,12.33,-371.26
140.55,2.26,12.09,123.56,12.31,-371.24
140.6,2.24,12.36,124.01,12.31,-371.17
140.65,2.22,12.69,124.01,12.33,-371.22
140.7,2.21,12.61,124.01,12.39,-371.74
140.75,2.21,12.66,124.01,12.51,-373.13
140.8,2.21,12.65,124.01,12.69,-375.23
140.85,2.2,12.26,124.01,12.91,-377.69
140.9,2.19,11.58,124.01,13.18,-380.05
140.95,2.17,10.97,124.01,13.51,-382.15
141,2.16,11.31,124.23,13.91,-384.08
141.05,2.16,11.86,124.68,14.34,-386.01
141.1,2.16,12.23,125.34,14.74,-388.07
141.15,2.16,12.22,126.24,15.08,-390.19
141.2,2.16,12.29,126.68,15.31,-392.17
141.25,2.16,12.7,126.68,15.46,-393.68
141.3,2.15,13.2,126.68,15.51,-394.34
141.35,2.15,13.58,126.46,15.43,-393.75
141.4,2.15,13.76,126.01,15.27,-391.55
141.45,2.14,14.07,125.12,15.06,-387.55
141.5,2.14,14.57,124.45,14.89,-381.77
141.55,2.14,15.13,123.78,14.74,-374.97
141.6,2.14,15.34,123.78,14.65,-368.48
141.65,2.15,15.29,123.34,14.55,-363.83
141.7,2.15,15.13,122.44,14.47,-361.76
141.75,2.15,15.08,121.78,14.41,-362.15
141.8,2.15,15.04,121.11,14.37,-364.11
141.85,2.15,14.63,121.11,14.29,-366.74
141.9,2.15,13.73,121.11,14.15,-369.13
141.95,2.15,12.67,121.33,13.98,-370.68
142,2.15,11.88,122,13.83,-371.01
142.05,2.15,11.51,122.67,13.74,-370.26
142.1,2.14,10.88,123.56,13.73,-368.76
142.15,2.14,10.28,124.01,13.77,-366.88
142.2,2.14,9.63,124.01,13.83,-364.73
142.25,2.14,9.58,124.01,13.83,-362.58
142.3,2.15,9.64,124.01,13.72,-360.83
142.35,2.16,10.05,123.78,13.53,-359.99
142.4,2.17,10.14,123.34,13.31,-360.18
142.45,2.17,10.24,123.11,13.12,-361.25
142.5,2.18,10.08,123.11,12.95,-362.91
142.55,2.19,10.26,123.11,12.79,-365.14
142.6,2.2,10.47,123.34,12.62,-367.89
142.65,2.2,10.75,123.34,12.5,-371.19
142.7,2.2,10.84,123.34,12.44,-374.61
142.75,2.21,11.32,123.34,12.45,-377.75
142.8,2.22,12.43,123.34,12.5,-380.01
142.85,2.23,13.75,123.56,12.63,-381.04
142.9,2.23,14.64,124.01,12.8,-380.41
142.95,2.23,14.88,125.34,13.01,-378.21
143,2.23,14.5,127.57,13.17,-374.81
143.05,2.23,14.48,129.8,13.27,-371.16
143.1,2.23,14.4,131.37,13.32,-367.89
143.15,2.23,15.17,131.81,13.36,-365.57
143.2,2.23,15.71,131.81,13.37,-364.33
143.25,2.24,16.18,131.81,13.3,-364.72
143.3,2.24,16.38,131.81,13.16,-366.91
143.35,2.25,16.51,131.81,12.94,-371.03
143.4,2.24,16.58,131.81,12.67,-376.27
143.45,2.23,15.82,131.81,12.38,-381.83
143.5,2.23,14.88,131.81,12.11,-386.57
143.55,2.22,13.74,131.81,11.92,-389.96
143.6,2.22,13.12,131.81,11.81,-391.53
143.65,2.23,12.37,131.81,11.82,-391.52
143.7,2.23,11.7,131.59,11.96,-390.55
143.75,2.23,11.01,131.37,12.12,-389.8
143.8,2.23,10.34,130.7,12.26,-390.12
143.85,2.22,9.87,130.03,12.32,-391.75
143.9,2.22,9.44,129.58,12.3,-394.06
143.95,2.21,9.26,129.58,12.21,-396.17
144,2.22,9.14,129.58,12.08,-397.56
144.05,2.22,8.88,129.36,11.9,-398.08
144.1,2.23,8.6,129.14,11.69,-397.98
144.15,2.25,8.3,128.69,11.46,-397.35
144.2,2.25,8.78,128.47,11.26,-396.15
144.25,2.26,9.42,129.14,11.07,-394.36
144.3,2.25,10.84,130.47,10.92,-392.23
144.35,2.25,11.85,132.48,10.76,-390.37
144.4,2.24,12.94,134.04,10.6,-389.35
144.45,2.23,13.76,134.49,10.45,-389.63
144.5,2.23,14.74,134.49,10.36,-391.12
144.55,2.22,15.7,134.49,10.36,-393.48
144.6,2.22,15.89,134.49,10.47,-395.92
144.65,2.22,15.72,134.71,10.75,-397.77
144.7,2.22,15.32,134.71,11.19,-398.76
144.75,2.22,15.01,134.71,11.7,-399.06
144.8,2.22,14.67,134.49,12.19,-399.19
144.85,2.23,14.14,134.49,12.57,-399.47
144.9,2.24,13.76,133.82,12.82,-400.02
144.95,2.25,13.38,132.48,12.91,-400.57
145,2.25,13.03,130.92,12.89,-400.63
145.05,2.26,12.28,129.8,12.8,-399.71
145.1,2.26,11.46,129.36,12.67,-397.56
145.15,2.27,10.55,129.36,12.57,-394.33
145.2,2.27,10,129.36,12.52,-390.51
145.25,2.28,9.71,129.36,12.52,-386.56
145.3,2.29,9.74,129.36,12.52,-383.08
145.35,2.3,9.89,129.36,12.51,-380.4
145.4,2.31,10.33,129.58,12.48,-379.07
145.45,2.32,10.84,130.03,12.44,-379.22
145.5,2.33,11.43,130.7,12.43,-380.67
145.55,2.34,11.26,131.37,12.4,-382.41
145.6,2.35,10.94,132.03,12.37,-383.54
145.65,2.37,10.24,133.15,12.32,-383.42
145.7,2.38,9.84,134.26,12.25,-382.3
145.75,2.39,9.42,134.71,12.14,-380.86
145.8,2.4,9.45,134.71,12.07,-379.88
145.85,2.4,9.37,134.71,12.1,-379.88
145.9,2.41,9.37,134.71,12.24,-380.58
145.95,2.41,9.75,134.71,12.41,-381.54
146,2.4,10.42,134.71,12.53,-381.89
146.05,2.39,11.23,134.71,12.6,-381.65
146.1,2.39,11.53,134.93,12.68,-381.11
146.15,2.38,11.75,135.38,12.78,-381.13
146.2,2.38,11.86,135.82,12.9,-382.02
146.25,2.37,12.12,136.27,12.99,-383.7
146.3,2.36,12.4,136.27,13.06,-385.58
146.35,2.35,12.9,136.49,13.07,-387.14
146.4,2.35,13.26,136.49,13.02,-388.25
146.45,2.36,13.43,136.49,12.9,-389.1
146.5,2.36,13.74,136.49,12.75,-390.09
146.55,2.35,14.03,136.49,12.62,-391.45
146.6,2.34,14.15,136.49,12.56,-392.99
146.65,2.34,13.84,136.49,12.57,-394.17
146.7,2.34,13.4,136.05,12.67,-394.2
146.75,2.34,13.05,135.38,12.81,-392.78
146.8,2.35,12.69,134.71,12.97,-390.09
146.85,2.35,12.75,134.71,13.09,-387
146.9,2.35,13.09,134.71,13.16,-384.1
146.95,2.36,13.57,134.71,13.2,-381.65
147,2.36,13.73,134.49,13.23,-379.34
147.05,2.36,13.86,134.26,13.28,-377.05
147.1,2.37,14.12,133.82,13.38,-374.88
147.15,2.37,14.2,133.15,13.57,-373.09
147.2,2.38,14.26,132.48,13.83,-371.79
147.25,2.4,13.69,132.26,14.1,-370.87
147.3,2.4,13.19,132.03,14.32,-370.14
147.35,2.4,12.38,132.03,14.47,-369.43
147.4,2.39,12.11,132.26,14.56,-368.73
147.45,2.38,11.9,132.48,14.58,-368.13
147.5,2.37,11.6,132.7,14.55,-367.74
147.55,2.36,11.1,132.93,14.42,-367.61
147.6,2.35,10.54,132.93,14.25,-367.56
147.65,2.34,9.93,133.6,14.08,-367.56
147.7,2.33,9.29,134.49,13.94,-367.71
147.75,2.33,8.44,135.82,13.83,-368.62
147.8,2.33,7.95,136.27,13.8,-370.6
147.85,2.32,7.48,135.38,13.86,-373.75
147.9,2.31,7.69,132.48,14.01,-377.44
147.95,2.29,8.03,129.36,14.22,-380.99
148,2.27,8.74,128.24,14.42,-383.68
148.05,2.26,9.16,129.36,14.53,-385.31
148.1,2.26,9.58,130.92,14.51,-386.03
148.15,2.26,10.55,130.92,14.38,-386.18
148.2,2.25,11.63,129.8,14.13,-386.05
148.25,2.25,13.23,128.91,13.83,-385.82
148.3,2.26,14.37,128.69,13.48,-385.61
148.35,2.26,15.52,127.8,13.13,-385.35
148.4,2.26,16.38,126.46,12.89,-384.82
148.45,2.26,16.98,125.57,12.83,-383.92
148.5,2.27,17.67,125.34,13,-382.8
148.55,2.28,18.13,125.34,13.26,-381.86
148.6,2.29,18.56,125.34,13.46,-381.32
148.65,2.3,18.54,125.34,13.54,-381.13
148.7,2.3,18.42,125.34,13.5,-380.95
148.75,2.29,18.19,125.34,13.39,-380.63
148.8,2.3,17.52,125.34,13.28,-380.15
148.85,2.3,16.74,125.34,13.26,-379.71
148.9,2.31,15.85,125.34,13.44,-379.32
148.95,2.3,15.52,125.34,13.95,-378.89
149,2.29,15.67,125.34,14.73,-378.34
149.05,2.29,16.24,125.57,15.52,-377.82
149.1,2.29,16.98,125.34,16.02,-377.59
149.15,2.29,17.24,125.34,16.27,-377.72
149.2,2.29,17.05,125.34,16.48,-377.84
149.25,2.29,16.66,125.34,16.94,-377.32
149.3,2.29,16.34,125.34,17.53,-375.78
149.35,2.29,16.2,125.57,18.13,-373.34
149.4,2.29,15.91,125.34,18.41,-370.61
149.45,2.3,15.62,125.34,18.42,-368.3
149.5,2.3,15.31,125.34,18.15,-367.24
149.55,2.31,14.99,125.34,17.74,-368.01
149.6,2.31,14.66,125.34,17.2,-370.93
149.65,2.32,14.13,125.57,16.65,-375.55
149.7,2.32,13.76,125.34,16.2,-381.09
149.75,2.33,13.38,125.57,15.85,-386.61
149.8,2.34,13.43,125.57,15.6,-391.56
149.85,2.34,13.56,125.34,15.37,-395.43
149.9,2.35,14.2,125.34,15.08,-397.91
149.95,2.35,15.15,125.34,14.73,-398.81
150,2.35,16.27,125.34,14.42,-398.44
150.05,2.35,17.28,125.34,14.19,-397.3
150.1,2.33,17.91,125.34,14.11,-395.99
150.15,2.33,19.04,125.34,14.11,-394.86
150.2,2.32,19.79,125.12,14.16,-394.13
150.25,2.32,20.57,124.68,14.21,-393.8
150.3,2.32,20.87,124.23,14.25,-393.76
150.35,2.32,21.29,123.78,14.3,-393.5
150.4,2.32,21.43,123.56,14.39,-392.5
150.45,2.31,21.34,123.56,14.6,-390.21
150.5,2.3,21.16,123.56,14.91,-386.81
150.55,2.29,20.7,123.56,15.29,-382.87
150.6,2.29,20.17,123.56,15.63,-379.36
150.65,2.28,19.37,123.56,15.92,-376.88
150.7,2.28,18.91,123.56,16.2,-375.75
150.75,2.28,18.46,123.56,16.64,-375.81
150.8,2.28,18.27,123.56,17.22,-376.74
150.85,2.28,18.15,123.56,17.78,-378.04
150.9,2.28,18.28,123.34,18.13,-379.34
150.95,2.28,18.49,123.11,18.21,-380.47
151,2.27,18.75,122.89,17.98,-381.52
151.05,2.27,19.25,122.89,17.49,-382.54
151.1,2.27,19.8,122.44,16.87,-383.26
151.15,2.28,20.61,122.22,16.25,-383.13
151.2,2.28,21.68,121.33,15.68,-381.67
151.25,2.29,22.86,120.44,15.1,-378.99
151.3,2.29,23.91,120.22,14.53,-375.83
151.35,2.29,24.35,120.22,14,-373.22
151.4,2.28,24.45,120.22,13.58,-372.04
151.45,2.29,23.56,120.22,13.29,-372.63
151.5,2.3,22.4,120.22,13.13,-374.59
151.55,2.31,21.39,120.22,13.06,-377.1
151.6,2.32,20.96,120.44,13.04,-379.07
151.65,2.33,20.67,120.88,13.05,-379.63
151.7,2.34,19.93,121.11,13.1,-378.44
151.75,2.35,19.32,121.33,13.23,-375.88
151.8,2.36,18.25,121.55,13.43,-372.96
151.85,2.37,17.11,121.78,13.61,-370.66
151.9,2.38,15.87,121.78,13.69,-369.56
151.95,2.39,14.6,121.78,13.6,-369.64
152,2.38,13.69,121.78,13.34,-370.36
152.05,2.38,13.26,121.78,12.98,-370.85
152.1,2.37,13.79,122,12.61,-370.48
152.15,2.36,14.61,122.67,12.3,-369.04
152.2,2.35,14.88,123.34,12.09,-366.88
152.25,2.35,14.7,124.01,12.01,-364.39
152.3,2.34,14.32,124.45,12.15,-361.78
152.35,2.33,14.4,125.34,12.43,-359.05
152.4,2.32,14.54,126.24,12.83,-356.23
152.45,2.32,15.19,127.13,13.22,-353.54
152.5,2.31,15.35,127.57,13.56,-351.36
152.55,2.32,15.51,127.8,13.85,-350.14
152.6,2.31,15.77,128.02,14.1,-349.89
152.65,2.3,16.46,128.02,14.32,-350.21
152.7,2.29,17.05,128.02,14.48,-350.46
152.75,2.28,16.7,128.02,14.55,-350.4
152.8,2.28,16.15,128.02,14.55,-350.27
152.85,2.28,15.77,128.02,14.51,-350.58
152.9,2.29,15.78,128.02,14.49,-351.61
152.95,2.28,15.91,128.02,14.51,-353.19
153,2.28,15.74,128.02,14.56,-355.04
153.05,2.28,15.53,128.24,14.63,-356.83
153.1,2.27,15.05,128.47,14.71,-358.42
153.15,2.27,14.72,129.14,14.73,-359.61
153.2,2.28,14.95,129.8,14.67,-360.37
153.25,2.29,15.33,130.25,14.56,-360.81
153.3,2.31,15.86,130.7,14.48,-361.05
153.35,2.32,15.64,130.92,14.48,-361.08
153.4,2.33,15.5,130.92,14.61,-360.63
153.45,2.33,15.83,131.14,14.81,-359.71
153.5,2.33,16.47,131.14,15.03,-358.44
153.55,2.33,17.26,131.37,15.22,-357.54
153.6,2.33,17.55,131.37,15.34,-357.67
153.65,2.33,17.76,131.37,15.36,-359.53
153.7,2.34,17.66,131.37,15.25,-363.29
153.75,2.33,17.48,131.81,15.03,-368.58
153.8,2.33,17.23,132.93,14.76,-374.57
153.85,2.32,16.74,134.04,14.52,-380.1
153.9,2.32,16.19,134.49,14.34,-384.19
153.95,2.32,15.79,134.49,14.24,-386.27
154,2.32,15.8,134.49,14.24,-386.2
154.05,2.32,16.32,134.49,14.33,-384.26
154.1,2.31,16.42,134.49,14.47,-380.9
154.15,2.31,16.55,134.49,14.61,-377.2
154.2,2.31,16.19,134.71,14.76,-374.24
154.25,2.32,16.15,134.71,14.94,-372.95
154.3,2.32,16.47,134.71,15.15,-373.25
154.35,2.32,17.32,134.71,15.32,-374.57
154.4,2.32,18.36,134.93,15.41,-375.99
154.45,2.33,18.94,135.6,15.45,-376.95
154.5,2.33,19.06,136.27,15.51,-376.99
154.55,2.33,18.8,137.83,15.61,-376.07
154.6,2.34,18.37,138.28,15.57,-374.35
154.65,2.34,17.83,136.94,15.26,-372.65
154.7,2.34,17.04,134.49,14.7,-371.93
154.75,2.33,16.38,132.48,14.04,-372.95
154.8,2.33,15.68,131.14,13.38,-375.8
154.85,2.33,15.21,130.92,12.82,-379.97
