Depth,Den,Ng,Cal,SP,Res
114.15,2.09,19.78,151.67,-134.32,9.37
114.2,2.09,21.5,152.36,-134.85,9.37
114.25,2.1,22.66,154.01,-135.26,9.43
114.3,2.13,23.63,156.12,-135.59,9.54
114.35,2.14,24.66,157.72,-135.87,9.69
114.4,2.16,25.46,158.2,-136.09,9.88
114.45,2.18,26.22,158.61,-136.15,10.08
114.5,2.19,25.94,160.21,-135.93,10.28
114.55,2.2,24.83,162.48,-135.38,10.42
114.6,2.22,23.35,163.69,-134.55,10.52
114.65,2.23,22.24,162.84,-133.68,10.56
114.7,2.25,20.92,160.64,-133.02,10.58
114.75,2.25,19.43,158.57,-132.71,10.59
114.8,2.26,17.87,156.47,-132.74,10.6
114.85,2.27,16.66,154.13,-133.02,10.62
114.9,2.27,15.91,151.51,-133.43,10.64
114.95,2.26,15.31,149.81,-133.9,10.66
115,2.26,14.84,149.87,-134.38,10.67
115.05,2.26,14.03,151.45,-134.9,10.71
115.1,2.27,13.18,154.4,-135.47,10.76
115.15,2.28,12.64,157.66,-136.05,10.82
115.2,2.29,11.96,160.73,-136.44,10.86
115.25,2.29,11.32,162.66,-136.43,10.87
115.3,2.3,11.06,163.56,-135.94,10.86
115.35,2.31,11.08,163.2,-135.13,10.81
115.4,2.32,11.23,161.22,-134.35,10.76
115.45,2.32,11.06,158.18,-133.85,10.68
115.5,2.32,10.66,154.69,-133.78,10.6
115.55,2.32,10.14,151.87,-134.03,10.5
115.6,2.32,9.76,149.59,-134.48,10.4
115.65,2.31,10.18,147.99,-135.02,10.29
115.7,2.31,10.79,146.82,-135.66,10.21
115.75,2.31,11.39,146.04,-136.43,10.12
115.8,2.31,11.64,145.65,-137.24,10.05
115.85,2.31,11.61,145.82,-137.95,9.98
115.9,2.31,11.45,146.62,-138.36,9.92
115.95,2.3,11.21,147.87,-138.45,9.87
116,2.3,10.93,148.86,-138.25,9.84
116.05,2.3,10.63,149.14,-137.88,9.79
116.1,2.3,10.31,148.54,-137.41,9.75
116.15,2.31,10.19,147.64,-137,9.7
116.2,2.31,10.1,146.71,-136.77,9.65
116.25,2.3,9.86,145.77,-136.83,9.57
116.3,2.3,9.79,144.73,-137.15,9.48
116.35,2.29,9.73,143.76,-137.6,9.4
116.4,2.29,10.1,143.05,-137.95,9.31
116.45,2.3,9.97,142.62,-138.12,9.23
116.5,2.3,10.01,142.35,-138.12,9.14
116.55,2.31,9.8,142.21,-138.09,9.08
116.6,2.31,10.56,142.12,-138.11,9.05
116.65,2.31,11.27,142.12,-138.19,9.05
116.7,2.31,12.17,142.2,-138.39,9.08
116.75,2.31,12.49,142.35,-138.71,9.11
116.8,2.32,12.53,142.48,-139.14,9.13
116.85,2.32,12.4,142.49,-139.56,9.13
116.9,2.32,11.79,142.39,-139.92,9.13
116.95,2.31,11.04,142.23,-140.21,9.15
117,2.3,10.17,142.23,-140.51,9.22
117.05,2.29,9.84,142.51,-140.82,9.34
117.1,2.29,9.4,143.14,-141.07,9.49
117.15,2.29,9.05,144.08,-141.15,9.65
117.2,2.29,7.89,144.97,-141,9.79
117.25,2.3,6.99,145.77,-140.69,9.9
117.3,2.3,5.98,146.38,-140.35,9.97
117.35,2.3,5.59,147.02,-140.12,10.02
117.4,2.31,5.71,147.89,-139.99,10.05
117.45,2.31,6.46,149.13,-139.85,10.06
117.5,2.32,7.44,150.84,-139.54,10.06
117.55,2.33,8.18,152.49,-139.01,10.04
117.6,2.33,8.32,153.65,-138.39,10.01
117.65,2.33,8.3,153.73,-137.95,9.95
117.7,2.33,8.33,152.77,-137.9,9.9
117.75,2.33,8.53,151.18,-138.35,9.84
117.8,2.33,8.77,149.69,-139.18,9.78
117.85,2.32,9.06,148.54,-140.23,9.7
117.9,2.31,9.37,147.7,-141.26,9.61
117.95,2.29,9.69,146.86,-142.1,9.51
118,2.28,10.01,146.12,-142.57,9.41
118.05,2.27,10.34,145.63,-142.57,9.31
118.1,2.27,10.67,145.48,-142.12,9.19
118.15,2.26,11,145.43,-141.41,9.03
118.2,2.26,11.53,145.35,-140.73,8.84
118.25,2.26,12.11,145.15,-140.3,8.66
118.3,2.27,12.73,144.96,-140.13,8.51
118.35,2.27,13.37,144.84,-140.06,8.42
118.4,2.27,14.02,144.77,-139.94,8.41
118.45,2.27,14.68,144.74,-139.68,8.48
118.5,2.28,15.14,144.67,-139.35,8.61
118.55,2.29,15.56,144.61,-139.06,8.79
118.6,2.3,15.34,144.58,-138.92,8.97
118.65,2.3,14.78,144.65,-138.92,9.16
118.7,2.3,14.02,144.84,-138.88,9.32
118.75,2.31,13.56,144.93,-138.54,9.44
118.8,2.31,13.72,144.81,-137.67,9.49
118.85,2.31,14.06,144.27,-136.21,9.46
118.9,2.32,14.96,143.52,-134.43,9.37
118.95,2.32,15.4,142.59,-132.7,9.25
119,2.33,15.87,141.73,-131.55,9.14
119.05,2.35,15.66,140.97,-131.2,9.05
119.1,2.36,15.31,140.51,-131.62,8.97
119.15,2.37,14.59,140.18,-132.51,8.91
119.2,2.37,13.98,139.84,-133.57,8.87
119.25,2.38,13.31,139.35,-134.61,8.83
119.3,2.39,12.66,138.88,-135.64,8.82
119.35,2.39,12,138.51,-136.75,8.84
119.4,2.39,11.13,138.3,-137.98,8.85
119.45,2.39,9.83,138.14,-139.23,8.87
119.5,2.39,8.39,137.97,-140.29,8.92
119.55,2.39,7.24,137.77,-140.96,9.05
119.6,2.38,6.93,137.61,-141.17,9.31
119.65,2.38,7.43,137.49,-140.97,9.7
119.7,2.37,8.27,137.44,-140.47,10.19
119.75,2.37,9.34,137.36,-139.72,10.72
119.8,2.37,10.12,137.24,-138.78,11.26
119.85,2.37,10.89,137.12,-137.76,11.79
119.9,2.37,12,137.07,-136.83,12.15
119.95,2.37,13.38,137.08,-136.14,12.15
120,2.37,14.88,137.16,-135.78,11.74
120.05,2.38,16.25,137.26,-135.73,11.1
120.1,2.37,17.83,137.43,-135.84,10.46
120.15,2.37,19.02,137.58,-135.97,9.95
120.2,2.35,19.77,137.64,-135.97,9.63
120.25,2.34,19.56,137.59,-135.8,9.41
120.3,2.33,19.67,137.46,-135.46,9.27
120.35,2.33,19.64,137.34,-135.16,9.17
120.4,2.32,19.86,137.16,-135.09,9.1
120.45,2.31,19.1,136.96,-135.44,9.03
120.5,2.31,18.19,136.66,-136.17,8.95
120.55,2.31,16.86,136.39,-137.15,8.88
120.6,2.3,15.81,136.05,-138.12,8.83
120.65,2.29,14.13,135.66,-138.9,8.79
120.7,2.29,12.59,135.16,-139.5,8.82
120.75,2.29,11.15,134.54,-140.06,8.92
120.8,2.29,9.95,133.83,-140.76,9.14
120.85,2.28,8.82,133.03,-141.67,9.44
120.9,2.27,7.75,132.28,-142.68,9.91
120.95,2.26,7.31,131.48,-143.63,10.48
121,2.26,7.01,130.68,-144.3,11.18
121.05,2.26,7.27,129.7,-144.64,11.81
121.1,2.26,7.66,128.81,-144.64,12.33
121.15,2.26,8.18,127.99,-144.37,12.69
121.2,2.26,8.37,127.48,-143.89,12.93
121.25,2.27,8.51,127.07,-143.27,13.1
121.3,2.27,8.58,126.84,-142.51,13.18
121.35,2.28,8.82,126.63,-141.52,13.21
121.4,2.29,8.88,126.54,-140.29,13.18
121.45,2.3,8.94,126.48,-138.91,13.14
121.5,2.32,8.96,126.49,-137.63,13.1
121.55,2.33,8.98,126.48,-136.63,13.07
121.6,2.33,8.79,126.48,-136.07,13.08
121.65,2.32,8.55,126.48,-135.96,13.09
121.7,2.32,8.07,126.48,-136.3,13.12
121.75,2.31,7.72,126.48,-136.99,13.16
121.8,2.3,7.16,126.48,-137.75,13.23
121.85,2.3,6.78,126.48,-138.21,13.33
121.9,2.29,6.79,126.44,-137.96,13.48
121.95,2.28,7.31,126.38,-136.95,13.64
122,2.28,8.02,126.32,-135.48,13.76
122.05,2.27,8.67,126.3,-134.11,13.77
122.1,2.27,9.14,126.28,-133.36,13.61
122.15,2.28,9.56,126.27,-133.33,13.33
122.2,2.29,9.94,126.27,-133.87,12.98
122.25,2.3,10.3,126.26,-134.56,12.71
122.3,2.31,10.65,126.26,-135.17,12.51
122.35,2.32,10.99,126.22,-135.61,12.4
122.4,2.33,11.93,126.16,-136,12.35
122.45,2.33,12.98,126.1,-136.52,12.34
122.5,2.33,13.78,126.08,-137.19,12.33
122.55,2.34,14.35,126.1,-137.91,12.28
122.6,2.34,14.83,126.19,-138.47,12.19
122.65,2.33,15.44,126.35,-138.77,12.15
122.7,2.33,15.45,126.49,-138.73,12.27
122.75,2.32,15.58,126.55,-138.43,12.55
122.8,2.31,15.61,126.54,-137.99,12.91
122.85,2.3,15.84,126.51,-137.62,13.26
122.9,2.28,15.89,126.45,-137.55,13.54
122.95,2.27,15.95,126.39,-137.99,13.61
123,2.26,15.37,126.33,-139,13.46
123.05,2.26,14.66,126.3,-140.4,13.17
123.1,2.25,13.81,126.33,-141.83,12.91
123.15,2.25,13.09,126.37,-142.85,12.79
123.2,2.26,12.18,126.43,-143.17,12.81
123.25,2.26,11.26,126.49,-142.79,12.96
123.3,2.26,10.69,126.56,-141.99,13.19
123.35,2.26,10.19,126.64,-141.27,13.45
123.4,2.26,9.78,126.67,-140.97,13.67
123.45,2.26,9.39,126.69,-141.25,13.84
123.5,2.26,9.43,126.7,-141.87,13.95
123.55,2.26,9.37,126.7,-142.52,14
123.6,2.27,9.36,126.71,-142.82,14
123.65,2.27,9.35,126.71,-142.64,13.97
123.7,2.27,9.74,126.71,-142.01,13.92
123.75,2.26,10.22,126.71,-141.13,13.85
123.8,2.25,10.99,126.71,-140.19,13.77
123.85,2.24,12.04,126.71,-139.29,13.72
123.9,2.24,13.61,126.71,-138.55,13.67
123.95,2.25,14.93,126.71,-137.95,13.61
124,2.26,16.11,126.71,-137.4,13.55
124.05,2.26,16.81,126.66,-136.7,13.5
124.1,2.26,17.38,126.61,-135.71,13.49
124.15,2.26,17.84,126.54,-134.35,13.53
124.2,2.26,18.04,126.47,-132.8,13.58
124.25,2.27,18.18,126.4,-131.27,13.65
124.3,2.27,17.84,126.33,-130.19,13.69
124.35,2.28,17.4,126.26,-129.93,13.71
124.4,2.29,16.25,126.19,-130.74,13.71
124.45,2.31,15.13,126.11,-132.54,13.7
124.5,2.33,13.68,126.08,-135.04,13.74
124.55,2.34,12.16,126.06,-137.81,13.83
124.6,2.35,10.57,126.05,-140.46,13.98
124.65,2.36,8.95,126.05,-142.73,14.18
124.7,2.38,7.7,126.04,-144.37,14.39
124.75,2.39,6.53,126,-145.25,14.56
124.8,2.41,5.85,125.95,-145.33,14.64
124.85,2.42,5.48,125.93,-144.83,14.69
124.9,2.44,5.26,125.95,-143.99,14.73
124.95,2.45,4.95,126,-143.13,14.87
125,2.46,5.04,126.02,-142.4,15.08
125.05,2.46,5.2,126.03,-141.89,15.39
125.1,2.46,5.65,126.08,-141.62,15.77
125.15,2.47,5.77,126.22,-141.65,16.25
125.2,2.47,6.28,126.57,-141.98,16.77
125.25,2.46,6.81,127.29,-142.58,17.26
125.3,2.46,7.62,128.22,-143.34,17.62
125.35,2.44,8.09,129.04,-144.06,17.81
125.4,2.42,8.54,129.47,-144.48,17.88
125.45,2.4,8.93,129.59,-144.38,17.93
125.5,2.37,9.49,129.61,-143.77,18.04
125.55,2.35,9.68,129.59,-142.93,18.24
125.6,2.33,9.64,129.6,-142.04,18.47
125.65,2.31,9.06,129.55,-141.18,18.65
125.7,2.3,8.94,129.45,-140.12,18.67
125.75,2.28,8.8,129.29,-138.89,18.45
125.8,2.28,8.75,129.1,-137.59,18
125.85,2.27,8.31,128.72,-136.67,17.3
125.9,2.27,7.81,128.21,-136.37,16.52
125.95,2.28,8.02,127.59,-136.75,15.76
126,2.29,8.57,127.09,-137.6,15.18
126.05,2.31,9.32,126.74,-138.61,14.77
126.1,2.33,9.18,126.52,-139.46,14.5
126.15,2.34,9.1,126.41,-139.99,14.33
126.2,2.36,8.86,126.34,-140.27,14.23
126.25,2.36,9.19,126.31,-140.51,14.22
126.3,2.36,10.01,126.24,-140.91,14.27
126.35,2.35,11.04,126.13,-141.63,14.38
126.4,2.35,12.61,125.97,-142.64,14.5
126.45,2.35,13.93,125.78,-143.76,14.64
126.5,2.35,15.31,125.62,-144.68,14.79
126.55,2.34,16.05,125.46,-145.1,14.94
126.6,2.33,16.87,125.35,-144.94,15.05
126.65,2.32,17.58,125.21,-144.28,15.07
126.7,2.31,18.69,125.07,-143.33,14.95
126.75,2.3,19.86,124.88,-142.23,14.72
126.8,2.3,21.11,124.68,-141.05,14.38
126.85,2.29,22.19,124.38,-139.8,13.96
126.9,2.29,22.66,124.06,-138.51,13.51
126.95,2.28,22.97,123.76,-137.2,13.08
127,2.28,22.33,123.59,-136,12.68
127.05,2.27,21.86,123.5,-135.05,12.34
127.1,2.27,21.24,123.49,-134.51,12.09
127.15,2.26,20.82,123.51,-134.45,11.93
127.2,2.25,20.01,123.56,-134.87,11.85
127.25,2.25,18.97,123.58,-135.75,11.82
127.3,2.25,18.2,123.59,-137.05,11.86
127.35,2.25,17.43,123.59,-138.68,11.94
127.4,2.25,16.93,123.64,-140.43,12.06
127.45,2.25,16.47,123.78,-142.08,12.23
127.5,2.25,15.88,124.09,-143.44,12.5
127.55,2.25,15.47,124.44,-144.48,12.91
127.6,2.24,15.07,124.75,-145.32,13.48
127.65,2.23,15.11,124.97,-146.11,14.14
127.7,2.23,15.04,125.12,-146.97,14.86
127.75,2.22,15.03,125.24,-147.9,15.51
127.8,2.22,14.61,125.25,-148.79,16.02
127.85,2.22,14.13,125.23,-149.5,16.23
127.9,2.23,13.55,125.19,-149.89,16.23
127.95,2.22,13.34,125.17,-149.95,16.1
128,2.22,12.98,125.12,-149.7,16.01
128.05,2.21,12.86,125.06,-149.18,15.97
128.1,2.22,12.77,125.04,-148.3,15.95
128.15,2.23,12.73,125.02,-146.96,15.91
128.2,2.24,12.5,125.01,-145.14,15.85
128.25,2.25,12.25,124.92,-143.01,15.82
128.3,2.25,12.35,124.86,-140.84,15.87
128.35,2.25,12.52,124.74,-138.81,15.98
128.4,2.25,12.77,124.61,-137.07,16.11
128.45,2.24,13.46,124.43,-135.61,16.22
128.5,2.24,14.05,124.23,-134.47,16.28
128.55,2.24,14.7,124.07,-133.64,16.28
128.6,2.24,14.55,123.91,-133.24,16.22
128.65,2.24,14.05,123.8,-133.47,16.13
128.7,2.24,13.32,123.66,-134.55,16
128.75,2.24,12.47,123.56,-136.47,15.86
128.8,2.24,11.96,123.43,-138.93,15.73
128.85,2.24,11.49,123.33,-141.38,15.63
128.9,2.24,10.89,123.24,-143.38,15.64
128.95,2.24,10.48,123.21,-144.67,15.8
129,2.25,10.07,123.18,-145.28,16.05
129.05,2.26,9.31,123.12,-145.44,16.3
129.1,2.26,8.48,123.06,-145.47,16.45
129.15,2.27,7.56,123,-145.6,16.51
129.2,2.27,8.21,122.97,-145.94,16.5
129.25,2.27,9.35,122.95,-146.44,16.42
129.3,2.27,10.91,122.94,-146.87,16.27
129.35,2.27,12.25,122.94,-146.92,16.08
129.4,2.27,13.23,122.93,-146.35,15.89
129.45,2.27,14.3,122.89,-145.19,15.74
129.5,2.27,14.91,122.83,-143.65,15.59
129.55,2.27,15.44,122.82,-142.09,15.44
129.6,2.28,16.07,122.8,-140.75,15.32
129.65,2.28,16.7,122.79,-139.71,15.23
129.7,2.28,16.95,122.79,-138.92,15.18
129.75,2.28,16.33,122.83,-138.31,15.14
129.8,2.28,15.46,122.88,-137.87,15.12
129.85,2.28,14.56,122.9,-137.66,15.11
129.9,2.27,14,122.91,-137.8,15.07
129.95,2.26,13.51,122.97,-138.31,15.01
130,2.26,13.3,123.02,-139.08,14.93
130.05,2.26,12.96,123.09,-139.81,14.87
130.1,2.26,12.25,123.16,-140.16,14.86
130.15,2.26,11.44,123.23,-139.93,14.88
130.2,2.26,10.74,123.31,-139.32,14.97
130.25,2.27,10.64,123.34,-138.75,15.09
130.3,2.27,10.68,123.36,-138.74,15.24
130.35,2.27,10.66,123.37,-139.53,15.37
130.4,2.27,10.67,123.37,-141.07,15.47
130.45,2.27,10.67,123.38,-143.06,15.57
130.5,2.28,10.87,123.33,-145.06,15.65
130.55,2.28,10.91,123.28,-146.76,15.75
130.6,2.28,10.96,123.17,-147.98,15.8
130.65,2.29,10.97,123.09,-148.7,15.82
130.7,2.29,11.19,123.01,-148.97,15.81
130.75,2.3,11.43,122.93,-148.84,15.79
130.8,2.3,11.72,122.86,-148.41,15.74
130.85,2.29,11.83,122.79,-147.84,15.69
130.9,2.28,11.91,122.76,-147.31,15.65
130.95,2.27,11.75,122.73,-147.02,15.61
131,2.26,11.33,122.77,-147.05,15.59
131.05,2.26,10.42,122.81,-147.28,15.59
131.1,2.26,9.55,122.92,-147.48,15.59
131.15,2.26,8.59,122.95,-147.53,15.61
131.2,2.26,8.03,122.98,-147.41,15.64
131.25,2.26,7.52,122.94,-147.19,15.68
131.3,2.26,7.51,122.94,-146.83,15.75
131.35,2.26,7.41,122.98,-146.26,15.83
131.4,2.27,7.38,122.99,-145.47,15.9
131.45,2.28,7.16,123,-144.57,15.95
131.5,2.28,7.71,122.95,-143.82,15.99
131.55,2.28,8.37,122.95,-143.45,16.01
131.6,2.28,9.42,122.94,-143.66,15.99
131.65,2.28,9.96,122.89,-144.54,15.94
131.7,2.28,10.88,122.79,-145.96,15.87
131.75,2.28,11.57,122.68,-147.67,15.82
131.8,2.28,12.29,122.59,-149.27,15.82
131.85,2.28,12.57,122.55,-150.4,15.9
131.9,2.28,12.77,122.52,-150.8,16.02
131.95,2.28,12.87,122.55,-150.45,16.14
132,2.27,13.13,122.6,-149.47,16.23
132.05,2.27,13.4,122.7,-148.21,16.28
132.1,2.28,13.51,122.82,-147.03,16.27
132.15,2.28,12.98,123,-146.3,16.24
132.2,2.28,12.3,123.19,-146.22,16.19
132.25,2.28,11.86,123.44,-146.78,16.15
132.3,2.27,11.23,123.75,-147.88,16.12
132.35,2.27,10.62,124.13,-149.31,16.1
132.4,2.26,9.77,124.49,-150.88,16.09
132.45,2.26,9.08,124.81,-152.35,16.11
132.5,2.26,8.17,125.09,-153.59,16.17
132.55,2.27,7.25,125.34,-154.49,16.32
132.6,2.27,6.68,125.58,-154.9,16.55
132.65,2.28,6.19,125.76,-154.74,16.87
132.7,2.28,5.77,125.94,-153.96,17.25
132.75,2.29,5.39,126.05,-152.82,17.7
132.8,2.29,5.03,126.15,-151.66,18.16
132.85,2.3,4.69,126.24,-150.82,18.62
132.9,2.3,4.74,126.32,-150.45,18.98
132.95,2.31,5.09,126.4,-150.53,19.17
133,2.32,5.57,126.43,-150.97,19.14
133.05,2.32,5.73,126.41,-151.57,18.93
133.1,2.32,6.26,126.33,-152.14,18.64
133.15,2.31,6.8,126.17,-152.46,18.3
133.2,2.3,7.21,126.04,-152.34,18.01
133.25,2.29,7.4,125.89,-151.67,17.85
133.3,2.28,7.52,125.79,-150.48,17.83
133.35,2.27,7.99,125.65,-149.01,17.84
133.4,2.27,8.3,125.51,-147.56,17.78
133.45,2.26,8.66,125.32,-146.45,17.68
133.5,2.26,8.79,125.13,-145.84,17.55
133.55,2.26,8.89,124.96,-145.69,17.43
133.6,2.27,8.94,124.84,-145.69,17.25
133.65,2.27,9.17,124.83,-145.54,17.04
133.7,2.27,9.42,124.89,-145.08,16.79
133.75,2.28,9.72,125.04,-144.44,16.5
133.8,2.29,10.03,125.21,-143.88,16.15
133.85,2.29,9.95,125.41,-143.68,15.79
133.9,2.29,9.6,125.62,-143.96,15.47
133.95,2.3,8.91,125.83,-144.8,15.23
134,2.3,8.7,126,-146.12,15.09
134.05,2.29,8.72,126.17,-147.72,15.01
134.1,2.28,8.89,126.28,-149.29,14.97
134.15,2.25,8.92,126.42,-150.49,14.97
134.2,2.23,9.36,126.52,-151.06,15.05
134.25,2.2,9.86,126.62,-150.82,15.19
134.3,2.18,10.24,126.65,-149.8,15.38
134.35,2.18,10.22,126.68,-148.14,15.57
134.4,2.17,10.09,126.69,-146.21,15.7
134.45,2.18,10.26,126.7,-144.43,15.76
134.5,2.17,10.67,126.71,-143.18,15.69
134.55,2.17,11.19,126.66,-142.52,15.57
134.6,2.17,11.57,126.61,-142.37,15.42
134.65,2.18,11.55,126.54,-142.42,15.28
134.7,2.2,11.43,126.52,-142.61,15.15
134.75,2.23,11,126.5,-142.92,15.06
134.8,2.26,10.28,126.49,-143.52,14.98
134.85,2.28,9.46,126.49,-144.38,14.96
134.9,2.29,8.95,126.48,-145.43,14.97
134.95,2.29,8.88,126.48,-146.51,15.02
135,2.3,8.77,126.48,-147.55,15.1
135.05,2.3,8.53,126.48,-148.55,15.19
135.1,2.3,8.46,126.48,-149.52,15.28
135.15,2.3,8.8,126.44,-150.37,15.33
135.2,2.3,9.25,126.38,-150.91,15.37
135.25,2.29,9.81,126.32,-150.99,15.4
135.3,2.29,10.81,126.3,-150.61,15.43
135.35,2.28,11.93,126.24,-150.01,15.46
135.4,2.27,13.35,126.17,-149.52,15.5
135.45,2.27,14.25,126.11,-149.38,15.6
135.5,2.27,15.12,126.08,-149.69,15.73
135.55,2.27,15.68,126.02,-150.39,15.86
135.6,2.27,16.56,125.96,-151.33,15.95
135.65,2.27,17.25,125.89,-152.3,16.03
135.7,2.27,17.76,125.86,-153.16,16.08
135.75,2.27,18,125.84,-153.81,16.12
135.8,2.27,18.55,125.83,-154.19,16.09
135.85,2.28,19.11,125.87,-154.26,16.02
135.9,2.28,19.53,125.92,-153.97,15.9
135.95,2.29,19.33,125.98,-153.46,15.79
136,2.29,18.97,126.01,-152.93,15.67
136.05,2.29,18.46,126.02,-152.65,15.6
136.1,2.29,17.89,126.03,-152.62,15.56
136.15,2.28,17.27,126.03,-152.7,15.54
136.2,2.28,16.43,126.08,-152.72,15.53
136.25,2.29,15.74,126.14,-152.72,15.52
136.3,2.3,15.03,126.2,-152.84,15.51
136.35,2.31,14.16,126.22,-153.16,15.49
136.4,2.32,13.04,126.24,-153.55,15.46
136.45,2.33,12.04,126.25,-153.81,15.41
136.5,2.34,11.42,126.25,-153.85,15.34
136.55,2.34,11.49,126.3,-153.75,15.29
136.6,2.34,11.38,126.36,-153.72,15.31
136.65,2.34,11.37,126.47,-153.83,15.41
136.7,2.34,11.75,126.54,-154.11,15.53
136.75,2.34,12.43,126.63,-154.48,15.64
136.8,2.33,13.24,126.7,-154.94,15.65
136.85,2.33,13.53,126.78,-155.39,15.59
136.9,2.32,13.95,126.9,-155.64,15.41
136.95,2.31,14.3,126.98,-155.39,15.15
137,2.31,14.65,127.07,-154.52,14.78
137.05,2.31,14.19,127.1,-153.17,14.47
137.1,2.3,13.37,127.12,-151.7,14.34
137.15,2.31,12.31,127.09,-150.42,14.49
137.2,2.31,11.94,127,-149.52,14.8
137.25,2.32,11.45,126.84,-149,15.11
137.3,2.32,11.08,126.7,-148.77,15.31
137.35,2.32,10.51,126.55,-148.77,15.43
137.4,2.32,10.72,126.45,-148.97,15.56
137.45,2.32,11.04,126.36,-149.36,15.76
137.5,2.32,11.35,126.27,-149.85,16.01
137.55,2.31,11.88,126.19,-150.3,16.28
137.6,2.31,12.45,126.12,-150.63,16.47
137.65,2.31,13.27,126.04,-150.9,16.55
137.7,2.31,13.34,125.97,-151.29,16.44
137.75,2.31,12.92,125.89,-152.02,16.23
137.8,2.3,12.25,125.91,-153.14,15.97
137.85,2.29,11.44,125.94,-154.52,15.71
137.9,2.28,10.94,125.99,-155.96,15.42
137.95,2.27,10.47,126.01,-157.24,15.11
138,2.27,10.48,125.98,-158.22,14.83
138.05,2.27,10.59,125.93,-158.84,14.72
138.1,2.26,10.62,125.88,-159.1,14.88
138.15,2.26,10.04,125.81,-159.09,15.26
138.2,2.25,9.33,125.74,-158.93,15.76
138.25,2.25,8.88,125.67,-158.65,16.19
138.3,2.25,9.44,125.64,-158.2,16.5
138.35,2.25,11.46,125.62,-157.39,16.67
138.4,2.26,13.78,125.61,-156.14,16.77
138.45,2.27,17.05,125.61,-154.52,16.76
138.5,2.29,20.17,125.56,-152.93,16.55
138.55,2.3,23.44,125.5,-151.78,16.18
138.6,2.32,25.92,125.43,-151.33,15.73
138.65,2.33,28.67,125.46,-151.51,15.33
138.7,2.35,31.32,125.54,-152.03,14.99
138.75,2.36,33.6,125.69,-152.7,14.68
138.8,2.39,34.78,125.91,-153.41,14.39
138.85,2.4,35.68,126.26,-154.25,14.07
138.9,2.42,36.29,126.77,-155.24,13.74
138.95,2.43,35.79,127.38,-156.39,13.35
139,2.44,34.22,128.1,-157.61,12.93
139.05,2.43,32.2,128.81,-158.76,12.45
139.1,2.42,30.08,129.58,-159.79,12.02
139.15,2.41,28.26,130.32,-160.59,11.71
139.2,2.41,26.47,131.07,-161.1,11.57
139.25,2.4,24.35,131.72,-161.25,11.57
139.3,2.4,22.96,132.31,-160.96,11.64
139.35,2.4,21.46,132.83,-160.27,11.75
139.4,2.39,21.09,133.27,-159.18,11.89
139.45,2.39,19.91,133.59,-157.84,12.04
139.5,2.38,19,133.84,-156.48,12.18
139.55,2.38,17.98,133.99,-155.46,12.26
139.6,2.38,17.6,134.16,-155.01,12.28
139.65,2.38,17.32,134.32,-155.15,12.28
139.7,2.39,17.18,134.52,-155.61,12.29
139.75,2.39,16.9,134.72,-156.02,12.31
139.8,2.39,17.22,134.93,-156.14,12.36
139.85,2.39,17.62,135.1,-155.97,12.46
139.9,2.39,18.17,135.27,-155.74,12.58
139.95,2.4,18.16,135.38,-155.73,12.7
140,2.4,18.27,135.48,-156.11,12.78
140.05,2.41,18.49,135.53,-156.91,12.86
140.1,2.41,18.75,135.56,-157.94,12.92
140.15,2.4,18.85,135.57,-159.04,12.96
140.2,2.4,18.92,135.58,-160.06,12.93
140.25,2.4,19.35,135.58,-160.97,12.86
140.3,2.4,20.06,135.59,-161.72,12.75
140.35,2.39,20.88,135.59,-162.31,12.63
140.4,2.39,20.79,135.59,-162.71,12.5
140.45,2.38,20.53,135.59,-162.96,12.4
140.5,2.37,20.26,135.59,-163.15,12.38
140.55,2.37,20.56,135.59,-163.35,12.44
140.6,2.36,21.57,135.54,-163.62,12.55
140.65,2.36,22.83,135.49,-163.92,12.66
140.7,2.37,24.28,135.42,-164.16,12.72
140.75,2.38,25.02,135.44,-164.19,12.73
140.8,2.38,25.66,135.48,-164.01,12.71
140.85,2.39,26.14,135.54,-163.65,12.65
140.9,2.39,26.56,135.56,-163.25,12.55
140.95,2.39,27.14,135.62,-162.84,12.4
141,2.4,27.54,135.68,-162.44,12.26
141.05,2.42,27.94,135.79,-162.03,12.16
141.1,2.43,27.7,135.91,-161.67,12.13
141.15,2.44,27.13,136.14,-161.4,12.16
141.2,2.44,26.36,136.38,-161.16,12.22
141.25,2.44,25.5,136.7,-160.89,12.26
141.3,2.44,24.97,136.99,-160.51,12.31
141.35,2.43,24.49,137.29,-160.14,12.33
141.4,2.43,23.89,137.58,-159.92,12.38
141.45,2.43,23.08,137.92,-160.07,12.44
141.5,2.42,22.19,138.32,-160.63,12.54
141.55,2.42,21.85,138.73,-161.49,12.65
141.6,2.4,21.61,139.2,-162.44,12.79
141.65,2.39,21.49,139.69,-163.3,12.92
141.7,2.38,21.62,140.15,-164.1,13.06
141.75,2.37,21.62,140.52,-164.95,13.11
141.8,2.37,21.65,140.82,-166.06,13.19
141.85,2.36,21.25,141.04,-167.48,13.22
141.9,2.36,20.58,141.19,-169.19,13.28
141.95,2.36,19.57,141.31,-170.9,13.27
142,2.36,18.43,141.4,-172.2,13.25
142.05,2.36,18,141.45,-172.75,13.19
142.1,2.37,17.09,141.39,-172.46,13.09
142.15,2.38,16.22,141.29,-171.58,12.96
142.2,2.39,15.06,141.17,-170.49,12.86
142.25,2.4,14.26,141.04,-169.49,12.8
