Den,Ng,Cal,SP,Res
2.26,4.28,130.26,-251.02,17.69
2.26,4.49,130.04,-251.53,16.97
2.26,4.75,129.59,-251.34,16.3
2.26,5.05,129.15,-250.59,15.76
2.26,5.56,128.7,-249.74,15.38
2.25,6.12,127.82,-249.08,15.16
2.25,7.14,127.15,-248.77,15.06
2.25,8.05,126.71,-248.65,15.07
2.25,9.04,126.26,-248.69,15.13
2.25,9.42,126.04,-248.88,15.23
2.25,9.69,125.82,-249.38,15.34
2.25,9.82,125.6,-249.92,15.49
2.26,9.9,125.6,-250.2,15.62
2.26,10.35,125.6,-249.91,15.74
2.26,11.25,125.82,-249.43,15.78
2.26,12.12,125.82,-249.32,15.76
2.26,12.67,125.82,-250.19,15.72
2.26,12.36,125.82,-252.01,15.7
2.26,12.21,125.82,-254.33,15.7
2.26,11.71,125.82,-256.48,15.68
2.25,11.58,125.6,-257.88,15.62
2.25,11.06,124.49,-258.25,15.51
2.24,10.53,124.26,-257.47,15.36
2.25,9.52,125.37,-255.7,15.19
2.25,8.61,126.26,-253.24,15.05
2.25,7.43,126.48,-250.62,14.95
2.26,7.01,126.48,-248.28,14.92
2.26,6.89,126.26,-246.61,14.93
2.26,7.38,125.6,-245.79,14.98
2.26,7.45,124.93,-245.79,15.07
2.26,7.77,125.15,-246.4,15.19
2.26,8.24,125.37,-247.15,15.31
2.26,9,124.93,-247.58,15.4
2.25,9.65,124.49,-247.42,15.45
2.25,9.93,124.49,-246.77,15.44
2.25,10.12,124.71,-246.1,15.38
2.24,10.01,124.93,-246.01,15.31
2.25,9.63,124.93,-246.9,15.27
2.25,8.93,124.93,-248.7,15.26
2.25,8.31,124.93,-250.81,15.28
2.25,7.85,124.93,-252.55,15.33
2.26,7.63,124.71,-253.34,15.39
2.26,7.5,124.71,-253.24,15.45
2.26,7.63,124.49,-252.38,15.5
2.27,7.82,124.49,-251.22,15.55
2.27,8.09,124.26,-249.96,15.57
2.27,8.38,124.26,-248.9,15.53
2.27,8.7,124.04,-248.01,15.44
2.27,8.82,124.04,-247.26,15.32
2.28,9.1,124.04,-246.29,15.17
2.28,9.18,124.04,-245.01,15.03
2.29,9.06,124.04,-243.43,14.95
2.29,8.65,124.04,-241.96,14.96
2.29,8.34,124.04,-240.94,15.09
2.29,8.2,124.04,-240.68,15.33
2.29,7.91,124.26,-241.27,15.61
2.29,7.62,124.04,-242.76,15.77
2.28,7.31,124.04,-245.13,15.74
2.28,7.59,123.82,-248.21,15.56
2.27,7.78,123.82,-251.43,15.38
2.27,8.07,123.82,-254.1,15.28
2.27,7.97,123.82,-255.77,15.29
2.27,8.21,124.04,-256.4,15.35
2.27,8.64,124.04,-256.27,15.45
2.27,9.17,123.82,-255.73,15.6
2.27,9.56,123.38,-255.12,15.82
2.27,10.15,123.15,-254.68,16.08
2.26,10.74,123.15,-254.66,16.34
2.26,11.58,123.38,-255.13,16.55
2.25,11.86,123.6,-256.11,16.69
2.25,11.89,123.6,-257.25,16.7
2.25,11.55,123.6,-258.24,16.59
2.25,11.29,123.6,-258.62,16.39
2.25,11.17,123.6,-258.25,16.15
2.25,10.49,123.6,-257.08,15.94
2.25,9.73,123.6,-255.39,15.79
2.26,9.04,123.6,-253.62,15.67
2.27,9.16,123.38,-252.33,15.59
2.28,9.24,123.38,-251.81,15.55
2.29,9.28,123.6,-252,15.55
2.31,9.5,123.6,-252.31,15.55
2.32,10.56,123.6,-252.12,15.51
2.33,12.01,123.6,-251,15.44
2.33,13.31,123.6,-249.21,15.39
2.31,14.27,124.04,-247.33,15.38
2.3,15.12,124.26,-246.01,15.43
2.29,15.48,124.04,-245.64,15.51
2.29,15.52,123.47,-246.28,15.59
2.28,14.8,123.15,-247.88,15.66
2.27,14.26,122.93,-250.22,15.66
2.26,13.21,122.71,-253.03,15.59
2.24,12.1,122.49,-255.86,15.43
2.23,10.86,122.93,-258.25,15.25
2.23,9.99,123.38,-259.65,15.07
2.23,9.57,123.6,-259.85,14.95
2.23,9.51,123.6,-258.91,14.9
2.23,9.62,123.38,-257.38,14.99
2.24,10.03,123.15,-255.73,15.21
2.23,10.33,123.15,-254.28,15.53
2.23,10.47,123.15,-253.04,15.9
2.24,10.36,123.15,-252.13,16.27
2.24,10.17,123.15,-251.8,16.58
2.25,9.91,123.6,-252.22,16.76
2.25,9.21,124.04,-253.49,16.78
2.25,8.42,124.49,-255.37,16.64
2.25,7.53,124.49,-257.57,16.37
2.25,6.59,124.71,-259.62,16.07
2.25,5.62,124.93,-261.19,15.82
2.25,4.84,125.15,-262.12,15.65
2.25,4.69,125.15,-262.53,15.55
2.25,4.71,125.15,-262.76,15.54
2.27,5.28,125.15,-263.08,15.64
2.28,5.8,125.37,-263.63,15.81
2.3,6.62,125.6,-264.3,16.01
2.31,7.28,126.04,-264.87,16.16
2.34,8.18,126.04,-265.17,16.24
2.35,8.89,126.04,-265.17,16.26
2.37,9.61,126.04,-265.01,16.31
2.37,10.3,125.82,-264.81,16.4
2.37,10.98,125.82,-264.69,16.57
2.37,11.46,125.82,-264.57,16.86
2.36,11.69,125.6,-264.47,17.27
2.34,11.23,125.6,-264.34,17.73
2.31,10.58,126.26,-264.19,18.07
2.29,9.76,127.15,-263.89,18.12
2.26,9.27,127.59,-263.19,17.87
2.24,8.81,127.37,-261.9,17.44
2.22,8.42,126.93,-259.84,16.98
2.22,8.24,126.26,-257.21,16.63
2.21,8.53,126.04,-254.15,16.42
2.21,8.56,126.26,-250.98,16.37
2.22,8.62,126.48,-247.83,16.44
2.23,8.64,126.48,-245.06,16.55
2.24,9.25,126.48,-243.02,16.65
2.25,9.98,126.48,-242.12,16.71
2.26,10.65,126.48,-242.37,16.77
2.27,11.32,126.26,-243.64,16.8
2.28,11.79,126.04,-245.57,16.84
2.28,12.02,125.82,-248.03,16.86
2.28,12.16,125.82,-250.87,16.87
2.28,12.04,125.82,-254.02,16.9
2.27,11.84,125.82,-257.25,17.01
2.28,11.98,126.04,-260.43,17.23
2.28,12.76,125.82,-263.4,17.54
2.28,14.35,125.82,-266.08,17.86
2.28,15.62,125.82,-268.33,18
2.28,16.79,125.82,-270.13,17.85
2.28,17.28,126.26,-271.46,17.35
2.29,18.02,126.48,-272.32,16.7
2.29,18.66,125.6,-272.6,16.11
2.29,19.14,124.04,-272.27,15.68
2.3,19.16,123.15,-271.27,15.39
2.31,19.06,122.27,-269.86,15.17
2.31,19.24,121.38,-268.41,15.01
2.3,19.06,120.71,-267.37,14.9
2.29,18.26,120.27,-266.96,14.84
2.29,17.06,121.38,-267.09,14.84
2.28,16.27,122.49,-267.44,14.88
2.28,16.47,122.71,-267.37,14.93
2.28,16.75,122.27,-266.39,14.97
2.28,17.04,121.38,-264.16,14.97
2.28,16.96,119.82,-260.95,14.94
2.27,16.8,119.16,-257.29,14.89
2.27,15.75,118.94,-253.94,14.83
2.27,14.51,119.38,-251.44,14.81
2.27,13.45,120.27,-250.17,14.82
2.27,13.59,121.16,-249.99,14.87
2.27,13.61,121.6,-250.49,14.95
2.28,13.64,122.04,-250.91,15.05
2.29,12.85,122.27,-250.75,15.13
2.29,12.3,122.49,-250.02,15.18
2.29,11.63,122.71,-249.2,15.15
2.29,11.39,122.71,-249.13,15.08
2.29,11.4,123.38,-250.23,14.99
2.29,11.96,123.82,-252.59,14.91
2.28,12.47,124.04,-255.57,14.86
2.28,12.89,124.04,-258.53,14.85
2.27,12.87,124.04,-260.99,14.9
2.26,13.15,124.26,-262.88,14.99
2.25,13.41,124.26,-264.31,15.17
2.25,13.71,124.26,-265.34,15.47
2.24,13.82,124.26,-265.95,15.84
2.23,14.11,124.04,-265.88,16.23
2.23,14.59,123.82,-265.03,16.55
2.22,15.14,123.82,-263.27,16.8
2.22,15.75,123.82,-260.83,17
2.22,16.18,123.82,-257.94,17.2
2.23,16.18,123.6,-255.03,17.39
2.24,15.87,123.6,-252.42,17.56
2.24,15.01,123.38,-250.42,17.64
2.24,14.78,123.38,-249.21,17.67
2.24,14.36,123.38,-248.87,17.69
2.25,14.43,123.6,-249.25,17.71
2.25,13.96,123.6,-250.05,17.71
2.25,13.68,123.6,-250.9,17.61
2.26,13.13,123.6,-251.56,17.41
2.25,12.76,123.82,-252,17.14
2.25,12.38,123.82,-252.38,16.88
2.25,12.43,123.6,-252.87,16.66
2.25,12.96,123.6,-253.51,16.48
2.25,13.08,123.6,-254.17,16.33
2.25,13.01,123.6,-254.62,16.22
2.25,12.22,123.82,-254.76,16.16
2.25,12.25,123.82,-254.65,16.15
2.25,11.89,123.82,-254.58,16.14
2.25,11.83,123.82,-254.76,16.11
2.25,11.14,123.82,-255.23,16.09
2.25,10.79,123.38,-255.73,16.09
2.25,10.19,123.15,-256.01,16.11
2.26,9.4,122.93,-255.94,16.11
2.26,8.52,122.93,-255.69,16.1
2.26,8.18,122.71,-255.44,16.08
2.27,8.54,122.49,-255.31,16.08
2.27,9.14,122.49,-255.22,16.07
2.27,9.54,122.27,-254.95,16.06
2.27,9.94,122.27,-254.23,16.03
2.26,10.3,122.49,-252.93,16.01
2.26,10.65,122.49,-251.07,15.97
2.26,10.79,122.49,-249.08,15.93
2.26,10.69,122.49,-247.34,15.91
2.26,10.7,122.49,-246.36,15.89
2.25,10.68,122.49,-246.2,15.87
2.24,10.67,122.49,-246.74,15.86
2.23,10.67,122.49,-247.5,15.85
2.23,10.47,122.49,-248.15,15.86
2.23,10.43,122.49,-248.51,15.86
2.23,9.78,122.27,-248.66,15.85
2.23,9.04,122.49,-248.86,15.86
2.23,8.56,123.15,-249.29,15.87
2.23,8.52,123.82,-250.13,15.91
2.23,9.22,123.82,-251.5,15.94
2.23,9.95,123.6,-253.48,15.99
2.24,10.83,123.38,-256,16.02
2.25,11.36,123.38,-258.86,16.05
2.25,11.44,123.38,-261.73,16.06
2.25,11.16,123.6,-264.38,16.05
2.25,10.92,123.6,-266.48,16.03
2.24,10.82,123.6,-267.85,15.99
2.24,11.55,123.6,-268.45,15.96
2.23,12.07,123.6,-268.54,15.92
2.23,12.72,123.82,-268.45,15.88
2.22,12.36,123.82,-268.41,15.84
2.22,11.82,123.82,-268.45,15.81
2.22,11.04,123.82,-268.35,15.78
2.22,10.57,124.04,-267.84,15.76
2.22,10.32,124.04,-266.73,15.76
2.22,10.18,124.04,-265.18,15.78
2.22,9.9,123.82,-263.51,15.82
2.22,9.62,123.6,-262.04,15.88
2.23,9.1,123.38,-260.85,15.95
2.24,8.34,123.38,-259.81,16.02
2.25,7.69,123.15,-258.74,16.07
2.25,7.21,123.38,-257.54,16.13
2.26,7.38,123.6,-256.34,16.19
2.27,7.72,123.82,-255.35,16.25
2.28,8.42,123.82,-254.81,16.34
2.29,9.03,123.82,-254.76,16.43
2.31,9.69,123.82,-255.2,16.55
2.32,10.34,123.82,-256.14,16.65
2.33,11.01,123.82,-257.56,16.71
2.33,11.27,123.82,-259.35,16.72
2.33,11.66,123.82,-261.27,16.64
2.33,11.79,123.82,-263.07,16.49
2.33,12.09,123.38,-264.56,16.31
2.32,11.98,123.15,-265.64,16.16
2.31,11.81,122.93,-266.23,16.04
2.29,11.56,122.93,-266.21,15.95
2.28,11.47,123.15,-265.57,15.9
2.27,11.61,123.15,-264.37,15.91
2.26,12.02,123.15,-262.89,15.98
2.25,12.33,123.38,-261.56,16.08
2.25,12.87,123.6,-260.63,16.17
2.26,13.04,123.82,-260.02,16.22
2.26,13.18,123.82,-259.29,16.24
2.26,13.64,124.04,-258.12,16.24
2.27,14.57,124.04,-256.42,16.24
2.27,15.84,124.04,-254.48,16.26
2.28,16.68,124.04,-252.56,16.31
2.28,17.31,124.04,-250.86,16.37
2.29,18.4,123.82,-249.35,16.38
2.29,19.54,123.82,-248.11,16.33
2.3,20.59,123.6,-247.35,16.26
2.3,20.83,123.6,-247.34,16.19
2.3,20.68,123.6,-248.14,16.06
2.3,20.5,124.26,-249.54,15.84
2.3,20.04,124.93,-251.23,15.5
2.3,19.51,125.15,-252.96,15.09
2.3,19.51,125.15,-254.64,14.67
2.3,19.8,125.37,-256.19,14.32
2.3,20.46,125.37,-257.51,14.09
2.3,20.05,125.37,-258.5,14
2.29,19.5,125.37,-259.28,14.02
2.28,18.91,125.15,-260.11,14.1
2.28,18.48,125.15,-261.27,14.2
2.27,18.68,125.15,-262.66,14.27
2.27,18.83,125.15,-263.93,14.28
2.26,19.7,125.15,-264.66,14.23
2.26,20.31,125.37,-264.73,14.15
2.26,20,125.37,-264.37,14.1
2.26,19.26,125.15,-263.98,14.09
2.27,17.85,124.93,-263.84,14.13
2.28,16.62,124.71,-263.86,14.2
2.28,14.9,124.26,-263.74,14.27
2.28,13.3,123.82,-263.14,14.36
2.29,12.44,123.82,-262.12,14.42
2.3,11.75,123.38,-261.09,14.48
2.32,11.24,122.93,-260.58,14.53
2.34,10.4,122.71,-260.94,14.59
2.35,9.93,122.49,-262.01,14.68
2.36,10.07,122.49,-263.35,14.77
2.37,10.6,122.27,-264.38,14.85
2.37,11.13,122.27,-264.65,14.91
2.37,11.35,122.27,-264.19,14.97
2.38,12.3,122.27,-263.29,14.98
2.38,13.53,122.27,-262.48,14.98
2.38,15.57,122.27,-261.97,14.97
2.38,17.02,122.27,-261.83,15.02
2.37,18.52,122.27,-261.88,15.13
2.36,19.11,122.27,-262.02,15.22
2.35,19.33,122.49,-262.27,15.25
2.34,19.09,122.71,-262.75,15.17
2.33,18.88,123.38,-263.46,14.99
2.32,18.79,124.04,-264.32,14.73
2.31,19.14,124.71,-265.11,14.42
2.3,18.59,125.82,-265.63,14.09
2.29,16.94,126.71,-265.8,13.81
2.28,14.71,126.93,-265.69,13.61
2.28,13.13,127.15,-265.47,13.52
2.27,12.17,127.15,-265.31,13.52
2.27,11.46,126.93,-265.21,13.63
2.27,10.73,126.48,-265.06,13.82
2.28,10.24,126.26,-264.6,14.06
2.29,9.59,125.6,-263.56,14.32
2.29,8.97,124.71,-261.63,14.56
2.3,8.31,124.49,-258.75,14.74
2.3,8.26,124.71,-255.3,14.87
2.3,8.71,124.71,-252.07,14.98
2.3,9.59,124.71,-249.8,15.13
2.3,10.06,124.49,-249.04,15.3
2.31,10.13,124.49,-249.77,15.49
2.31,10.24,124.71,-251.67,15.63
2.3,10.47,125.15,-253.88,15.76
2.29,10.74,125.37,-255.63,15.87
2.29,10.84,125.6,-256.48,15.98
2.29,11.12,125.6,-256.64,16.08
2.29,11.39,125.82,-256.8,16.16
2.29,11.7,126.26,-257.45,16.23
2.29,11.82,126.26,-258.72,16.27
2.29,11.9,126.26,-260.19,16.31
2.29,11.95,125.82,-261.39,16.34
2.29,12.37,125.15,-262.02,16.41
2.29,12.46,124.93,-262.04,16.48
2.3,13.17,124.93,-261.86,16.57
2.3,13.93,124.93,-261.85,16.62
2.31,15.22,125.15,-262.37,16.64
2.31,15.83,125.15,-263.32,16.65
2.3,15.81,125.37,-264.5,16.63
2.3,15.53,125.37,-265.6,16.58
2.3,15.27,125.37,-266.56,16.49
2.3,15.16,125.37,-267.25,16.34
2.3,15.29,125.37,-267.58,16.15
2.3,15.49,125.37,-267.46,15.9
2.29,16.56,125.37,-267.06,15.63
2.29,18.01,125.37,-266.59,15.36
2.29,20.91,125.37,-266.24,15.1
2.29,23.39,124.49,-265.91,14.85
2.29,27.26,124.49,-265.31,14.62
2.29,31.13,125.37,-264.14,14.46
2.29,35.88,126.48,-262.28,14.37
2.29,39.2,126.48,-260.03,14.33
2.3,42.22,126.48,-257.88,14.31
2.3,44.28,126.71,-256.32,14.28
2.3,46.1,127.15,-255.48,14.24
2.3,46.88,127.15,-255.27,14.19
2.3,46.8,126.93,-255.48,14.17
2.3,45.13,126.93,-256.04,14.18
2.29,42.39,127.37,-256.89,14.23
2.29,39.7,128.04,-257.99,14.29
2.28,38.02,128.04,-259.27,14.37
2.28,36.74,127.59,-260.62,14.49
2.27,35.35,127.37,-261.94,14.63
2.26,34.42,127.37,-263.14,14.8
2.25,33.95,127.15,-264.21,15.01
2.25,33.88,126.71,-265.25,15.26
2.25,34.17,126.26,-266.44,15.57
2.24,34.81,126.26,-267.97,15.91
2.24,35.8,126.26,-269.84,16.27
2.24,35.92,126.26,-271.9,16.7
2.23,35.34,126.26,-273.83,17.15
2.23,34.65,125.82,-275.42,17.54
2.23,34.2,125.15,-276.42,17.76
2.23,34.97,124.93,-276.66,17.87
2.23,36.23,124.93,-275.89,17.86
2.23,38.04,124.71,-274.15,17.75
2.23,39.26,124.71,-271.72,17.59
2.23,40.06,124.04,-269.27,17.44
2.24,40.86,123.6,-267.41,17.33
2.24,41.78,123.6,-266.54,17.27
2.25,42.73,123.6,-266.58,17.22
2.26,43.5,123.6,-267.19,17.17
2.27,44.05,123.6,-267.93,17.1
2.28,43.91,123.6,-268.51,16.99
2.28,43.39,123.38,-268.78,16.85
2.28,41.86,123.15,-268.67,16.72
2.28,40.25,123.15,-268.2,16.64
2.28,37.82,122.93,-267.47,16.6
2.29,36.01,122.71,-266.76,16.6
2.29,34.37,122.49,-266.34,16.57
2.3,33.08,122.49,-266.36,16.51
2.3,31.89,122.71,-266.93,16.4
2.29,30.79,122.71,-268.05,16.27
2.29,30.34,122.93,-269.69,16.11
2.28,30.03,123.15,-271.65,15.99
2.28,30.07,123.15,-273.66,15.9
2.28,29.82,123.38,-275.42,15.83
2.28,29.78,123.38,-276.49,15.76
2.27,29.72,123.15,-276.49,15.66
2.27,29.9,123.15,-275.18,15.56
2.26,29.72,123.15,-272.99,15.52
2.26,30.13,122.93,-270.61,15.6
2.26,30.57,133.37,-268.74,15.81
2.26,31.34,133.37,-267.58,16.1
2.27,31.18,122.93,-266.98,16.37
2.26,30.5,122.93,-266.52,16.58
2.26,30.34,122.93,-265.85,16.68
2.25,30.57,122.93,-264.75,16.66
2.26,31.38,122.71,-263.33,16.55
2.26,31.79,122.71,-261.85,16.37
2.27,32.63,122.71,-260.75,16.16
2.27,33.49,122.71,-260.31,15.98
2.28,34.42,122.93,-260.64,15.9
2.28,35.58,122.93,-261.56,15.88
2.29,37.2,122.93,-262.76,15.88
2.3,38.76,122.71,-264,15.88
2.3,41.39,122.93,-265.26,15.89
2.31,44.23,123.15,-266.55,15.94
2.31,48.72,123.38,-267.81,16.04
2.31,51.99,123.6,-268.68,16.17
2.31,55.94,124.04,-268.8,16.3
2.3,59.99,124.26,-268,16.4
2.3,64.39,124.49,-266.48,16.42
2.3,67.88,124.71,-264.63,16.41
2.3,69.45,124.93,-262.8,16.34
2.3,70.07,125.37,-261.16,16.22
2.3,69.7,126.04,-259.73,16.05
2.31,69.15,126.48,-258.64,15.93
2.31,68.57,126.48,-258.1,15.92
2.32,67.95,126.71,-258.39,16.1
2.31,68.3,126.48,-259.48,16.49
2.31,68.85,125.82,-261.02,17.08
2.3,69.83,125.15,-262.45,17.65
2.3,70.54,124.26,-263.24,17.95
2.29,71.27,123.38,-263.19,17.85
2.29,73.76,122.71,-262.41,17.48
2.28,78.41,122.71,-261.26,17.05
2.27,85.44,122.49,-260.1,16.66
2.26,91.77,122.49,-259.29,16.31
2.26,96.84,122.49,-259,15.97
2.25,100.52,122.71,-259.25,15.67
2.24,103.27,123.38,-259.93,15.43
2.24,104.76,123.82,-260.92,15.3
2.24,104.21,125.15,-262.16,15.3
2.24,102.79,126.04,-263.58,15.4
2.24,99.4,126.48,-265.06,15.52
2.24,96.44,126.26,-266.51,15.61
2.24,92.37,125.6,-267.92,15.59
2.23,87.56,125.37,-269.32,15.54
2.24,81.59,125.6,-270.68,15.52
2.24,76.63,125.82,-271.89,15.64
2.25,73.04,125.82,-272.8,15.88
2.25,70.53,125.82,-273.33,16.2
2.26,69.92,125.37,-273.58,16.48
2.26,70.49,125.15,-273.72,16.65
2.26,73.88,125.15,-273.96,16.72
2.26,78.68,125.37,-274.43,16.77
2.25,87.11,125.6,-275.14,16.86
2.25,94.56,125.15,-275.94,17.04
2.25,103.33,124.49,-276.56,17.33
2.25,112.18,124.04,-276.8,17.67
2.24,124.5,123.6,-276.6,18.05
2.23,134.74,123.15,-276.08,18.42
2.22,143.05,122.71,-275.34,18.84
2.2,146.56,122.49,-274.33,19.4
2.18,146.52,122.49,-272.99,20.21
2.17,144.22,122.49,-271.4,21.21
2.18,139.75,122.49,-269.77,22.25
2.18,133.19,122.27,-268.28,23.2
2.18,122.59,122.27,-266.96,23.94
2.17,112.56,122.27,-265.71,24.4
2.18,102.43,122.27,-264.49,24.48
2.18,91.6,122.49,-263.36,24.21
2.18,79.21,122.49,-262.48,23.64
2.19,68.96,122.49,-261.98,22.91
2.19,62.83,122.49,-261.8,22.13
2.2,59.36,122.49,-261.75,21.45
2.2,56.84,122.49,-261.59,20.88
2.21,55.64,122.49,-261.16,20.44
2.22,54.9,122.49,-260.38,20.09
2.23,55.31,122.49,-259.41,19.81
2.24,55.24,122.49,-258.63,19.56
2.25,55.51,122.49,-258.59,19.29
2.25,55.55,122.49,-259.67,18.97
2.26,55.01,122.27,-261.75,18.64
2.28,53.31,122.27,-264.43,18.29
2.29,51.07,122.27,-267.03,17.92
2.29,49.28,122.71,-269.08,17.44
2.3,48.87,122.93,-270.12,16.9
2.3,48.23,123.38,-269.96,16.35
2.3,47.82,123.82,-268.7,15.87
2.3,47.01,124.04,-266.7,15.47
2.3,47.17,124.26,-264.58,15.14
2.3,47.44,124.26,-263.03,14.88
2.29,47.72,124.26,-262.48,14.73
2.29,48.43,124.49,-263.12,14.68
2.28,48.83,124.49,-264.71,14.74
2.27,48.85,124.49,-266.79,14.88
2.26,47.54,124.49,-268.64,15.09
2.25,46.28,124.49,-269.59,15.34
2.25,45.36,124.26,-269.34,15.6
2.25,45.13,123.82,-268,15.84
2.25,44.3,123.6,-266.17,16.01
2.24,43.29,123.6,-264.5,16.13
2.24,41.92,123.82,-263.53,16.22
2.25,41.04,123.82,-263.44,16.28
2.26,40.19,124.04,-264,16.33
2.27,39.85,124.49,-264.78,16.35
2.27,39.81,124.26,-265.21,16.37
2.27,39.93,123.82,-265.01,16.37
2.27,39.95,123.38,-264.08,16.37
2.27,40.18,123.38,-262.56,16.33
2.28,40.83,123.15,-260.58,16.29
2.29,41.6,122.71,-258.22,16.24
2.29,42.29,122.27,-255.63,16.21
2.29,42.58,122.04,-253,16.21
2.28,42.97,122.93,-250.84,16.33
2.27,43.31,124.04,-249.53,16.58
2.27,43.46,124.26,-249.48,16.89
2.28,43.35,124.26,-250.66,17.17
2.28,42.96,124.04,-252.81,17.38
2.29,42.66,124.04,-255.49,17.52
2.29,41.73,124.04,-258.22,17.62
2.29,40.28,123.82,-260.81,17.64
2.3,39.2,123.6,-263.16,17.63
2.3,38.7,123.6,-265.46,17.57
2.31,39.18,123.6,-267.63,17.5
2.31,39.78,123.6,-269.54,17.46
2.32,41.19,123.38,-270.81,17.48
2.32,42.59,123.38,-271.12,17.53
2.31,44.16,123.38,-270.35,17.56
2.31,45.55,123.38,-268.65,17.52
2.3,47.54,123.38,-266.45,17.4
2.29,49.22,123.38,-264.22,17.15
2.28,50.75,123.38,-262.41,16.78
2.27,51.19,123.38,-261.4,16.34
2.26,51.59,123.38,-261.35,15.94
2.26,51.56,123.15,-262.15,15.67
2.25,51.63,123.15,-263.38,15.55
2.24,50.84,123.15,-264.6,15.58
2.24,49.69,122.93,-265.54,15.71
2.24,48.51,122.93,-266.21,15.84
2.24,47.64,123.6,-266.76,15.95
2.24,46.63,124.04,-267.35,16.02
2.24,45.45,124.26,-268.03,16.08
2.24,44.42,124.26,-268.88,16.14
2.24,44.17,124.26,-269.81,16.18
2.24,44.32,124.04,-270.67,16.2
2.25,44.7,124.04,-271.08,16.21
2.25,44.4,123.82,-270.91,16.22
2.26,44.42,123.6,-270.11,16.26
2.26,44.57,123.15,-269.02,16.33
2.27,45.2,123.15,-267.83,16.44
2.27,45.95,122.93,-266.77,16.54
2.27,47.63,123.15,-265.92,16.63
2.28,50.72,123.15,-265.44,16.77
2.28,53.87,123.15,-265.38,16.96
2.29,56.92,123.15,-265.72,17.16
2.28,59.76,123.15,-266.31,17.31
2.28,63.14,122.93,-266.98,17.38
2.28,65.98,122.93,-267.6,17.43
2.27,68.02,122.93,-268.17,17.46
2.27,70,123.15,-268.75,17.53
2.27,72.41,123.38,-269.4,17.67
2.27,73.88,123.82,-270.11,17.84
2.28,74.46,124.26,-270.86,18
2.28,73.67,124.93,-271.58,18.05
2.29,72.23,125.15,-272.15,17.98
2.29,69.18,124.93,-272.4,17.8
2.3,66.08,124.71,-272.15,17.56
2.3,63.85,122.93,-271.18,17.34
2.3,63.39,119.82,-269.55,17.17
2.3,62.45,120.93,-267.5,17.09
2.29,61.57,125.37,-265.6,17.07
2.28,59.6,127.59,-264.33,17.15
2.27,58.03,128.26,-263.92,17.29
2.27,55.73,128.26,-264.28,17.48
2.25,53.95,128.26,-265.21,17.68
2.24,52.14,128.26,-266.5,17.83
2.23,51.02,128.26,-267.8,17.91
2.23,48.83,128.26,-268.69,17.91
2.23,46.97,128.26,-268.67,17.88
2.24,44.36,128.26,-267.48,17.83
2.23,43.07,128.26,-265.11,17.81
2.24,41.49,128.04,-262.07,17.79
2.24,40.71,128.26,-258.93,17.76
2.25,40.24,128.7,-256.53,17.72
2.25,39.99,128.93,-255.31,17.65
2.26,40.45,129.37,-255.54,17.61
2.27,40.69,129.59,-256.72,17.6
2.28,41.63,129.59,-258.09,17.65
2.29,42.06,129.59,-258.79,17.75
2.3,42.54,129.59,-258.3,17.92
2.3,42.72,129.81,-256.86,18.19
2.31,42.65,129.81,-255.07,18.43
2.3,43.07,130.04,-253.9,18.53
2.3,43.55,130.26,-253.69,18.3
2.3,43.72,130.48,-254.33,17.69
2.3,43.25,130.7,-255.22,16.84
2.3,42.6,130.92,-255.91,15.97
2.3,42.37,132.03,-256.53,15.33
2.31,41.79,132.7,-257.39,14.98
2.3,41.63,133.14,-259,14.84
2.3,41.69,132.48,-261.23,14.73
2.3,42.26,131.59,-263.92,14.56
2.3,42.59,131.15,-266.52,14.31
2.31,41.77,131.59,-268.89,14.12
2.31,40.87,131.81,-270.82,14.08
2.31,39.33,131.81,-272.27,14.27
2.3,38.64,131.59,-272.98,14.57
2.3,37.59,131.37,-272.84,14.84
2.3,37.05,131.15,-271.82,15.05
2.3,35.93,130.92,-270.28,15.17
2.3,35,130.48,-268.71,15.39
2.3,33.39,130.26,-267.66,15.67
2.3,32.68,129.81,-267.44,16.02
2.29,32.21,128.7,-267.95,16.29
2.28,32.58,127.59,-268.92,16.42
2.27,32.76,127.82,-269.97,16.45
2.27,33.67,127.59,-270.91,16.45
2.26,35.09,126.93,-271.59,16.45
2.26,36.75,125.82,-271.92,16.43
2.26,38.37,125.6,-271.81,16.34
2.25,40.02,125.6,-271.38,16.16
2.25,42.08,125.6,-270.93,15.97
2.26,43.62,125.6,-270.72,15.81
2.26,44.54,125.82,-270.8,15.74
2.27,45.23,126.26,-270.92,15.71
2.28,45.75,127.15,-270.75,15.76
2.29,47.2,127.37,-270.02,15.92
2.3,48.59,127.15,-268.8,16.22
2.31,50.76,126.93,-267.56,16.61
2.31,52.27,126.48,-266.93,17.01
2.32,53.01,126.04,-267.37,17.35
2.32,53.06,126.26,-268.89,17.61
2.32,52.61,126.26,-271.01,17.78
2.31,52.53,126.48,-273.19,17.85
2.32,52.43,126.26,-274.8,17.82
2.32,52.39,125.82,-275.43,17.74
2.32,51.16,125.82,-274.87,17.67
2.31,49.51,125.6,-273.33,17.65
2.31,46.94,125.37,-271.23,17.67
2.31,43.89,125.6,-269.03,17.74
2.31,40.37,125.82,-267.1,17.78
2.3,37.45,125.82,-265.79,17.79
2.3,35.56,125.82,-265.36,17.72
2.3,33.6,125.82,-266.07,17.57
2.3,31.43,126.26,-267.8,17.38
2.29,29.61,126.93,-270.36,17.17
