ds,y
1925/3/1,17.71
1925/4/1,17.04
1925/5/1,16.15
1925/6/1,15.24
1925/7/1,14.68
1925/8/1,14.38
1925/9/1,14.01
1925/10/1,13.68
1925/11/1,13.54
1925/12/1,13.24
1926/1/1,12.96
1926/2/1,12.64
1926/3/1,12.52
1926/4/1,12.43
1926/5/1,11.99
1926/6/1,11.88
1926/7/1,11.58
1926/8/1,11.49
1926/9/1,10.81
1926/10/1,10.06
1926/11/1,9.18
1926/12/1,8.85
1927/1/1,8.8
1927/2/1,8.93
1927/3/1,9.15
1927/4/1,9.42
1927/5/1,9.51
1927/6/1,9.39
1927/7/1,9.58
1927/8/1,10.19
1927/9/1,10.96
1927/10/1,11.83
1927/11/1,12.96
1927/12/1,14.16
1928/1/1,14.82
1928/2/1,15.2
1928/3/1,15.4
1928/4/1,15.92
1928/5/1,16.47
1928/6/1,16.68
1928/7/1,16.63
1928/8/1,16.06
1928/9/1,15.54
1928/10/1,14.92
1928/11/1,14.49
1928/12/1,14.28
1929/1/1,14.16
1929/2/1,14.09
1929/3/1,14.05
1929/4/1,14.03
1929/5/1,14.02
1929/6/1,14.21
1929/7/1,14.25
1929/8/1,14.29
1929/9/1,14.11
1929/10/1,13.88
1929/11/1,13.6
1929/12/1,13.3
1930/1/1,13.18
1930/2/1,13.1
1930/3/1,13.06
1930/4/1,13.03
1930/5/1,13.02
1930/6/1,13.01
1930/7/1,13.21
1930/8/1,13.64
1930/9/1,14.17
1930/10/1,14.76
1930/11/1,15.39
1930/12/1,16.03
1931/1/1,16.28
1931/2/1,16.46
1931/3/1,16.55
1931/4/1,16.8
1931/5/1,16.67
1931/6/1,16.69
1931/7/1,16.67
1931/8/1,16.27
1931/9/1,15.39
1931/10/1,14.33
1931/11/1,13.94
1931/12/1,13.66
1932/1/1,13.52
1932/2/1,13.44
1932/3/1,13.79
1932/4/1,14.65
1932/5/1,15.49
1932/6/1,16.43
1932/7/1,17.58
1932/8/1,18.8
1932/9/1,20.08
1932/10/1,20.58
1932/11/1,20.93
1932/12/1,21.3
1933/1/1,21.65
1933/2/1,21.99
1933/3/1,21.53
1933/4/1,21.1
1933/5/1,20.53
1933/6/1,19.93
1933/7/1,18.89
1933/8/1,17.76
1933/9/1,16.73
1933/10/1,16.5
1933/11/1,16.45
1933/12/1,16.39
1934/1/1,15.77
1934/2/1,15.03
1934/3/1,15.16
1934/4/1,15.24
1934/5/1,15.88
1934/6/1,16.02
1934/7/1,16.78
1934/8/1,17.36
1934/9/1,18.03
1934/10/1,18.68
1934/11/1,19.54
1934/12/1,20.44
1935/1/1,21.2
1935/2/1,21.33
1935/3/1,21.51
1935/4/1,21.57
1935/5/1,21.81
1935/6/1,21.68
1935/7/1,21.5
1935/8/1,21.24
1935/9/1,20.55
1935/10/1,19.76
1935/11/1,18.86
1935/12/1,18.52
1936/1/1,17.88
1936/2/1,17.28
1936/3/1,16.63
1936/4/1,16.18
1936/5/1,15.76
1936/6/1,15.79
1936/7/1,15.71
1936/8/1,15.7
1936/9/1,15.48
1936/10/1,15.24
1936/11/1,14.94
1936/12/1,14.44
1937/1/1,14.28
1937/2/1,13.74
1937/3/1,13.2
1937/4/1,12.39
1937/5/1,11.92
1937/6/1,11.46
1937/7/1,11.28
1937/8/1,10.95
1937/9/1,10.65
1937/10/1,10.32
1937/11/1,10.39
1937/12/1,10.74
1938/1/1,11.23
1938/2/1,11.79
1938/3/1,12.2
1938/4/1,12.6
1938/5/1,12.16
1938/6/1,11.75
1938/7/1,11.18
1938/8/1,11.59
1938/9/1,11.95
1938/10/1,12.11
