Depth,Den,Ng,Cal,SP,Res
120.3,2.3,9.13,128.04,-221.39,11.97
120.35,2.3,8.56,127.59,-222.28,12.28
120.4,2.3,7.94,127.59,-223.33,12.56
120.45,2.31,7.3,127.15,-224.49,12.83
120.5,2.31,7.05,126.48,-225.71,13.1
120.55,2.32,6.87,126.48,-227.03,13.4
120.6,2.31,6.98,126.26,-228.46,13.67
120.65,2.31,6.77,126.26,-229.89,13.86
120.7,2.3,6.55,126.04,-230.87,13.99
120.75,2.29,6.26,126.04,-231.09,14.04
120.8,2.27,6.36,126.04,-230.44,14.06
120.85,2.27,6.33,126.04,-229.27,14.03
120.9,2.25,6.74,126.04,-227.93,13.95
120.95,2.24,7.01,126.04,-226.77,13.83
121,2.23,7.55,126.04,-225.91,13.71
121.05,2.22,7.71,126.04,-225.35,13.62
121.1,2.21,8.25,126.04,-224.98,13.54
121.15,2.21,8.79,126.04,-224.74,13.48
121.2,2.21,9.21,126.04,-224.69,13.45
121.25,2.21,9.2,126.04,-225.09,13.45
121.3,2.21,9.08,126.04,-226.06,13.47
121.35,2.22,8.66,126.04,-227.62,13.51
121.4,2.22,8.55,126.04,-229.36,13.57
121.45,2.22,8.04,125.82,-230.88,13.65
121.5,2.22,7.92,125.82,-231.73,13.75
121.55,2.22,7.99,125.82,-231.73,13.93
121.6,2.22,8.78,125.6,-230.97,14.16
121.65,2.22,9.76,125.15,-229.82,14.4
121.7,2.23,10.31,124.93,-228.84,14.57
121.75,2.23,10.41,124.93,-228.35,14.63
121.8,2.23,10.34,124.93,-228.45,14.63
121.85,2.23,10.15,124.71,-228.85,14.6
121.9,2.22,10.5,124.49,-229.41,14.56
121.95,2.22,10.73,124.26,-230.02,14.51
122,2.22,11.25,124.49,-230.72,14.45
122.05,2.22,11.4,124.93,-231.45,14.36
122.1,2.22,11.13,125.15,-232.08,14.25
122.15,2.21,10.51,125.15,-232.44,14.14
122.2,2.21,9.73,125.15,-232.47,14.03
122.25,2.2,9.45,125.15,-232.19,13.94
122.3,2.2,9.24,124.93,-231.62,13.87
122.35,2.2,9.34,124.71,-230.63,13.83
122.4,2.2,9.51,124.49,-229.09,13.84
122.45,2.2,9.77,124.26,-226.86,13.88
122.5,2.2,9.86,124.26,-224.05,13.96
122.55,2.2,10.13,124.26,-220.96,14.03
122.6,2.21,10.4,124.04,-218.23,14.08
122.65,2.22,11.1,123.82,-216.57,14.08
122.7,2.23,11.5,123.6,-216.4,14.07
122.75,2.24,11.92,123.6,-217.68,14.05
122.8,2.24,11.68,124.04,-219.92,14.07
122.85,2.25,11.72,124.49,-222.66,14.14
122.9,2.25,11.68,124.93,-225.49,14.23
122.95,2.25,11.88,124.93,-228.26,14.34
123,2.25,11.71,124.71,-230.74,14.37
123.05,2.25,11.52,124.71,-232.78,14.34
123.1,2.25,10.85,124.93,-234.16,14.22
123.15,2.24,10.27,125.15,-234.68,14.05
123.2,2.24,9.82,125.6,-234.3,13.9
123.25,2.24,10.02,126.04,-232.93,13.82
123.3,2.25,10.37,126.04,-230.58,13.81
123.35,2.25,10.68,125.6,-227.38,13.8
123.4,2.25,10.81,124.93,-223.68,13.76
123.45,2.26,10.9,124.71,-220,13.69
123.5,2.26,11.34,125.15,-216.77,13.61
123.55,2.26,11.85,125.37,-214.38,13.54
123.6,2.26,12.44,125.6,-213.01,13.55
123.65,2.25,13.06,125.6,-212.74,13.65
123.7,2.25,13.9,125.15,-213.43,13.85
123.75,2.26,14.19,124.49,-214.67,14.09
123.8,2.26,14.02,124.04,-216.02,14.35
123.85,2.27,13.44,124.04,-216.94,14.55
123.9,2.27,13.29,124.26,-217.16,14.72
123.95,2.27,13.35,125.37,-216.67,14.8
124,2.26,13.53,126.26,-215.87,14.82
124.05,2.26,13.58,126.48,-215.26,14.77
124.1,2.26,13.82,126.48,-215.24,14.74
124.15,2.26,14.08,126.93,-215.93,14.71
124.2,2.26,14.18,126.93,-217.27,14.71
124.25,2.27,13.85,126.71,-219.09,14.65
124.3,2.27,13.41,126.48,-221.1,14.54
124.35,2.27,13.45,126.48,-223.03,14.38
124.4,2.28,13.17,127.37,-224.6,14.24
124.45,2.28,12.93,127.59,-225.76,14.18
124.5,2.28,12.22,127.82,-226.53,14.22
124.55,2.28,11.43,128.04,-227.01,14.33
124.6,2.27,9.93,128.04,-227.14,14.46
124.65,2.27,8.47,127.82,-226.84,14.6
124.7,2.28,7.08,127.82,-225.98,14.75
124.75,2.28,6.31,127.59,-224.64,14.88
124.8,2.29,5.48,127.59,-222.97,15.02
124.85,2.29,4.96,127.82,-221.27,15.15
124.9,2.29,4.29,127.82,-219.72,15.28
124.95,2.29,4.05,127.82,-218.68,15.37
125,2.29,3.87,127.82,-218.48,15.44
125.05,2.29,4.18,127.82,-219.4,15.48
125.1,2.3,4.61,127.82,-221.41,15.5
125.15,2.31,5.36,127.59,-224.03,15.51
125.2,2.31,5.99,127.59,-226.66,15.51
125.25,2.32,6.27,127.82,-228.46,15.5
125.3,2.32,6.25,128.04,-229,15.48
125.35,2.32,6.31,129.15,-228,15.46
125.4,2.33,6.51,130.26,-226.04,15.43
125.45,2.34,7.16,130.48,-223.72,15.42
125.5,2.35,7.94,130.92,-221.75,15.41
125.55,2.35,8.82,131.37,-220.08,15.42
125.6,2.36,9.35,131.59,-218.56,15.43
125.65,2.37,10.03,132.03,-216.94,15.44
125.7,2.38,10.68,132.48,-215.44,15.44
125.75,2.38,11.34,133.37,-214.55,15.38
125.8,2.38,11.8,134.03,-214.95,15.2
125.85,2.39,12.23,134.25,-216.92,14.83
125.9,2.4,12.61,134.7,-220.18,14.21
125.95,2.39,13.17,135.36,-223.93,13.44
126,2.38,13.96,136.03,-227.32,12.67
126.05,2.37,14.82,136.7,-229.67,12.05
126.1,2.36,15.36,137.36,-230.72,11.62
126.15,2.35,15.64,138.03,-230.61,11.36
126.2,2.34,16,138.69,-229.91,11.25
126.25,2.33,16.73,139.36,-229.28,11.22
126.3,2.31,17.55,139.8,-229.22,11.22
126.35,2.3,18.45,140.25,-229.83,11.24
126.4,2.29,19,140.69,-230.91,11.23
126.45,2.28,19.49,140.91,-232.05,11.22
126.5,2.27,19.3,141.14,-232.82,11.2
126.55,2.27,18.76,141.14,-232.95,11.17
126.6,2.27,18.01,141.36,-232.25,11.11
126.65,2.28,17.75,141.58,-230.73,11.02
126.7,2.28,17.75,141.8,-228.62,10.91
126.75,2.29,17.7,141.8,-226.5,10.78
126.8,2.3,17.49,142.02,-224.89,10.66
126.85,2.31,17.04,142.25,-224.31,10.57
126.9,2.31,16.71,142.25,-224.87,10.53
126.95,2.33,16.35,142.25,-226.52,10.53
127,2.35,16.21,142.25,-228.76,10.56
127.05,2.36,16.51,142.25,-230.99,10.6
127.1,2.38,16.95,142.02,-232.65,10.66
127.15,2.38,17.49,142.02,-233.39,10.75
127.2,2.39,17.29,141.8,-233.3,10.86
127.25,2.39,17.36,142.02,-232.56,11.01
127.3,2.38,17.33,141.8,-231.58,11.21
127.35,2.38,17.74,141.8,-230.53,11.45
127.4,2.37,17.81,141.8,-229.49,11.68
127.45,2.37,17.91,141.8,-228.36,11.86
127.5,2.36,17.75,141.8,-227.3,12.01
127.55,2.36,17.93,141.8,-226.67,12.12
127.6,2.35,17.94,141.8,-226.82,12.22
127.65,2.35,18.17,141.8,-227.85,12.29
127.7,2.35,18.22,141.58,-229.55,12.35
127.75,2.35,18.28,141.36,-231.59,12.37
127.8,2.35,18.3,141.14,-233.73,12.36
127.85,2.34,18.52,140.91,-235.72,12.34
127.9,2.34,18.36,140.69,-237.43,12.33
127.95,2.34,18.18,140.69,-238.68,12.29
128,2.33,17.51,140.47,-239.3,12.22
128.05,2.33,17.54,140.47,-239.07,12.08
128.1,2.32,17.41,140.03,-237.74,11.87
128.15,2.31,17.39,139.58,-235.51,11.62
128.2,2.3,17.36,139.36,-232.7,11.39
128.25,2.28,17.35,139.36,-230.1,11.18
128.3,2.28,17.54,139.36,-228.15,11.04
128.35,2.27,17.58,139.14,-227.18,10.93
128.4,2.26,17.02,138.92,-227.03,10.87
128.45,2.26,16.32,138.25,-227.49,10.85
128.5,2.25,15.07,137.58,-228.27,10.87
128.55,2.25,14.48,137.14,-229.23,10.91
128.6,2.26,13.11,136.25,-230.34,11.01
128.65,2.26,12.12,135.59,-231.46,11.13
128.7,2.27,10.85,135.14,-232.43,11.28
128.75,2.27,10.19,134.48,-232.93,11.46
128.8,2.28,10.01,133.81,-232.85,11.66
128.85,2.28,10.44,133.14,-232.22,11.88
128.9,2.28,11.09,132.26,-231.35,12.11
128.95,2.28,12.11,131.59,-230.58,12.35
129,2.28,13.24,131.15,-230.16,12.58
129.05,2.28,14.67,130.92,-230.14,12.8
129.1,2.29,15.58,130.7,-230.34,13.01
129.15,2.29,16.25,130.26,-230.5,13.26
129.2,2.29,16.57,130.04,-230.23,13.52
129.25,2.29,17.16,129.81,-229.28,13.76
129.3,2.3,17.75,129.81,-227.68,13.99
129.35,2.3,17.98,129.81,-225.85,14.32
129.4,2.3,17.35,129.81,-224.24,14.75
129.45,2.32,16.47,129.81,-223.05,15.21
129.5,2.33,15.56,130.04,-222.25,15.48
129.55,2.34,15.41,130.04,-221.71,15.48
129.6,2.35,15.39,130.26,-221.53,15.24
129.65,2.36,15.96,130.48,-221.75,14.92
129.7,2.36,16.87,130.7,-222.3,14.62
129.75,2.35,18.17,130.7,-222.81,14.37
129.8,2.34,19.41,130.92,-223.12,14.18
129.85,2.34,19.92,131.15,-223.17,14.03
129.9,2.35,20.06,131.15,-223.18,13.88
129.95,2.35,20,131.37,-223.26,13.76
130,2.36,20.61,131.37,-223.51,13.66
130.05,2.36,21.12,131.59,-223.92,13.58
130.1,2.35,21.55,131.81,-224.67,13.56
130.15,2.34,21.33,131.81,-225.89,13.59
130.2,2.33,21.38,132.03,-227.66,13.66
130.25,2.33,21.14,132.03,-229.76,13.76
130.3,2.33,20.7,131.81,-231.81,13.85
130.35,2.33,19.97,131.59,-233.37,13.93
130.4,2.33,19.33,131.59,-234.07,13.96
130.45,2.32,18.66,131.59,-233.69,13.94
130.5,2.31,18,131.59,-232.26,13.89
130.55,2.3,17.53,131.59,-230.34,13.87
130.6,2.3,17.31,131.59,-228.55,13.97
130.65,2.31,17.37,132.03,-227.6,14.19
130.7,2.31,17.54,132.26,-227.43,14.5
130.75,2.32,17.58,132.03,-227.7,14.79
130.8,2.32,17.62,132.26,-227.69,14.99
130.85,2.32,17.64,132.48,-227.09,15.01
130.9,2.33,17.85,132.48,-225.92,14.86
130.95,2.33,18.3,131.59,-224.58,14.55
131,2.33,19.23,131.37,-223.4,14.21
131.05,2.32,20.51,131.81,-222.5,13.93
131.1,2.31,21.55,132.03,-221.87,13.79
131.15,2.3,22.41,132.03,-221.45,13.78
131.2,2.3,23.19,131.81,-221.48,13.84
131.25,2.3,23.52,131.59,-222.16,13.93
131.3,2.29,23.54,131.59,-223.78,13.99
131.35,2.29,23.21,131.37,-226.16,14.03
131.4,2.29,23.15,131.37,-228.97,14.05
131.45,2.29,23.07,131.15,-231.5,14.06
131.5,2.28,22.25,131.15,-233.38,14.06
131.55,2.28,20.66,130.92,-234.5,14.07
131.6,2.28,17.98,130.92,-235.12,14.11
131.65,2.29,15.73,130.7,-235.48,14.23
131.7,2.29,13.54,130.7,-235.75,14.37
131.75,2.29,11.85,130.7,-235.92,14.54
131.8,2.29,10.28,130.7,-235.91,14.7
131.85,2.28,9.63,130.7,-235.62,14.9
131.9,2.28,9.38,130.7,-235.13,15.12
131.95,2.29,9.2,130.7,-234.68,15.32
132,2.3,8.72,130.7,-234.72,15.36
132.05,2.31,8.38,130.7,-235.54,15.22
132.1,2.31,8.42,130.7,-237.19,14.95
132.15,2.32,8.76,130.7,-239.26,14.75
132.2,2.33,9.24,130.7,-241.11,14.66
132.25,2.35,9.6,130.7,-241.99,14.68
132.3,2.37,9.37,130.92,-241.54,14.73
132.35,2.39,8.79,130.92,-239.92,14.83
132.4,2.41,8.03,130.92,-237.79,14.99
132.45,2.41,7.57,131.15,-235.75,15.23
132.5,2.41,7.52,131.37,-234.1,15.58
132.55,2.4,7.62,131.59,-232.81,16.04
132.6,2.4,8.03,131.37,-231.77,16.62
132.65,2.4,8.53,130.92,-231,17.24
132.7,2.4,9.31,130.7,-230.59,17.85
132.75,2.4,9.97,131.15,-230.72,18.31
132.8,2.39,10.66,131.37,-231.38,18.65
132.85,2.38,11.53,131.59,-232.38,18.88
132.9,2.36,12.44,132.03,-233.21,19.07
132.95,2.34,13.19,133.14,-233.44,19.21
133,2.33,13.73,134.48,-232.89,19.27
133.05,2.32,14.18,135.36,-231.9,19.25
133.1,2.32,14.58,135.36,-231.04,19.15
133.15,2.31,14.95,135.14,-230.85,18.99
133.2,2.31,14.91,134.25,-231.52,18.79
133.25,2.3,14.77,133.14,-232.82,18.45
133.3,2.3,14.34,132.7,-234.21,17.85
133.35,2.3,13.82,132.48,-235.24,17.03
133.4,2.29,13.03,132.03,-235.63,16.15
133.45,2.29,12.17,131.59,-235.19,15.36
133.5,2.3,12.04,131.81,-233.81,14.77
133.55,2.3,11.84,132.26,-231.4,14.41
133.6,2.3,11.78,132.7,-228.38,14.3
133.65,2.3,11.32,133.14,-225.3,14.39
133.7,2.3,10.82,133.14,-223.07,14.62
133.75,2.29,10.23,133.37,-222.16,14.93
133.8,2.28,9.61,133.37,-222.71,15.26
133.85,2.27,9.17,133.14,-224.15,15.55
133.9,2.26,8.76,133.14,-225.87,15.8
133.95,2.25,8.39,133.14,-227.3,15.97
134,2.25,8.43,133.37,-228.3,16.08
134.05,2.24,8.16,133.14,-228.95,16.13
134.1,2.24,7.92,133.14,-229.41,16.17
134.15,2.24,8.02,133.37,-229.77,16.2
134.2,2.24,8.59,133.59,-230.02,16.23
134.25,2.23,9.32,133.81,-230.24,16.24
134.3,2.23,9.98,134.25,-230.52,16.26
134.35,2.24,11.06,134.7,-231.05,16.26
134.4,2.24,12.21,134.92,-231.83,16.24
134.45,2.24,13.25,135.14,-232.82,16.21
134.5,2.25,14.09,135.14,-233.78,16.19
134.55,2.26,14.87,134.92,-234.6,16.21
134.6,2.27,15.19,134.48,-235.09,16.25
134.65,2.27,15.41,134.03,-235.19,16.29
134.7,2.27,15.12,133.14,-234.87,16.29
134.75,2.27,14.91,132.92,-234.33,16.24
134.8,2.28,14.21,133.59,-233.77,16.15
134.85,2.28,13.42,134.7,-233.41,16.06
134.9,2.29,12.53,135.36,-233.11,15.97
134.95,2.29,11.79,135.59,-232.66,15.81
135,2.3,11.66,135.36,-231.76,15.58
135.05,2.3,11.49,135.36,-230.76,15.29
135.1,2.3,11.43,135.59,-230.03,15.02
135.15,2.3,11.38,135.81,-230.33,14.81
135.2,2.29,11.56,135.81,-231.61,14.72
135.25,2.28,11.79,136.03,-233.77,14.72
135.3,2.28,11.87,135.81,-236.03,14.75
135.35,2.29,11.73,135.81,-238.02,14.72
135.4,2.29,11.92,135.36,-239.27,14.62
135.45,2.3,12.13,134.7,-239.77,14.49
135.5,2.3,12.61,134.25,-239.5,14.39
135.55,2.3,12.15,134.25,-238.59,14.37
135.6,2.29,11.55,134.25,-237.29,14.42
135.65,2.29,10.74,134.25,-235.94,14.52
135.7,2.29,10.46,134.03,-235.1,14.67
135.75,2.29,10.04,133.81,-235.05,14.84
135.8,2.3,9.7,133.81,-235.86,15.01
135.85,2.3,9.75,133.59,-236.97,15.15
135.9,2.3,10.29,133.59,-237.93,15.22
135.95,2.29,11.01,133.59,-238.25,15.25
136,2.29,11.06,133.59,-238.03,15.23
136.05,2.3,10.61,133.59,-237.42,15.22
136.1,2.3,10.34,133.59,-236.75,15.2
136.15,2.31,10.39,133.37,-236.22,15.18
136.2,2.32,10.95,133.37,-235.93,15.15
136.25,2.32,10.87,133.14,-235.88,15.09
136.3,2.32,10.96,133.14,-235.91,15.04
136.35,2.33,10.77,132.92,-235.94,14.99
136.4,2.34,10.75,132.92,-235.92,14.97
136.45,2.35,10.5,132.7,-235.92,14.96
136.5,2.36,10.65,132.7,-236.02,14.93
136.55,2.37,11.03,132.7,-236.21,14.89
136.6,2.38,11.54,132.7,-236.44,14.82
136.65,2.38,11.31,132.7,-236.61,14.75
136.7,2.39,11.17,132.92,-236.67,14.66
136.75,2.4,10.9,133.14,-236.61,14.58
136.8,2.41,11.01,133.37,-236.57,14.52
136.85,2.41,10.78,133.37,-236.69,14.53
136.9,2.42,10.36,133.37,-237.14,14.57
136.95,2.43,9.83,133.14,-237.9,14.64
137,2.43,9.64,133.14,-238.83,14.68
137.05,2.43,9.69,133.59,-239.64,14.67
137.1,2.43,9.87,134.25,-239.95,14.56
137.15,2.44,9.91,134.92,-239.57,14.36
137.2,2.44,10.16,135.81,-238.54,14.03
137.25,2.44,10.01,136.25,-237.22,13.65
137.3,2.43,9.83,136.47,-236,13.33
137.35,2.42,9.17,136.47,-235.22,13.16
137.4,2.41,9.2,136.47,-235.02,13.16
137.45,2.4,9.27,136.7,-235.29,13.25
137.5,2.39,9.7,136.7,-235.69,13.33
137.55,2.38,9.39,136.7,-235.82,13.42
137.6,2.36,8.82,136.47,-235.4,13.59
137.65,2.34,8.04,136.25,-234.46,13.91
137.7,2.33,7.57,135.81,-233.19,14.38
137.75,2.32,7.32,135.81,-231.93,14.95
137.8,2.31,7.58,135.59,-231.06,15.55
137.85,2.3,7.98,135.14,-230.96,16.04
137.9,2.3,8.51,134.25,-231.84,16.28
137.95,2.31,8.5,133.37,-233.58,16.26
138,2.31,8.2,132.03,-235.74,16.12
138.05,2.32,7.74,130.92,-237.74,15.94
138.1,2.33,7.59,130.48,-239.23,15.8
138.15,2.35,7.67,130.26,-240.12,15.68
138.2,2.36,7.65,130.04,-240.65,15.6
138.25,2.38,7.46,129.81,-241.04,15.55
138.3,2.38,7.22,129.81,-241.51,15.49
138.35,2.39,7.14,129.81,-242.08,15.43
138.4,2.39,7.07,129.81,-242.66,15.34
138.45,2.39,7.04,129.59,-243.07,15.25
138.5,2.39,7.02,129.59,-243.23,15.14
138.55,2.39,7.21,129.59,-243.19,15
138.6,2.38,7.45,129.59,-243.16,14.82
138.65,2.38,7.73,129.81,-243.36,14.59
138.7,2.36,7.84,129.81,-243.92,14.29
138.75,2.35,7.91,129.81,-244.74,13.99
138.8,2.33,8.35,129.81,-245.64,13.75
138.85,2.31,9.05,129.81,-246.41,13.63
138.9,2.31,10.08,129.81,-246.98,13.64
138.95,2.29,10.83,129.81,-247.2,13.75
139,2.29,11.78,129.81,-246.84,13.9
139.05,2.28,12.12,129.59,-245.51,14.04
139.1,2.27,12.38,129.59,-242.87,14.16
139.15,2.27,12.3,129.59,-239.01,14.26
139.2,2.27,12.54,129.59,-234.32,14.35
139.25,2.27,12.77,129.59,-229.86,14.41
139.3,2.28,12.66,129.59,-226.48,14.46
139.35,2.27,12.29,129.59,-224.96,14.52
139.4,2.27,11.79,129.81,-225.1,14.59
139.45,2.26,11.42,130.04,-226.55,14.68
139.5,2.26,10.64,130.26,-228.5,14.78
139.55,2.26,9.41,130.26,-230.71,14.89
139.6,2.25,8.21,130.04,-233.06,15.02
139.65,2.25,7.52,129.37,-235.76,15.16
139.7,2.25,7.15,128.7,-238.83,15.32
139.75,2.25,6.73,128.26,-242.11,15.47
139.8,2.25,6.38,128.04,-245.25,15.59
139.85,2.25,6.62,128.04,-247.88,15.68
139.9,2.26,7.2,127.82,-249.75,15.72
139.95,2.27,7.96,127.82,-250.83,15.75
140,2.29,8.63,127.82,-251.24,15.75
140.05,2.3,9.72,128.04,-251.14,15.72
140.1,2.31,11.27,128.04,-250.62,15.66
140.15,2.33,12.8,127.82,-249.7,15.57
140.2,2.34,14.01,127.59,-248.46,15.49
140.25,2.35,15.16,128.04,-246.86,15.4
140.3,2.35,16.24,128.48,-244.86,15.3
140.35,2.35,17.08,128.7,-242.19,15.21
140.4,2.35,17.46,128.48,-238.87,15.17
140.45,2.35,17.71,128.48,-235.16,15.12
140.5,2.34,17.63,128.26,-231.78,14.98
140.55,2.34,17.47,128.26,-229.24,14.73
140.6,2.33,16.82,128.48,-227.73,14.45
140.65,2.33,16.46,128.48,-227.02,14.23
140.7,2.32,15.66,128.93,-226.82,14.13
140.75,2.32,15.22,129.15,-227.19,14.13
140.8,2.32,13.98,129.15,-228.25,14.14
140.85,2.32,13.04,128.93,-230.12,14.08
140.9,2.32,11.8,128.04,-232.31,13.92
140.95,2.31,11.17,127.82,-234.27,13.67
141,2.31,10.19,127.59,-235.49,13.42
141.05,2.31,9.67,127.59,-236.03,13.23
141.1,2.31,9.77,127.37,-236.15,13.14
141.15,2.3,10.49,127.37,-236.23,13.08
141.2,2.3,10.85,127.37,-236.36,13.07
141.25,2.29,10.87,127.37,-236.63,13.08
141.3,2.28,11.14,127.59,-236.97,13.12
141.35,2.28,11.8,127.59,-237.33,13.19
141.4,2.28,12.19,127.59,-237.59,13.3
141.45,2.27,12.2,127.59,-237.81,13.43
141.5,2.26,12.08,127.59,-238.04,13.56
141.55,2.26,12.26,127.82,-238.45,13.65
141.6,2.25,12.07,127.82,-239.2,13.75
141.65,2.24,11.26,128.04,-240.4,13.86
141.7,2.24,10.07,127.82,-242.08,14.03
141.75,2.24,9.27,127.82,-243.92,14.18
141.8,2.25,8.87,127.59,-245.39,14.31
141.85,2.25,8.63,127.37,-245.91,14.38
141.9,2.26,8.3,127.15,-245.24,14.41
141.95,2.26,8.79,126.71,-243.78,14.38
142,2.27,9.62,126.48,-242.13,14.34
142.05,2.27,10.68,126.04,-241.1,14.29
142.1,2.28,11.46,125.6,-240.99,14.26
142.15,2.28,12.03,125.15,-241.9,14.24
142.2,2.29,12.5,124.93,-243.47,14.23
142.25,2.29,12.71,124.93,-245.25,14.22
142.3,2.29,12.64,124.93,-246.85,14.24
142.35,2.28,12.67,124.93,-247.99,14.26
142.4,2.27,12.26,124.49,-248.7,14.31
142.45,2.27,11.99,124.26,-249.12,14.37
142.5,2.26,11.25,124.04,-249.49,14.45
142.55,2.26,10.45,124.04,-249.98,14.53
142.6,2.26,9.34,124.04,-250.68,14.58
142.65,2.26,8.36,124.04,-251.56,14.58
142.7,2.26,7.94,124.04,-252.4,14.56
142.75,2.25,7.66,123.82,-252.93,14.5
142.8,2.25,7.72,123.6,-252.83,14.45
142.85,2.25,7.68,123.6,-251.99,14.4
142.9,2.25,7.88,123.6,-250.55,14.36
142.95,2.26,8.11,124.04,-248.91,14.33
143,2.27,8.4,124.49,-247.44,14.32
143.05,2.28,8.7,124.71,-246.42,14.35
143.1,2.3,8.82,125.15,-245.84,14.44
143.15,2.31,8.7,126.04,-245.48,14.58
143.2,2.32,8.51,127.37,-244.97,14.72
143.25,2.33,7.84,128.26,-244.07,14.84
143.3,2.34,7.27,128.93,-242.73,14.91
143.35,2.34,6.22,128.48,-241.06,14.95
143.4,2.35,5.5,128.04,-239.09,14.98
143.45,2.35,4.74,127.15,-236.98,14.96
143.5,2.35,4.45,126.48,-235.08,14.9
143.55,2.34,4.24,126.26,-233.9,14.82
143.6,2.33,4.14,126.48,-233.76,14.79
143.65,2.32,4.88,126.71,-234.63,14.84
143.7,2.3,6.4,126.48,-236.2,14.98
143.75,2.28,8.26,126.71,-238.19,15.18
143.8,2.26,9.53,127.15,-240.48,15.41
143.85,2.25,10.96,127.82,-242.85,15.67
143.9,2.24,12.7,127.82,-244.94,15.95
143.95,2.24,14.53,127.82,-246.09,16.24
144,2.25,15.45,128.04,-246.04,16.45
144.05,2.25,15.8,128.7,-244.77,16.51
144.1,2.25,15.65,129.15,-242.86,16.37
144.15,2.26,15.49,129.15,-240.72,16.05
144.2,2.26,14.83,128.93,-238.86,15.64
144.25,2.27,13.86,128.26,-237.45,15.28
144.3,2.27,12.74,126.71,-236.74,14.98
144.35,2.27,11.92,125.6,-236.74,14.76
144.4,2.27,10.93,125.6,-237.4,14.62
144.45,2.27,9.57,126.04,-238.47,14.55
144.5,2.26,8.3,126.71,-239.79,14.55
144.55,2.25,7.57,126.93,-241.26,14.58
144.6,2.24,7.38,126.93,-242.91,14.63
144.65,2.23,7.59,127.37,-244.58,14.71
144.7,2.23,7.59,128.93,-245.89,14.81
144.75,2.22,7.64,129.81,-246.27,14.95
144.8,2.22,7.05,130.04,-245.44,15.1
144.85,2.22,6.94,129.81,-243.67,15.23
144.9,2.23,6.6,129.81,-241.72,15.31
144.95,2.23,6.51,129.81,-240.43,15.37
145,2.23,6.42,129.81,-240.27,15.38
145.05,2.23,6.79,129.81,-241.21,15.38
145.1,2.24,7.04,129.59,-242.88,15.37
145.15,2.24,7.17,129.59,-244.78,15.36
145.2,2.25,6.44,129.15,-246.52,15.35
145.25,2.25,5.72,128.48,-247.72,15.34
145.3,2.25,5.03,128.04,-248.06,15.34
145.35,2.25,4.95,127.59,-247.17,15.35
145.4,2.24,5.4,127.15,-245.04,15.38
145.45,2.23,6.47,127.15,-241.91,15.41
145.5,2.22,7.57,126.93,-238.69,15.41
145.55,2.22,8.41,126.48,-236.16,15.38
145.6,2.22,8.4,126.04,-235.23,15.33
145.65,2.21,8.76,125.37,-235.96,15.27
145.7,2.21,9.63,124.93,-238.15,15.22
145.75,2.21,10.88,124.71,-240.87,15.18
145.8,2.2,12.1,124.93,-243.42,15.17
145.85,2.2,13,124.93,-245.23,15.18
145.9,2.2,13.82,124.71,-246.33,15.22
145.95,2.21,13.96,124.49,-246.9,15.24
146,2.22,13.96,124.26,-247.13,15.3
146.05,2.22,14.18,123.82,-246.97,15.34
146.1,2.23,14.83,123.6,-246.45,15.4
146.15,2.24,15.2,123.6,-245.59,15.44
146.2,2.25,15.01,123.6,-244.6,15.47
146.25,2.26,14.04,123.6,-243.63,15.5
146.3,2.26,13.01,123.6,-242.89,15.53
146.35,2.26,12.01,123.82,-242.66,15.56
146.4,2.26,11.6,123.82,-243.25,15.6
146.45,2.26,11.32,124.04,-244.77,15.63
146.5,2.26,10.99,124.04,-247,15.68
146.55,2.27,10.26,124.04,-249.52,15.73
146.6,2.27,9.05,124.04,-251.74,15.77
146.65,2.26,7.86,124.04,-253.06,15.8
146.7,2.25,6.98,124.04,-252.88,15.83
146.75,2.25,6.77,123.82,-251.14,15.87
146.8,2.25,6.75,123.6,-248.28,15.86
146.85,2.25,7.1,123.38,-245.21,15.8
146.9,2.25,7.37,123.15,-242.57,15.68
146.95,2.25,7.7,122.93,-240.38,15.55
147,2.25,7.81,123.15,-238.28,15.42
147.05,2.25,8.1,123.38,-235.88,15.36
147.1,2.25,8.38,123.38,-233.19,15.35
147.15,2.24,8.3,123.38,-230.44,15.39
147.2,2.24,8.14,123.82,-228.09,15.44
147.25,2.24,7.89,124.26,-226.73,15.49
147.3,2.24,8.01,124.49,-226.84,15.53
147.35,2.24,7.78,124.71,-228.59,15.52
147.4,2.24,7.96,124.93,-231.57,15.48
147.45,2.24,7.95,124.93,-235.13,15.43
147.5,2.24,8.18,124.93,-238.58,15.41
147.55,2.24,8.03,124.93,-241.5,15.39
147.6,2.25,8.04,124.93,-243.65,15.41
147.65,2.25,8.41,124.93,-244.99,15.46
147.7,2.26,8.89,125.15,-245.72,15.54
147.75,2.26,9.46,125.6,-246.27,15.65
147.8,2.25,10.07,125.6,-246.87,15.81
147.85,2.25,10.71,125.6,-247.61,15.97
147.9,2.25,11.36,125.6,-248.34,16.12
147.95,2.26,11.21,125.6,-248.95,16.23
148,2.26,11.11,125.6,-249.27,16.29
148.05,2.26,10.67,125.37,-249.28,16.3
148.1,2.25,10.56,124.93,-249.05,16.25
148.15,2.25,10.24,124.71,-248.86,16.18
148.2,2.25,10.56,124.71,-248.9,16.13
148.25,2.25,10.76,124.71,-249.28,16.12
148.3,2.25,11.06,124.26,-249.89,16.14
148.35,2.26,10.77,124.04,-250.72,16.16
