date,Den,Res,Cal,SP,Ng
1997/3/25 9:00,2.31,12.65,163.56,-144.59,12.23
1997/3/25 10:00,2.32,12.53,163.34,-144.28,12.59
1997/3/25 11:00,2.33,12.41,162.89,-143.71,12.76
1997/3/25 12:00,2.32,12.37,162,-142.95,12.87
1997/3/25 13:00,2.32,12.45,161.56,-142.15,12.73
1997/3/25 14:00,2.31,12.63,161.56,-141.44,12.12
1997/3/25 15:00,2.3,12.9,162,-140.86,11.37
1997/3/25 16:00,2.3,13.18,163.11,-140.36,10.7
1997/3/25 17:00,2.29,13.49,164,-139.87,10.41
1997/3/25 18:00,2.27,13.81,164.67,-139.36,10.22
1997/3/25 19:00,2.26,14.21,164.67,-138.88,9.73
1997/3/25 20:00,2.25,14.65,164.45,-138.59,8.99
1997/3/25 21:00,2.25,15.14,164.67,-138.56,8.14
1997/3/25 22:00,2.24,15.46,165.11,-138.77,7.63
1997/3/25 23:00,2.24,15.5,165.11,-139.06,7.15
1997/3/26 0:00,2.24,15.17,165.11,-139.26,6.76
1997/3/26 1:00,2.24,14.66,164.89,-139.32,6.38
1997/3/26 2:00,2.24,14.22,164.45,-139.28,6.43
1997/3/26 3:00,2.24,13.99,164,-139.37,6.56
1997/3/26 4:00,2.23,14.06,164,-139.72,6.8
1997/3/26 5:00,2.24,14.35,164.22,-140.42,7.07
1997/3/26 6:00,2.25,14.81,164.67,-141.35,7.37
1997/3/26 7:00,2.25,15.23,164.89,-142.38,7.89
1997/3/26 8:00,2.25,15.47,165.33,-143.39,8.25
1997/3/26 9:00,2.25,15.45,165.78,-144.37,8.63
1997/3/26 10:00,2.25,15.22,166,-145.27,8.78
1997/3/26 11:00,2.25,14.89,166.22,-146.1,9.08
1997/3/26 12:00,2.25,14.5,165.56,-146.87,9.37
1997/3/26 13:00,2.25,14.15,164.22,-147.59,9.69
1997/3/26 14:00,2.26,13.8,163.56,-148.27,9.81
1997/3/26 15:00,2.27,13.47,162.89,-148.83,10.1
1997/3/26 16:00,2.27,13.15,162.89,-149.25,10.38
1997/3/26 17:00,2.27,12.87,163.78,-149.53,10.7
1997/3/26 18:00,2.27,12.64,164.89,-149.77,10.82
1997/3/26 19:00,2.28,12.46,166,-149.98,10.9
1997/3/26 20:00,2.29,12.34,166.22,-150.14,10.74
1997/3/26 21:00,2.29,12.3,166.44,-150.15,10.33
1997/3/26 22:00,2.3,12.3,166.22,-149.88,9.82
1997/3/26 23:00,2.31,12.36,166.22,-149.29,9.23
1997/3/27 0:00,2.31,12.44,166.22,-148.46,9.01
1997/3/27 1:00,2.32,12.58,166,-147.5,8.85
1997/3/27 2:00,2.33,12.76,166,-146.55,8.77
1997/3/27 3:00,2.34,13.05,166,-145.72,8.12
1997/3/27 4:00,2.37,13.39,166,-145.06,7.38
1997/3/27 5:00,2.39,13.81,166,-144.64,6.5
1997/3/27 6:00,2.41,14.23,165.78,-144.45,5.98
1997/3/27 7:00,2.42,14.69,165.33,-144.47,5.5
1997/3/27 8:00,2.43,15.16,164,-144.62,5.09
1997/3/27 9:00,2.45,15.71,163.11,-144.75,4.92
1997/3/27 10:00,2.47,16.31,164.45,-144.66,4.8
1997/3/27 11:00,2.49,16.99,166.67,-144.28,5.14
1997/3/27 12:00,2.48,17.66,168,-143.69,4.99
1997/3/27 13:00,2.48,18.34,166.89,-143.16,4.83
1997/3/27 14:00,2.47,19.12,164.22,-142.92,4.36
1997/3/27 15:00,2.48,20.31,163.11,-143.09,4.24
1997/3/27 16:00,2.47,22.11,162.45,-143.64,4.12
1997/3/27 17:00,2.47,24.85,161.78,-144.46,3.87
1997/3/27 18:00,2.45,27.79,160.01,-145.44,3.6
1997/3/27 19:00,2.44,30.39,158.67,-146.41,3.49
1997/3/27 20:00,2.42,32.24,158.23,-147.24,3.62
1997/3/27 21:00,2.42,34.09,158.23,-147.82,3.62
1997/3/27 22:00,2.42,36.58,158.01,-148.16,3.45
1997/3/27 23:00,2.42,38.93,157.79,-148.35,3.21
1997/3/28 0:00,2.42,39.95,157.12,-148.47,3.33
1997/3/28 1:00,2.41,38.7,156.45,-148.58,3.91
1997/3/28 2:00,2.4,35.7,156.23,-148.62,4.65
1997/3/28 3:00,2.39,31.55,156.01,-148.54,5.91
1997/3/28 4:00,2.37,27.36,155.79,-148.29,7.31
1997/3/28 5:00,2.36,23.71,155.79,-147.94,8.85
1997/3/28 6:00,2.35,21.41,155.57,-147.51,10.23
1997/3/28 7:00,2.34,20.2,155.12,-147.01,11.22
1997/3/28 8:00,2.34,19.77,154.9,-146.47,12.09
1997/3/28 9:00,2.33,19.61,154.68,-145.95,12.86
1997/3/28 10:00,2.32,19.43,154.9,-145.53,13.59
1997/3/28 11:00,2.32,19.22,156.01,-145.29,14.29
1997/3/28 12:00,2.32,18.91,156.9,-145.3,14.58
1997/3/28 13:00,2.32,18.46,158.23,-145.58,14.57
1997/3/28 14:00,2.33,17.85,158.9,-146.02,14.03
1997/3/28 15:00,2.34,17.02,159.56,-146.5,13.32
1997/3/28 16:00,2.35,16.07,160.23,-146.79,12.47
1997/3/28 17:00,2.35,15.05,160.89,-146.83,11.56
1997/3/28 18:00,2.34,14.18,161.78,-146.58,10.61
1997/3/28 19:00,2.34,13.51,162.45,-146.14,9.63
1997/3/28 20:00,2.34,13.12,161.78,-145.52,9.25
1997/3/28 21:00,2.34,12.91,160.67,-144.78,8.98
1997/3/28 22:00,2.34,12.75,160.01,-143.95,8.85
1997/3/28 23:00,2.34,12.55,159.78,-143.23,8.56
1997/3/29 0:00,2.34,12.31,159.12,-142.77,8.48
1997/3/29 1:00,2.34,12.1,159.12,-142.75,8.61
1997/3/29 2:00,2.33,11.97,159.34,-143.12,8.62
1997/3/29 3:00,2.33,11.91,160.45,-143.76,8.45
1997/3/29 4:00,2.34,11.9,161.56,-144.44,8.21
1997/3/29 5:00,2.34,11.96,162.67,-145.04,8.13
1997/3/29 6:00,2.35,12.11,162.89,-145.5,8.27
1997/3/29 7:00,2.35,12.45,162.45,-145.85,8.48
1997/3/29 8:00,2.36,12.98,161.56,-146.14,8.15
1997/3/29 9:00,2.36,13.71,161.12,-146.46,7.73
1997/3/29 10:00,2.36,14.53,161.78,-146.86,7.18
1997/3/29 11:00,2.36,15.33,162.89,-147.35,7.18
1997/3/29 12:00,2.37,16.04,163.56,-147.87,6.67
1997/3/29 13:00,2.37,16.66,163.78,-148.33,6.17
1997/3/29 14:00,2.38,17.26,163.78,-148.63,5.77
1997/3/29 15:00,2.38,17.95,163.78,-148.74,5.99
1997/3/29 16:00,2.38,18.65,163.78,-148.68,6.35
1997/3/29 17:00,2.39,19.3,163.78,-148.49,6.47
1997/3/29 18:00,2.39,19.72,163.34,-148.04,6.36
1997/3/29 19:00,2.39,19.94,162.67,-147.25,6.37
1997/3/29 20:00,2.4,19.96,162.23,-146.04,6.55
1997/3/29 21:00,2.41,19.83,162,-144.62,6.58
1997/3/29 22:00,2.41,19.59,161.56,-143.26,6.23
1997/3/29 23:00,2.41,19.29,161.12,-142.39,5.76
1997/3/30 0:00,2.41,19,160.45,-142.15,5.6
1997/3/30 1:00,2.41,18.71,160.01,-142.51,5.47
1997/3/30 2:00,2.41,18.43,159.56,-143.25,5.41
1997/3/30 3:00,2.41,18.16,159.12,-144.24,4.98
1997/3/30 4:00,2.41,17.97,158.9,-145.33,5.48
1997/3/30 5:00,2.41,17.87,159.12,-146.47,6.29
1997/3/30 6:00,2.41,17.84,159.34,-147.51,7.55
1997/3/30 7:00,2.4,17.93,159.78,-148.37,8.37
1997/3/30 8:00,2.4,18.14,159.78,-148.99,8.99
1997/3/30 9:00,2.4,18.53,159.78,-149.39,9.67
1997/3/30 10:00,2.4,18.97,159.56,-149.65,10.53
1997/3/30 11:00,2.4,19.46,159.56,-149.79,11.44
1997/3/30 12:00,2.39,19.86,159.56,-149.82,12.39
1997/3/30 13:00,2.38,20.18,159.56,-149.62,13.17
1997/3/30 14:00,2.38,20.31,159.56,-149.19,13.91
1997/3/30 15:00,2.38,20.21,159.56,-148.53,14.82
1997/3/30 16:00,2.39,19.91,159.56,-148.03,15.15
1997/3/30 17:00,2.4,19.39,159.56,-147.91,15.39
1997/3/30 18:00,2.42,18.74,159.78,-148.43,14.91
1997/3/30 19:00,2.42,18,160.67,-149.28,14.46
1997/3/30 20:00,2.43,17.37,161.78,-150.14,13.87
1997/3/30 21:00,2.44,16.95,164.89,-150.53,13.87
1997/3/30 22:00,2.45,16.84,168.89,-150.36,14.15
1997/3/30 23:00,2.47,16.95,172.66,-149.79,14.6
1997/3/31 0:00,2.48,17.35,171.55,-149.26,14.55
1997/3/31 1:00,2.49,17.91,168.22,-149.22,14.43
1997/3/31 2:00,2.48,18.75,168,-149.85,14
1997/3/31 3:00,2.48,19.83,168.66,-151.14,13.69
1997/3/31 4:00,2.47,21.44,170.88,-152.7,13.34
1997/3/31 5:00,2.46,23.44,172.88,-154.09,13.2
1997/3/31 6:00,2.45,25.85,170.66,-154.91,13.11
1997/3/31 7:00,2.44,27.99,165.78,-155.03,13.46
1997/3/31 8:00,2.42,29.47,164.22,-154.58,13.71
1997/3/31 9:00,2.41,29.96,163.34,-153.88,14.04
1997/3/31 10:00,2.4,29.66,163.34,-153.29,14.15
1997/3/31 11:00,2.4,29.14,162.89,-153.07,14.44
1997/3/31 12:00,2.4,28.71,162.45,-153.3,14.92
1997/3/31 13:00,2.41,28.56,161.78,-153.93,15.27
1997/3/31 14:00,2.41,28.38,161.34,-154.76,15.64
1997/3/31 15:00,2.41,28.06,160.67,-155.59,15.58
1997/3/31 16:00,2.41,27.45,160.23,-156.23,15.44
1997/3/31 17:00,2.41,26.67,160.01,-156.64,15.21
1997/3/31 18:00,2.41,25.69,159.78,-156.83,14.53
1997/3/31 19:00,2.41,24.77,159.78,-156.91,13.75
1997/3/31 20:00,2.4,23.95,159.78,-156.92,13.26
1997/3/31 21:00,2.4,23.32,160.01,-156.93,12.8
1997/3/31 22:00,2.4,22.74,160.01,-156.97,12.21
1997/3/31 23:00,2.41,22.12,160.23,-157.07,11.2
1997/4/1 0:00,2.41,21.46,160.45,-157.2,10.48
1997/4/1 1:00,2.41,20.81,160.89,-157.18,9.74
1997/4/1 2:00,2.41,20.26,161.78,-156.74,9.04
1997/4/1 3:00,2.41,19.8,162.67,-155.7,8.76
1997/4/1 4:00,2.41,19.43,161.56,-154.16,8.76
1997/4/1 5:00,2.42,19.05,159.78,-152.48,8.9
1997/4/1 6:00,2.42,18.62,158.9,-151.22,9.13
1997/4/1 7:00,2.43,18.13,159.34,-150.74,9.41
1997/4/1 8:00,2.44,17.61,160.23,-151.13,9.11
1997/4/1 9:00,2.44,17.24,159.78,-152.18,8.9
1997/4/1 10:00,2.44,17.11,156.68,-153.65,8.6
1997/4/1 11:00,2.43,17.26,154.9,-155.28,9.3
1997/4/1 12:00,2.43,17.56,154.01,-156.92,9.78
1997/4/1 13:00,2.41,17.89,154.01,-158.36,10.62
1997/4/1 14:00,2.4,18.2,154.01,-159.37,11.08
1997/4/1 15:00,2.4,18.45,153.79,-159.7,11.34
1997/4/1 16:00,2.39,18.62,153.79,-159.31,11.08
1997/4/1 17:00,2.38,18.66,153.79,-158.39,10.69
1997/4/1 18:00,2.37,18.58,153.57,-157.31,10.35
1997/4/1 19:00,2.37,18.34,153.35,-156.42,10.01
1997/4/1 20:00,2.36,18.06,152.9,-155.82,9.67
1997/4/1 21:00,2.36,17.91,152.68,-155.35,9.14
1997/4/1 22:00,2.36,18,152.46,-154.81,8.76
1997/4/1 23:00,2.36,18.3,152.46,-154.15,8.18
1997/4/2 0:00,2.36,18.59,152.24,-153.49,7.79
1997/4/2 1:00,2.36,18.74,152.24,-153.05,7.19
1997/4/2 2:00,2.36,18.75,152.24,-153,6.8
1997/4/2 3:00,2.36,18.81,152.24,-153.43,6.8
1997/4/2 4:00,2.36,19,152.24,-154.25,7.92
1997/4/2 5:00,2.36,19.25,152.24,-155.36,9.34
1997/4/2 6:00,2.37,19.33,152.24,-156.52,11.05
1997/4/2 7:00,2.37,19.18,152.24,-157.58,12.28
1997/4/2 8:00,2.38,18.96,152.46,-158.52,13.67
1997/4/2 9:00,2.38,18.95,152.46,-159.41,14.59
1997/4/2 10:00,2.39,19.25,152.46,-160.36,15.05
1997/4/2 11:00,2.39,19.67,152.46,-161.37,15.33
1997/4/2 12:00,2.39,19.91,152.46,-162.3,15.48
1997/4/2 13:00,2.4,19.81,152.68,-162.95,16.16
1997/4/2 14:00,2.4,19.57,152.9,-163.17,16.73
1997/4/2 15:00,2.4,19.47,153.12,-162.98,17.38
1997/4/2 16:00,2.39,19.82,153.79,-162.46,17.42
1997/4/2 17:00,2.39,20.52,154.46,-161.76,17.16
1997/4/2 18:00,2.38,21.39,154.68,-161.03,16.72
1997/4/2 19:00,2.37,22.16,154.46,-160.39,16.98
1997/4/2 20:00,2.37,22.72,154.46,-160,17.34
1997/4/2 21:00,2.37,23.11,154.23,-159.9,17.66
1997/4/2 22:00,2.36,23.4,154.46,-160.1,17.4
1997/4/2 23:00,2.35,23.63,154.68,-160.51,17.41
1997/4/3 0:00,2.35,23.77,154.68,-161.01,17.36
1997/4/3 1:00,2.34,23.67,154.68,-161.49,17.36
1997/4/3 2:00,2.35,23.28,154.9,-161.92,16.74
1997/4/3 3:00,2.35,22.65,154.9,-162.31,16.02
1997/4/3 4:00,2.35,22,154.9,-162.63,15.15
1997/4/3 5:00,2.35,21.44,154.9,-162.87,14.63
1997/4/3 6:00,2.34,20.96,154.9,-162.93,14.16
1997/4/3 7:00,2.34,20.45,154.9,-162.79,13.76
1997/4/3 8:00,2.33,19.92,154.9,-162.46,13.18
1997/4/3 9:00,2.33,19.44,154.68,-162.08,12.99
1997/4/3 10:00,2.32,19.11,154.68,-161.88,12.83
1997/4/3 11:00,2.33,18.9,154.9,-162.07,12.77
1997/4/3 12:00,2.34,18.72,155.12,-162.74,12.12
1997/4/3 13:00,2.34,18.56,155.57,-163.69,11.78
1997/4/3 14:00,2.35,18.54,155.79,-164.6,11.58
1997/4/3 15:00,2.37,18.7,155.79,-165.11,11.67
1997/4/3 16:00,2.38,19.07,155.79,-165.07,11.25
1997/4/3 17:00,2.38,19.52,156.01,-164.47,10.78
1997/4/3 18:00,2.38,20.15,156.01,-163.55,10.21
1997/4/3 19:00,2.38,20.89,156.01,-162.53,10.2
1997/4/3 20:00,2.39,21.7,156.01,-161.69,10.28
1997/4/3 21:00,2.39,22.36,156.23,-161.14,10.7
1997/4/3 22:00,2.39,22.81,156.45,-161.04,10.8
1997/4/3 23:00,2.39,23.1,156.23,-161.35,10.9
1997/4/4 0:00,2.39,23.35,156.23,-162.06,10.94
1997/4/4 1:00,2.39,23.64,156.45,-162.87,10.77
1997/4/4 2:00,2.39,23.91,156.45,-163.5,10.54
1997/4/4 3:00,2.39,24.02,156.68,-163.55,10.46
1997/4/4 4:00,2.39,23.94,156.68,-162.93,10.8
1997/4/4 5:00,2.4,23.65,156.9,-161.64,11.25
1997/4/4 6:00,2.4,23.28,156.9,-160.01,12.21
1997/4/4 7:00,2.39,22.88,157.34,-158.33,12.89
1997/4/4 8:00,2.39,22.55,157.34,-156.94,14.22
1997/4/4 9:00,2.4,22.33,157.56,-155.98,15.02
1997/4/4 10:00,2.4,22.26,157.56,-155.48,16.25
1997/4/4 11:00,2.41,22.32,157.56,-155.42,17.05
1997/4/4 12:00,2.4,22.46,157.79,-155.78,17.86
1997/4/4 13:00,2.4,22.6,158.01,-156.63,18.38
1997/4/4 14:00,2.39,22.73,158.23,-157.93,18.25
1997/4/4 15:00,2.39,22.9,158.23,-159.62,17.93
1997/4/4 16:00,2.38,23.27,158.23,-161.47,17.24
1997/4/4 17:00,2.37,23.86,158.23,-163.32,16.83
1997/4/4 18:00,2.38,24.57,158.23,-164.93,15.41
1997/4/4 19:00,2.38,25.16,158.23,-166.16,14.25
1997/4/4 20:00,2.38,25.58,158.01,-166.93,12.93
1997/4/4 21:00,2.38,25.77,157.79,-167.27,12.64
1997/4/4 22:00,2.38,25.82,157.56,-167.34,12.11
1997/4/4 23:00,2.38,25.82,157.34,-167.25,11.95
1997/4/5 0:00,2.37,25.89,156.9,-167.11,11.81
1997/4/5 1:00,2.37,26.09,156.45,-166.92,12.35
1997/4/5 2:00,2.37,26.4,156.01,-166.62,13.03
1997/4/5 3:00,2.36,26.62,155.57,-166.1,13.88
1997/4/5 4:00,2.36,26.6,155.12,-165.31,14.58
1997/4/5 5:00,2.36,26.31,154.9,-164.25,15.49
1997/4/5 6:00,2.37,25.88,154.9,-163.03,16.42
1997/4/5 7:00,2.37,25.47,154.68,-161.81,16.98
1997/4/5 8:00,2.37,25.2,154.46,-160.74,16.48
1997/4/5 9:00,2.37,25.07,154.01,-159.93,15.89
1997/4/5 10:00,2.38,25.06,153.79,-159.44,15.27
1997/4/5 11:00,2.39,25.16,153.35,-159.27,15.23
1997/4/5 12:00,2.4,25.3,153.35,-159.41,14.7
1997/4/5 13:00,2.41,25.45,153.12,-159.96,14.19
1997/4/5 14:00,2.42,25.5,153.12,-160.94,13.78
1997/4/5 15:00,2.43,25.51,153.12,-162.31,13.59
1997/4/5 16:00,2.44,25.51,152.9,-163.78,13.47
1997/4/5 17:00,2.45,25.56,152.9,-165.1,13.21
1997/4/5 18:00,2.46,25.62,152.9,-166.08,13.34
1997/4/5 19:00,2.47,25.63,153.12,-166.72,13.51
1997/4/5 20:00,2.48,25.54,153.12,-166.98,13.77
1997/4/5 21:00,2.49,25.27,153.12,-166.85,14.46
1997/4/5 22:00,2.5,24.84,154.01,-166.28,14.85
1997/4/5 23:00,2.51,24.4,154.68,-165.38,15.26
1997/4/6 0:00,2.51,24.3,155.12,-164.23,15.42
1997/4/6 1:00,2.51,24.65,155.34,-163,16.14
1997/4/6 2:00,2.51,25.41,155.79,-161.81,16.91
1997/4/6 3:00,2.52,26.26,156.23,-160.88,17.41
1997/4/6 4:00,2.52,27.17,156.68,-160.33,17.66
1997/4/6 5:00,2.52,28.08,157.34,-160.32,17.82
1997/4/6 6:00,2.52,28.96,158.01,-160.72,18.3
1997/4/6 7:00,2.52,29.6,158.9,-161.4,18.82
1997/4/6 8:00,2.51,29.92,159.34,-162.13,19.42
1997/4/6 9:00,2.49,30.03,160.23,-162.81,19.05
1997/4/6 10:00,2.47,30.16,161.34,-163.35,18.5
1997/4/6 11:00,2.45,30.38,163.11,-163.72,17.71
1997/4/6 12:00,2.44,30.66,164,-163.84,17.04
1997/4/6 13:00,2.43,30.83,164.67,-163.67,16.15
1997/4/6 14:00,2.43,30.63,164.45,-163.22,15.24
1997/4/6 15:00,2.42,29.97,164.45,-162.66,14.68
1997/4/6 16:00,2.41,28.76,164.67,-162.24,14.38
1997/4/6 17:00,2.4,27.34,164.89,-162.21,14.01
1997/4/6 18:00,2.39,25.74,164.89,-162.59,13.68
1997/4/6 19:00,2.39,24.27,165.11,-163.21,13.54
1997/4/6 20:00,2.39,22.91,165.33,-163.57,13.24
1997/4/6 21:00,2.4,21.9,165.78,-163.27,12.96
1997/4/6 22:00,2.41,21.21,166,-161.98,12.64
1997/4/6 23:00,2.41,20.81,166.89,-159.93,12.52
1997/4/7 0:00,2.41,20.51,167.33,-157.51,12.43
1997/4/7 1:00,2.41,20.24,168,-155.48,11.99
1997/4/7 2:00,2.41,20.1,168.66,-154.2,11.88
1997/4/7 3:00,2.41,20.25,169.11,-153.92,11.58
1997/4/7 4:00,2.41,20.75,169.33,-154.41,11.49
1997/4/7 5:00,2.41,21.35,169.33,-155.34,10.81
1997/4/7 6:00,2.41,21.85,169.33,-156.39,10.06
1997/4/7 7:00,2.42,22.04,169.33,-157.46,9.18
1997/4/7 8:00,2.42,21.96,169.11,-158.6,8.85
1997/4/7 9:00,2.41,21.69,168.89,-159.97,8.8
1997/4/7 10:00,2.41,21.41,168.89,-161.55,8.93
1997/4/7 11:00,2.4,21.18,168.89,-163.12,9.15
1997/4/7 12:00,2.4,20.95,168.66,-164.3,9.42
1997/4/7 13:00,2.39,20.54,168.44,-164.83,9.51
1997/4/7 14:00,2.39,19.95,168.22,-164.74,9.39
1997/4/7 15:00,2.39,19.24,168,-164.32,9.58
1997/4/7 16:00,2.39,18.62,167.33,-163.85,10.19
1997/4/7 17:00,2.39,18.21,166.22,-163.5,10.96
1997/4/7 18:00,2.4,18.12,166.44,-163.28,11.83
1997/4/7 19:00,2.4,18.31,166.67,-163.2,12.96
1997/4/7 20:00,2.4,18.67,166.44,-163.24,14.16
1997/4/7 21:00,2.4,19.04,166.44,-163.41,14.82
1997/4/7 22:00,2.4,19.29,166.22,-163.67,15.2
1997/4/7 23:00,2.4,19.47,166,-163.98,15.4
1997/4/8 0:00,2.41,19.7,166,-164.25,15.92
1997/4/8 1:00,2.41,20,165.56,-164.44,16.47
1997/4/8 2:00,2.42,20.33,164.45,-164.49,16.68
1997/4/8 3:00,2.43,20.58,163.11,-164.34,16.63
1997/4/8 4:00,2.43,20.77,161.34,-163.92,16.06
1997/4/8 5:00,2.43,20.89,160.89,-163.18,15.54
1997/4/8 6:00,2.43,20.98,160.45,-162.25,14.92
1997/4/8 7:00,2.43,20.99,160.01,-161.27,14.49
1997/4/8 8:00,2.43,21,159.56,-160.43,14.28
1997/4/8 9:00,2.42,21.07,159.12,-159.91,14.16
1997/4/8 10:00,2.42,21.37,158.9,-159.89,14.09
1997/4/8 11:00,2.42,21.86,159.12,-160.5,14.05
1997/4/8 12:00,2.41,22.45,159.34,-161.61,14.03
1997/4/8 13:00,2.41,22.93,158.9,-162.92,14.02
1997/4/8 14:00,2.4,24.73,158.01,-163.9,14.21
1997/4/8 15:00,2.39,26.73,156.45,-164.4,14.25
1997/4/8 16:00,2.39,27.69,156.01,-164.46,14.29
1997/4/8 17:00,2.39,27.1,155.57,-164.5,14.11
1997/4/8 18:00,2.38,25.97,155.12,-164.76,13.88
1997/4/8 19:00,2.38,25.73,154.68,-165.41,13.6
1997/4/8 20:00,2.38,25.47,154.68,-166.26,13.3
1997/4/8 21:00,2.38,25.17,154.46,-167.15,13.18
1997/4/8 22:00,2.38,24.61,154.23,-167.83,13.1
1997/4/8 23:00,2.38,23.67,154.01,-168.27,13.06
1997/4/9 0:00,2.38,22.4,153.57,-168.45,13.03
1997/4/9 1:00,2.38,21.05,152.9,-168.07,13.02
1997/4/9 2:00,2.39,19.89,152.24,-167.04,13.01
1997/4/9 3:00,2.39,19.24,151.79,-165.21,13.21
1997/4/9 4:00,2.4,19.19,151.35,-163.67,13.64
1997/4/9 5:00,2.4,19.61,151.35,-162.72,14.17
1997/4/9 6:00,2.4,20.28,151.35,-162.86,14.76
1997/4/9 7:00,2.4,21.05,151.35,-163.18,15.39
1997/4/9 8:00,2.4,21.96,151.13,-163.6,16.03
1997/4/9 9:00,2.41,22.97,150.68,-163.89,16.28
1997/4/9 10:00,2.41,24.14,150.02,-164.37,16.46
1997/4/9 11:00,2.42,25.32,149.57,-164.99,16.55
1997/4/9 12:00,2.43,26.41,149.13,-165.63,16.8
1997/4/9 13:00,2.44,26.96,148.91,-166.05,16.67
1997/4/9 14:00,2.44,26.88,148.91,-166.13,16.69
1997/4/9 15:00,2.45,26.33,148.91,-165.83,16.67
1997/4/9 16:00,2.45,25.6,148.46,-165.31,16.27
1997/4/9 17:00,2.45,24.88,148.68,-164.79,15.39
1997/4/9 18:00,2.45,24.13,149.35,-164.6,14.33
1997/4/9 19:00,2.45,23.41,150.24,-164.81,13.94
1997/4/9 20:00,2.46,22.68,151.35,-165.33,13.66
1997/4/9 21:00,2.46,21.94,151.79,-165.65,13.52
1997/4/9 22:00,2.46,21.22,152.24,-165.45,13.44
1997/4/9 23:00,2.46,20.64,152.68,-164.59,13.79
1997/4/10 0:00,2.45,20.3,153.35,-163.41,14.65
1997/4/10 1:00,2.45,20.33,153.79,-162.48,15.49
1997/4/10 2:00,2.44,20.79,154.01,-162.26,16.43
1997/4/10 3:00,2.43,21.49,153.79,-162.9,17.58
1997/4/10 4:00,2.43,22.18,153.79,-164.09,18.8
1997/4/10 5:00,2.43,22.59,153.79,-165.37,20.08
1997/4/10 6:00,2.43,22.76,154.01,-166.28,20.58
1997/4/10 7:00,2.42,22.82,154.23,-166.75,20.93
1997/4/10 8:00,2.41,22.87,154.46,-166.92,21.3
1997/4/10 9:00,2.41,22.85,154.9,-167.07,21.65
1997/4/10 10:00,2.41,22.64,155.57,-167.24,21.99
1997/4/10 11:00,2.41,22.28,155.79,-167.32,21.53
1997/4/10 12:00,2.41,21.97,156.23,-167.11,21.1
1997/4/10 13:00,2.42,21.82,156.45,-166.62,20.53
1997/4/10 14:00,2.42,21.83,157.12,-165.98,19.93
1997/4/10 15:00,2.43,21.96,157.79,-165.46,18.89
1997/4/10 16:00,2.43,22.16,158.9,-165.21,17.76
1997/4/10 17:00,2.43,22.4,159.78,-165.29,16.73
1997/4/10 18:00,2.44,22.59,160.01,-165.7,16.5
1997/4/10 19:00,2.44,22.65,159.56,-166.49,16.45
1997/4/10 20:00,2.44,22.57,159.78,-167.61,16.39
1997/4/10 21:00,2.43,22.37,160.45,-169,15.77
1997/4/10 22:00,2.42,22.12,161.12,-170.34,15.03
1997/4/10 23:00,2.42,21.9,160.89,-171.43,15.16
1997/4/11 0:00,2.42,21.81,160.01,-172.17,15.24
1997/4/11 1:00,2.41,21.93,159.78,-172.68,15.88
1997/4/11 2:00,2.4,22.19,160.23,-173.14,16.02
1997/4/11 3:00,2.39,22.58,159.78,-173.61,16.78
1997/4/11 4:00,2.38,22.95,158.9,-174.04,17.36
1997/4/11 5:00,2.39,23.29,158.01,-174.32,18.03
1997/4/11 6:00,2.39,23.59,156.9,-174.32,18.68
1997/4/11 7:00,2.4,23.95,155.57,-174,19.54
1997/4/11 8:00,2.4,24.28,154.23,-173.36,20.44
1997/4/11 9:00,2.42,24.44,153.79,-172.58,21.2
1997/4/11 10:00,2.43,24.35,153.35,-171.85,21.33
1997/4/11 11:00,2.45,24.02,152.68,-171.45,21.51
1997/4/11 12:00,2.46,23.6,152.24,-171.51,21.57
1997/4/11 13:00,2.47,23.26,152.24,-171.96,21.81
1997/4/11 14:00,2.48,23.36,152.68,-172.56,21.68
1997/4/11 15:00,2.48,24,152.68,-172.97,21.5
1997/4/11 16:00,2.49,24.86,152.9,-173,21.24
1997/4/11 17:00,2.49,25.5,152.9,-172.57,20.55
1997/4/11 18:00,2.49,25.74,151.35,-171.81,19.76
1997/4/11 19:00,2.49,25.78,150.02,-170.82,18.86
1997/4/11 20:00,2.48,25.8,149.57,-169.78,18.52
1997/4/11 21:00,2.47,25.85,149.13,-168.79,17.88
1997/4/11 22:00,2.46,25.99,148.68,-167.97,17.28
1997/4/11 23:00,2.44,26.27,148.46,-167.44,16.63
1997/4/12 0:00,2.43,26.72,148.24,-167.36,16.18
1997/4/12 1:00,2.42,27.35,148.02,-167.76,15.76
1997/4/12 2:00,2.42,27.93,148.02,-168.63,15.79
1997/4/12 3:00,2.41,28.35,147.8,-169.74,15.71
1997/4/12 4:00,2.41,28.37,147.13,-170.92,15.7
1997/4/12 5:00,2.4,28.01,146.69,-172,15.48
1997/4/12 6:00,2.39,27.27,146.24,-172.96,15.24
1997/4/12 7:00,2.39,26.25,145.35,-173.85,14.94
1997/4/12 8:00,2.39,25.18,144.69,-174.7,14.44
1997/4/12 9:00,2.4,24.22,143.58,-175.48,14.28
1997/4/12 10:00,2.4,23.57,142.91,-176.09,13.74
1997/4/12 11:00,2.41,23.19,142.25,-176.49,13.2
1997/4/12 12:00,2.42,23.11,141.8,-176.63,12.39
1997/4/12 13:00,2.42,23.2,141.36,-176.61,11.92
1997/4/12 14:00,2.41,23.36,140.69,-176.51,11.46
1997/4/12 15:00,2.41,23.47,140.03,-176.47,11.28
