date,Den,Res,Cal,SP,Ng
1997/9/23 22:00,2.26,17.04,118.49,-292.11,6.97
1997/9/23 23:00,2.27,16.87,119.16,-293.7,6.98
1997/9/24 0:00,2.27,16.83,120.49,-294.12,6.79
1997/9/24 1:00,2.28,16.92,121.6,-293.76,6.16
1997/9/24 2:00,2.28,17.13,122.27,-293.29,5.39
1997/9/24 3:00,2.28,17.44,122.27,-293.22,4.71
1997/9/24 4:00,2.28,17.76,122.27,-293.72,4.62
1997/9/24 5:00,2.27,17.95,122.49,-294.5,4.27
1997/9/24 6:00,2.27,17.96,122.49,-295.1,4.58
1997/9/24 7:00,2.27,17.85,122.49,-294.84,4.77
1997/9/24 8:00,2.27,17.73,122.71,-293.37,5.47
1997/9/24 9:00,2.26,17.67,122.93,-290.63,5.65
1997/9/24 10:00,2.24,17.66,122.93,-287.49,5.62
1997/9/24 11:00,2.24,17.68,122.93,-284.9,5.45
1997/9/24 12:00,2.23,17.68,123.15,-283.79,5.62
1997/9/24 13:00,2.23,17.65,123.15,-284.07,6.01
1997/9/24 14:00,2.22,17.56,122.71,-285.21,6.73
1997/9/24 15:00,2.22,17.45,122.49,-286.55,7.55
1997/9/24 16:00,2.22,17.35,122.71,-287.94,8.46
1997/9/24 17:00,2.23,17.27,123.38,-289.59,8.6
1997/9/24 18:00,2.23,17.22,124.04,-291.66,8.41
1997/9/24 19:00,2.24,17.18,124.04,-293.8,8
1997/9/24 20:00,2.25,17.14,124.04,-295.48,8.08
1997/9/24 21:00,2.26,17.11,124.04,-296.26,8.02
1997/9/24 22:00,2.27,17.13,124.04,-296.39,8.02
1997/9/24 23:00,2.27,17.18,124.04,-296.35,8.41
1997/9/25 0:00,2.26,17.26,124.04,-296.65,8.69
1997/9/25 1:00,2.26,17.3,124.04,-297.2,8.62
1997/9/25 2:00,2.26,17.3,124.26,-297.59,8.06
1997/9/25 3:00,2.26,17.24,124.26,-297.48,7.74
1997/9/25 4:00,2.25,17.13,124.26,-296.92,7.76
1997/9/25 5:00,2.25,17.01,124.26,-296.42,7.7
1997/9/25 6:00,2.24,16.91,124.26,-296.37,8.09
1997/9/25 7:00,2.23,16.84,124.04,-296.94,8.56
1997/9/25 8:00,2.23,16.82,124.04,-297.8,9.13
1997/9/25 9:00,2.23,16.88,123.82,-298.56,9.14
1997/9/25 10:00,2.23,17.04,123.82,-298.87,8.85
1997/9/25 11:00,2.23,17.29,123.82,-298.7,8.8
1997/9/25 12:00,2.22,17.54,123.6,-298.21,8.73
1997/9/25 13:00,2.22,17.7,123.6,-297.79,9.11
1997/9/25 14:00,2.23,17.79,123.6,-297.54,9.17
1997/9/25 15:00,2.23,17.96,123.15,-297.34,9.45
1997/9/25 16:00,2.24,18.29,122.04,-296.65,9.12
1997/9/25 17:00,2.24,18.7,120.49,-295.01,8.92
1997/9/25 18:00,2.25,18.97,119.6,-292.34,8.61
1997/9/25 19:00,2.25,18.93,119.38,-288.92,8.71
1997/9/25 20:00,2.26,18.63,119.6,-285.3,9.46
1997/9/25 21:00,2.26,18.22,120.05,-281.83,10.23
1997/9/25 22:00,2.27,17.92,120.05,-278.86,10.74
1997/9/25 23:00,2.27,17.77,119.6,-276.63,10.6
1997/9/26 0:00,2.27,17.8,118.71,-275.41,10.67
1997/9/26 1:00,2.27,17.91,118.05,-275.29,11.05
1997/9/26 2:00,2.27,18.07,117.83,-276.11,11.34
1997/9/26 3:00,2.27,18.2,117.83,-277.5,10.88
1997/9/26 4:00,2.27,18.2,118.05,-279.09,10.25
1997/9/26 5:00,2.28,18.04,118.71,-280.67,9.43
1997/9/26 6:00,2.29,17.74,119.38,-282.13,8.33
1997/9/26 7:00,2.29,17.38,119.38,-283.49,7.15
1997/9/26 8:00,2.3,17.08,119.16,-284.86,6.1
1997/9/26 9:00,2.3,16.87,119.16,-286.41,5.65
1997/9/26 10:00,2.3,16.74,118.71,-288.25,4.95
1997/9/26 11:00,2.3,16.68,118.49,-290.27,4.32
1997/9/26 12:00,2.29,16.65,118.49,-292.02,3.85
1997/9/26 13:00,2.28,16.65,118.49,-293.06,4.24
1997/9/26 14:00,2.27,16.66,118.49,-292.93,4.82
1997/9/26 15:00,2.26,16.69,118.05,-291.53,5.41
1997/9/26 16:00,2.25,16.72,117.6,-288.87,5.65
1997/9/26 17:00,2.24,16.74,117.6,-285.58,5.81
1997/9/26 18:00,2.23,16.77,117.83,-282.51,6.29
1997/9/26 19:00,2.22,16.79,117.83,-280.6,6.82
1997/9/26 20:00,2.22,16.79,118.05,-280.16,7.42
1997/9/26 21:00,2.23,16.79,118.05,-280.96,7.65
1997/9/26 22:00,2.23,16.78,118.05,-282.27,7.61
1997/9/26 23:00,2.24,16.77,118.27,-283.43,7.05
1997/9/27 0:00,2.25,16.76,118.49,-283.87,6.13
1997/9/27 1:00,2.26,16.74,118.49,-283.39,5.64
1997/9/27 2:00,2.27,16.71,118.49,-282.19,5.55
1997/9/27 3:00,2.27,16.72,118.49,-280.96,5.84
1997/9/27 4:00,2.28,16.76,118.71,-280.68,5.88
1997/9/27 5:00,2.28,16.81,118.71,-281.98,6.34
1997/9/27 6:00,2.28,16.84,118.71,-284.89,7.25
1997/9/27 7:00,2.28,16.86,118.71,-288.67,8.32
1997/9/27 8:00,2.29,16.87,118.94,-292.39,9.71
1997/9/27 9:00,2.29,16.89,118.71,-295.27,11.21
1997/9/27 10:00,2.3,16.92,118.71,-296.96,13.38
1997/9/27 11:00,2.3,16.98,118.71,-297.51,14.92
1997/9/27 12:00,2.29,17.08,118.71,-297.19,16.06
1997/9/27 13:00,2.28,17.17,118.71,-296.4,16.2
1997/9/27 14:00,2.28,17.25,118.49,-295.32,16.25
1997/9/27 15:00,2.28,17.3,118.49,-293.98,16.29
1997/9/27 16:00,2.28,17.34,118.49,-292.36,16.11
1997/9/27 17:00,2.27,17.35,118.49,-290.68,15.88
1997/9/27 18:00,2.27,17.34,118.49,-289.22,15.4
1997/9/27 19:00,2.27,17.34,118.49,-288.18,15.06
1997/9/27 20:00,2.27,17.33,118.49,-287.54,14.09
1997/9/27 21:00,2.27,17.26,118.49,-287.22,13.23
1997/9/27 22:00,2.27,17.16,118.49,-287.2,13.26
1997/9/27 23:00,2.27,17.07,118.49,-287.53,14.1
1997/9/28 0:00,2.26,17.02,118.71,-288.05,15.07
1997/9/28 1:00,2.24,16.96,118.71,-288.52,14.83
1997/9/28 2:00,2.23,16.87,119.16,-288.73,14.58
1997/9/28 3:00,2.22,16.74,119.38,-288.78,13.88
1997/9/28 4:00,2.21,16.64,119.38,-288.97,13.69
1997/9/28 5:00,2.2,16.52,119.38,-289.66,13.32
1997/9/28 6:00,2.2,16.41,119.38,-290.97,13.4
1997/9/28 7:00,2.21,16.28,119.16,-292.9,13.34
1997/9/28 8:00,2.21,16.18,118.94,-295.07,12.95
1997/9/28 9:00,2.21,16.16,118.94,-297.01,12.26
1997/9/28 10:00,2.21,16.23,118.94,-298.34,11.44
1997/9/28 11:00,2.22,16.36,119.82,-298.99,10.94
1997/9/28 12:00,2.22,16.48,120.49,-299.08,10.68
1997/9/28 13:00,2.23,16.57,120.71,-298.71,10.72
1997/9/28 14:00,2.23,16.61,120.27,-297.96,10.88
1997/9/28 15:00,2.22,16.6,119.38,-296.9,11.12
1997/9/28 16:00,2.22,16.55,119.16,-295.76,11.4
1997/9/28 17:00,2.22,16.47,119.16,-294.73,11.7
1997/9/28 18:00,2.22,16.4,119.6,-293.8,11.42
1997/9/28 19:00,2.22,16.36,119.82,-292.76,11.03
1997/9/28 20:00,2.24,16.35,120.49,-291.41,10.29
1997/9/28 21:00,2.24,16.34,120.93,-289.83,10.06
1997/9/28 22:00,2.25,16.31,121.16,-288.21,9.47
1997/9/28 23:00,2.25,16.26,120.93,-286.69,8.71
1997/9/29 0:00,2.26,16.19,120.93,-285.28,7.64
1997/9/29 1:00,2.27,16.13,120.93,-283.92,6.67
1997/9/29 2:00,2.27,16.09,120.93,-282.61,6.06
1997/9/29 3:00,2.28,16.08,120.93,-281.44,5.55
1997/9/29 4:00,2.28,16.1,120.93,-280.64,5.92
1997/9/29 5:00,2.29,16.11,120.71,-280.37,6.49
1997/9/29 6:00,2.28,16.14,120.27,-280.73,7.48
1997/9/29 7:00,2.28,16.2,119.82,-281.56,7.8
1997/9/29 8:00,2.28,16.31,119.38,-282.54,7.86
1997/9/29 9:00,2.28,16.45,119.38,-283.45,7.93
1997/9/29 10:00,2.28,16.59,119.6,-284.19,8.16
1997/9/29 11:00,2.28,16.7,119.6,-284.84,8.62
1997/9/29 12:00,2.28,16.72,119.6,-285.28,8.56
1997/9/29 13:00,2.26,16.67,119.38,-285.13,8.23
1997/9/29 14:00,2.23,16.57,118.71,-283.89,7.56
1997/9/29 15:00,2.21,16.46,118.27,-281.39,6.76
1997/9/29 16:00,2.2,16.37,117.83,-277.93,6.06
1997/9/29 17:00,2.2,16.3,117.6,-274.2,5.77
1997/9/29 18:00,2.2,16.22,117.6,-270.94,6.57
1997/9/29 19:00,2.2,16.17,117.38,-268.64,7.27
1997/9/29 20:00,2.2,16.14,117.38,-267.48,7.97
1997/9/29 21:00,2.21,16.12,117.38,-267.58,7.85
1997/9/29 22:00,2.21,16.11,117.38,-268.97,8.16
1997/9/29 23:00,2.24,16.07,117.6,-271.62,8.6
1997/9/30 0:00,2.26,16.04,118.05,-275.16,9.35
1997/9/30 1:00,2.28,16.01,118.27,-279.24,9.99
1997/9/30 2:00,2.29,16.02,118.49,-283.47,10.47
1997/9/30 3:00,2.29,16.04,118.49,-287.67,10.69
1997/9/30 4:00,2.29,16.02,118.49,-291.53,10.63
1997/9/30 5:00,2.28,15.93,118.27,-294.75,11.07
1997/9/30 6:00,2.27,15.78,118.49,-297.06,11.94
1997/9/30 7:00,2.26,15.63,118.71,-298.34,13.4
1997/9/30 8:00,2.25,15.5,118.71,-298.77,14.47
1997/9/30 9:00,2.24,15.41,118.71,-298.58,15.17
1997/9/30 10:00,2.23,15.34,118.71,-298.04,14.93
1997/9/30 11:00,2.23,15.28,118.71,-297.29,14.42
1997/9/30 12:00,2.23,15.22,118.71,-296.54,13.67
1997/9/30 13:00,2.24,15.19,118.49,-296.08,13.42
1997/9/30 14:00,2.25,15.18,118.49,-296.19,13.02
1997/9/30 15:00,2.26,15.23,118.71,-296.98,12.29
1997/9/30 16:00,2.28,15.34,118.71,-298.16,11.46
1997/9/30 17:00,2.3,15.56,118.94,-299.22,10.75
1997/9/30 18:00,2.3,15.85,118.94,-299.58,10.44
1997/9/30 19:00,2.31,16.18,118.94,-299.03,10.24
1997/9/30 20:00,2.31,16.53,119.16,-297.81,10.54
1997/9/30 21:00,2.31,16.89,119.16,-296.66,11.16
1997/9/30 22:00,2.31,17.26,119.16,-296.14,11.94
1997/9/30 23:00,2.3,17.57,119.16,-296.43,13.02
1997/10/1 0:00,2.3,17.72,119.16,-297.03,13.79
1997/10/1 1:00,2.29,17.66,119.16,-297.31,14.76
1997/10/1 2:00,2.29,17.46,119.38,-296.73,15.11
1997/10/1 3:00,2.29,17.21,119.38,-295.23,15.57
1997/10/1 4:00,2.28,16.91,119.38,-293.1,15.94
1997/10/1 5:00,2.28,16.59,119.38,-290.88,16.9
1997/10/1 6:00,2.28,16.32,119.6,-288.85,17.97
1997/10/1 7:00,2.3,16.16,119.6,-287.1,19.17
1997/10/1 8:00,2.31,16.09,119.38,-285.5,19.83
1997/10/1 9:00,2.32,16.08,119.6,-284.18,20.2
1997/10/1 10:00,2.32,16.08,119.6,-283.44,20.41
1997/10/1 11:00,2.32,16.11,119.38,-283.66,20.72
1997/10/1 12:00,2.32,16.16,119.38,-285.04,21.03
1997/10/1 13:00,2.32,16.25,119.38,-287.33,20.75
1997/10/1 14:00,2.33,16.32,119.38,-290.06,20.16
1997/10/1 15:00,2.33,16.36,119.6,-292.51,19.38
1997/10/1 16:00,2.34,16.38,119.6,-294.3,18.91
1997/10/1 17:00,2.34,16.39,119.16,-295.19,19.06
1997/10/1 18:00,2.34,16.41,118.94,-295.4,19.39
1997/10/1 19:00,2.34,16.42,118.71,-295.25,19.89
1997/10/1 20:00,2.34,16.49,118.94,-295.12,20.06
1997/10/1 21:00,2.34,16.62,119.38,-295.06,20.39
1997/10/1 22:00,2.33,16.81,119.82,-294.9,20.69
1997/10/1 23:00,2.32,17,120.05,-294.36,20.82
1997/10/2 0:00,2.32,17.15,120.49,-293.36,20.9
1997/10/2 1:00,2.32,17.22,121.38,-291.91,20.74
1997/10/2 2:00,2.31,17.24,122.04,-290.2,20.73
1997/10/2 3:00,2.3,17.19,122.04,-288.39,19.89
1997/10/2 4:00,2.28,17.08,121.6,-286.8,18.93
1997/10/2 5:00,2.27,16.92,121.16,-285.76,17.56
1997/10/2 6:00,2.26,16.78,121.38,-285.66,16.7
1997/10/2 7:00,2.26,16.7,121.38,-286.68,15.65
1997/10/2 8:00,2.26,16.63,121.82,-288.7,14.67
1997/10/2 9:00,2.26,16.52,122.04,-291.14,13.86
1997/10/2 10:00,2.26,16.34,121.38,-293.31,13.11
1997/10/2 11:00,2.25,16.14,120.71,-294.59,12.39
1997/10/2 12:00,2.25,15.88,120.71,-294.85,11.7
1997/10/2 13:00,2.24,15.61,120.71,-294.24,11.42
1997/10/2 14:00,2.24,15.34,120.71,-293.29,11.62
1997/10/2 15:00,2.25,15.12,120.49,-292.42,11.61
1997/10/2 16:00,2.25,14.89,120.49,-291.89,11.65
1997/10/2 17:00,2.24,14.68,120.71,-291.68,11.25
1997/10/2 18:00,2.24,14.54,120.71,-291.66,10.98
1997/10/2 19:00,2.24,14.49,120.49,-291.82,10.85
1997/10/2 20:00,2.24,14.58,120.27,-292.2,10.77
1997/10/2 21:00,2.24,14.75,120.27,-292.87,10.52
1997/10/2 22:00,2.25,14.97,120.05,-293.78,10.06
1997/10/2 23:00,2.26,15.16,120.05,-294.81,9.52
1997/10/3 0:00,2.26,15.27,119.82,-295.74,9.12
1997/10/3 1:00,2.27,15.3,119.82,-296.49,8.93
1997/10/3 2:00,2.27,15.31,119.82,-297.03,9.01
1997/10/3 3:00,2.26,15.32,120.05,-297.38,9.39
1997/10/3 4:00,2.26,15.36,120.05,-297.63,9.48
1997/10/3 5:00,2.25,15.39,120.05,-297.85,9.57
1997/10/3 6:00,2.24,15.43,120.05,-298.08,10.01
1997/10/3 7:00,2.24,15.51,120.27,-298.21,10.92
1997/10/3 8:00,2.24,15.68,120.71,-298.03,11.79
1997/10/3 9:00,2.23,15.94,120.71,-297.42,12.34
1997/10/3 10:00,2.23,16.27,120.27,-296.57,12.63
1997/10/3 11:00,2.22,16.66,120.27,-295.93,12.79
1997/10/3 12:00,2.22,17.04,120.27,-295.83,12.68
1997/10/3 13:00,2.22,17.39,120.49,-296.38,13.1
1997/10/3 14:00,2.22,17.64,120.05,-297.29,13.56
1997/10/3 15:00,2.22,17.73,119.6,-298.37,14.33
1997/10/3 16:00,2.22,17.66,120.27,-299.39,14.18
1997/10/3 17:00,2.23,17.45,120.27,-300.15,13.9
1997/10/3 18:00,2.23,17.2,119.16,-300.35,13.62
1997/10/3 19:00,2.23,16.99,118.94,-299.8,13.7
1997/10/3 20:00,2.24,16.87,119.16,-298.37,14.06
1997/10/3 21:00,2.24,16.8,119.16,-296.16,14.15
1997/10/3 22:00,2.24,16.74,119.38,-293.46,14.24
1997/10/3 23:00,2.24,16.66,119.6,-290.72,13.68
1997/10/4 0:00,2.24,16.59,119.6,-288.34,12.79
1997/10/4 1:00,2.24,16.52,119.38,-286.51,11.69
1997/10/4 2:00,2.23,16.48,119.16,-285.27,11.1
1997/10/4 3:00,2.23,16.46,119.16,-284.63,10.76
1997/10/4 4:00,2.22,16.46,119.16,-284.61,10.17
1997/10/4 5:00,2.22,16.46,118.94,-285.19,9.19
1997/10/4 6:00,2.21,16.47,118.94,-286.24,8.27
1997/10/4 7:00,2.21,16.45,118.94,-287.62,8.09
1997/10/4 8:00,2.2,16.45,118.71,-289.12,8.07
1997/10/4 9:00,2.21,16.46,118.71,-290.44,8.03
1997/10/4 10:00,2.21,16.47,118.94,-291.16,7.62
1997/10/4 11:00,2.23,16.45,118.94,-290.96,7.33
1997/10/4 12:00,2.24,16.39,118.94,-289.62,6.99
1997/10/4 13:00,2.25,16.32,118.71,-287.24,6.86
1997/10/4 14:00,2.25,16.27,118.71,-284.03,6.97
1997/10/4 15:00,2.25,16.25,118.71,-280.5,7.37
1997/10/4 16:00,2.25,16.25,118.49,-277.46,7.27
1997/10/4 17:00,2.25,16.26,118.27,-275.82,6.53
1997/10/4 18:00,2.26,16.27,118.05,-276.15,5.96
1997/10/4 19:00,2.26,16.26,117.6,-278.14,6.1
1997/10/4 20:00,2.26,16.2,117.16,-280.87,6.81
1997/10/4 21:00,2.25,16.1,117.38,-283.33,7.38
1997/10/4 22:00,2.24,15.96,119.16,-285.11,7.84
1997/10/4 23:00,2.24,15.83,119.82,-286.55,8.44
1997/10/5 0:00,2.24,15.67,119.82,-288,9.46
1997/10/5 1:00,2.25,15.48,119.82,-289.47,10.38
1997/10/5 2:00,2.25,15.25,120.05,-290.23,11.77
1997/10/5 3:00,2.25,15.02,120.27,-289.58,12.83
1997/10/5 4:00,2.25,14.79,120.71,-287.37,13.72
1997/10/5 5:00,2.25,14.58,120.93,-284.22,13.91
1997/10/5 6:00,2.25,14.39,121.16,-281.21,13.93
1997/10/5 7:00,2.26,14.26,121.38,-279.04,14.17
1997/10/5 8:00,2.26,14.23,121.38,-278.06,14.82
1997/10/5 9:00,2.27,14.31,121.38,-278.11,15.4
1997/10/5 10:00,2.27,14.44,121.82,-279.07,15.44
1997/10/5 11:00,2.26,14.59,122.04,-280.66,14.97
1997/10/5 12:00,2.26,14.68,122.04,-282.68,14.08
1997/10/5 13:00,2.25,14.73,122.04,-284.84,14.01
1997/10/5 14:00,2.25,14.68,122.27,-286.95,14.02
1997/10/5 15:00,2.26,14.54,122.49,-288.83,14.61
1997/10/5 16:00,2.26,14.34,122.49,-290.3,14.93
1997/10/5 17:00,2.26,14.15,122.49,-291.26,15.31
1997/10/5 18:00,2.26,13.98,122.71,-291.7,15.65
1997/10/5 19:00,2.25,13.86,122.27,-291.86,15.59
1997/10/5 20:00,2.25,13.76,121.6,-292.04,15.85
1997/10/5 21:00,2.25,13.71,121.38,-292.46,16.49
1997/10/5 22:00,2.25,13.67,121.16,-293.04,17.47
1997/10/5 23:00,2.25,13.65,121.16,-293.52,18.19
1997/10/6 0:00,2.25,13.63,121.38,-293.81,18.73
1997/10/6 1:00,2.25,13.65,121.6,-294.07,19.79
1997/10/6 2:00,2.26,13.73,121.82,-294.7,20.3
1997/10/6 3:00,2.26,13.92,121.82,-295.79,20.62
1997/10/6 4:00,2.26,14.19,121.82,-297.14,20.18
1997/10/6 5:00,2.26,14.56,121.6,-298.04,20.36
1997/10/6 6:00,2.26,15.02,121.38,-297.85,20.31
1997/10/6 7:00,2.26,15.59,121.6,-296.36,20.33
1997/10/6 8:00,2.27,16.24,121.82,-293.93,20.13
1997/10/6 9:00,2.28,16.89,122.27,-291.35,19.89
1997/10/6 10:00,2.28,17.45,122.49,-289.3,19.6
1997/10/6 11:00,2.28,17.77,122.71,-288.39,18.3
1997/10/6 12:00,2.28,17.84,123.15,-288.78,17.78
1997/10/6 13:00,2.28,17.73,123.6,-290.32,17.22
1997/10/6 14:00,2.28,17.64,123.82,-292.45,17.4
1997/10/6 15:00,2.28,17.72,123.82,-294.54,16.72
1997/10/6 16:00,2.27,18.06,124.71,-296.17,16.02
1997/10/6 17:00,2.26,18.6,125.6,-297.33,14.95
1997/10/6 18:00,2.26,19.34,125.82,-298.26,14
1997/10/6 19:00,2.25,20.14,126.26,-299.14,12.99
1997/10/6 20:00,2.25,20.83,126.26,-300,12.4
1997/10/6 21:00,2.24,21.2,126.26,-300.73,11.88
1997/10/6 22:00,2.24,21.11,126.48,-301.24,10.86
1997/10/6 23:00,2.24,20.67,126.71,-301.08,9.95
1997/10/7 0:00,2.23,20.07,126.93,-299.96,8.96
1997/10/7 1:00,2.23,19.47,126.71,-297.75,8.58
1997/10/7 2:00,2.24,18.89,126.71,-295.15,8.71
1997/10/7 3:00,2.24,18.33,126.71,-292.78,9.06
1997/10/7 4:00,2.24,17.83,126.71,-291.16,9.35
1997/10/7 5:00,2.24,17.4,126.93,-290.27,9.28
1997/10/7 6:00,2.24,17.04,127.15,-290.03,8.93
1997/10/7 7:00,2.24,16.76,127.15,-290.22,8.64
1997/10/7 8:00,2.24,16.52,127.15,-290.62,8.31
1997/10/7 9:00,2.25,16.33,127.15,-290.99,8.19
1997/10/7 10:00,2.25,16.17,126.93,-291.25,8.1
1997/10/7 11:00,2.26,16.05,126.26,-291.34,8.06
1997/10/7 12:00,2.27,15.96,126.04,-291.25,7.43
1997/10/7 13:00,2.28,15.94,126.26,-290.96,6.9
1997/10/7 14:00,2.28,15.93,126.48,-290.51,6.07
1997/10/7 15:00,2.28,15.97,126.48,-289.89,5.79
1997/10/7 16:00,2.28,16,126.48,-288.85,5.97
1997/10/7 17:00,2.28,16.04,126.04,-287.07,6.75
1997/10/7 18:00,2.28,16.05,125.6,-284.39,7.75
1997/10/7 19:00,2.28,16.09,125.37,-281.16,8.5
1997/10/7 20:00,2.28,16.14,125.15,-277.96,9.05
1997/10/7 21:00,2.27,16.2,124.26,-275.48,9.91
1997/10/7 22:00,2.27,16.25,123.15,-274.19,10.39
1997/10/7 23:00,2.26,16.32,122.93,-274.27,10.66
1997/10/8 0:00,2.25,16.39,122.93,-275.38,10.61
1997/10/8 1:00,2.25,16.45,122.93,-276.81,10.65
1997/10/8 2:00,2.25,16.49,122.71,-277.66,10.65
1997/10/8 3:00,2.25,16.52,122.93,-277.8,10.26
1997/10/8 4:00,2.25,16.54,122.93,-277.56,10.38
1997/10/8 5:00,2.24,16.51,122.93,-277.91,10.33
1997/10/8 6:00,2.24,16.45,123.15,-279.29,10.14
1997/10/8 7:00,2.24,16.32,123.15,-281.72,9.29
1997/10/8 8:00,2.23,16.15,123.15,-284.63,8.89
1997/10/8 9:00,2.23,16,122.93,-287.54,8.84
1997/10/8 10:00,2.22,15.93,122.71,-290.19,9.15
1997/10/8 11:00,2.22,15.93,122.71,-292.42,9.2
1997/10/8 12:00,2.22,15.98,122.49,-294.13,9.27
1997/10/8 13:00,2.22,16.01,122.49,-295.14,9.29
1997/10/8 14:00,2.23,16.05,122.49,-295.37,9.11
1997/10/8 15:00,2.23,16.07,122.49,-294.91,9.28
1997/10/8 16:00,2.24,16.06,122.49,-294.04,9.28
1997/10/8 17:00,2.24,16.04,122.49,-293.19,9.71
1997/10/8 18:00,2.25,16.03,122.49,-292.8,9.6
1997/10/8 19:00,2.26,16.01,122.49,-293.12,9.86
1997/10/8 20:00,2.27,15.99,122.71,-294.09,9.89
1997/10/8 21:00,2.27,15.93,122.93,-295.26,10.15
1997/10/8 22:00,2.27,15.86,123.15,-296.19,10.01
1997/10/8 23:00,2.28,15.78,123.15,-296.53,10.03
1997/10/9 0:00,2.27,15.73,123.15,-296.16,9.81
1997/10/9 1:00,2.27,15.71,123.38,-295.07,9.77
1997/10/9 2:00,2.26,15.73,123.38,-293.43,9.72
1997/10/9 3:00,2.26,15.78,123.38,-291.61,9.9
1997/10/9 4:00,2.25,15.87,123.6,-290,10.12
1997/10/9 5:00,2.25,16,123.6,-288.91,10.4
1997/10/9 6:00,2.25,16.16,123.82,-288.31,10.91
1997/10/9 7:00,2.26,16.36,123.82,-288.09,11.26
1997/10/9 8:00,2.26,16.58,123.82,-288.08,11.63
1997/10/9 9:00,2.26,16.77,123.82,-288.24,11.78
1997/10/9 10:00,2.27,16.89,123.82,-288.6,11.88
1997/10/9 11:00,2.27,16.91,124.26,-289.09,11.33
1997/10/9 12:00,2.28,16.86,124.93,-289.62,10.44
1997/10/9 13:00,2.28,16.8,125.15,-290.09,9.76
1997/10/9 14:00,2.29,16.77,125.15,-290.59,9.64
1997/10/9 15:00,2.29,16.79,125.15,-291.42,9.68
1997/10/9 16:00,2.29,16.85,125.15,-292.95,9.26
1997/10/9 17:00,2.29,16.96,124.93,-295.33,8.79
1997/10/9 18:00,2.29,17.12,124.93,-298.28,8.61
1997/10/9 19:00,2.29,17.31,124.93,-301.15,8.68
1997/10/9 20:00,2.29,17.51,124.93,-303.14,9.46
1997/10/9 21:00,2.29,17.67,124.93,-303.72,10.43
1997/10/9 22:00,2.3,17.78,124.93,-302.97,11.58
1997/10/9 23:00,2.3,17.82,124.93,-301.64,12.2
1997/10/10 0:00,2.29,17.84,125.15,-300.65,12.56
1997/10/10 1:00,2.3,17.87,125.6,-300.63,13.15
1997/10/10 2:00,2.3,17.91,126.04,-301.56,13.74
1997/10/10 3:00,2.3,17.91,126.04,-303.13,14.58
1997/10/10 4:00,2.3,17.88,126.26,-304.83,15.26
1997/10/10 5:00,2.29,17.78,126.71,-306.24,15.97
1997/10/10 6:00,2.29,17.65,127.37,-307.13,16.85
1997/10/10 7:00,2.28,17.47,128.26,-307.53,17.96
1997/10/10 8:00,2.28,17.26,128.7,-307.59,19.96
1997/10/10 9:00,2.27,17.06,128.7,-307.45,22.59
1997/10/10 10:00,2.27,16.87,128.7,-307.21,25.11
1997/10/10 11:00,2.26,16.75,128.93,-306.97,26.74
1997/10/10 12:00,2.26,16.67,129.37,-306.87,27.57
1997/10/10 13:00,2.26,16.65,129.81,-306.92,28.26
1997/10/10 14:00,2.27,16.63,129.81,-306.99,29.37
1997/10/10 15:00,2.27,16.58,130.04,-306.94,30.33
1997/10/10 16:00,2.27,16.47,130.48,-306.78,30.54
1997/10/10 17:00,2.28,16.27,130.48,-306.72,29.97
1997/10/10 18:00,2.28,16.04,130.26,-307.04,29.1
1997/10/10 19:00,2.3,15.77,130.26,-307.82,28.42
1997/10/10 20:00,2.31,15.46,130.26,-308.93,27.9
1997/10/10 21:00,2.32,15.14,130.48,-310.08,27.46
1997/10/10 22:00,2.32,14.89,130.7,-310.85,27.07
1997/10/10 23:00,2.32,14.75,130.92,-310.83,26.51
1997/10/11 0:00,2.32,14.7,130.7,-309.77,25.52
1997/10/11 1:00,2.32,14.69,130.48,-307.89,24.6
1997/10/11 2:00,2.33,14.69,130.26,-305.79,23.22
1997/10/11 3:00,2.33,14.71,130.26,-304.09,22.57
1997/10/11 4:00,2.33,14.76,130.26,-303.02,21.76
1997/10/11 5:00,2.33,14.86,130.26,-302.33,20.86
1997/10/11 6:00,2.32,15,129.81,-301.7,19.52
1997/10/11 7:00,2.32,15.13,129.37,-300.74,18.08
1997/10/11 8:00,2.31,15.26,129.15,-299.34,17.32
1997/10/11 9:00,2.31,15.34,128.93,-297.56,16.68
1997/10/11 10:00,2.3,15.41,128.7,-295.78,16.2
1997/10/11 11:00,2.3,15.45,128.7,-294.37,15.78
1997/10/11 12:00,2.3,15.53,128.7,-293.59,15.6
1997/10/11 13:00,2.29,15.66,128.7,-293.46,15.07
1997/10/11 14:00,2.29,15.88,128.7,-293.84,14.13
1997/10/11 15:00,2.28,16.15,128.7,-294.52,13.04
1997/10/11 16:00,2.28,16.4,128.7,-295.25,12.64
1997/10/11 17:00,2.27,16.55,128.7,-296,12.74
1997/10/11 18:00,2.27,16.53,128.93,-296.88,12.67
1997/10/11 19:00,2.27,16.37,129.37,-298.03,12.68
1997/10/11 20:00,2.27,16.16,129.81,-299.25,12.67
1997/10/11 21:00,2.27,15.98,130.04,-300.07,13.27
1997/10/11 22:00,2.27,15.88,130.04,-300,13.79
1997/10/11 23:00,2.27,15.91,130.04,-298.89,14.81
1997/10/12 0:00,2.28,16.06,130.04,-296.92,15.32
1997/10/12 1:00,2.28,16.3,130.04,-294.52,15.63
1997/10/12 2:00,2.28,16.56,130.04,-292.08,14.79
