date,Den,Res,Ng,SP,Cal
1997/3/25 9:00,2.31,12.65,12.23,-144.59,163.56
1997/3/25 10:00,2.32,12.53,12.59,-144.28,163.34
1997/3/25 11:00,2.33,12.41,12.76,-143.71,162.89
1997/3/25 12:00,2.32,12.37,12.87,-142.95,162
1997/3/25 13:00,2.32,12.45,12.73,-142.15,161.56
1997/3/25 14:00,2.31,12.63,12.12,-141.44,161.56
1997/3/25 15:00,2.3,12.9,11.37,-140.86,162
1997/3/25 16:00,2.3,13.18,10.7,-140.36,163.11
1997/3/25 17:00,2.29,13.49,10.41,-139.87,164
1997/3/25 18:00,2.27,13.81,10.22,-139.36,164.67
1997/3/25 19:00,2.26,14.21,9.73,-138.88,164.67
1997/3/25 20:00,2.25,14.65,8.99,-138.59,164.45
1997/3/25 21:00,2.25,15.14,8.14,-138.56,164.67
1997/3/25 22:00,2.24,15.46,7.63,-138.77,165.11
1997/3/25 23:00,2.24,15.5,7.15,-139.06,165.11
1997/3/26 0:00,2.24,15.17,6.76,-139.26,165.11
1997/3/26 1:00,2.24,14.66,6.38,-139.32,164.89
1997/3/26 2:00,2.24,14.22,6.43,-139.28,164.45
1997/3/26 3:00,2.24,13.99,6.56,-139.37,164
1997/3/26 4:00,2.23,14.06,6.8,-139.72,164
1997/3/26 5:00,2.24,14.35,7.07,-140.42,164.22
1997/3/26 6:00,2.25,14.81,7.37,-141.35,164.67
1997/3/26 7:00,2.25,15.23,7.89,-142.38,164.89
1997/3/26 8:00,2.25,15.47,8.25,-143.39,165.33
1997/3/26 9:00,2.25,15.45,8.63,-144.37,165.78
1997/3/26 10:00,2.25,15.22,8.78,-145.27,166
1997/3/26 11:00,2.25,14.89,9.08,-146.1,166.22
1997/3/26 12:00,2.25,14.5,9.37,-146.87,165.56
1997/3/26 13:00,2.25,14.15,9.69,-147.59,164.22
1997/3/26 14:00,2.26,13.8,9.81,-148.27,163.56
1997/3/26 15:00,2.27,13.47,10.1,-148.83,162.89
1997/3/26 16:00,2.27,13.15,10.38,-149.25,162.89
1997/3/26 17:00,2.27,12.87,10.7,-149.53,163.78
1997/3/26 18:00,2.27,12.64,10.82,-149.77,164.89
1997/3/26 19:00,2.28,12.46,10.9,-149.98,166
1997/3/26 20:00,2.29,12.34,10.74,-150.14,166.22
1997/3/26 21:00,2.29,12.3,10.33,-150.15,166.44
1997/3/26 22:00,2.3,12.3,9.82,-149.88,166.22
1997/3/26 23:00,2.31,12.36,9.23,-149.29,166.22
1997/3/27 0:00,2.31,12.44,9.01,-148.46,166.22
1997/3/27 1:00,2.32,12.58,8.85,-147.5,166
1997/3/27 2:00,2.33,12.76,8.77,-146.55,166
1997/3/27 3:00,2.34,13.05,8.12,-145.72,166
1997/3/27 4:00,2.37,13.39,7.38,-145.06,166
1997/3/27 5:00,2.39,13.81,6.5,-144.64,166
1997/3/27 6:00,2.41,14.23,5.98,-144.45,165.78
1997/3/27 7:00,2.42,14.69,5.5,-144.47,165.33
1997/3/27 8:00,2.43,15.16,5.09,-144.62,164
1997/3/27 9:00,2.45,15.71,4.92,-144.75,163.11
1997/3/27 10:00,2.47,16.31,4.8,-144.66,164.45
1997/3/27 11:00,2.49,16.99,5.14,-144.28,166.67
1997/3/27 12:00,2.48,17.66,4.99,-143.69,168
1997/3/27 13:00,2.48,18.34,4.83,-143.16,166.89
1997/3/27 14:00,2.47,19.12,4.36,-142.92,164.22
1997/3/27 15:00,2.48,20.31,4.24,-143.09,163.11
1997/3/27 16:00,2.47,22.11,4.12,-143.64,162.45
1997/3/27 17:00,2.47,24.85,3.87,-144.46,161.78
1997/3/27 18:00,2.45,27.79,3.6,-145.44,160.01
1997/3/27 19:00,2.44,30.39,3.49,-146.41,158.67
1997/3/27 20:00,2.42,32.24,3.62,-147.24,158.23
1997/3/27 21:00,2.42,34.09,3.62,-147.82,158.23
1997/3/27 22:00,2.42,36.58,3.45,-148.16,158.01
1997/3/27 23:00,2.42,38.93,3.21,-148.35,157.79
1997/3/28 0:00,2.42,39.95,3.33,-148.47,157.12
1997/3/28 1:00,2.41,38.7,3.91,-148.58,156.45
1997/3/28 2:00,2.4,35.7,4.65,-148.62,156.23
1997/3/28 3:00,2.39,31.55,5.91,-148.54,156.01
1997/3/28 4:00,2.37,27.36,7.31,-148.29,155.79
1997/3/28 5:00,2.36,23.71,8.85,-147.94,155.79
1997/3/28 6:00,2.35,21.41,10.23,-147.51,155.57
1997/3/28 7:00,2.34,20.2,11.22,-147.01,155.12
1997/3/28 8:00,2.34,19.77,12.09,-146.47,154.9
1997/3/28 9:00,2.33,19.61,12.86,-145.95,154.68
1997/3/28 10:00,2.32,19.43,13.59,-145.53,154.9
1997/3/28 11:00,2.32,19.22,14.29,-145.29,156.01
1997/3/28 12:00,2.32,18.91,14.58,-145.3,156.9
1997/3/28 13:00,2.32,18.46,14.57,-145.58,158.23
1997/3/28 14:00,2.33,17.85,14.03,-146.02,158.9
1997/3/28 15:00,2.34,17.02,13.32,-146.5,159.56
1997/3/28 16:00,2.35,16.07,12.47,-146.79,160.23
1997/3/28 17:00,2.35,15.05,11.56,-146.83,160.89
1997/3/28 18:00,2.34,14.18,10.61,-146.58,161.78
1997/3/28 19:00,2.34,13.51,9.63,-146.14,162.45
1997/3/28 20:00,2.34,13.12,9.25,-145.52,161.78
1997/3/28 21:00,2.34,12.91,8.98,-144.78,160.67
1997/3/28 22:00,2.34,12.75,8.85,-143.95,160.01
1997/3/28 23:00,2.34,12.55,8.56,-143.23,159.78
1997/3/29 0:00,2.34,12.31,8.48,-142.77,159.12
1997/3/29 1:00,2.34,12.1,8.61,-142.75,159.12
1997/3/29 2:00,2.33,11.97,8.62,-143.12,159.34
1997/3/29 3:00,2.33,11.91,8.45,-143.76,160.45
1997/3/29 4:00,2.34,11.9,8.21,-144.44,161.56
1997/3/29 5:00,2.34,11.96,8.13,-145.04,162.67
1997/3/29 6:00,2.35,12.11,8.27,-145.5,162.89
1997/3/29 7:00,2.35,12.45,8.48,-145.85,162.45
1997/3/29 8:00,2.36,12.98,8.15,-146.14,161.56
1997/3/29 9:00,2.36,13.71,7.73,-146.46,161.12
1997/3/29 10:00,2.36,14.53,7.18,-146.86,161.78
1997/3/29 11:00,2.36,15.33,7.18,-147.35,162.89
1997/3/29 12:00,2.37,16.04,6.67,-147.87,163.56
1997/3/29 13:00,2.37,16.66,6.17,-148.33,163.78
1997/3/29 14:00,2.38,17.26,5.77,-148.63,163.78
1997/3/29 15:00,2.38,17.95,5.99,-148.74,163.78
1997/3/29 16:00,2.38,18.65,6.35,-148.68,163.78
1997/3/29 17:00,2.39,19.3,6.47,-148.49,163.78
1997/3/29 18:00,2.39,19.72,6.36,-148.04,163.34
1997/3/29 19:00,2.39,19.94,6.37,-147.25,162.67
1997/3/29 20:00,2.4,19.96,6.55,-146.04,162.23
1997/3/29 21:00,2.41,19.83,6.58,-144.62,162
1997/3/29 22:00,2.41,19.59,6.23,-143.26,161.56
1997/3/29 23:00,2.41,19.29,5.76,-142.39,161.12
1997/3/30 0:00,2.41,19,5.6,-142.15,160.45
1997/3/30 1:00,2.41,18.71,5.47,-142.51,160.01
1997/3/30 2:00,2.41,18.43,5.41,-143.25,159.56
1997/3/30 3:00,2.41,18.16,4.98,-144.24,159.12
1997/3/30 4:00,2.41,17.97,5.48,-145.33,158.9
1997/3/30 5:00,2.41,17.87,6.29,-146.47,159.12
1997/3/30 6:00,2.41,17.84,7.55,-147.51,159.34
1997/3/30 7:00,2.4,17.93,8.37,-148.37,159.78
1997/3/30 8:00,2.4,18.14,8.99,-148.99,159.78
1997/3/30 9:00,2.4,18.53,9.67,-149.39,159.78
1997/3/30 10:00,2.4,18.97,10.53,-149.65,159.56
1997/3/30 11:00,2.4,19.46,11.44,-149.79,159.56
1997/3/30 12:00,2.39,19.86,12.39,-149.82,159.56
1997/3/30 13:00,2.38,20.18,13.17,-149.62,159.56
1997/3/30 14:00,2.38,20.31,13.91,-149.19,159.56
1997/3/30 15:00,2.38,20.21,14.82,-148.53,159.56
1997/3/30 16:00,2.39,19.91,15.15,-148.03,159.56
1997/3/30 17:00,2.4,19.39,15.39,-147.91,159.56
1997/3/30 18:00,2.42,18.74,14.91,-148.43,159.78
1997/3/30 19:00,2.42,18,14.46,-149.28,160.67
1997/3/30 20:00,2.43,17.37,13.87,-150.14,161.78
1997/3/30 21:00,2.44,16.95,13.87,-150.53,164.89
1997/3/30 22:00,2.45,16.84,14.15,-150.36,168.89
1997/3/30 23:00,2.47,16.95,14.6,-149.79,172.66
1997/3/31 0:00,2.48,17.35,14.55,-149.26,171.55
1997/3/31 1:00,2.49,17.91,14.43,-149.22,168.22
1997/3/31 2:00,2.48,18.75,14,-149.85,168
1997/3/31 3:00,2.48,19.83,13.69,-151.14,168.66
1997/3/31 4:00,2.47,21.44,13.34,-152.7,170.88
1997/3/31 5:00,2.46,23.44,13.2,-154.09,172.88
1997/3/31 6:00,2.45,25.85,13.11,-154.91,170.66
1997/3/31 7:00,2.44,27.99,13.46,-155.03,165.78
1997/3/31 8:00,2.42,29.47,13.71,-154.58,164.22
1997/3/31 9:00,2.41,29.96,14.04,-153.88,163.34
1997/3/31 10:00,2.4,29.66,14.15,-153.29,163.34
1997/3/31 11:00,2.4,29.14,14.44,-153.07,162.89
1997/3/31 12:00,2.4,28.71,14.92,-153.3,162.45
1997/3/31 13:00,2.41,28.56,15.27,-153.93,161.78
1997/3/31 14:00,2.41,28.38,15.64,-154.76,161.34
1997/3/31 15:00,2.41,28.06,15.58,-155.59,160.67
1997/3/31 16:00,2.41,27.45,15.44,-156.23,160.23
1997/3/31 17:00,2.41,26.67,15.21,-156.64,160.01
1997/3/31 18:00,2.41,25.69,14.53,-156.83,159.78
1997/3/31 19:00,2.41,24.77,13.75,-156.91,159.78
1997/3/31 20:00,2.4,23.95,13.26,-156.92,159.78
1997/3/31 21:00,2.4,23.32,12.8,-156.93,160.01
1997/3/31 22:00,2.4,22.74,12.21,-156.97,160.01
1997/3/31 23:00,2.41,22.12,11.2,-157.07,160.23
1997/4/1 0:00,2.41,21.46,10.48,-157.2,160.45
1997/4/1 1:00,2.41,20.81,9.74,-157.18,160.89
1997/4/1 2:00,2.41,20.26,9.04,-156.74,161.78
1997/4/1 3:00,2.41,19.8,8.76,-155.7,162.67
1997/4/1 4:00,2.41,19.43,8.76,-154.16,161.56
1997/4/1 5:00,2.42,19.05,8.9,-152.48,159.78
1997/4/1 6:00,2.42,18.62,9.13,-151.22,158.9
1997/4/1 7:00,2.43,18.13,9.41,-150.74,159.34
1997/4/1 8:00,2.44,17.61,9.11,-151.13,160.23
1997/4/1 9:00,2.44,17.24,8.9,-152.18,159.78
1997/4/1 10:00,2.44,17.11,8.6,-153.65,156.68
1997/4/1 11:00,2.43,17.26,9.3,-155.28,154.9
1997/4/1 12:00,2.43,17.56,9.78,-156.92,154.01
1997/4/1 13:00,2.41,17.89,10.62,-158.36,154.01
1997/4/1 14:00,2.4,18.2,11.08,-159.37,154.01
1997/4/1 15:00,2.4,18.45,11.34,-159.7,153.79
1997/4/1 16:00,2.39,18.62,11.08,-159.31,153.79
1997/4/1 17:00,2.38,18.66,10.69,-158.39,153.79
1997/4/1 18:00,2.37,18.58,10.35,-157.31,153.57
1997/4/1 19:00,2.37,18.34,10.01,-156.42,153.35
1997/4/1 20:00,2.36,18.06,9.67,-155.82,152.9
1997/4/1 21:00,2.36,17.91,9.14,-155.35,152.68
1997/4/1 22:00,2.36,18,8.76,-154.81,152.46
1997/4/1 23:00,2.36,18.3,8.18,-154.15,152.46
1997/4/2 0:00,2.36,18.59,7.79,-153.49,152.24
1997/4/2 1:00,2.36,18.74,7.19,-153.05,152.24
1997/4/2 2:00,2.36,18.75,6.8,-153,152.24
1997/4/2 3:00,2.36,18.81,6.8,-153.43,152.24
1997/4/2 4:00,2.36,19,7.92,-154.25,152.24
1997/4/2 5:00,2.36,19.25,9.34,-155.36,152.24
1997/4/2 6:00,2.37,19.33,11.05,-156.52,152.24
1997/4/2 7:00,2.37,19.18,12.28,-157.58,152.24
1997/4/2 8:00,2.38,18.96,13.67,-158.52,152.46
1997/4/2 9:00,2.38,18.95,14.59,-159.41,152.46
1997/4/2 10:00,2.39,19.25,15.05,-160.36,152.46
1997/4/2 11:00,2.39,19.67,15.33,-161.37,152.46
1997/4/2 12:00,2.39,19.91,15.48,-162.3,152.46
1997/4/2 13:00,2.4,19.81,16.16,-162.95,152.68
1997/4/2 14:00,2.4,19.57,16.73,-163.17,152.9
1997/4/2 15:00,2.4,19.47,17.38,-162.98,153.12
1997/4/2 16:00,2.39,19.82,17.42,-162.46,153.79
1997/4/2 17:00,2.39,20.52,17.16,-161.76,154.46
1997/4/2 18:00,2.38,21.39,16.72,-161.03,154.68
1997/4/2 19:00,2.37,22.16,16.98,-160.39,154.46
1997/4/2 20:00,2.37,22.72,17.34,-160,154.46
1997/4/2 21:00,2.37,23.11,17.66,-159.9,154.23
1997/4/2 22:00,2.36,23.4,17.4,-160.1,154.46
1997/4/2 23:00,2.35,23.63,17.41,-160.51,154.68
1997/4/3 0:00,2.35,23.77,17.36,-161.01,154.68
1997/4/3 1:00,2.34,23.67,17.36,-161.49,154.68
1997/4/3 2:00,2.35,23.28,16.74,-161.92,154.9
1997/4/3 3:00,2.35,22.65,16.02,-162.31,154.9
1997/4/3 4:00,2.35,22,15.15,-162.63,154.9
1997/4/3 5:00,2.35,21.44,14.63,-162.87,154.9
1997/4/3 6:00,2.34,20.96,14.16,-162.93,154.9
1997/4/3 7:00,2.34,20.45,13.76,-162.79,154.9
1997/4/3 8:00,2.33,19.92,13.18,-162.46,154.9
1997/4/3 9:00,2.33,19.44,12.99,-162.08,154.68
1997/4/3 10:00,2.32,19.11,12.83,-161.88,154.68
1997/4/3 11:00,2.33,18.9,12.77,-162.07,154.9
1997/4/3 12:00,2.34,18.72,12.12,-162.74,155.12
1997/4/3 13:00,2.34,18.56,11.78,-163.69,155.57
1997/4/3 14:00,2.35,18.54,11.58,-164.6,155.79
1997/4/3 15:00,2.37,18.7,11.67,-165.11,155.79
1997/4/3 16:00,2.38,19.07,11.25,-165.07,155.79
1997/4/3 17:00,2.38,19.52,10.78,-164.47,156.01
1997/4/3 18:00,2.38,20.15,10.21,-163.55,156.01
1997/4/3 19:00,2.38,20.89,10.2,-162.53,156.01
1997/4/3 20:00,2.39,21.7,10.28,-161.69,156.01
1997/4/3 21:00,2.39,22.36,10.7,-161.14,156.23
1997/4/3 22:00,2.39,22.81,10.8,-161.04,156.45
1997/4/3 23:00,2.39,23.1,10.9,-161.35,156.23
1997/4/4 0:00,2.39,23.35,10.94,-162.06,156.23
1997/4/4 1:00,2.39,23.64,10.77,-162.87,156.45
1997/4/4 2:00,2.39,23.91,10.54,-163.5,156.45
1997/4/4 3:00,2.39,24.02,10.46,-163.55,156.68
1997/4/4 4:00,2.39,23.94,10.8,-162.93,156.68
1997/4/4 5:00,2.4,23.65,11.25,-161.64,156.9
1997/4/4 6:00,2.4,23.28,12.21,-160.01,156.9
1997/4/4 7:00,2.39,22.88,12.89,-158.33,157.34
1997/4/4 8:00,2.39,22.55,14.22,-156.94,157.34
1997/4/4 9:00,2.4,22.33,15.02,-155.98,157.56
1997/4/4 10:00,2.4,22.26,16.25,-155.48,157.56
1997/4/4 11:00,2.41,22.32,17.05,-155.42,157.56
1997/4/4 12:00,2.4,22.46,17.86,-155.78,157.79
1997/4/4 13:00,2.4,22.6,18.38,-156.63,158.01
1997/4/4 14:00,2.39,22.73,18.25,-157.93,158.23
1997/4/4 15:00,2.39,22.9,17.93,-159.62,158.23
1997/4/4 16:00,2.38,23.27,17.24,-161.47,158.23
1997/4/4 17:00,2.37,23.86,16.83,-163.32,158.23
1997/4/4 18:00,2.38,24.57,15.41,-164.93,158.23
1997/4/4 19:00,2.38,25.16,14.25,-166.16,158.23
1997/4/4 20:00,2.38,25.58,12.93,-166.93,158.01
1997/4/4 21:00,2.38,25.77,12.64,-167.27,157.79
1997/4/4 22:00,2.38,25.82,12.11,-167.34,157.56
1997/4/4 23:00,2.38,25.82,11.95,-167.25,157.34
1997/4/5 0:00,2.37,25.89,11.81,-167.11,156.9
1997/4/5 1:00,2.37,26.09,12.35,-166.92,156.45
1997/4/5 2:00,2.37,26.4,13.03,-166.62,156.01
1997/4/5 3:00,2.36,26.62,13.88,-166.1,155.57
1997/4/5 4:00,2.36,26.6,14.58,-165.31,155.12
1997/4/5 5:00,2.36,26.31,15.49,-164.25,154.9
1997/4/5 6:00,2.37,25.88,16.42,-163.03,154.9
1997/4/5 7:00,2.37,25.47,16.98,-161.81,154.68
1997/4/5 8:00,2.37,25.2,16.48,-160.74,154.46
1997/4/5 9:00,2.37,25.07,15.89,-159.93,154.01
1997/4/5 10:00,2.38,25.06,15.27,-159.44,153.79
1997/4/5 11:00,2.39,25.16,15.23,-159.27,153.35
1997/4/5 12:00,2.4,25.3,14.7,-159.41,153.35
1997/4/5 13:00,2.41,25.45,14.19,-159.96,153.12
1997/4/5 14:00,2.42,25.5,13.78,-160.94,153.12
1997/4/5 15:00,2.43,25.51,13.59,-162.31,153.12
1997/4/5 16:00,2.44,25.51,13.47,-163.78,152.9
1997/4/5 17:00,2.45,25.56,13.21,-165.1,152.9
1997/4/5 18:00,2.46,25.62,13.34,-166.08,152.9
1997/4/5 19:00,2.47,25.63,13.51,-166.72,153.12
1997/4/5 20:00,2.48,25.54,13.77,-166.98,153.12
1997/4/5 21:00,2.49,25.27,14.46,-166.85,153.12
1997/4/5 22:00,2.5,24.84,14.85,-166.28,154.01
1997/4/5 23:00,2.51,24.4,15.26,-165.38,154.68
1997/4/6 0:00,2.51,24.3,15.42,-164.23,155.12
1997/4/6 1:00,2.51,24.65,16.14,-163,155.34
1997/4/6 2:00,2.51,25.41,16.91,-161.81,155.79
1997/4/6 3:00,2.52,26.26,17.41,-160.88,156.23
1997/4/6 4:00,2.52,27.17,17.66,-160.33,156.68
1997/4/6 5:00,2.52,28.08,17.82,-160.32,157.34
1997/4/6 6:00,2.52,28.96,18.3,-160.72,158.01
1997/4/6 7:00,2.52,29.6,18.82,-161.4,158.9
1997/4/6 8:00,2.51,29.92,19.42,-162.13,159.34
1997/4/6 9:00,2.49,30.03,19.05,-162.81,160.23
1997/4/6 10:00,2.47,30.16,18.5,-163.35,161.34
1997/4/6 11:00,2.45,30.38,17.71,-163.72,163.11
1997/4/6 12:00,2.44,30.66,17.04,-163.84,164
1997/4/6 13:00,2.43,30.83,16.15,-163.67,164.67
1997/4/6 14:00,2.43,30.63,15.24,-163.22,164.45
1997/4/6 15:00,2.42,29.97,14.68,-162.66,164.45
1997/4/6 16:00,2.41,28.76,14.38,-162.24,164.67
1997/4/6 17:00,2.4,27.34,14.01,-162.21,164.89
1997/4/6 18:00,2.39,25.74,13.68,-162.59,164.89
1997/4/6 19:00,2.39,24.27,13.54,-163.21,165.11
1997/4/6 20:00,2.39,22.91,13.24,-163.57,165.33
1997/4/6 21:00,2.4,21.9,12.96,-163.27,165.78
1997/4/6 22:00,2.41,21.21,12.64,-161.98,166
1997/4/6 23:00,2.41,20.81,12.52,-159.93,166.89
1997/4/7 0:00,2.41,20.51,12.43,-157.51,167.33
1997/4/7 1:00,2.41,20.24,11.99,-155.48,168
1997/4/7 2:00,2.41,20.1,11.88,-154.2,168.66
1997/4/7 3:00,2.41,20.25,11.58,-153.92,169.11
1997/4/7 4:00,2.41,20.75,11.49,-154.41,169.33
1997/4/7 5:00,2.41,21.35,10.81,-155.34,169.33
1997/4/7 6:00,2.41,21.85,10.06,-156.39,169.33
1997/4/7 7:00,2.42,22.04,9.18,-157.46,169.33
1997/4/7 8:00,2.42,21.96,8.85,-158.6,169.11
1997/4/7 9:00,2.41,21.69,8.8,-159.97,168.89
1997/4/7 10:00,2.41,21.41,8.93,-161.55,168.89
1997/4/7 11:00,2.4,21.18,9.15,-163.12,168.89
1997/4/7 12:00,2.4,20.95,9.42,-164.3,168.66
1997/4/7 13:00,2.39,20.54,9.51,-164.83,168.44
1997/4/7 14:00,2.39,19.95,9.39,-164.74,168.22
1997/4/7 15:00,2.39,19.24,9.58,-164.32,168
1997/4/7 16:00,2.39,18.62,10.19,-163.85,167.33
1997/4/7 17:00,2.39,18.21,10.96,-163.5,166.22
1997/4/7 18:00,2.4,18.12,11.83,-163.28,166.44
1997/4/7 19:00,2.4,18.31,12.96,-163.2,166.67
1997/4/7 20:00,2.4,18.67,14.16,-163.24,166.44
1997/4/7 21:00,2.4,19.04,14.82,-163.41,166.44
1997/4/7 22:00,2.4,19.29,15.2,-163.67,166.22
1997/4/7 23:00,2.4,19.47,15.4,-163.98,166
1997/4/8 0:00,2.41,19.7,15.92,-164.25,166
1997/4/8 1:00,2.41,20,16.47,-164.44,165.56
1997/4/8 2:00,2.42,20.33,16.68,-164.49,164.45
1997/4/8 3:00,2.43,20.58,16.63,-164.34,163.11
1997/4/8 4:00,2.43,20.77,16.06,-163.92,161.34
1997/4/8 5:00,2.43,20.89,15.54,-163.18,160.89
1997/4/8 6:00,2.43,20.98,14.92,-162.25,160.45
1997/4/8 7:00,2.43,20.99,14.49,-161.27,160.01
1997/4/8 8:00,2.43,21,14.28,-160.43,159.56
1997/4/8 9:00,2.42,21.07,14.16,-159.91,159.12
1997/4/8 10:00,2.42,21.37,14.09,-159.89,158.9
1997/4/8 11:00,2.42,21.86,14.05,-160.5,159.12
1997/4/8 12:00,2.41,22.45,14.03,-161.61,159.34
1997/4/8 13:00,2.41,22.93,14.02,-162.92,158.9
1997/4/8 14:00,2.4,24.73,14.21,-163.9,158.01
1997/4/8 15:00,2.39,26.73,14.25,-164.4,156.45
1997/4/8 16:00,2.39,27.69,14.29,-164.46,156.01
1997/4/8 17:00,2.39,27.1,14.11,-164.5,155.57
1997/4/8 18:00,2.38,25.97,13.88,-164.76,155.12
1997/4/8 19:00,2.38,25.73,13.6,-165.41,154.68
1997/4/8 20:00,2.38,25.47,13.3,-166.26,154.68
1997/4/8 21:00,2.38,25.17,13.18,-167.15,154.46
1997/4/8 22:00,2.38,24.61,13.1,-167.83,154.23
1997/4/8 23:00,2.38,23.67,13.06,-168.27,154.01
1997/4/9 0:00,2.38,22.4,13.03,-168.45,153.57
1997/4/9 1:00,2.38,21.05,13.02,-168.07,152.9
1997/4/9 2:00,2.39,19.89,13.01,-167.04,152.24
1997/4/9 3:00,2.39,19.24,13.21,-165.21,151.79
1997/4/9 4:00,2.4,19.19,13.64,-163.67,151.35
1997/4/9 5:00,2.4,19.61,14.17,-162.72,151.35
1997/4/9 6:00,2.4,20.28,14.76,-162.86,151.35
1997/4/9 7:00,2.4,21.05,15.39,-163.18,151.35
1997/4/9 8:00,2.4,21.96,16.03,-163.6,151.13
1997/4/9 9:00,2.41,22.97,16.28,-163.89,150.68
1997/4/9 10:00,2.41,24.14,16.46,-164.37,150.02
1997/4/9 11:00,2.42,25.32,16.55,-164.99,149.57
1997/4/9 12:00,2.43,26.41,16.8,-165.63,149.13
1997/4/9 13:00,2.44,26.96,16.67,-166.05,148.91
1997/4/9 14:00,2.44,26.88,16.69,-166.13,148.91
1997/4/9 15:00,2.45,26.33,16.67,-165.83,148.91
1997/4/9 16:00,2.45,25.6,16.27,-165.31,148.46
1997/4/9 17:00,2.45,24.88,15.39,-164.79,148.68
1997/4/9 18:00,2.45,24.13,14.33,-164.6,149.35
1997/4/9 19:00,2.45,23.41,13.94,-164.81,150.24
1997/4/9 20:00,2.46,22.68,13.66,-165.33,151.35
1997/4/9 21:00,2.46,21.94,13.52,-165.65,151.79
1997/4/9 22:00,2.46,21.22,13.44,-165.45,152.24
1997/4/9 23:00,2.46,20.64,13.79,-164.59,152.68
1997/4/10 0:00,2.45,20.3,14.65,-163.41,153.35
1997/4/10 1:00,2.45,20.33,15.49,-162.48,153.79
1997/4/10 2:00,2.44,20.79,16.43,-162.26,154.01
1997/4/10 3:00,2.43,21.49,17.58,-162.9,153.79
1997/4/10 4:00,2.43,22.18,18.8,-164.09,153.79
1997/4/10 5:00,2.43,22.59,20.08,-165.37,153.79
1997/4/10 6:00,2.43,22.76,20.58,-166.28,154.01
1997/4/10 7:00,2.42,22.82,20.93,-166.75,154.23
1997/4/10 8:00,2.41,22.87,21.3,-166.92,154.46
1997/4/10 9:00,2.41,22.85,21.65,-167.07,154.9
1997/4/10 10:00,2.41,22.64,21.99,-167.24,155.57
1997/4/10 11:00,2.41,22.28,21.53,-167.32,155.79
1997/4/10 12:00,2.41,21.97,21.1,-167.11,156.23
1997/4/10 13:00,2.42,21.82,20.53,-166.62,156.45
1997/4/10 14:00,2.42,21.83,19.93,-165.98,157.12
1997/4/10 15:00,2.43,21.96,18.89,-165.46,157.79
1997/4/10 16:00,2.43,22.16,17.76,-165.21,158.9
1997/4/10 17:00,2.43,22.4,16.73,-165.29,159.78
1997/4/10 18:00,2.44,22.59,16.5,-165.7,160.01
1997/4/10 19:00,2.44,22.65,16.45,-166.49,159.56
1997/4/10 20:00,2.44,22.57,16.39,-167.61,159.78
1997/4/10 21:00,2.43,22.37,15.77,-169,160.45
1997/4/10 22:00,2.42,22.12,15.03,-170.34,161.12
1997/4/10 23:00,2.42,21.9,15.16,-171.43,160.89
1997/4/11 0:00,2.42,21.81,15.24,-172.17,160.01
1997/4/11 1:00,2.41,21.93,15.88,-172.68,159.78
1997/4/11 2:00,2.4,22.19,16.02,-173.14,160.23
1997/4/11 3:00,2.39,22.58,16.78,-173.61,159.78
1997/4/11 4:00,2.38,22.95,17.36,-174.04,158.9
1997/4/11 5:00,2.39,23.29,18.03,-174.32,158.01
1997/4/11 6:00,2.39,23.59,18.68,-174.32,156.9
1997/4/11 7:00,2.4,23.95,19.54,-174,155.57
1997/4/11 8:00,2.4,24.28,20.44,-173.36,154.23
1997/4/11 9:00,2.42,24.44,21.2,-172.58,153.79
1997/4/11 10:00,2.43,24.35,21.33,-171.85,153.35
1997/4/11 11:00,2.45,24.02,21.51,-171.45,152.68
1997/4/11 12:00,2.46,23.6,21.57,-171.51,152.24
1997/4/11 13:00,2.47,23.26,21.81,-171.96,152.24
1997/4/11 14:00,2.48,23.36,21.68,-172.56,152.68
1997/4/11 15:00,2.48,24,21.5,-172.97,152.68
1997/4/11 16:00,2.49,24.86,21.24,-173,152.9
1997/4/11 17:00,2.49,25.5,20.55,-172.57,152.9
1997/4/11 18:00,2.49,25.74,19.76,-171.81,151.35
1997/4/11 19:00,2.49,25.78,18.86,-170.82,150.02
1997/4/11 20:00,2.48,25.8,18.52,-169.78,149.57
1997/4/11 21:00,2.47,25.85,17.88,-168.79,149.13
1997/4/11 22:00,2.46,25.99,17.28,-167.97,148.68
1997/4/11 23:00,2.44,26.27,16.63,-167.44,148.46
1997/4/12 0:00,2.43,26.72,16.18,-167.36,148.24
1997/4/12 1:00,2.42,27.35,15.76,-167.76,148.02
1997/4/12 2:00,2.42,27.93,15.79,-168.63,148.02
1997/4/12 3:00,2.41,28.35,15.71,-169.74,147.8
1997/4/12 4:00,2.41,28.37,15.7,-170.92,147.13
1997/4/12 5:00,2.4,28.01,15.48,-172,146.69
1997/4/12 6:00,2.39,27.27,15.24,-172.96,146.24
1997/4/12 7:00,2.39,26.25,14.94,-173.85,145.35
1997/4/12 8:00,2.39,25.18,14.44,-174.7,144.69
1997/4/12 9:00,2.4,24.22,14.28,-175.48,143.58
1997/4/12 10:00,2.4,23.57,13.74,-176.09,142.91
1997/4/12 11:00,2.41,23.19,13.2,-176.49,142.25
1997/4/12 12:00,2.42,23.11,12.39,-176.63,141.8
1997/4/12 13:00,2.42,23.2,11.92,-176.61,141.36
1997/4/12 14:00,2.41,23.36,11.46,-176.51,140.69
1997/4/12 15:00,2.41,23.47,11.28,-176.47,140.03
