ds,y
1925/4/1,7.36
1925/5/1,6.63
1925/6/1,5.8
1925/7/1,5.09
1925/8/1,4.98
1925/9/1,5.01
1925/10/1,5.2
1925/11/1,5.24
1925/12/1,5.49
1926/1/1,5.95
1926/2/1,6.29
1926/3/1,6.85
1926/4/1,7.43
1926/5/1,8.06
1926/6/1,8.7
1926/7/1,8.55
1926/8/1,8.25
1926/9/1,7.56
1926/10/1,7.16
1926/11/1,6.54
1926/12/1,5.74
1927/1/1,5.06
1927/2/1,4.36
1927/3/1,3.88
1927/4/1,3.45
1927/5/1,3.47
1927/6/1,3.58
1927/7/1,4.01
1927/8/1,4.32
1927/9/1,4.67
1927/10/1,4.8
1927/11/1,5.09
1927/12/1,5.38
1928/1/1,5.89
1928/2/1,6.25
1928/3/1,6.63
1928/4/1,6.38
1928/5/1,6
1928/6/1,5.68
1928/7/1,5.74
1928/8/1,6.08
1928/9/1,6.36
1928/10/1,6.49
1928/11/1,6.37
1928/12/1,5.97
1929/1/1,5.47
1929/2/1,4.89
1929/3/1,4.87
1929/4/1,5.15
1929/5/1,5.61
1929/6/1,5.35
1929/7/1,4.79
1929/8/1,3.83
1929/9/1,3.12
1929/10/1,2.59
1929/11/1,2.34
1929/12/1,2.19
1930/1/1,2.71
1930/2/1,2.98
1930/3/1,3.54
1930/4/1,3.5
1930/5/1,3.81
1930/6/1,3.86
1930/7/1,3.93
1930/8/1,4.16
1930/9/1,4.62
1930/10/1,5.36
1930/11/1,6
1930/12/1,5.87
1931/1/1,5.57
1931/2/1,5.09
1931/3/1,5.13
1931/4/1,5.04
1931/5/1,5.04
1931/6/1,5.02
1931/7/1,5.01
1931/8/1,4.81
1931/9/1,4.36
1931/10/1,3.83
1931/11/1,3.84
1931/12/1,3.94
1932/1/1,4.16
1932/2/1,4.02
1932/3/1,4.24
1932/4/1,5.05
1932/5/1,6.06
1932/6/1,7.02
1932/7/1,7.82
1932/8/1,8.57
1932/9/1,9.28
1932/10/1,9.37
1932/11/1,9.73
1932/12/1,10.02
1933/1/1,10.55
1933/2/1,10.71
1933/3/1,10.45
1933/4/1,10.03
1933/5/1,9.9
1933/6/1,9.79
1933/7/1,9.74
1933/8/1,9.51
1933/9/1,9.85
1933/10/1,9.87
1933/11/1,9.74
1933/12/1,9.12
1934/1/1,8.57
1934/2/1,7.94
1934/3/1,7.5
1934/4/1,6.69
1934/5/1,6.04
1934/6/1,5.35
1934/7/1,5.48
1934/8/1,5.16
1934/9/1,5.33
1934/10/1,5.3
1934/11/1,5.93
1934/12/1,6.65
1935/1/1,7.51
1935/2/1,8.23
1935/3/1,8.55
1935/4/1,8.56
1935/5/1,8.42
1935/6/1,8.4
1935/7/1,8.76
1935/8/1,9.23
1935/9/1,9.6
1935/10/1,9.57
1935/11/1,9.43
1935/12/1,9
1936/1/1,8.69
1936/2/1,8.34
1936/3/1,8.21
1936/4/1,8.11
1936/5/1,7.46
1936/6/1,6.51
1936/7/1,5.4
1936/8/1,4.58
1936/9/1,4.2
1936/10/1,3.56
